"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
18350,19920311,192775,2013456,1845,112066
14450,19920829,11303,4087333,742,72858
14450,19920829,165443,6800047,293,90506
184,19920930,197513,3986012,389,96630
13918,19921110,81707,4302807,1546,101322
13918,19921110,40266,4846752,566,72375
8200,19920529,31676,6932273,364,96460
4999,19921123,10245,1270764,1898,69314
22993,19921215,153948,1801746,222,120116
22993,19921215,160544,6418160,1507,96272
17879,19921212,158967,6685668,962,121557
17879,19921212,155712,1925036,478,106062
7486,19921213,136611,6096157,746,98856
1771,19920601,139067,2601453,1035,66363
18575,19920523,185184,2411442,161,76150
5755,19920320,155186,368630,647,74470
9025,19920320,193319,5649240,541,84738
13915,19920522,95484,5799561,409,88768
6469,19920522,163728,2687580,1803,107503
6469,19920522,161777,8555796,1627,110326
26296,19920404,123303,3509389,553,79578
26296,19920404,141280,6474272,860,79276
23557,19920201,146684,5257805,219,103840
23557,19920201,22556,5216324,68,88713
6184,19920105,159298,6449842,773,81437
6184,19920105,197054,4719305,1037,69063
6184,19920105,70168,4015428,196,68289
6451,19921115,14779,3983747,383,101626
6451,19921115,111853,7200185,1776,111891
22640,19920912,186793,6885670,1678,112787
6673,19920626,52635,1428867,1747,95257
10370,19921214,172785,5201784,498,111466
27002,19920616,87861,366074,798,110931
12085,19920219,9656,1549993,1859,93939
28769,19920615,174053,5080741,133,67623
28769,19920615,52076,3123276,127,61684
28327,19920918,62208,2981669,545,70212
5305,19921104,114162,2705168,596,70569
5305,19921104,106167,1994372,718,70389
5305,19921104,22306,2407468,341,73698
14068,19920327,190687,4799736,547,106660
14068,19920327,60913,9182159,1423,112434
7832,19920124,85787,7722229,292,106366
7832,19920124,16258,5753825,1458,70455
5633,19920411,198431,5395829,995,91765
13813,19921019,18787,2005997,314,102346
17080,19921229,156308,5402628,41,81858
17080,19921229,4131,101442,191,62107
16951,19920910,106618,7473206,1783,97476
21130,19920525,80972,5606976,768,117178
21130,19920525,81457,3275350,826,86307
526,19920911,140611,2943169,1856,99096
701,19920826,33558,6285391,1560,89493
9592,19920425,110230,2066223,489,74413
9592,19920425,186270,4204437,1701,81376
23794,19920929,15177,4174273,694,65530
874,19920507,199813,5491677,1112,114768
11708,19920319,1819,1873962,681,103248
11111,19920702,134616,4367514,709,99036
11111,19920702,89588,6310320,1939,94654
3071,19921223,156131,2350517,1930,71227
3071,19921223,167634,7337428,870,102097
5038,19920919,24907,3480610,834,109914
5038,19920919,58371,921253,455,79762
5038,19920919,39831,7012486,1199,106249
5038,19920919,30902,181457,279,109974
11182,19920316,146823,3702243,1120,112189
11182,19920316,43935,375786,353,112735
19082,19920510,97239,4079559,1153,74173
12469,19921104,40135,1685803,1416,64507
23192,19921230,188754,552825,1892,110565
23192,19921230,133256,3790395,1388,77355
27889,19920119,179252,2108700,1890,79875
13480,19920102,120751,6139113,1170,106305
9028,19920801,110482,2807354,642,89548
9028,19920801,68695,5656546,52,99821
9028,19920801,144658,5731119,733,102159
18386,19920128,47621,153724,693,94117
18386,19920128,161040,3488094,589,66062
18386,19920128,53219,3164967,441,70332
21371,19920801,174244,131824,914,79094
21371,19920801,106707,856850,1157,102822
12949,19920505,103095,3804881,1989,65885
25112,19920528,113783,5692199,1631,107806
12593,19921029,97599,3672157,645,95795
18028,19920627,199492,1403694,1143,95489
27805,19920829,197927,8707156,1937,121495
27805,19920829,150213,5810766,136,75792
1496,19920113,68924,2271504,1559,113575
1496,19920113,195002,2715075,246,65820
5926,19920425,6164,4979454,1662,64209
15286,19921111,169821,561573,153,113449
15286,19921111,168667,5154910,1292,104139
26791,19920531,77074,728391,1917,63064
26791,19920531,174754,7680750,906,109725
20509,19920220,188331,5981056,1867,85159
20509,19920220,65776,7663788,1712,104506
20509,19920220,83906,4815465,1895,113394
9943,19921127,3595,1498590,701,89915
16270,19921130,15158,3680904,272,64389
22016,19921220,175115,4198708,1466,71406
22016,19921220,155886,5328518,1700,116512
9643,19920108,68187,2490568,847,69310
24092,19920517,119166,3716661,712,71109
24092,19920517,7037,3020896,1909,56641
24092,19920517,34168,4320467,1833,66129
18106,19921005,91987,5093894,149,118738
18106,19921005,139484,5278858,1414,91408
18106,19921005,164570,5884452,1413,98074
19279,19920125,34811,3935055,520,104748
19279,19920125,52943,9104303,1673,113756
19279,19920125,63592,2333385,1997,93335
9025,19921119,124608,4408020,528,97956
9025,19921119,83975,3134352,1013,117538
11275,19920102,73045,705501,521,61082
11275,19920102,50609,5807950,650,93576
412,19920717,96082,1707678,1022,64684
412,19920717,85309,1164870,1998,77658
11581,19921007,40078,3563245,130,61084
11581,19921007,181824,3430476,106,114349
11581,19921007,108389,4656070,832,83842
11543,19920417,61822,2295776,1176,107029
11543,19920417,38526,5074561,394,87871
22577,19920612,132763,1600022,1730,107745
24109,19920613,177727,7579824,1680,108283
24109,19920613,119413,5443158,1367,85944
10430,19921201,131180,4676365,265,72670
10430,19921201,172485,5295432,226,93448
2572,19920721,24776,1347009,374,102046
2572,19920721,199892,8393824,1003,119513
20264,19921127,177859,774740,1270,116211
20264,19921127,73006,1439130,717,58740
20264,19921127,126345,3762956,909,82280
8608,19920523,177668,4105792,1845,104739
8608,19920523,62694,2296172,1089,99401
8608,19920523,89332,4185973,967,79279
20306,19920420,163732,8799077,1599,107743
20306,19920420,37852,7159400,780,107391
20306,19920420,177702,889850,1801,106782
8549,19920705,170345,5378292,1532,84920
8549,19920705,182041,4780781,1303,67382
25639,19921202,98585,6334320,1407,95014
8209,19921027,78510,437621,1118,89310
21830,19920302,12580,1625419,1250,89554
5846,19921126,10209,1790720,700,67152
5846,19921126,173299,3362110,514,82337
17045,19920706,105356,808641,1255,81681
17045,19920706,116416,709042,1056,85944
17045,19920706,162319,2071965,1816,82878
11308,19920319,109928,4988206,1685,116275
23584,19920330,69015,578597,50,59040
23584,19920330,131389,556788,994,85222
23584,19920330,152862,3446748,532,114891
9589,19920117,7780,3473451,6,101266
23323,19921119,221,1121220,402,67273
23323,19921119,99790,885946,354,107387
10115,19920202,145151,4904215,1601,71769
10115,19920202,112921,8896032,1661,116035
28201,19920718,4493,6009207,1974,83849
5011,19920415,459,5861948,1137,81567
5011,19920415,110525,2407695,204,92131
5011,19920415,3337,3224858,74,74419
16189,19921001,123318,4995038,981,80478
16189,19921001,196244,3582461,377,80414
16189,19921001,196297,3003933,1787,83597
16189,19921001,158634,6469231,601,101557
21586,19921030,790,6296501,1044,101447
21586,19921030,65424,3851472,688,83365
21586,19921030,126056,749860,650,64923
1643,19921024,49302,2229816,1731,75078
1643,19921024,140410,1160328,1495,87024
430,19920203,107106,3227990,598,66786
29818,19920721,177609,1983441,855,101196
29818,19920721,46957,5521455,357,114237
29818,19920721,1125,2133303,1441,61567
12578,19920307,188932,5149329,1314,121255
28610,19920919,60845,5056352,1984,108350
4106,19920115,193929,5259592,639,121375
4106,19920115,156693,3086453,1182,104981
22513,19920711,62635,1095974,789,95857
22513,19920711,116833,5310861,315,110989
4111,19920416,113741,2983058,1367,105284
4111,19920416,93748,6270264,580,104504
4111,19920416,46490,1126208,616,86189
16441,19920618,133802,6542791,231,110148
16441,19920618,171402,2887864,1124,88404
16441,19920618,139381,6468410,1984,85222
16441,19920618,173545,1281883,628,97112
29191,19920211,146116,3451466,371,69726
29191,19920211,168755,5719280,1980,109425
29191,19920211,49329,1645197,187,76699
20128,19920125,120610,1917597,43,97836
20128,19920125,80322,2995336,649,78139
13307,19920616,30816,342374,895,104808
13307,19920616,117553,6125145,323,94233
13307,19920616,101108,4062633,1198,66546
6589,19920212,135074,998163,998,66544
6589,19920212,183502,310758,449,95130
16639,19920910,174005,740194,1454,64740
16639,19920910,20283,4331808,1516,72196
16639,19920910,81776,2636655,646,105466
29794,19920730,73178,3108159,1868,69070
29794,19920730,140895,9679450,1693,116153
29794,19920730,9433,664502,313,80545
18091,19920328,59412,1086156,303,82284
11392,19920204,95627,1135834,472,97357
11392,19920204,108284,1407292,673,77536
12755,19920409,27463,5178073,704,83427
5254,19920208,108444,1281052,978,87146
1138,19920804,69615,6496901,766,95076
3892,19920105,17327,3484096,1867,74659
3892,19920105,36484,4872246,1031,85228
23521,19920318,132027,4553786,622,63541
23521,19920318,175779,6677172,653,111286
23521,19920318,112602,2689923,379,96876
868,19920616,97662,331932,1751,99579
15473,19920331,123256,506583,1833,76755
2956,19920529,32206,1450066,1341,68292
8413,19921218,174646,8176481,1549,103238
7222,19920103,35214,1464093,1538,68952
7222,19920103,32059,991050,609,59463
4558,19921206,182364,4339080,645,86781
4558,19921206,191038,442579,990,67741
4627,19920618,47724,6716970,1153,100303
4627,19920618,85623,4886987,875,96517
20629,19920413,62865,7311440,113,109671
7813,19921115,66928,5252718,1837,113695
26995,19921107,63245,1691536,1553,72494
5641,19920425,169020,1185942,83,65341
8422,19920203,153093,4584360,1458,68765
8422,19920203,141196,1484628,1891,74231
8422,19920203,19456,5364255,517,82527
19384,19920320,102728,5825603,376,103843
19384,19920320,133123,2861397,34,69367
19384,19920320,105550,5851979,869,93333
2962,19920911,5626,5360670,1450,91897
25292,19920522,38293,2171995,434,73877
13820,19920429,11144,4220560,749,63308
13820,19920429,152044,876832,77,65762
26918,19921216,30304,4887828,1773,74058
17437,19920510,127758,5714400,1789,107145
17437,19920510,150173,242187,1333,73390
8686,19920210,194191,4834884,5,77111
2119,19920824,130579,1752821,1097,96574
2119,19920824,142234,638115,562,76573
5372,19920520,65349,5925044,1183,78860
5372,19920520,143043,4561368,1000,65162
22483,19921215,156915,4880477,240,118314
22483,19921215,24026,3103715,782,57001
12272,19921214,49747,5429568,1853,101804
25039,19920221,111139,910902,1367,69007
2807,19921110,76953,6808863,217,115797
1330,19921017,2858,1760850,1865,105651
1330,19921017,30174,3679094,1587,66250
9695,19920801,75357,4529990,712,79941
5785,19920416,182491,2004626,993,94409
5785,19920416,109811,1820810,638,109248
23222,19920806,174407,4790847,771,88884
533,19920718,27071,3260694,355,59884
533,19920718,135468,2652103,258,90207
14753,19921030,59330,4770521,1679,77359
14753,19921030,43177,3073746,48,67210
20665,19920612,157610,5282988,1296,100056
4966,19920302,95565,3862386,1158,93633
17146,19921107,75129,5246778,280,66247
17146,19921107,23664,2857788,1887,95259
25660,19920902,136641,3945809,291,100658
19549,19920426,107651,162547,990,99519
8060,19920428,17705,7951230,482,97362
3593,19920324,169902,772984,1234,118314
3593,19920324,131663,503314,163,101679
3593,19920324,122626,7583652,581,98917
14752,19921027,151224,6186092,474,76513
14752,19921027,11632,5597202,165,92617
14752,19921027,153703,2986390,1787,105402
27616,19920105,94350,6654532,1663,80661
27616,19920105,136014,1543514,609,63000
21313,19920904,145688,4462492,1334,104020
21313,19920904,13492,6198210,1810,84329
11098,19920814,13963,2229828,497,112617
11098,19920814,73951,943225,1473,115497
27775,19920302,106397,5140617,28,84203
265,19921225,50542,2659706,717,89552
265,19921225,839,682013,1760,104389
1246,19921215,86914,1862891,1604,114054
6592,19920829,147000,2462544,1966,62820
6592,19920829,194781,4456853,451,112546
6592,19920829,858,8794250,644,105531
16999,19920905,65889,6306592,709,111292
13816,19921201,112867,5451594,1189,112791
13816,19921201,147599,5809169,1026,98795
13816,19921201,88965,9379008,1062,117237
13816,19921201,19700,4049250,664,97182
24091,19920111,192181,4866093,620,76390
4468,19920512,149854,3581141,297,114231
4468,19920512,185899,2947561,1412,119093
4468,19920512,196978,8627725,1258,124498
4468,19920512,198948,6282058,1456,122816
4468,19920512,117632,6598520,268,98977
4072,19921113,84659,4556197,109,98619
4072,19921113,48392,4155209,1240,80423
4072,19921113,113645,1462920,845,99518
14314,19920515,104974,9404065,547,118738
14314,19920515,89983,3093632,548,118378
14126,19920404,74961,191660,1009,116157
3617,19921230,101755,3615391,186,105405
13699,19920318,98122,4281098,107,67207
14774,19920216,161908,8880309,762,118194
14774,19920216,182789,6364052,702,112306
19960,19920802,38249,3955883,1167,71234
19960,19920802,46584,306116,1919,91834
1207,19921218,174152,4566182,459,73569
29233,19920308,123636,487931,1151,99577
29233,19920308,62882,2350377,1267,110692
20785,19920320,120143,1266659,1050,69788
20785,19920320,123709,7277340,797,103962
23749,19921017,176247,1965011,1290,79394
23749,19921017,177213,1419231,1593,77412
24985,19920526,102553,4311984,847,93333
5585,19920324,67190,4281603,1363,69431
28546,19920915,80318,3765099,1278,77898
15268,19920829,111401,5259777,1444,84744
28498,19920907,142961,9522817,1019,120237
28498,19920907,134293,5176431,1276,79637
28498,19920907,55218,4927482,1608,70392
5062,19920922,33036,3988527,1237,58141
11002,19921126,125412,4789450,576,86244
7370,19920306,139325,4545914,330,81859
14195,19920413,33205,2929726,656,68292
21571,19920502,195037,5660150,1642,67921
21571,19920502,187497,7843225,738,95069
23935,19921218,123010,4602059,1376,61980
16900,19920406,161620,8239938,277,100897
29608,19920702,108245,6079467,40,75194
6535,19920119,22082,2409792,846,60244
6535,19920119,129453,3962588,1240,88947
6535,19920119,113643,5632576,803,99398
6535,19920119,193264,4702905,1705,81435
18502,19920615,178653,7466874,378,103899
28627,19920125,116694,7013829,1457,102641
28627,19920125,124431,5847917,1936,87325
29092,19920203,182478,458778,1166,93628
15475,19921002,89792,7761477,992,106907
17875,19920423,3946,9064706,1431,110996
17875,19920423,112196,4664821,502,72491
1433,19920503,192305,3873315,1363,83838
12110,19921129,100112,4795418,1189,66726
27167,19920630,40478,278020,1649,85108
16628,19920330,150764,5262804,1655,108885
16628,19920330,188651,1033352,273,104379
5023,19920503,86944,1338141,1098,115856
16486,19920905,155345,3568066,585,84020
26224,19920301,96625,158918,794,97297
26224,19920301,162324,6657108,1578,83179
13972,19920915,33217,805147,1155,69012
22291,19920321,177904,3171040,1619,118914
15715,19921125,50927,7177410,881,112675
12509,19920725,44041,975189,808,59102
14989,19920901,114947,582696,1865,117716
14989,19920901,98244,4626101,399,74534
14989,19920901,163077,3192196,1965,68404
7448,19921204,169396,725368,243,87923
16958,19920421,5869,5974178,1407,106491
16958,19920421,38894,2566046,1657,109973
16958,19920421,107285,1407292,69,77536
16958,19920421,131070,4469243,1302,66064
21127,19921124,80663,6120989,1154,98619
21127,19921124,65382,5524258,1040,80842
23459,19920730,96007,2206600,1605,60180
5918,19920103,44272,4135318,1784,72976
19445,19920103,165491,6070311,971,93389
19445,19920103,4232,1447557,603,68173
21571,19920624,25992,9398151,1581,115079
23291,19920527,17625,7483249,1803,92557
1163,19920112,195173,126817,631,76090
5030,19920618,135773,177259,899,108526
5030,19920618,121487,7018957,427,90508
22777,19920223,132546,156275,1289,94712
10489,19920527,115525,7473062,1284,92431
1447,19920621,45083,916019,732,61684
1811,19920809,55976,2704758,1624,115918
4015,19920719,112192,3934088,560,72251
25643,19921218,189364,5839600,1784,87201
10280,19920413,111797,1772614,1460,108527
20743,19920201,77741,1031244,706,103124
20743,19920201,103549,6455461,1345,93152
29024,19921227,50478,6222415,1796,85708
11980,19920411,29558,743775,1457,89253
11185,19920707,119605,6915922,222,97476
11185,19920707,191855,4006617,1239,116811
4963,19920305,10069,3101662,127,58743
4963,19920305,13278,2685122,205,71476
21383,19921106,162909,390436,1580,118314
19123,19920905,63482,4957996,145,86728
17093,19921226,98587,1726696,1998,95134
16172,19920601,30809,4478245,1825,104388
4819,19920713,47746,6605586,308,101624
19006,19920717,27914,2026101,1229,110514
811,19921009,178966,400812,69,122697
3877,19920224,140988,4218249,467,121738
28138,19921113,99146,3435420,1080,68708
9356,19920620,125700,5125329,75,103542
9356,19920620,34256,476100,43,71415
27848,19921216,195529,3216549,1694,97471
19511,19920424,151360,419173,1923,84681
11680,19920624,26544,7058592,1651,88232
11680,19920624,82583,7671342,1087,93934
2272,19920212,147749,6867140,317,107804
1438,19920926,59726,4460415,1596,101143
1438,19920926,672,5086014,1736,94360
20029,19921222,122901,1333262,1560,115434
20029,19921222,61587,6373955,1625,92914
12994,19920623,117200,1338920,1502,73032
2065,19921120,69442,988008,75,84686
2065,19921120,102763,8475648,863,105945
7763,19920429,173609,5830209,1519,100956
7763,19920429,44306,6001440,1012,75018
7010,19920625,40189,1467934,1938,67750
3688,19920324,9478,2060392,1333,83248
3688,19920324,96078,4841907,1812,64444
12395,19920426,41265,3782831,666,72375
27050,19920217,55946,8939118,1737,114116
15847,19920829,173458,2701477,327,91887
15847,19920829,99080,755356,747,64744
15565,19920322,152409,7089251,375,87684
17287,19920915,95866,7261254,196,111711
17287,19920915,124650,3349300,697,100479
21175,19920816,22386,1538654,224,78502
21175,19920816,27765,3893348,1002,101565
21175,19920816,129065,866495,508,65643
25936,19920106,144751,6285125,427,107745
25936,19920106,176599,2156484,836,100535
18541,19920131,110828,4413168,1492,110329
7145,19920112,110605,7916440,379,96936
7145,19920112,130384,4384578,561,84862
7145,19920112,118712,6953992,1512,103842
26020,19921201,157884,7573332,179,116512
5104,19921231,50278,122827,1898,73696
5104,19921231,175994,608577,1603,124199
1474,19921215,155404,3178573,1412,87564
16732,19921101,104812,2338234,1271,109008
16732,19921101,124084,4387996,1195,66484
6212,19921220,102557,4432241,135,93573
6212,19921220,71757,172875,1416,103725
6212,19921220,17244,3251472,857,69674
6212,19921220,172507,5727267,804,94770
21976,19920131,32891,8937061,1404,109433
21976,19920131,2992,7504160,1151,113699
12523,19920516,127901,5537871,84,115734
12523,19920516,15303,3411240,1969,73098
12523,19920516,193783,6874645,1201,112606
27202,19921027,99082,4648644,1288,64864
27202,19921027,163736,4232964,1056,107983
16084,19920619,199880,4508186,65,118792
5818,19921014,147960,4572124,1703,120477
27103,19921211,3319,1437436,84,73338
27103,19921211,179353,6806527,1805,85941
3976,19920617,145439,445329,440,89065
3976,19920617,185701,2801545,266,107202
3976,19920617,115333,6741650,1152,80899
37,19920212,142303,2373109,1621,80718
37,19920212,74395,3931518,290,82163
37,19920212,188846,2298589,1748,116090
37,19920212,123127,5405564,1917,69007
18124,19920827,39040,1550799,670,58742
26632,19920625,135821,7984326,1386,111409
1342,19920202,129849,9114252,1107,112730
10120,19920405,77122,3590825,64,65947
10120,19920405,100873,185513,1692,112432
2899,19921011,114228,2459595,616,74533
2899,19921011,196820,4025322,1582,115009
5257,19920204,69727,7815092,135,101803
24058,19920401,15101,100593,199,60966
7219,19921117,136249,254477,1729,77114
19720,19920709,44343,2960882,1396,77240
14347,19920318,52165,2299115,1749,67029
17095,19921221,34245,589620,488,70754
1396,19920523,116029,4345193,1837,62701
22298,19920415,105400,1264860,1773,84324
17875,19920505,134253,5607261,85,77235
2719,19920731,163204,2885414,877,76032
2719,19920731,195730,3286314,1417,109543
18224,19920520,29947,6381596,1431,112616
12907,19920109,111208,5069433,26,73152
8326,19920325,148839,560685,1631,113269
8326,19920325,123888,8993483,252,114712
22174,19921117,25484,4143871,190,84568
22174,19921117,105615,5082232,32,97236
7936,19920401,130164,3783098,1947,71649
7936,19920401,72774,1048062,588,104806
25549,19920401,97140,113714,408,68228
25549,19920401,62279,5717289,916,74476
25549,19920401,1170,419898,1009,64270
21625,19920123,147813,3500183,1622,111648
21625,19920123,134964,9994800,603,119937
25573,19921225,48469,3227556,1184,85047
22063,19920311,70001,380632,583,58260
22063,19920311,94192,948952,1260,71171
22063,19920311,71733,4091352,1268,102283
814,19920613,84222,358247,107,72373
814,19920613,981,4140356,1959,112918
26993,19921121,189926,6321925,929,120955
838,19920730,109532,3474608,733,92491
838,19920730,100006,3983760,286,60360
21328,19921006,152015,2347422,309,64020
21328,19921006,99980,388076,1093,118798
21328,19921006,198868,8762361,1175,118011
15214,19920201,131457,3354966,29,89307
15214,19920201,197299,5864418,72,83777
13309,19920417,64906,3367620,351,112254
12385,19920111,155565,6511410,785,97233
18835,19920827,14628,6633266,1855,92557
8948,19920502,172325,5118383,235,83839
7300,19921122,96506,883470,933,90150
3452,19920206,128280,2201835,1812,78496
15740,19920801,174479,3998631,7,93208
15740,19920801,57523,4104001,1668,88831
16495,19920505,165730,175981,882,107743
4744,19920123,157628,825953,1321,101137
4744,19920123,39251,3689775,168,71415
4744,19920123,117682,7478592,508,101980
17902,19921002,15675,3340407,903,95440
17902,19921002,38703,6435464,119,98502
8122,19920621,119058,2427670,1773,64623
22102,19920907,20833,6489171,1848,105229
22102,19920907,128785,3555008,342,108826
18437,19920724,194755,1664775,1785,110985
8143,19920724,164160,3359095,1596,73449
23846,19920621,45667,3193066,68,96759
8095,19921126,160776,2387801,640,110206
24433,19920812,25874,6949298,1423,107992
24433,19920812,47699,3622718,1733,98801
18263,19921011,22894,178055,601,109013
24091,19920504,150760,8162906,866,108645
24091,19920504,22782,3675505,207,102286
17521,19921029,137179,4621446,1853,72970
11093,19920822,103093,3038361,1113,65765
27895,19920331,16111,1220206,346,61626
27895,19920331,25947,8802818,814,112376
27895,19920331,155412,4503481,1324,88044
26830,19920208,91264,124270,1546,75315
26830,19920208,63366,2214713,1008,79761
26830,19920208,180942,3805150,979,121376
26830,19920208,57320,3667185,1361,76639
23911,19920802,55941,7777454,1550,113816
17425,19920520,72063,1014358,1467,62103
17425,19920520,113405,6808320,1677,85104
7652,19920113,20789,1354145,994,102586
7652,19920113,23392,260447,950,78923
19408,19920703,45815,5986754,1732,105648
8144,19920106,136715,4806692,689,105102
4658,19920825,126960,2141942,214,119217
23143,19920423,32021,2096644,1897,57181
23143,19920423,139171,359420,1509,72610
11452,19920628,130025,2193386,940,63301
11452,19920628,166943,7163426,868,120596
15364,19921024,3554,1154379,1654,87453
15364,19921024,116261,505794,60,76635
15364,19921024,186364,290072,713,87021
25658,19920128,79709,337740,1037,101322
4201,19920517,5313,5427571,1843,73098
4201,19920517,185486,5544181,1340,94288
14795,19920914,139307,3826184,1022,80778
14795,19920914,119581,3137136,1816,96034
24475,19921020,155910,4671002,1238,117954
431,19920410,197900,2741118,1263,119874
890,19920305,93494,3272478,1510,89249
6460,19920822,52845,6166591,1781,107870
6679,19920921,16126,3714115,706,62527
6679,19920921,24361,642680,523,77121
6679,19920921,33948,4844113,1981,112916
25702,19920805,25955,5830945,1298,112857
13822,19921110,105441,1012508,1084,86786
13822,19921110,142531,3115589,690,94411
13822,19921110,159645,2362631,1078,102278
13822,19921110,53162,1876814,20,66909
10430,19920408,199274,3229931,469,82396
9487,19921206,151669,7226772,406,103239
20864,19921226,154959,6118380,1688,120837
17786,19920926,59998,5815230,1077,117479
17786,19920926,73141,1965342,1912,66848
17786,19920926,46629,1871836,1427,94537
17786,19920926,79709,7021614,735,101322
9236,19920905,60686,329336,233,98800
9236,19920905,144378,5296905,365,85342
9236,19920905,145945,3707130,132,119456
9236,19920905,86574,1682294,785,93634
9236,19920905,33716,5981848,1824,98982
9236,19920905,49591,152518,263,92435
2803,19921230,149020,4127486,100,64141
9373,19920528,89460,5883358,1132,86967
8581,19921213,195654,4199160,1818,104979
8581,19921213,152229,878916,1527,76873
18200,19920601,77392,3253670,1717,82163
25420,19920130,61193,2714654,1392,69251
25420,19920130,3945,4892295,441,110936
6496,19920716,41262,1323586,502,72195
7613,19920306,34246,3894792,683,70814
20425,19920811,149759,7622072,440,108525
7139,19921207,63568,1651021,1288,91893
13942,19920921,80250,2801279,1944,73815
8848,19920203,62360,2644720,605,79341
235,19921002,73830,5656810,333,108229
235,19921002,47555,2650498,1704,90153
110,19921211,9598,2659388,1848,90455
1129,19920201,127488,1363932,1139,90928
7327,19921014,16508,6346147,1953,85470
7327,19921014,174842,6517256,939,115010
4856,19920825,12624,1807065,1280,92197
17438,19920315,109968,197796,545,118677
12004,19920628,38491,1961260,1704,85769
538,19921213,180148,364757,304,73688
538,19921213,141343,276868,1345,83060
538,19921213,136301,6686500,1335,80238
9487,19921218,54046,3234129,107,60002
20633,19920525,130390,6817872,876,85223
20633,19920525,130428,5859931,1880,87505
20633,19920525,184956,7143325,760,122457
9644,19920506,55498,1007268,1531,87209
9644,19920506,146488,3682752,82,92068
1936,19920402,61663,2112058,1929,97479
29245,19920708,52553,4215540,1353,90333
2729,19921004,92560,3955922,1269,93153
2729,19921004,21989,3183692,1557,114658
13747,19920517,113734,8563877,434,104863
13747,19920517,152595,815557,538,98855
28490,19920107,25084,2472246,1016,60544
4723,19920716,9809,3953240,976,103128
19390,19920527,105204,4503060,244,72552
13501,19920617,197425,6415477,1026,91345
13501,19920617,91422,1385151,1916,84805
13501,19920617,116801,7816540,51,109068
13501,19920617,63251,5706975,948,72855
4471,19920822,199686,7699852,190,107140
4471,19920822,116635,2266036,531,99097
15115,19920602,19205,1211887,91,67452
15115,19920602,76448,4230586,261,85466
23714,19920507,110686,8062623,490,101800
11236,19920307,164365,566026,1261,85761
11236,19920307,70548,6915431,948,91112
23654,19920804,69402,2715372,155,82284
6713,19920628,198433,6216074,240,91885
27070,19920326,46683,3549443,1474,97780
9425,19920106,104521,6407184,1492,91531
9425,19920106,71191,4947442,1236,69731
24394,19920109,182365,6524698,875,86841
16231,19920324,77831,7235320,584,108529
7834,19920218,62607,4922265,556,94176
7834,19920218,5263,1168260,837,70095
23242,19920318,183798,2421863,1178,112907
25279,19921003,106364,2685905,646,82221
2344,19921121,20616,768305,1049,92196
2344,19921121,117166,819929,4,70989
19354,19920412,60848,895375,866,108530
6178,19920608,29721,3720722,346,99043
6178,19920608,105723,6845731,1922,103723
20602,19920216,57651,3378165,1916,96519
20602,19920216,127869,8262722,1441,113811
20602,19920216,80884,3837923,1710,111892
23858,19920819,16025,941020,1801,56461
2027,19920202,3140,4702475,245,62588
19184,19920720,50278,607993,1647,73696
14950,19921028,78523,1501520,415,90091
16130,19920305,2146,4314144,450,62888
27050,19921210,111274,1637433,981,77116
27050,19921210,173211,508547,1148,77052
23410,19921001,104256,2869589,1992,75615
23410,19921001,21014,2107512,1495,56100
17315,19920929,173365,719180,1900,86301
17315,19920929,130683,2375160,871,102820
17315,19920929,186605,5693925,263,101496
17315,19920929,57448,5565542,1670,84326
24596,19920614,18644,4486339,171,93758
19453,19921001,185110,4850951,430,71706
9359,19920908,169407,2214600,1281,88584
6391,19920624,9032,1567755,781,56461
6391,19920624,144562,5944272,1236,96393
20003,19920831,99582,313152,542,94894
20003,19920831,171762,1452337,9,110025
20003,19920831,2131,1738757,1768,61987
20003,19920831,15587,1767034,972,90154
20003,19920831,165284,809568,1886,80956
29914,19920604,186311,4890585,677,83838
10315,19920123,83934,3607626,144,115075
24293,19921017,4589,5974320,973,89614
24293,19921017,115213,4053093,751,73692
9073,19921107,38746,3369480,952,101084
9073,19921107,30064,3312207,321,59643
9073,19921107,76742,2694984,1553,103124
7754,19921114,77396,6056649,411,82403
24238,19920328,105314,2456555,1233,79158
24238,19920328,10569,6152010,103,88773
8093,19920505,169778,1646363,1746,110866
12940,19920409,42224,4898124,1251,69973
19177,19920509,118192,3146494,792,72611
19177,19920509,77200,699256,841,70632
19177,19920509,7040,3030528,1909,56822
907,19920822,198477,1871658,937,94528
8050,19921001,146727,3370068,1998,106423
8050,19921001,37328,3472038,1031,75919
29317,19920428,157353,276428,1042,84621
11053,19920816,91239,4219688,1232,73813
9713,19920216,40516,1009361,1599,87390
5816,19920505,58547,2107756,1735,90332
5816,19920505,190452,2313675,1644,92547
2485,19921026,63824,3218076,844,107269
2485,19921026,148346,966277,338,83660
10919,19920929,128643,1146745,95,100298
10919,19920929,81504,2822450,1590,89130
1357,19921204,106848,2225808,570,111290
4433,19920711,84813,4627562,1230,107868
4433,19920711,47376,5371558,1590,79402
4433,19920711,149087,1912022,28,68164
16369,19921220,51956,4861456,1698,114477
26989,19920719,112447,7151256,559,87566
26989,19920719,113394,6620362,908,84443
28726,19920101,136057,1514967,1922,65583
3773,19920909,63911,9280804,764,112494
3773,19920909,151920,1159488,761,118315
3773,19920909,108170,5301765,165,70690
7117,19920416,20285,1807920,1517,72316
23831,19920116,26079,295490,933,60304
19627,19920202,151938,7289113,874,119395
