"s_nation","lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_supplycost"
"SAUDI ARABIA",2884,19920621,152783,5757006,110146
"IRAQ",14713,19920422,20824,3315158,104689
"SAUDI ARABIA",10123,19920521,139999,3396957,122339
"IRAN",10123,19920521,155535,5566855,95431
"IRAN",10123,19920521,188861,7721445,116991
"SAUDI ARABIA",5779,19920126,192226,5296607,79093
"IRAQ",5779,19920126,6880,1250816,107212
"SAUDI ARABIA",22867,19920507,84273,3609622,75436
"SAUDI ARABIA",22867,19920507,17528,5492976,86731
"SAUDI ARABIA",10672,19920827,34080,4770232,60844
"SAUDI ARABIA",9643,19920413,161056,2322346,67023
"EGYPT",9643,19920413,66392,1748247,81503
"JORDAN",25534,19920519,45828,7301043,106429
"JORDAN",1267,19920719,45544,5456185,89372
"JORDAN",28807,19920625,41024,3377570,57901
"JORDAN",14053,19920630,111092,4216009,66185
"IRAQ",26252,19920211,34640,4629441,94478
"SAUDI ARABIA",20446,19920821,130075,765813,66304
"IRAN",12895,19920121,64779,7768495,104626
"JORDAN",7951,19920122,41897,2730751,110333
"IRAN",6065,19921011,179185,3504306,75850
"IRAN",23194,19920824,151293,5511589,80657
"SAUDI ARABIA",18857,19920809,130502,1072750,91950
"IRAQ",16436,19920430,192746,7171086,110324
"IRAQ",8500,19920111,169120,3329536,71347
"IRAN",15314,19920930,65001,4057200,57960
"IRAN",2344,19920210,79595,2338266,94475
"SAUDI ARABIA",2344,19920210,22895,545367,109073
"IRAN",27082,19920815,184102,4998225,71166
"EGYPT",16834,19921227,108240,2935860,74894
"IRAN",1957,19921114,147908,8605960,117354
"IRAN",21572,19920522,19820,7133262,104389
"EGYPT",22090,19920615,40858,7123446,107931
"SAUDI ARABIA",2323,19920322,154090,2491828,68645
"EGYPT",28229,19920202,184841,192584,115550
"JORDAN",13697,19920222,12524,2815579,86191
"IRAQ",8573,19920607,21060,3205123,58863
"SAUDI ARABIA",3869,19921028,181300,1777733,82878
"IRAQ",6850,19921201,122306,5786074,79698
"IRAQ",10330,19921207,187783,8250139,112246
"EGYPT",27113,19920526,35039,4295472,58441
"IRAQ",18142,19921019,45649,3029816,95678
"IRAQ",21548,19920525,178823,9509100,114109
"JORDAN",22877,19920312,120223,3692363,74593
"EGYPT",7603,19920309,32735,8338650,100063
"IRAQ",5506,19920805,128856,7573327,113091
"IRAN",20302,19920703,195178,4117431,76390
"SAUDI ARABIA",20302,19920703,145603,2908130,98916
"SAUDI ARABIA",20302,19920703,142379,2110734,85282
"IRAN",21055,19920211,164201,5886975,75912
"EGYPT",7987,19921222,84179,227981,69790
"EGYPT",7987,19921222,193011,1530157,66240
"JORDAN",26336,19920712,172924,2372340,119815
"SAUDI ARABIA",14626,19921017,100752,8416705,105165
"EGYPT",563,19921224,4069,4386554,58383
"SAUDI ARABIA",3676,19920221,181031,1334436,66721
"JORDAN",20317,19920223,193605,5717487,101916
"IRAQ",20317,19920223,197275,5434189,82336
"JORDAN",13835,19920604,48122,4601516,64207
"JORDAN",27304,19921020,123581,4088469,96274
"IRAQ",6229,19920116,157385,2884760,86542
"IRAN",23831,19921019,52293,5671050,74717
"IRAQ",6406,19921221,142418,2289922,87624
"SAUDI ARABIA",18301,19920411,112024,2944368,62161
"IRAQ",1520,19921119,194680,2956616,106480
"SAUDI ARABIA",16195,19920216,124531,2644401,93331
"IRAN",12349,19920228,116377,3724478,83602
"IRAN",9467,19921107,173536,3058107,96571
"IRAQ",18853,19920818,174380,1439836,87262
"IRAN",18853,19920818,2606,6637840,90516
"JORDAN",3431,19920218,131747,3345809,106724
"IRAN",6907,19920213,40444,271350,83066
"IRAN",17477,19921116,98631,5051853,97777
"SAUDI ARABIA",27487,19921012,178900,5485510,118734
"IRAQ",20749,19920818,169016,3652143,65100
"JORDAN",20749,19920818,16118,1216113,62046
"IRAQ",8656,19920427,76206,117037,70932
"IRAQ",23281,19920110,182974,2822162,123418
"SAUDI ARABIA",25027,19920908,41733,3014514,100483
"IRAN",25540,19920818,188800,5609736,113328
"JORDAN",17737,19921204,158113,4985415,70266
"IRAQ",15068,19920229,57496,4505819,87209
"JORDAN",19184,19920918,199870,984935,118192
"IRAN",5569,19921215,159302,1886761,81678
"SAUDI ARABIA",8221,19920518,176998,203349,124499
"EGYPT",7622,19920506,172105,2913322,70626
"SAUDI ARABIA",3076,19920607,141993,7578302,122099
"SAUDI ARABIA",3076,19920607,59704,978255,99822
"JORDAN",21199,19920427,69110,3129419,64746
"SAUDI ARABIA",22783,19920831,4991,743228,113759
"SAUDI ARABIA",16073,19921216,79006,2413250,59100
"IRAN",29014,19920729,40463,7017300,84207
"EGYPT",18580,19920304,66562,4738536,91713
"JORDAN",4261,19921120,108849,928920,111470
"IRAN",29746,19920201,48640,4089159,95318
"JORDAN",13945,19920422,113036,1038539,62941
"SAUDI ARABIA",23257,19920918,117553,4309589,94233
"IRAQ",12812,19920802,14555,3055194,88173
"SAUDI ARABIA",1220,19920309,44235,3065998,70753
"SAUDI ARABIA",10621,19920923,72959,4922608,115917
"JORDAN",21526,19920419,193624,504980,103057
"IRAN",12227,19920223,31263,3821632,71655
"SAUDI ARABIA",8677,19920409,32453,1523995,83127
"IRAQ",18275,19920313,179978,5144925,123478
"EGYPT",19220,19921228,130641,5182084,100298
"SAUDI ARABIA",7462,19920914,52337,631771,77359
"IRAN",26932,19920802,3917,1070695,109254
"EGYPT",22096,19920213,128972,9216467,120058
"IRAN",16316,19920622,68104,3752350,64326
"JORDAN",8333,19921104,72258,5480763,73815
"SAUDI ARABIA",229,19920426,19037,4259113,57361
"IRAN",1645,19920807,152747,2316265,107984
"EGYPT",4330,19920722,61519,5477887,88830
"IRAQ",4330,19920722,143292,133529,80117
"JORDAN",1904,19920629,154457,4534350,90687
"EGYPT",6622,19920113,85032,1728951,61021
"EGYPT",19504,19920910,159543,4397369,96152
"IRAN",10991,19920509,108931,1520905,116395
"SAUDI ARABIA",3094,19921009,28779,4564869,102466
"SAUDI ARABIA",3094,19921009,153406,4623379,87564
"IRAQ",27895,19920415,152806,2944339,111528
"SAUDI ARABIA",12403,19920814,102664,7166638,99999
"IRAQ",27118,19920807,117716,343274,104022
"EGYPT",29978,19920215,114472,6769384,89188
"SAUDI ARABIA",17869,19920622,164618,6562179,100956
"IRAN",6817,19920224,118340,3194815,81500
"JORDAN",2218,19920624,179667,4495902,104799
"IRAN",2218,19920624,51334,1908715,77119
"IRAN",10379,19920421,179669,1398928,104919
"EGYPT",4285,19920505,7936,3614102,110635
"JORDAN",29206,19920129,58451,2486269,84567
"IRAQ",21343,19920601,28003,931000,55860
"JORDAN",1651,19920927,61569,3939661,91833
"EGYPT",2407,19921026,17325,5843873,74539
"IRAQ",12758,19920111,80150,4475394,67809
"SAUDI ARABIA",12758,19920111,67186,2968285,69190
"JORDAN",18601,19920319,4372,4002696,76582
"JORDAN",24209,19921010,169011,1389972,64800
"IRAN",24209,19921010,51963,3753321,114897
"IRAN",19888,19920816,90224,4447687,72853
"IRAN",28207,19920722,184921,9829008,120355
"EGYPT",350,19921204,111074,1181641,65104
"SAUDI ARABIA",15031,19920108,69862,5984686,109911
"IRAN",5374,19920721,186159,122024,74709
"JORDAN",13535,19920826,58678,4910010,98200
"IRAQ",15572,19921127,18626,1967845,92677
"EGYPT",28112,19921201,113005,3563000,61080
"JORDAN",11419,19921102,79102,317843,64866
"SAUDI ARABIA",25379,19920705,118894,1721601,114773
"IRAQ",23974,19920605,195343,2563121,86300
"IRAN",7567,19920509,28760,167187,101325
"IRAN",16555,19921210,37653,3897092,95439
"JORDAN",8236,19921215,114419,4776122,86004
"SAUDI ARABIA",18263,19920826,161506,5837370,94050
"IRAQ",14260,19921023,40793,339822,104027
"IRAN",4039,19921008,94198,2570361,71531
"EGYPT",18509,19920416,196695,5912577,107501
"IRAQ",24007,19920517,94132,5518037,67567
"EGYPT",991,19920604,11498,837237,84569
"IRAQ",25228,19920506,5266,4591339,70275
"EGYPT",1643,19921201,76949,1132452,115556
"SAUDI ARABIA",19357,19920110,22598,1937231,91235
"SAUDI ARABIA",19613,19920415,60872,3629082,109972
"EGYPT",24250,19920110,110815,6262528,109548
"JORDAN",6695,19920527,194499,4259398,95609
"EGYPT",12124,19920720,53026,959439,58741
"EGYPT",25903,19920518,152546,2557664,95912
"IRAQ",14809,19920818,141206,4155670,74832
"IRAN",24788,19920215,14150,3371227,63849
"SAUDI ARABIA",24788,19920215,7590,4696442,89855
"IRAN",21334,19920613,91458,2556829,86967
"EGYPT",21334,19920613,131460,147654,89487
"IRAN",24302,19920213,183959,8784685,122577
"IRAQ",1930,19921222,141631,4139759,100357
"SAUDI ARABIA",18124,19920629,15111,3418998,61566
"IRAQ",18061,19920902,125829,727089,111289
"SAUDI ARABIA",8852,19920325,146369,4438568,84921
"SAUDI ARABIA",6577,19920519,138591,1466631,97775
"IRAQ",6577,19920519,103070,3824421,64384
"SAUDI ARABIA",13747,19920224,175430,4322089,90325
"EGYPT",27914,19920510,67626,5206356,95617
"JORDAN",26668,19920501,151651,4719745,102159
"IRAN",26668,19920501,29987,4696601,115018
"IRAQ",12041,19920228,33731,5768289,99883
"EGYPT",9944,19920320,65595,5462065,93635
"IRAN",14924,19920730,196414,4229148,90624
"IRAQ",10775,19920328,23654,1236877,94659
"JORDAN",4297,19920731,140136,582184,70567
"IRAQ",4297,19920731,193522,4638157,96931
"JORDAN",25297,19920401,102076,3201867,64684
"IRAN",6091,19920521,195804,3385443,113988
"IRAQ",9281,19920404,41787,2371886,103726
"EGYPT",17407,19921115,40868,6984008,108531
"IRAN",17407,19921115,21924,8864107,110755
"SAUDI ARABIA",8203,19920915,46163,1885572,66549
"IRAQ",12748,19920702,123173,956936,71770
"SAUDI ARABIA",21508,19920223,125629,5733258,99277
"EGYPT",5507,19921127,1570,5047485,88294
"EGYPT",3835,19920919,45167,330311,66729
"SAUDI ARABIA",2695,19921001,82513,732799,89730
"EGYPT",4879,19921020,52859,4663701,108711
"SAUDI ARABIA",9344,19920904,122906,5786700,115734
"SAUDI ARABIA",15382,19920503,95809,5233920,108288
"IRAQ",14692,19920417,177458,2610265,92127
"EGYPT",22636,19920713,104146,5290644,69008
"IRAN",3947,19920811,185720,6901461,108343
"SAUDI ARABIA",371,19920816,60300,756180,75618
"SAUDI ARABIA",2431,19920816,7730,5895828,98263
"SAUDI ARABIA",2027,19920629,150103,4843020,69186
"IRAQ",28318,19921204,43249,715344,71534
"JORDAN",1681,19920325,147271,4877599,79096
"SAUDI ARABIA",13226,19920113,41302,2461734,74598
"EGYPT",20312,19921228,188462,7214290,93027
"SAUDI ARABIA",5146,19921231,102153,5207416,69309
"IRAN",20609,19920801,33172,1989306,66310
"EGYPT",22253,19920408,183970,2415468,123238
"IRAQ",10531,19920711,173310,3560639,82998
"IRAN",5095,19920321,162705,2298010,106062
"EGYPT",230,19920824,17113,2220917,61806
"JORDAN",21004,19920208,170875,9054133,116752
"IRAN",21262,19920719,72206,115463,70692
"SAUDI ARABIA",12898,19920521,81988,5019509,118198
"IRAQ",20155,19920902,195083,706848,70684
"IRAN",5776,19920819,155540,7179930,95732
"SAUDI ARABIA",4973,19920930,1809,2032430,102648
"IRAN",18467,19920607,27368,5642588,77721
"EGYPT",21436,19920420,199544,2738137,98612
"EGYPT",17060,19920905,21350,4153500,76281
"IRAQ",21764,19921115,96050,3033545,62763
"JORDAN",29617,19920114,189500,3461931,95370
"SAUDI ARABIA",12310,19920515,97788,892890,107146
"IRAQ",20066,19920120,116992,1575048,120539
"IRAQ",19030,19921202,107864,7783193,112311
"SAUDI ARABIA",21227,19920326,65797,4362905,105767
"IRAQ",26182,19920710,161258,3561975,79155
"SAUDI ARABIA",14572,19920112,169578,6260766,98854
"SAUDI ARABIA",16066,19920807,118625,6281915,98617
"EGYPT",25259,19920123,80677,5685808,99460
"IRAQ",2174,19920517,176384,3036130,87622
"JORDAN",13123,19920715,56176,2108100,67930
"EGYPT",13123,19920715,148701,4676948,104982
"EGYPT",14653,19920407,4567,4326386,88293
"EGYPT",20071,19920122,96191,3324132,71231
"IRAN",24979,19921206,23205,1241020,67692
"SAUDI ARABIA",24979,19921206,48709,3086637,99462
"SAUDI ARABIA",22274,19920521,18740,2322236,99524
"EGYPT",11278,19920909,194586,7905448,100834
"IRAN",16150,19920116,22314,4450716,74178
"JORDAN",16150,19920116,28925,370784,111235
"EGYPT",19067,19920229,141062,1433978,66183
"JORDAN",19067,19920229,125178,5479236,72190
"IRAN",19067,19920229,59434,3004235,83605
"JORDAN",730,19920429,171320,5565280,83479
"SAUDI ARABIA",23995,19920320,101844,1628030,110750
"EGYPT",8258,19920723,177942,5857826,121196
"EGYPT",8258,19920723,110048,523729,63482
"JORDAN",17105,19921023,84001,3120480,59100
"IRAQ",18367,19920515,60709,7854268,100182
"SAUDI ARABIA",8182,19920819,183777,2232924,111646
"IRAN",5828,19921013,51827,3522063,106729
"IRAN",22735,19921126,170756,8220375,109605
"IRAQ",2680,19920208,98118,4156393,66966
"EGYPT",2680,19920208,61963,1924960,115497
"EGYPT",8020,19920621,81488,7053504,88168
"SAUDI ARABIA",3883,19920203,93072,319521,63904
"IRAQ",21077,19920904,39897,8001492,110213
"IRAN",20246,19920214,77094,1679469,64265
"SAUDI ARABIA",20246,19920214,142826,9157218,112129
"JORDAN",17429,19920802,109689,4827648,101920
"JORDAN",1514,19921118,107996,6677294,120239
"EGYPT",3167,19920718,60248,1657705,72494
"EGYPT",25444,19920328,42977,8173312,115198
"IRAN",9811,19920425,177458,4815171,92127
"JORDAN",19432,19920216,7444,5351702,81086
"IRAQ",4259,19920321,173076,3828701,68944
"IRAQ",15302,19920127,53067,2958174,61203
"EGYPT",9488,19920331,124479,3094141,90208
"JORDAN",9488,19920331,93022,2030040,60901
"SAUDI ARABIA",361,19921006,59950,9549750,114597
"IRAQ",361,19921006,172433,5216314,90325
"EGYPT",12346,19920508,58684,7318139,98560
"EGYPT",17003,19920927,96864,372172,111651
"JORDAN",9796,19920813,9217,2675874,67572
"IRAN",29635,19920124,182735,2137650,109063
"IRAQ",3883,19920607,159460,3459810,91167
"SAUDI ARABIA",16085,19920707,37982,7714479,115198
"EGYPT",1250,19921206,194387,2666484,88882
"IRAN",23605,19920912,26618,756858,92676
"JORDAN",23605,19920912,55156,990034,66669
"SAUDI ARABIA",29875,19920315,22308,4461067,73818
"JORDAN",9841,19920118,97941,7870157,116336
"JORDAN",16075,19920822,1495,4516248,83789
"JORDAN",29915,19920504,22131,1158443,63187
"SAUDI ARABIA",5663,19920526,142136,824691,70687
"IRAN",8530,19921102,105155,2501283,69609
"IRAN",27287,19921126,19088,1007080,60424
"IRAN",27287,19921126,123536,3973682,93571
"SAUDI ARABIA",8309,19920808,58412,3088904,82224
"IRAN",29978,19920603,33149,4029889,64928
"SAUDI ARABIA",24140,19920714,10084,3936556,59644
"SAUDI ARABIA",23389,19921025,64996,2912070,117659
"IRAN",25471,19921021,65546,1058078,90692
"EGYPT",26825,19920320,25538,6293179,87811
"IRAN",28975,19921022,30312,3726930,74538
"IRAQ",18581,19920302,19840,3794215,105590
"IRAN",10727,19920422,35263,1198260,71895
"EGYPT",6937,19920217,167337,3370392,84259
"IRAQ",6937,19920217,185404,6255480,89364
"JORDAN",15367,19920510,94006,1000000,60000
"IRAN",15103,19920629,28253,116943,70875
"IRAN",14797,19920608,21019,1381814,56400
"IRAN",13264,19920711,169204,5293965,76392
"IRAQ",16585,19921127,130517,7273297,92850
"JORDAN",16585,19921127,104948,8612465,117176
"IRAN",5894,19920921,103801,7683033,108288
"SAUDI ARABIA",25459,19920703,45016,3484622,57660
"IRAQ",10459,19920701,70925,4459203,113755
"IRAQ",10459,19920701,24411,6677050,80124
"EGYPT",11672,19920519,11100,3071721,60666
"IRAQ",11168,19920813,39135,4997926,64447
"SAUDI ARABIA",13595,19921122,55777,1188680,103966
"EGYPT",23053,19921105,74967,6089986,116517
"IRAN",18590,19920418,82928,5159484,114655
"IRAN",2501,19921225,156879,1341557,116152
"SAUDI ARABIA",8153,19920311,48478,5451968,85588
"IRAN",8153,19920311,77479,6137564,87388
"IRAN",1258,19920509,43251,4418725,71655
"IRAQ",21502,19921003,98309,6144310,78438
"IRAN",23390,19921130,142936,3490832,118735
"SAUDI ARABIA",20932,19920706,1099,4508405,60005
"IRAQ",15358,19920718,194110,4816440,72246
"IRAQ",15358,19920718,662,1701736,93759
"JORDAN",8282,19920218,98659,2486475,99459
"IRAN",6772,19920505,117391,1126712,84503
"IRAN",29545,19920514,19757,8383750,100605
"SAUDI ARABIA",29545,19920514,16123,822983,62347
"IRAN",12469,19921021,83236,1448445,73153
"EGYPT",15040,19921004,105953,8638969,117537
"IRAQ",27805,19920221,130947,3362498,118676
"SAUDI ARABIA",13975,19920427,54587,3927945,92494
"JORDAN",10378,19920309,105293,2466751,77897
"SAUDI ARABIA",27869,19920502,68051,4693744,61143
"IRAN",4861,19920414,24356,1792490,76821
"SAUDI ARABIA",4214,19920325,107974,2136563,118918
"IRAN",3170,19920629,82102,1274901,65046
"SAUDI ARABIA",3170,19920629,42181,889558,67390
"JORDAN",7631,19920714,52948,5961347,114056
"IRAN",19429,19921020,61125,2150517,65167
"IRAN",20998,19921201,168159,4209124,73629
"IRAQ",13846,19920717,69674,5637788,98620
"SAUDI ARABIA",28669,19920613,42923,6344128,111955
"SAUDI ARABIA",28669,19920613,39990,9649950,115799
"IRAN",1459,19920705,76949,2478684,115556
"JORDAN",6472,19920423,96508,3276801,90270
"JORDAN",2227,19920426,131131,4213883,69727
"IRAN",16216,19921008,81026,299084,60421
"IRAQ",10126,19920523,130567,2348413,95853
"SAUDI ARABIA",21112,19920718,57246,476483,72194
"IRAN",21112,19920718,85474,7297350,87568
"EGYPT",26590,19920217,176168,1478062,74649
"JORDAN",24607,19920615,24773,3494010,101866
"SAUDI ARABIA",22609,19920817,168719,6793298,107262
"JORDAN",577,19920427,188333,1989862,85279
"JORDAN",24913,19920625,97268,5455801,75915
"IRAN",24913,19920625,166732,7122970,107923
"EGYPT",7531,19920924,197797,8905513,113687
"EGYPT",7531,19920924,35581,4458745,90994
"JORDAN",3082,19920911,197596,995830,101615
"IRAN",3082,19920911,16220,4544880,68173
"JORDAN",17083,19920523,1927,8961708,109735
"EGYPT",5551,19920930,150001,312147,63060
"EGYPT",5551,19920930,159371,708033,85822
"SAUDI ARABIA",17719,19920705,117397,6376070,84863
"IRAQ",17719,19920705,59940,3197599,113996
"SAUDI ARABIA",13616,19920711,184322,4359592,84379
"JORDAN",29944,19920103,179865,1166916,116691
"EGYPT",14228,19920315,28196,3372570,67451
"JORDAN",14228,19920324,38854,6676573,107571
"SAUDI ARABIA",21538,19921222,108598,4016475,96395
"IRAN",253,19920709,141875,6641954,115012
"IRAQ",18844,19921030,41204,2720995,68712
"IRAQ",9151,19920916,81172,4859458,69190
"SAUDI ARABIA",14714,19920304,52509,6576750,87690
"JORDAN",14714,19920304,109308,5346920,79038
"IRAQ",27193,19920109,77292,3680941,76157
"SAUDI ARABIA",3926,19920803,21015,733831,56160
"IRAN",9223,19920607,124239,5431889,75793
"JORDAN",24371,19920821,98918,4600584,115014
"SAUDI ARABIA",3679,19920103,67549,4161385,90992
"EGYPT",28988,19920628,96827,8221780,109429
"IRAQ",1390,19920120,176547,6911409,97412
"IRAQ",18131,19920921,118093,2529951,66665
"SAUDI ARABIA",10538,19920204,196727,5653532,109423
"IRAQ",23209,19920606,37516,5468104,87210
"EGYPT",24628,19920326,187453,5337659,92427
"IRAQ",5014,19920504,103402,5704518,84324
"EGYPT",16480,19920831,27788,339724,102946
"SAUDI ARABIA",21439,19921130,184753,8284577,110265
"SAUDI ARABIA",11284,19920210,22321,124332,74599
"EGYPT",14377,19920319,31558,147465,89373
"SAUDI ARABIA",26866,19920724,198809,377744,114468
"JORDAN",2563,19920502,81165,453879,68769
"IRAQ",9902,19920403,176562,3050998,98313
"JORDAN",12080,19920621,103767,6020584,106245
"JORDAN",5485,19921106,127717,6326318,104682
"SAUDI ARABIA",4556,19920606,119007,4223016,61560
"EGYPT",2143,19920728,131678,4231433,102580
"SAUDI ARABIA",10825,19921122,88725,6213948,102823
"EGYPT",9650,19920729,123300,655033,79398
"IRAN",16556,19920314,5276,3780064,70876
"JORDAN",26848,19920305,119410,4145289,85764
"IRAQ",913,19921203,114205,836371,73152
"JORDAN",5932,19920217,195752,4708067,110865
"IRAN",520,19920719,12606,2678810,91116
"EGYPT",6709,19920723,89705,2823370,101682
"IRAQ",25094,19920901,196536,7183132,97951
"EGYPT",25094,19920901,44573,6395039,91054
"JORDAN",11735,19920427,185436,5218504,91285
"IRAN",29389,19920705,115959,5999898,118497
"EGYPT",1081,19920831,20362,3334136,76941
"JORDAN",10612,19920824,15962,5521202,112677
"IRAQ",18908,19920520,12977,7671388,113398
"IRAN",14362,19920705,15088,4915092,60184
"JORDAN",3859,19920907,84661,2932566,98739
"IRAN",22801,19920228,78718,4323217,101802
"SAUDI ARABIA",23995,19920718,199643,512336,104558
"IRAN",727,19920913,35328,3466550,75799
"IRAQ",2402,19921016,53998,5465572,117119
"IRAN",9214,19920308,34563,1347804,89853
"JORDAN",12508,19920924,161699,8627381,105641
"SAUDI ARABIA",4559,19920114,112144,4349398,69368
"IRAQ",20818,19921009,3010,4115849,54780
"SAUDI ARABIA",27697,19920206,11763,6797850,100485
"SAUDI ARABIA",18526,19920116,172754,2893572,109605
"JORDAN",158,19921224,101145,4469946,68768
"JORDAN",25469,19920716,176971,5619629,122878
"IRAN",26474,19920213,47332,895531,76759
"EGYPT",26599,19920321,199684,1070208,107020
"IRAN",20575,19921118,4517,562917,85290
"IRAN",19715,19920309,17330,6050797,74839
"SAUDI ARABIA",22532,19920326,103873,5067549,112612
"JORDAN",16913,19920626,59636,4467764,95737
"EGYPT",20425,19921210,187251,1338250,80295
"JORDAN",24700,19920808,197231,4515982,79693
"EGYPT",12355,19920618,106159,5366680,69909
"IRAQ",19849,19920521,67947,4929055,114896
"SAUDI ARABIA",23077,19920403,77444,6547152,85286
"EGYPT",20752,19920907,164945,6894094,120596
"EGYPT",97,19921111,40078,3359631,61084
"IRAN",25631,19920811,120693,2687065,102821
"JORDAN",18038,19920920,122704,8547165,103602
"EGYPT",8668,19921011,102763,176576,105945
"JORDAN",1796,19921226,42084,1422146,61564
"IRAQ",7936,19920919,189758,9238750,110865
"JORDAN",20846,19921102,79506,1634050,89130
"IRAN",17392,19920910,60319,3837930,76758
"SAUDI ARABIA",14137,19921015,142397,3808625,86363
"JORDAN",14137,19921015,64498,716620,87749
"JORDAN",25588,19920718,110633,4766527,98617
"JORDAN",22937,19920718,117747,1397674,105884
"SAUDI ARABIA",6955,19920823,190274,5615335,81856
"EGYPT",19880,19921203,187317,6600257,84258
"IRAQ",10954,19920726,38924,2921058,111775
"EGYPT",12445,19920625,7867,1932822,106491
"IRAN",23651,19921106,117235,2479415,75133
"JORDAN",18556,19920229,186681,2100003,106060
"EGYPT",16972,19920706,34630,6258520,93877
"EGYPT",29194,19920716,137933,7883720,118255
"SAUDI ARABIA",29194,19920716,24513,4648907,86250
"JORDAN",2270,19920222,179753,7697550,109965
"IRAN",13133,19920822,158535,156165,95611
"EGYPT",3937,19921021,139420,1573254,87565
"EGYPT",21079,19920125,155445,4951452,90026
"IRAN",4940,19920124,106401,1793027,84444
"SAUDI ARABIA",5581,19920524,59546,1490484,90332
"SAUDI ARABIA",9311,19920826,165478,3395634,92608
"SAUDI ARABIA",8230,19921105,12331,2486660,74599
"IRAN",28042,19920720,137488,1494970,91528
"EGYPT",19322,19920416,12779,7792292,101506
"JORDAN",19919,19920923,154923,775344,118675
"IRAN",2693,19921127,188079,4318159,70024
"IRAQ",4249,19920609,1034,1466127,56101
"IRAQ",9796,19920616,93400,975380,83604
"IRAQ",17215,19920528,53112,2556264,63906
"SAUDI ARABIA",29285,19920612,169341,7051700,84620
"IRAN",26971,19920807,159006,2191770,63900
"SAUDI ARABIA",23926,19920227,170389,3900922,87562
"IRAQ",17159,19920614,40162,4752513,66129
"IRAN",6103,19920125,135324,5861387,81559
"EGYPT",23852,19920817,178275,3518502,81196
"IRAN",16264,19920526,168337,2341279,84319
"IRAQ",26518,19920219,73604,3279830,94656
"SAUDI ARABIA",6740,19920908,69111,108011,64806
"IRAN",29191,19920316,34494,424261,85709
"SAUDI ARABIA",5647,19921022,119514,1533510,92010
"IRAQ",27515,19921011,54656,4783630,96639
"JORDAN",27515,19921011,181909,5176340,119454
"SAUDI ARABIA",19504,19920119,16844,7765304,105650
"IRAN",17473,19920824,46878,1251860,109492
"EGYPT",7735,19920927,80490,5620212,88229
"IRAQ",7735,19920927,120162,579258,70929
"SAUDI ARABIA",25261,19921102,87010,97706,59820
"IRAN",25261,19921102,12443,1610262,81326
"SAUDI ARABIA",18731,19920210,59668,1611383,97659
"EGYPT",23197,19920313,170807,3128414,112668
"IRAN",23197,19920313,143597,1768556,98435
"EGYPT",23197,19920313,31293,3672870,73457
"EGYPT",29425,19921120,140244,3146388,77054
"SAUDI ARABIA",22738,19920415,20179,5114438,65950
"EGYPT",22738,19920415,185007,2033304,65520
"IRAQ",7912,19921117,198891,5712974,119393
"EGYPT",29740,19920606,93149,3426420,68528
"EGYPT",29740,19920606,84963,5843880,116877
"IRAQ",21079,19920924,28472,840282,84028
"EGYPT",508,19920615,132161,477264,71589
"EGYPT",28334,19920210,11499,6702648,84629
"SAUDI ARABIA",18578,19921007,4014,3817085,55080
"JORDAN",8101,19921227,17887,5595128,108292
"IRAQ",9538,19920405,52401,6090300,81204
"IRAQ",10393,19921024,40545,3529643,89132
"SAUDI ARABIA",7288,19921217,109110,3619201,67146
"SAUDI ARABIA",12622,19920308,61230,3891748,71473
"SAUDI ARABIA",23653,19921103,199345,6434534,86660
"IRAQ",4145,19920125,39042,4422528,58862
"JORDAN",12577,19920328,121576,5219261,95854
"EGYPT",7414,19921029,197052,2957654,68943
"JORDAN",9775,19920622,155183,1103218,74290
"SAUDI ARABIA",9775,19920622,157899,3835504,117413
"IRAN",19291,19920622,55848,1262688,108230
"EGYPT",1781,19920312,21758,3991086,100785
"SAUDI ARABIA",21454,19921024,197765,3872678,111765
"SAUDI ARABIA",21454,19921024,139799,5946646,110327
"JORDAN",17629,19920326,151678,3459340,103780
"EGYPT",27127,19920722,25586,3476634,90694
"JORDAN",25711,19921207,189813,2983606,114168
"IRAN",11039,19920328,60041,3433567,60062
"IRAN",24718,19920626,17826,2762210,104629
"SAUDI ARABIA",2261,19920122,50359,2181377,78561
"JORDAN",2261,19920122,180416,879889,89784
"EGYPT",2044,19920116,76546,4823406,91352
"SAUDI ARABIA",8773,19920224,29099,3460550,61685
"EGYPT",21877,19920119,38594,1992367,91955
"SAUDI ARABIA",24025,19920228,75166,2348507,68469
"IRAQ",2239,19920910,155504,3430900,93570
"JORDAN",29761,19921013,140528,3764448,94111
"EGYPT",3610,19921014,15416,4481526,79884
"JORDAN",27544,19920201,113903,6452285,115014
"EGYPT",14144,19921215,45323,2734497,76099
"EGYPT",17150,19921225,80102,4761240,64926
"IRAQ",22105,19920428,106834,8283735,110449
"JORDAN",7792,19920427,140239,1662999,76753
"IRAQ",25936,19920914,109429,5497641,86305
"EGYPT",17119,19920623,165950,1185378,120957
"IRAQ",25951,19920806,102184,1743684,71170
"SAUDI ARABIA",27118,19920208,123522,1530064,92731
"EGYPT",27118,19920208,29671,316932,96040
"JORDAN",17263,19920915,56784,5342453,104446
"EGYPT",5434,19920422,147264,2827076,78675
"SAUDI ARABIA",7274,19921025,94161,5313736,69309
"IRAN",2488,19921027,30415,2797107,80724
"IRAQ",20719,19920224,39574,899060,90814
"JORDAN",20719,19920224,109014,1303314,61380
