"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1997,705574,6602477,94772
"CANADA",1998,162235,3736022,77833
"BRAZIL",1994,369207,1033713,76571
"UNITED STATES",1994,63798,2152907,105707
"UNITED STATES",1996,36352,4209039,77301
"UNITED STATES",1996,597338,264097,86118
"ARGENTINA",1997,179197,3404874,76571
"UNITED STATES",1993,415084,1909203,59943
"ARGENTINA",1997,186390,3157998,88583
"BRAZIL",1994,673253,4002382,73573
"BRAZIL",1995,331413,1415512,86664
"BRAZIL",1995,449480,1801119,85767
"BRAZIL",1994,436766,5423226,102164
"CANADA",1998,659770,7140366,103784
"CANADA",1998,485085,1349345,64203
"BRAZIL",1998,360987,380922,122878
"CANADA",1992,619466,6650064,83125
"CANADA",1994,552987,2492831,122397
"PERU",1995,376692,4924005,106120
"PERU",1995,555859,6165752,114889
"PERU",1995,713312,3238984,79516
"PERU",1995,630996,7769502,115617
"PERU",1993,206876,641829,106971
"PERU",1993,562911,4836030,118433
"ARGENTINA",1993,145717,5799315,105762
"ARGENTINA",1993,87183,5059858,70210
"PERU",1996,458548,3540322,90391
"CANADA",1992,112755,5308553,106065
"PERU",1998,494606,3073113,96034
"BRAZIL",1995,112754,482322,106005
"BRAZIL",1995,648340,2874219,77298
"ARGENTINA",1992,773778,4766378,111104
"PERU",1997,159237,5774704,77773
"ARGENTINA",1993,373333,4916494,84379
"UNITED STATES",1995,282827,6319856,108588
"PERU",1995,605102,4253863,60424
"PERU",1994,631111,2400952,62524
"ARGENTINA",1993,393900,382826,119633
"UNITED STATES",1996,360786,1828302,110806
"UNITED STATES",1996,529139,1537232,70086
"ARGENTINA",1997,318658,3621542,100598
"CANADA",1997,584843,4944858,115669
"CANADA",1997,314378,4135309,83541
"PERU",1995,96858,4451640,111291
"PERU",1995,242663,292228,96339
"ARGENTINA",1995,623644,3193221,94056
"ARGENTINA",1995,14109,2046200,61386
"ARGENTINA",1997,665387,4922554,81141
"ARGENTINA",1997,756393,4920577,86961
"BRAZIL",1996,596410,5603770,90383
"BRAZIL",1992,22222,5158143,68653
"ARGENTINA",1995,17065,547989,58923
"PERU",1995,259001,1151988,57599
"UNITED STATES",1997,482732,7333814,102882
"UNITED STATES",1992,220766,3491572,101205
"PERU",1995,661154,933355,66907
"CANADA",1995,245145,4700640,65407
"CANADA",1995,691717,953443,102520
"CANADA",1995,81563,4596610,92673
"CANADA",1995,421766,5682620,101264
"CANADA",1995,618728,4179299,98801
"BRAZIL",1995,28108,2216217,62166
"BRAZIL",1995,693415,6274332,84502
"BRAZIL",1995,622579,5786935,90092
"UNITED STATES",1995,797927,6285258,121493
"CANADA",1993,552649,1899007,102097
"PERU",1994,303593,4952591,95794
"BRAZIL",1997,695680,5469321,100539
"PERU",1997,744317,3882370,81676
"PERU",1994,219309,2768565,73697
"CANADA",1995,93442,1531614,86126
"CANADA",1995,170753,6860947,109425
"BRAZIL",1996,791911,7498782,120172
"PERU",1992,313348,5561033,81679
"PERU",1992,34982,8160583,115018
"PERU",1997,590761,3307207,111104
"CANADA",1996,354424,1902713,88704
"PERU",1997,202424,872777,79584
"BRAZIL",1993,614223,3565090,68231
"UNITED STATES",1993,589131,1756958,73206
"UNITED STATES",1993,720682,5210109,102159
"PERU",1992,776852,1562344,115729
"PERU",1992,622300,352013,73336
"ARGENTINA",1997,691516,2835569,90448
"CANADA",1997,59550,573629,90573
"CANADA",1997,445322,1824912,76038
"BRAZIL",1997,286861,4168749,110871
"BRAZIL",1997,458633,7174977,95496
"BRAZIL",1997,441192,3263529,67990
"BRAZIL",1997,709001,3102627,60598
"ARGENTINA",1992,780765,7597024,110743
"ARGENTINA",1992,605191,3160229,65769
"PERU",1993,632901,3117579,110032
"UNITED STATES",1996,486482,2202690,88107
"BRAZIL",1997,791548,1113227,98370
"PERU",1997,728445,5631373,88404
"UNITED STATES",1992,79501,2891416,88830
"UNITED STATES",1992,172169,5775117,74469
"UNITED STATES",1992,773336,138111,84558
"BRAZIL",1996,33873,7632218,108412
"BRAZIL",1996,462443,6077036,84325
"ARGENTINA",1997,200630,985719,91837
"PERU",1992,512188,1306974,72009
"PERU",1992,343530,4934558,94411
"BRAZIL",1995,765190,692848,75309
"BRAZIL",1995,535077,2588852,66723
"CANADA",1995,402801,5843965,102226
"UNITED STATES",1996,159723,3016362,106963
"UNITED STATES",1996,719000,4293939,61138
"UNITED STATES",1997,262728,6221812,101442
"CANADA",1995,466220,5575140,71172
"UNITED STATES",1992,679237,3772652,72972
"CANADA",1996,478774,2366212,105165
"ARGENTINA",1993,536536,6761793,94350
"UNITED STATES",1996,128204,2947422,73932
"PERU",1996,155889,4764956,116692
"PERU",1996,10302,5074687,72738
"ARGENTINA",1992,734988,1784241,121377
"CANADA",1997,521273,2473311,77655
"UNITED STATES",1995,577711,8406843,107321
"UNITED STATES",1997,436904,2396825,110452
"CANADA",1992,254580,2373979,92074
"CANADA",1992,312283,2091861,77716
"BRAZIL",1992,553312,524271,81917
"BRAZIL",1992,426045,1173963,58261
"UNITED STATES",1996,364122,2028248,71166
"BRAZIL",1996,693028,2724001,61259
"BRAZIL",1996,508147,2838129,69307
"CANADA",1997,633000,548586,55978
"ARGENTINA",1998,597946,9414295,122635
"ARGENTINA",1993,404112,2389843,60965
"ARGENTINA",1993,602650,4260389,93157
"BRAZIL",1992,749100,334379,68944
"BRAZIL",1992,518103,3811672,67264
"CANADA",1995,7682,4931187,95380
"CANADA",1995,331688,7506359,103180
"BRAZIL",1994,676793,2718351,106185
"ARGENTINA",1995,248744,155731,101563
"UNITED STATES",1995,87366,2813635,81201
"UNITED STATES",1995,706470,1510398,88586
"PERU",1992,467599,2349855,93994
"CANADA",1993,760360,4133160,85219
"PERU",1997,349838,3862479,113269
"PERU",1997,521055,3925357,64561
"UNITED STATES",1994,285680,4430682,99940
"UNITED STATES",1994,323878,5777850,114111
"UNITED STATES",1996,355735,2507008,107443
"UNITED STATES",1997,641163,1202397,66247
"UNITED STATES",1997,21740,2768458,99704
"CANADA",1996,365887,8334849,117172
"UNITED STATES",1994,274217,1567619,71472
"BRAZIL",1997,730457,3248525,89245
"BRAZIL",1997,785203,2898382,77290
"BRAZIL",1997,91297,989406,77297
"BRAZIL",1993,176938,7334345,120895
"BRAZIL",1997,65139,1271957,66247
"UNITED STATES",1996,130971,7573452,120118
"BRAZIL",1998,417311,3693468,73697
"BRAZIL",1993,406412,3132494,79103
"BRAZIL",1993,161651,1126923,102759
"BRAZIL",1997,60276,1364842,74176
"PERU",1992,552830,5253039,112968
"BRAZIL",1998,87225,4557947,72733
"BRAZIL",1998,310032,4032617,62521
"PERU",1994,65611,5631650,94596
"BRAZIL",1995,241515,2738220,87390
"BRAZIL",1998,576835,8985507,114708
"UNITED STATES",1993,409646,5867798,93337
"ARGENTINA",1993,201182,1286805,64990
"BRAZIL",1996,283617,3921470,96036
"ARGENTINA",1992,175981,7590256,123418
"CANADA",1997,108277,4327504,77116
"ARGENTINA",1996,63811,3162711,106488
"ARGENTINA",1995,189560,6368951,98973
"ARGENTINA",1995,326999,4011440,121558
"BRAZIL",1992,42939,2032484,112915
"BRAZIL",1992,62454,4347085,84987
"UNITED STATES",1993,45712,3898933,99462
"UNITED STATES",1993,277999,919295,118618
"UNITED STATES",1993,328555,1520198,95012
"UNITED STATES",1993,799867,4704657,118009
"CANADA",1996,664461,5435164,85525
"BRAZIL",1994,173138,5069790,72667
"BRAZIL",1994,326518,4943944,92670
"BRAZIL",1994,587614,1778161,102095
"PERU",1996,722668,4818295,101437
"PERU",1992,634026,4319955,57599
"UNITED STATES",1993,125290,968053,78917
"CANADA",1994,57747,7691786,102284
"BRAZIL",1994,234191,3263022,67510
"UNITED STATES",1998,691797,6221307,107325
"ARGENTINA",1998,157201,3539316,75492
"BRAZIL",1992,301430,1511579,85885
"BRAZIL",1996,191954,4961428,122757
"BRAZIL",1995,701928,7179190,115793
"UNITED STATES",1996,443961,5143338,114296
"ARGENTINA",1994,486132,2629794,67086
"PERU",1994,201299,1862834,72016
"ARGENTINA",1998,56147,1528952,66188
"ARGENTINA",1998,698055,1021429,63181
"ARGENTINA",1998,200884,1825922,107092
"UNITED STATES",1994,354986,6714791,122458
"UNITED STATES",1994,739633,1112279,100356
"UNITED STATES",1994,431433,4142348,81864
"ARGENTINA",1996,413473,2997504,83187
"ARGENTINA",1994,36302,3467240,74298
"ARGENTINA",1994,577730,5242359,108462
"BRAZIL",1998,222519,5313369,86490
"UNITED STATES",1998,89614,437785,96216
"CANADA",1993,309764,1032322,106425
"CANADA",1993,72679,2973006,99100
"UNITED STATES",1992,522023,1203840,62700
"ARGENTINA",1994,753485,2099984,92307
"ARGENTINA",1994,620018,872321,56278
"ARGENTINA",1994,636874,8074535,108650
"UNITED STATES",1993,732647,7818584,100776
"PERU",1996,40817,1617185,105468
"CANADA",1992,592645,6324936,104257
"ARGENTINA",1997,58877,337800,110152
"ARGENTINA",1993,105546,6386138,93092
"CANADA",1992,74596,2589902,94235
"CANADA",1992,133178,3717080,72670
"UNITED STATES",1997,512845,2619526,111469
"UNITED STATES",1997,345717,1297347,105762
"UNITED STATES",1992,439530,141072,88170
"UNITED STATES",1998,528276,885585,78255
"PERU",1994,513806,7746803,109186
"BRAZIL",1995,58072,2198169,61804
"UNITED STATES",1995,52659,6860794,96699
"UNITED STATES",1995,232358,2023253,77420
"UNITED STATES",1995,438486,2677984,85467
"BRAZIL",1992,461624,1604627,95136
"BRAZIL",1992,110356,6285210,81981
"BRAZIL",1995,211330,2398230,74479
"BRAZIL",1995,57806,4448303,105828
"BRAZIL",1994,414065,3524544,58742
"ARGENTINA",1994,645534,272228,88770
"ARGENTINA",1994,774083,1916074,69423
"CANADA",1994,334569,6274691,96213
"CANADA",1994,687826,3068932,108827
"ARGENTINA",1996,153029,1017098,64921
"CANADA",1992,618597,3846491,90933
"CANADA",1992,756843,8389560,113988
"PERU",1996,359397,5257531,87382
"PERU",1996,373682,8090127,105340
"CANADA",1998,243142,5100111,65107
"CANADA",1998,72210,1684649,70932
"CANADA",1998,28676,6693078,96280
"BRAZIL",1992,642338,5418229,76818
"UNITED STATES",1998,779781,5358960,111645
"UNITED STATES",1998,276186,2789208,69730
"BRAZIL",1997,371174,5267026,74709
"CANADA",1994,735359,1815404,83659
"CANADA",1994,400711,4241968,96701
"ARGENTINA",1993,145216,3831555,75672
"ARGENTINA",1993,273205,109571,70691
"UNITED STATES",1992,110071,4918868,64864
"PERU",1994,551875,693666,115611
"UNITED STATES",1993,31166,1737901,65829
"PERU",1995,567837,7710670,114288
"PERU",1995,30494,5413062,85469
"UNITED STATES",1994,632037,775200,58140
"BRAZIL",1998,588041,782410,67741
"BRAZIL",1992,95411,3105353,84384
"PERU",1992,696328,3596771,79457
"PERU",1992,769305,2721054,82456
"ARGENTINA",1995,76069,3172802,62703
"PERU",1994,558618,4526793,100595
"BRAZIL",1992,558776,7089474,110085
"ARGENTINA",1996,31948,4923562,112796
"ARGENTINA",1997,497393,695185,83422
"ARGENTINA",1997,332684,7580814,103000
"PERU",1993,607303,2753364,72616
"PERU",1993,535908,9233430,116632
"PERU",1992,695178,1418326,70388
"PERU",1992,592958,6497346,123055
"PERU",1992,271171,2147260,68529
"CANADA",1996,605139,4563761,62646
"UNITED STATES",1994,291740,162782,103903
"UNITED STATES",1995,522895,6259927,115072
"ARGENTINA",1997,658658,3960719,96997
"CANADA",1993,690539,1927170,91770
"UNITED STATES",1993,623468,4097761,83485
"PERU",1993,468803,3189204,106306
"CANADA",1992,418523,6166737,86490
"ARGENTINA",1996,466514,4062464,88829
"CANADA",1993,199976,4359537,124558
"BRAZIL",1996,751640,6428118,101496
"BRAZIL",1996,10046,567887,57362
"BRAZIL",1996,750378,4159326,85700
"PERU",1993,732792,2919616,109485
"UNITED STATES",1995,728477,280011,90326
"UNITED STATES",1995,715086,4710291,66063
"CANADA",1998,29602,2395422,91896
"BRAZIL",1995,468462,3052558,85826
"UNITED STATES",1995,498727,6326416,103542
"CANADA",1994,119770,8506776,107386
"UNITED STATES",1998,603720,5358177,97421
"ARGENTINA",1998,340032,4832666,64321
"ARGENTINA",1998,656079,4228138,62102
"BRAZIL",1998,121685,4969852,102400
"PERU",1995,755452,6934132,90445
"BRAZIL",1992,422613,7063714,92135
"BRAZIL",1992,721374,2461379,83720
"BRAZIL",1992,20100,3876380,61206
"ARGENTINA",1996,730502,427559,91948
"UNITED STATES",1993,692835,2686866,109668
"ARGENTINA",1992,103981,7145928,119098
"PERU",1993,508168,1597198,70568
"ARGENTINA",1994,549452,4645424,90085
"ARGENTINA",1997,668148,3977816,66966
"ARGENTINA",1997,581273,3848778,81255
"PERU",1992,687036,2577960,61380
"PERU",1992,382483,7514256,93928
"PERU",1997,75695,471134,100241
"PERU",1997,630065,382091,59701
"CANADA",1993,754589,5561773,98613
"CANADA",1992,786086,1289255,70323
"PERU",1996,552605,4778803,99454
"CANADA",1992,756570,772606,97592
"ARGENTINA",1993,546973,6690074,121197
"ARGENTINA",1993,540556,1909449,95791
"ARGENTINA",1993,317631,5763575,98917
"CANADA",1996,98580,3921192,94714
"PERU",1992,733497,7124291,91827
"CANADA",1995,302654,4453048,99398
"UNITED STATES",1993,594371,4079534,87921
"UNITED STATES",1993,778068,3024373,68761
"ARGENTINA",1997,57430,3354805,83245
"PERU",1992,293039,1021699,61921
"PERU",1992,290429,4520820,85164
"ARGENTINA",1998,629238,4853217,70032
"UNITED STATES",1996,667847,3275732,108888
"UNITED STATES",1996,497949,9734600,116815
"UNITED STATES",1996,222193,3283089,66910
"UNITED STATES",1996,791381,3349596,88341
"UNITED STATES",1996,732209,729807,74470
"BRAZIL",1993,602413,5078682,78922
"BRAZIL",1993,743553,3831648,95791
"ARGENTINA",1992,626658,5387708,95077
"BRAZIL",1996,135727,3215201,105763
"ARGENTINA",1993,240165,2204774,66309
"BRAZIL",1993,400189,1740477,65349
"BRAZIL",1993,367598,3427763,99934
"UNITED STATES",1993,768387,4977297,87321
"UNITED STATES",1996,367149,825752,72967
"UNITED STATES",1997,224071,2197092,59703
"UNITED STATES",1997,482916,6927150,113933
"UNITED STATES",1997,130327,3458451,81439
"UNITED STATES",1996,445579,143307,91473
"UNITED STATES",1996,288040,4172773,61681
"CANADA",1997,754633,1586344,101256
"UNITED STATES",1995,204727,6087910,97902
"UNITED STATES",1995,350311,3773523,81678
"UNITED STATES",1994,640417,4848561,81442
"UNITED STATES",1994,219653,7470040,94358
"UNITED STATES",1996,691427,5778520,85103
"UNITED STATES",1996,102958,5774997,117657
"ARGENTINA",1997,262524,2408146,89190
"ARGENTINA",1997,231469,532171,84027
"ARGENTINA",1997,698824,3689326,109367
"UNITED STATES",1998,471665,2566251,98198
"CANADA",1993,190062,4548332,69123
"CANADA",1997,695513,3544928,90508
"UNITED STATES",1996,274316,5078620,77418
"BRAZIL",1995,265141,1931302,66367
"BRAZIL",1995,291336,2294936,79639
"PERU",1998,157508,2761542,93930
"PERU",1998,296757,5266481,105224
"BRAZIL",1997,453512,430854,87929
"BRAZIL",1997,94737,4502498,103903
"ARGENTINA",1993,368461,4358932,91767
"CANADA",1996,271931,9044578,114175
"BRAZIL",1997,64813,533343,106668
"CANADA",1994,478318,3772203,77777
"ARGENTINA",1997,484220,758646,72252
"CANADA",1996,89822,1154129,108709
"CANADA",1996,535186,3626845,73269
"PERU",1992,349462,4933372,90687
"PERU",1995,447861,8774682,108530
"UNITED STATES",1992,342727,7884058,106182
"BRAZIL",1994,266442,2947843,84505
"CANADA",1993,89701,2955343,101442
"PERU",1995,210078,1021654,59283
"PERU",1995,612164,2582712,64567
"PERU",1998,263700,773615,99821
"CANADA",1994,471186,3587196,69429
"CANADA",1994,529414,3120609,86603
"BRAZIL",1996,28185,2484617,66790
"UNITED STATES",1995,262813,5567133,106548
"UNITED STATES",1995,779775,3242085,111284
"UNITED STATES",1997,625935,5657136,111654
"UNITED STATES",1997,562096,4169052,69484
"PERU",1996,33713,4179349,98802
"PERU",1996,55634,6387133,95377
"PERU",1996,767734,3405213,108102
"UNITED STATES",1992,628400,3736704,79702
"CANADA",1997,204071,897055,58503
"CANADA",1997,695681,1525751,100599
"BRAZIL",1992,498968,7132124,118016
"PERU",1996,798784,4797247,112965
"UNITED STATES",1994,795134,3772107,73746
"CANADA",1997,115158,3382191,70389
"ARGENTINA",1992,73660,2587717,98019
"ARGENTINA",1992,400285,215717,71115
"ARGENTINA",1992,374934,1526779,120535
"ARGENTINA",1992,698148,532941,68766
"ARGENTINA",1997,733843,7769993,112608
"PERU",1995,174062,817963,68163
"ARGENTINA",1994,619894,2361645,108831
"ARGENTINA",1994,630792,4679016,103365
"PERU",1997,255422,2538566,82644
"PERU",1997,508294,4602222,78136
"UNITED STATES",1995,690332,6214810,79338
"UNITED STATES",1995,799899,181896,119931
"BRAZIL",1996,503544,1634181,92851
"CANADA",1998,626573,5902189,89972
"UNITED STATES",1997,110556,1381697,93993
"ARGENTINA",1996,513433,6187741,86784
"CANADA",1996,437795,6780329,103966
"CANADA",1996,544623,3988899,100056
"PERU",1997,187981,8284195,124138
"PERU",1997,193516,3476541,96570
"PERU",1997,419012,1298731,55859
"BRAZIL",1992,440402,4275480,80542
"BRAZIL",1992,222725,5948233,98862
"BRAZIL",1992,136552,5575810,95313
"PERU",1993,411981,363448,113577
"PERU",1993,469947,4232559,115015
"ARGENTINA",1996,383187,4435433,76210
"ARGENTINA",1996,457277,1476163,74055
"ARGENTINA",1996,676557,998321,92011
"ARGENTINA",1995,763994,4543975,123477
"CANADA",1998,444996,951075,116458
"CANADA",1998,349305,5346736,81257
"CANADA",1998,363349,4912083,84739
"UNITED STATES",1996,461006,2579902,58018
"BRAZIL",1992,8099,1450209,60425
"ARGENTINA",1994,128827,3507499,111349
"ARGENTINA",1994,410585,7178688,89733
"ARGENTINA",1998,216810,7066065,103608
"BRAZIL",1996,568167,1363594,74108
"UNITED STATES",1992,456814,4542076,106247
"PERU",1992,225153,426943,64688
"PERU",1992,139666,7354805,102339
"ARGENTINA",1998,744132,4445658,70566
"ARGENTINA",1998,745035,2257200,64800
"CANADA",1994,788975,9411566,123836
"CANADA",1994,521190,4602446,72670
"CANADA",1993,113573,5232507,95194
"ARGENTINA",1997,746925,4951415,118313
"PERU",1996,733977,2123552,120656
"CANADA",1993,707997,7047434,120297
"CANADA",1993,90168,4748456,69489
"CANADA",1993,238745,158270,101023
"PERU",1993,88758,5881307,104805
"PERU",1993,540899,7984504,116392
"PERU",1993,489084,399178,64383
"BRAZIL",1996,657923,7926070,112853
"CANADA",1997,358588,3250329,98794
"UNITED STATES",1994,763279,2061680,80534
"PERU",1996,403647,1297868,93037
"PERU",1992,392338,7008568,85819
"BRAZIL",1997,534523,739812,93450
"ARGENTINA",1995,562634,4994819,101796
"UNITED STATES",1994,673680,5126315,99219
"CANADA",1995,392164,817753,75369
"CANADA",1995,326064,4066976,65403
"CANADA",1995,156297,6106044,81197
"CANADA",1994,542783,6282440,109545
"CANADA",1994,142127,2338240,70147
"PERU",1992,450069,3790828,61142
"ARGENTINA",1992,767917,722496,119092
"UNITED STATES",1994,414599,5489718,90814
"CANADA",1996,281104,4774396,65105
"CANADA",1996,535601,5773854,98194
"UNITED STATES",1993,665911,6418929,112612
"PERU",1992,571634,7859450,102336
"ARGENTINA",1995,416793,4274425,102586
"PERU",1992,676187,952619,69789
"PERU",1992,666319,4493338,77116
"PERU",1992,417847,3252563,105889
"CANADA",1993,391563,3458009,99273
"CANADA",1995,719469,267917,89305
"PERU",1994,274875,2956076,110991
"PERU",1994,222539,429686,87691
"PERU",1994,200087,98707,59224
"PERU",1993,51816,5918627,106068
"BRAZIL",1995,737406,2879523,86602
"BRAZIL",1995,14242,1788703,69374
"CANADA",1993,497523,553462,91230
"BRAZIL",1995,522226,3954297,74892
"CANADA",1992,770690,3310040,105639
"PERU",1995,309937,5287834,116815
"BRAZIL",1992,676453,4245377,85765
"UNITED STATES",1996,610532,3281687,86550
"PERU",1992,585193,2699495,76690
"UNITED STATES",1993,273386,1223433,81562
"ARGENTINA",1994,716926,6714627,116573
"CANADA",1998,237635,2830716,94357
"BRAZIL",1993,277614,2928544,95496
"BRAZIL",1993,244684,6254092,97720
"CANADA",1995,384170,250832,75249
"BRAZIL",1993,1801,7662600,102168
"BRAZIL",1993,666173,321237,68348
"BRAZIL",1993,391695,3537626,107200
"CANADA",1994,233226,4562650,69552
"CANADA",1994,432284,3010243,72975
"BRAZIL",1997,45877,2706961,109372
"UNITED STATES",1992,495857,170460,111169
"BRAZIL",1995,592456,1409071,92905
"BRAZIL",1995,591335,1817118,85578
"PERU",1995,509012,469655,61259
"PERU",1995,272890,5700412,111772
"ARGENTINA",1997,601816,2745012,103066
"PERU",1996,529458,1914322,89245
"ARGENTINA",1993,767550,5677495,97051
"PERU",1997,564186,1320168,75009
"UNITED STATES",1993,693630,2313630,97416
"PERU",1994,475896,6115399,112312
"PERU",1994,359160,2292002,73149
"UNITED STATES",1997,256295,1699238,75076
"PERU",1997,480309,1407893,77356
"ARGENTINA",1994,54972,8686780,115618
"ARGENTINA",1996,644289,3021462,73995
"ARGENTINA",1996,236347,4192639,76999
"ARGENTINA",1996,269786,344130,105346
"BRAZIL",1997,134715,678887,104982
"BRAZIL",1993,231584,4510336,90934
"PERU",1993,521525,5033857,92790
"PERU",1993,419261,5211939,70814
"BRAZIL",1995,612749,4945248,99702
"BRAZIL",1995,622767,4447369,101383
"CANADA",1998,267106,1073090,64385
"BRAZIL",1997,759411,6700521,88222
"CANADA",1992,477323,6180325,78018
"UNITED STATES",1996,629336,3436554,75918
"UNITED STATES",1996,433357,3992281,77419
"BRAZIL",1996,685098,2956753,64983
"ARGENTINA",1994,643531,1899156,88470
"CANADA",1998,523093,4972091,66964
"ARGENTINA",1995,590904,7002028,119692
"ARGENTINA",1995,125699,4918815,103481
"BRAZIL",1995,650881,5770327,109911
"BRAZIL",1995,506546,150594,93151
"CANADA",1996,194514,2625088,96510
"PERU",1992,298614,4899078,96756
"UNITED STATES",1996,277676,6384781,99219
"UNITED STATES",1996,491457,1946689,86905
"PERU",1995,159412,2030545,88284
"PERU",1995,24074,3002194,59884
"BRAZIL",1998,788117,361524,72304
"BRAZIL",1996,578872,1404612,117051
"ARGENTINA",1997,706260,3807553,75973
"ARGENTINA",1997,121179,342048,72010
"BRAZIL",1996,138139,3884529,70627
"BRAZIL",1996,100662,6863460,99759
"BRAZIL",1996,201190,1014797,65470
"PERU",1995,643152,205882,65707
"BRAZIL",1993,716256,4783547,76333
"BRAZIL",1993,465788,5436656,105225
"ARGENTINA",1995,677398,2377997,82521
"UNITED STATES",1995,596027,4750290,67380
"UNITED STATES",1995,615643,5400583,93516
"UNITED STATES",1995,717539,2549547,93390
"CANADA",1994,255936,6621720,113515
"CANADA",1996,159289,3168458,80896
"ARGENTINA",1993,451097,1754469,62884
"ARGENTINA",1993,785956,7130384,122515
"ARGENTINA",1993,530155,5333085,71107
"PERU",1992,125311,860583,80178
"ARGENTINA",1997,365456,7531128,91286
"ARGENTINA",1997,517291,1648420,78496
"ARGENTINA",1992,387470,5036825,93447
"CANADA",1996,26199,3888656,67511
"CANADA",1996,371146,3855867,73027
"PERU",1995,668870,3012019,110330
"UNITED STATES",1993,284412,2541448,83784
"CANADA",1992,550229,5884320,76752
"PERU",1992,630394,2503040,79461
"PERU",1992,755897,7463830,117171
"CANADA",1997,590541,6454293,97891
"CANADA",1997,412936,3782869,110934
"CANADA",1992,330768,5401646,107925
"CANADA",1992,1306,5099635,72438
"PERU",1992,505650,7081129,99337
"PERU",1992,497823,4588416,109248
"UNITED STATES",1993,121772,5623468,107626
"PERU",1995,741356,2464872,83839
"CANADA",1995,74847,1803621,109310
"CANADA",1996,443282,225447,73515
"CANADA",1996,626878,1082904,108290
"CANADA",1996,734846,8755170,112848
"ARGENTINA",1997,294058,2474398,63122
"ARGENTINA",1997,88154,3611478,68529
"UNITED STATES",1992,340175,2512950,72909
"PERU",1994,368643,4159260,102697
"PERU",1993,381626,5618036,102456
"PERU",1993,397798,6058912,113746
"ARGENTINA",1993,23138,713079,63667
"ARGENTINA",1996,463341,1199974,78259
"ARGENTINA",1996,159774,2002476,110026
"ARGENTINA",1996,516846,5594048,111769
"BRAZIL",1995,143091,2817079,68045
"UNITED STATES",1992,290765,5449848,105345
"CANADA",1993,756014,105928,64198
"CANADA",1993,716339,872813,81318
"UNITED STATES",1996,467215,1475373,70931
"ARGENTINA",1997,383662,6965143,104739
"PERU",1996,791333,3629116,85458
"PERU",1996,324066,1465027,65403
"BRAZIL",1993,450960,9172512,114656
"PERU",1992,255200,3825989,69311
"UNITED STATES",1994,798116,4917024,72844
"UNITED STATES",1994,614403,1981324,79042
"UNITED STATES",1994,670884,6543910,111291
"PERU",1992,380275,1479943,81315
"PERU",1992,67664,1840512,97899
"UNITED STATES",1994,624089,2598473,60783
"UNITED STATES",1994,251851,8210133,108170
"BRAZIL",1992,534846,4498921,112849
"UNITED STATES",1998,514235,1379127,74952
"UNITED STATES",1998,688616,2238389,96274
"PERU",1993,767112,1485640,70744
"PERU",1993,51201,5144573,69132
"ARGENTINA",1993,673124,526603,65825
"BRAZIL",1998,370089,1011868,69544
"BRAZIL",1998,72091,4107779,63785
"UNITED STATES",1994,560923,922513,119034
"ARGENTINA",1997,706376,5899827,82940
"ARGENTINA",1997,733229,1836486,75731
"ARGENTINA",1996,597905,1153658,120172
"ARGENTINA",1996,177919,734862,119814
"CANADA",1995,481760,1800959,104504
"BRAZIL",1993,765195,4718039,75609
"BRAZIL",1993,629463,5881624,83545
"BRAZIL",1993,706008,3949413,60838
"BRAZIL",1995,423256,5547097,70753
"BRAZIL",1995,61933,1424987,113695
"CANADA",1994,368946,3713515,120895
"UNITED STATES",1992,608016,4388905,55438
"CANADA",1995,92434,256757,85585
"CANADA",1994,179198,3172539,76631
"ARGENTINA",1992,611848,7602379,105588
"ARGENTINA",1992,378555,4253738,98012
"PERU",1996,637968,4940170,114355
"PERU",1996,713005,498805,61078
"ARGENTINA",1992,358067,2160096,67503
"BRAZIL",1996,336367,2639701,84201
"UNITED STATES",1994,427949,8258448,112615
"UNITED STATES",1994,525069,4529325,65642
"BRAZIL",1996,274798,7498859,106366
"UNITED STATES",1997,63611,2116275,94476
"UNITED STATES",1997,620350,1181397,76219
"PERU",1994,134312,4382239,80778
"UNITED STATES",1998,27497,957257,85469
"UNITED STATES",1992,238675,6167408,96819
"UNITED STATES",1992,200224,1308580,67452
"PERU",1993,341657,6706230,101918
"PERU",1997,154672,5185190,103600
"BRAZIL",1992,218582,3136191,90034
"BRAZIL",1992,716140,5549328,69366
"CANADA",1996,512851,6458170,111829
"CANADA",1996,276259,4912549,74114
"UNITED STATES",1995,506965,3521884,118316
"UNITED STATES",1995,550776,7058562,109605
"UNITED STATES",1995,85274,4659299,75556
"ARGENTINA",1997,477723,850350,102042
"CANADA",1996,198306,6038490,84258
"CANADA",1996,479720,4589190,101982
"CANADA",1996,239246,562984,71113
"ARGENTINA",1992,408692,4148936,96040
"ARGENTINA",1992,83700,825013,101022
"UNITED STATES",1996,473334,3487903,78438
"UNITED STATES",1992,206498,2808960,84268
"PERU",1998,110642,7615365,99158
"PERU",1998,605247,866461,69132
"CANADA",1995,638924,7302528,111773
"CANADA",1995,792043,1280291,68100
"PERU",1993,199547,6668487,98792
"CANADA",1994,215297,1963893,72736
"CANADA",1994,344263,4768848,78435
"UNITED STATES",1992,222599,150636,91294
"UNITED STATES",1992,518154,1873063,70327
"CANADA",1994,378574,6213625,99153
"CANADA",1994,499677,1891261,100599
"CANADA",1997,26931,1900662,111475
"CANADA",1994,215425,5858932,80424
"UNITED STATES",1998,385951,2218227,122216
