"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,741052,752827,7111245,112787
1997,654082,736524,3120980,93629
1997,654082,506913,6462349,115193
1997,159565,516559,143373,94531
1997,159565,200561,1275933,87693
1997,159565,423351,5734485,76459
1997,159565,57967,8323527,115497
1996,668654,245800,3556174,104747
1996,668654,764089,4819749,69183
1995,797995,353359,909546,84740
1995,69673,116062,701817,64683
1995,69673,452059,1248622,60661
1993,509761,427771,6849360,101925
1992,54821,245757,1532466,102164
1998,664066,774537,2248042,96690
1998,664066,532306,4543460,80296
1993,727798,762627,4866019,101375
1998,168535,553614,316842,100055
1995,421639,359299,1606845,81496
1995,421639,337213,4230676,75012
1994,757594,756384,5055628,86421
1994,757594,540369,6158815,84560
1994,553228,373722,3167632,107742
1998,198667,698063,4010693,63661
1992,366002,169125,5201586,71647
1997,788714,466041,1758256,60421
1997,788714,744971,2151007,120956
1997,788714,718281,1954072,77955
1996,24136,263076,4883582,62343
1996,24136,714495,603784,90567
1996,24136,510557,2139678,94051
1998,637579,698514,4641801,90748
1992,881296,186778,7086126,111886
1992,881296,773972,9133076,122756
1998,615581,125236,5990842,75673
1998,615581,520518,3987766,92309
1993,559064,653481,645502,86067
1996,179393,96758,333402,105285
1996,179393,483925,3229858,114534
1997,312865,654083,4770430,62223
1997,312865,369764,2695612,110025
1995,504355,513397,6703488,84622
1996,122492,188946,3888770,122096
1996,122492,560019,4864086,64739
1992,44476,585545,2347948,97831
1997,502042,720123,2763991,68585
1997,502042,703499,7286931,90147
1997,502042,77905,4330670,112974
1997,313927,252221,557274,70392
1997,313927,487332,5673033,79158
1994,742943,317286,2149092,78196
1994,742943,226243,3895874,70153
1997,37579,412652,2328169,93877
1997,37579,431056,1362101,59221
1994,668287,149177,2566373,73570
1995,785773,448500,3519806,86908
1992,232531,415104,403555,61144
1992,888928,348832,5476947,112849
1996,268579,282526,1034837,90510
1997,505522,375673,7026115,104919
1997,505522,680534,1393340,90870
1997,505522,126127,3881401,69187
1993,744385,680310,3832131,77416
1993,744385,353642,2550227,101737
1997,864179,596457,1589158,93205
1997,41093,730848,6639714,112728
1997,41093,147087,102067,68044
1997,41093,87315,638131,78138
1997,41093,298264,4390105,75735
1998,322999,316046,99830,63721
1992,466436,92145,2432342,68228
1992,378695,446533,2663118,88770
1995,812812,716914,8341401,115852
1998,704408,344781,4427492,109546
1998,704408,318138,1738804,69367
1993,378196,693789,2624208,106965
1992,522100,786961,614379,122875
1996,842989,469944,3789561,114835
1996,869548,100551,705955,93093
1996,869548,354163,3305779,73029
1993,287632,318967,361442,119157
1993,287632,180445,6811089,91526
1995,312515,228776,1687712,102285
1995,26410,114226,2708640,74413
1995,149819,88995,5388516,119039
1994,705571,740563,3688119,96211
1994,705571,149623,3044168,100357
1994,130526,570365,3004166,86120
1996,372755,401911,5503934,108773
1996,416006,190173,4421095,75790
1996,416006,226639,7280133,93937
1994,527563,282928,2407746,114654
1993,825109,190221,1930115,78673
1993,825109,238997,6260959,116158
1996,577136,747899,4429106,116811
1996,577136,214572,3692615,89193
1992,369103,4959,5778245,111837
1995,708199,107164,4998510,70269
1995,708199,536414,5411405,87023
1998,189290,259741,2877635,102043
1992,213580,99088,5000568,65224
1996,85694,77497,6340307,88469
1992,543169,255012,947660,58020
1995,869611,646177,4856457,67388
1994,444586,759154,1917942,72787
1993,343420,720992,5233696,120777
1998,634091,125331,2468520,81379
1998,124315,210333,3356964,74599
1992,440575,20230,1338867,69013
1995,425194,436253,3207353,71353
1992,224972,694604,633033,95914
1995,191809,369477,6213676,92787
1993,606838,603499,130428,84147
1997,300127,231093,571436,61444
1997,300127,92644,6576019,98198
1992,206104,546593,1960925,98374
1997,213176,354401,4220631,87323
1994,734368,51657,5096203,96519
1996,880978,503942,5586736,116755
1996,880978,706956,730206,117775
1996,667072,399935,8505965,122095
1996,667072,79117,3452746,65766
1992,450359,545506,2452889,93088
1992,450359,464873,6594205,110271
1992,450359,315542,4230251,93451
1996,8119,198249,5523684,80834
1993,428927,588342,6658139,85819
1993,428927,249182,3359574,67870
1994,867709,415536,4826270,87090
1994,867709,725853,7064363,112729
1997,341038,225797,4966774,103366
1997,341038,559321,3710246,82818
1998,600503,83751,3060099,104085
1998,600503,680908,6229493,113332
1995,47431,187688,2146797,106540
1996,392560,450395,4928090,80722
1996,741736,64166,1107556,67809
1996,741736,28198,4921450,67571
1997,426476,291047,3458715,62281
1994,172123,24062,97619,59163
1996,250699,240273,5525186,72795
1996,250699,476587,5406790,93813
1996,250699,641319,5625889,75616
1996,250699,246447,6349860,83605
1992,584851,427774,6977175,102105
1992,584851,785804,9165384,113386
1993,658274,617307,5399030,73456
1994,801154,356672,7073676,103719
1997,583094,540056,1275778,65761
1992,599722,491300,5761691,77476
1996,403277,519497,2353561,90988
1992,873961,56670,1361522,97600
1992,873961,222541,2919742,87811
1997,660950,221341,1499648,75739
1993,784351,647062,1398515,60541
1995,864664,778641,1891571,103176
1992,101554,303524,6186415,91650
1992,239995,359777,854093,110205
1998,665125,329298,5678103,79636
1998,60193,580881,5650156,117711
1994,140065,648295,2894309,74595
1997,557264,782851,5383754,116029
1995,216880,584296,5035224,82816
1992,532747,412093,2442320,60304
1992,532747,75758,3386013,104025
1997,670975,733779,4948780,108764
1997,670975,99538,4289708,92251
1996,523864,70885,6848197,111352
1996,523864,161836,6627222,113869
1993,151741,38872,4284518,108652
1995,579305,297510,960277,90450
1995,579305,238789,5817401,103666
1995,579305,115645,2597240,99638
1996,169942,446035,812276,58860
1996,169942,500174,5352949,70449
1993,110551,694225,802227,73151
1993,110551,628521,3600533,86969
1994,409762,285770,7268846,105345
1994,409762,85873,2029886,111532
1998,38479,601468,5558516,82165
1998,38479,63800,7709569,105828
1998,509057,676881,6177351,111471
1994,312418,51731,1581766,100963
1992,200209,76843,8471355,109190
1996,604820,93574,4810872,94054
1996,604820,342434,5979501,88585
1996,604820,269518,6545000,89250
1997,604594,464058,2566317,61321
1997,403754,796968,6952619,123895
1997,403754,227847,6407136,106489
1997,782017,361035,4382983,65761
1993,633076,534790,2134980,109486
1995,848179,771149,4490004,73206
1995,848179,688874,2190699,111770
1995,625091,563800,559134,111826
1995,625091,670928,5890356,113933
1995,818065,635991,4759591,115617
1994,728563,177313,2002046,83418
1994,442117,457884,6011831,110511
1996,244981,428416,5565774,80663
1993,782708,474191,922814,69910
1993,782708,124108,5547290,67926
1993,782708,539085,5451691,67443
1995,571618,695769,974130,105883
1992,582898,501505,7086481,90388
1993,235820,515138,4182329,69186
1993,235820,639309,2346747,74896
1993,235820,333064,618736,65823
1997,710644,287799,6575350,107206
1994,767584,610675,7078296,95138
1995,158980,592525,3451745,97050
1994,761669,209867,3869979,106611
1994,658012,686260,2637022,74773
1995,4,258117,2543686,64506
1996,63043,782786,6533150,112125
1995,236884,411072,2377014,58983
1994,826813,25297,4356241,73337
1994,826813,99,2000178,59945
1998,755296,605620,1963434,91535
1996,451277,304969,5305977,118437
1998,309235,649950,706770,113995
1998,309235,509441,2010282,87025
1998,309235,640114,2424384,63244
1994,698878,70682,6609067,99160
1994,433471,73875,6522813,110932
1992,735058,606318,3985031,73456
1995,708289,365838,1827667,114229
1995,808891,599938,9578177,122274
1997,513067,170873,7890168,116632
1997,513067,683686,2003580,100179
1995,449525,301422,1942954,85404
1998,306859,683215,2156724,71890
1998,306859,388853,192242,116510
1994,365966,48522,1694039,88231
1994,365966,478897,4314501,112552
1996,11305,578428,3115235,90384
1996,11305,30245,1481977,70514
1993,77197,408415,6087594,79403
1996,174820,707542,2789118,92970
1993,590239,84298,3013381,76937
1993,590239,288357,266377,80720
1996,334291,276375,1581091,81081
1996,334291,768777,3776384,110744
1993,726658,709709,1546803,103120
1997,626692,705596,5688741,96093
1997,626692,541233,366972,76452
1997,103666,582855,4836823,116269
1997,103666,334110,5217096,68646
1994,702994,628912,684807,110452
1997,898225,197581,1680258,100714
1996,729529,116114,4713688,67806
1996,729529,790191,4958089,76869
1993,481252,207508,5189186,84929
1995,82120,10252,941422,69735
1995,82120,20207,4977715,67632
1994,117655,781102,118307,70984
1995,115921,629072,1351404,60062
1992,678784,736692,3775393,103719
1992,678784,772980,2266456,123177
1996,115436,109147,1893757,69368
1998,629368,166441,6118698,90446
1995,379409,202816,5785480,103128
1995,379409,716277,1351435,77594
1994,215500,16706,5919609,97362
1994,297521,312148,5283232,69607
1993,21389,737818,9186111,111346
1993,45659,287743,813443,103843
1994,310342,314230,4706884,74653
1998,402214,548154,357032,72127
1996,894007,217761,4891877,100725
1996,894007,24852,3240974,106611
1992,53470,394149,472389,74587
1993,295649,633288,4806840,73275
1996,65003,296739,8076305,104143
1998,599497,647001,90057,56878
1992,215257,550550,6831062,96031
1992,711121,568308,5064710,82576
1997,226489,458968,9152965,115616
1997,226489,259260,5150112,73155
1998,297625,252687,2951406,98380
1993,868354,619625,2270547,92675
1996,14335,661078,3085948,62342
1996,14335,467990,1356873,117478
1994,188464,296378,5296783,82461
1994,393649,265923,3022256,113334
1994,133216,599538,3266832,98250
1996,649181,761973,1595392,122096
1996,649181,774573,159811,98852
1992,84746,214424,2797276,80304
1992,84746,552431,143890,89004
1992,84746,6433,498267,80365
1997,522350,208901,7883880,108593
1997,522350,597864,9416832,117710
1992,527824,530273,3378024,78195
1996,719672,749616,1107610,99934
1995,419908,280277,5974499,75435
1998,481468,523548,4329537,94291
1998,110608,641147,4570062,65286
1995,468202,198082,4437100,70804
1995,468202,438042,1381828,58801
1997,350629,486918,8773923,114293
1997,350629,725577,6217855,96152
1992,783524,66199,3966306,69911
1993,495653,638578,2346087,90992
1993,495653,185366,4539854,87081
1997,29656,51686,1958665,98260
1992,714416,615101,2103264,60964
1996,279502,778298,4855445,82575
1994,747992,594104,1526353,71884
1995,430922,277335,2208634,78739
1995,472898,580616,1080727,101795
1995,472898,10530,3318981,86431
1995,361042,265541,429361,90391
1997,827395,421807,5748193,103726
1997,827395,506785,4255430,107505
1997,827395,110120,1168544,67807
1992,113453,769837,543438,114408
1996,507532,36780,3569185,103006
1997,761786,558992,5279196,123058
1995,832237,584548,5921150,97951
1995,832237,296335,1938401,79879
1995,832237,729016,4345026,62698
1993,488524,43625,282351,94117
1997,162748,315944,4182490,117595
1997,16546,74941,4707464,114956
1995,448906,603535,6352416,86310
1997,37439,554049,3713868,66181
1995,127591,39609,6689952,92916
1995,127591,92368,5465926,81621
1992,378343,750474,298790,91466
1998,288250,780088,2219295,70083
1997,811937,63346,4318203,78560
1996,818098,594970,1982352,123897
1993,860834,313027,1591215,62400
1993,860834,584764,6389245,110924
1998,522559,676915,1532422,113512
1993,415718,55516,3284410,88290
1993,258259,604057,3396244,57661
1993,721360,538273,1809525,78675
1993,721360,260010,2400750,58200
1993,721360,80689,3436201,100180
1994,878143,132742,7574590,106484
1994,878143,730559,4679546,95371
1996,256124,438830,1698057,106128
1993,66440,681903,5550942,113092
1993,66440,728559,6985088,95251
1993,66440,259817,8350960,106608
1996,452983,725951,6452666,118615
1992,862087,537703,8616366,104440
1992,880036,315550,300583,93932
1992,136663,147091,207132,68285
1994,79414,114152,5597520,69969
1995,6014,500851,5918448,111109
1992,609337,400176,4450956,64569
1994,17018,195043,3072708,68282
1994,17018,485859,1175156,110689
1996,777064,81427,1814044,84505
1993,205963,340206,2579613,74771
1993,205963,141191,2018327,73931
1998,198775,63233,1704627,71773
1992,175,328258,643120,77174
1998,216986,236060,4302936,59763
1994,77864,172828,2280984,114049
1994,77864,215421,1870974,80184
1996,48649,134633,5703294,100057
1996,48649,140410,2967538,87024
1998,437296,561247,1216644,78493
1998,437296,466859,6507258,109549
1992,208975,455481,5261752,86187
1992,425735,418884,5408580,108171
1997,316522,487819,3946029,108407
1995,765787,608913,7615458,109312
1997,274576,330119,2537212,68946
1996,471563,635528,526856,87809
1995,157745,16393,4353721,78563
1997,719653,378980,1894252,123538
1998,664813,79338,5347042,79039
1993,341257,671140,1984442,66666
1997,674557,461774,4151914,104145
1997,674557,230522,4915293,87150
1997,674557,351928,3385646,118794
1995,857002,67142,5000003,66548
1996,12043,676050,402199,61561
1995,864347,495220,3870412,72912
1992,171236,47663,6648804,96639
1992,171236,521873,1440086,113691
1997,660292,621944,7892799,111954
1992,499432,792143,5502415,74106
1997,552535,787242,1076660,79752
1997,552535,771551,6791868,97351
1992,236867,483126,4214580,66546
1992,236867,383296,1337901,82756
1996,311402,718374,5448226,83540
1996,311402,102416,3485033,85104
1996,311402,336075,533308,66663
1992,819409,109331,3940570,80419
1992,819409,717739,2192361,105402
1992,819409,639815,6068029,105286
1992,402235,211650,5603164,93698
1996,789313,282627,1777009,96576
1995,880651,52116,1554100,64086
1995,880651,754351,6406853,84319
1994,573551,770684,3705820,105279
1994,573551,514164,4820948,70688
1995,664625,545109,3179490,69244
1997,654871,533593,292782,97594
1997,654871,267525,2340255,89550
1993,305660,535423,5541920,87504
1993,305660,280666,2726852,98799
1993,305660,750707,8085282,105460
1998,584900,451749,3836824,102043
1994,303613,621029,1642532,56999
1994,303613,287989,790788,118618
1993,715717,316901,713455,115073
1995,818704,435308,4117743,74596
1997,724585,323205,3578945,73691
1997,415678,304672,788030,100599
1992,489409,15736,4415074,99103
1992,489409,473429,2241035,84144
1995,368500,274247,4292623,73273
1993,148177,730308,5299549,80296
1993,148177,13217,4674548,67812
1998,85202,703134,4602980,68226
1998,85202,794318,3495393,84736
1993,293068,527714,4702563,104501
1998,780346,789016,2099462,66298
1998,780346,661070,3699371,61862
1995,450490,328288,4601679,78976
1996,583345,608992,2908468,114057
1996,583345,570545,2126024,96931
1996,583345,101977,5343219,118738
1995,564533,743546,7553351,95370
1995,564533,208593,6689538,90094
1992,291043,589598,3638400,101254
1992,291043,377466,7254215,92607
1993,26780,761454,6761804,90925
1993,84445,172437,2724521,90565
1993,84445,778345,6831888,85398
1992,842554,394606,2550885,102035
1992,842554,136274,3236366,78616
1997,190612,641159,4453285,66007
1997,190612,667684,2312310,99099
1994,496447,684068,3635815,63121
1996,601142,692014,1931481,60358
1996,601142,266065,4454136,61863
1996,601142,231532,144888,87811
1992,879290,187987,4855453,124498
1994,219472,593402,3956775,89722
1993,871183,191551,6721314,98553
1997,475474,583985,3177922,124137
1997,475474,632602,6752108,92074
1997,170633,177862,4607167,116391
1994,424747,591898,6291968,119392
1994,424747,20166,1186086,65169
1994,424747,142055,100928,65823
1997,854194,788744,2382523,109962
1992,534208,500454,6108606,87265
1993,13832,247885,6755958,109972
1997,7994,598718,7688232,109001
1992,741011,68530,3584483,89911
1993,256960,732339,6316207,82278
1993,256960,416983,691585,113997
1993,256960,530088,1217567,67083
1997,493684,550911,2307182,117713
1995,244526,23396,620113,79163
1995,71369,344411,1729015,87324
1992,624653,317404,1829328,85283
1996,589081,762426,6785570,89303
1996,589081,502356,3873957,81499
1996,589081,85510,879359,89730
1998,652750,33937,7150694,112255
1998,652750,583543,624583,97591
1993,648976,520462,6475297,88946
1993,238840,671483,1588259,87267
1996,170842,193403,6599124,89784
1996,170842,631633,6765330,93876
1993,735028,36636,915270,94357
1993,735028,36818,1516155,105288
1993,735028,748920,2533961,118133
1996,647198,259711,7685220,100242
1996,647198,262029,1553903,59460
1992,55826,690358,2633268,80899
1997,7166,192475,4815267,94048
1994,722995,267014,2645757,58860
1994,722995,343042,3721652,65101
1996,450697,83328,1835848,78679
1997,94498,759182,1532820,74469
1994,17978,685224,1958887,72551
1994,17978,552548,3293870,96031
1994,17978,272967,541246,116397
1993,17686,205468,5861884,82407
1992,101566,709805,6750944,108886
1992,101566,409319,3758567,73697
1993,599528,255552,6802020,90452
1993,599528,408367,474426,76520
1996,763294,583575,7801819,99513
1993,578413,421061,1060603,58922
1998,472652,60777,3393864,104266
1998,472652,654767,2644577,103303
1994,456799,535785,4326125,109245
1993,80467,266883,2131050,110992
1993,80467,345819,5012582,111888
1993,80467,172325,4743901,83839
1993,171872,107476,4806442,89008
1993,171872,743212,5542874,75310
1993,171872,43622,4959884,93937
1993,543977,601998,6292667,113997
1994,421342,682750,2900573,103963
1996,40370,99357,5599012,81381
1997,784792,261242,3099520,72193
1993,217060,391396,1817578,89242
1993,413933,519812,8616740,109907
1995,866527,511991,6705943,120178
1992,118526,133055,2454640,65283
1996,364054,254792,4024581,104806
1993,427816,675475,5589995,87026
1994,22780,59066,1752852,61503
1998,150436,772635,676209,102456
1992,275411,22354,3252139,76581
1994,116132,21438,4948325,81565
1993,617786,597447,2247131,92665
1996,726832,476897,5456709,112432
1996,726832,792415,6872145,90442
1996,726832,384827,1089731,114708
1994,159398,726606,3877353,97954
1994,159398,52952,2451670,114297
1993,594928,486068,1684355,63242
1996,248161,322119,1394424,68466
1996,235487,722208,339526,73810
1994,879119,555783,4102273,110325
1994,879119,231027,3257234,57480
1995,584206,658501,1525146,87568
1995,584206,213007,3035967,55199
1997,632480,716773,322153,107384
1997,632480,402364,2735294,75980
1997,632480,566120,4473969,71166
1994,181856,696439,2045445,86124
1994,181856,757937,6188179,119694
1992,198578,116972,4113189,119338
1994,295573,346854,3102170,114050
1994,295573,38357,1943025,77721
1994,295573,561378,4329564,86361
1993,567089,412736,3000652,98922
1997,64423,784247,4925477,79872
1997,65354,674744,2815246,103122
1995,391619,53461,2263136,84867
1993,230507,118996,1795356,120899
1992,517903,588813,4374117,114107
1993,700625,313857,7778952,112250
1993,760900,463122,3934572,65106
1998,343696,262814,6574160,106608
1995,274868,588258,6137462,80773
1995,577562,247817,1223006,105888
1997,474575,181541,1590089,97352
1994,371365,248679,3178819,97659
1994,371365,345209,2099514,75251
1994,371365,701053,863242,63241
1997,16687,444679,5520410,97419
1997,532526,78713,7548410,101502
1998,548665,638175,4441428,66788
1994,10799,540610,7137151,99035
1994,10799,427820,1590498,104868
1995,594289,431189,4788684,67209
1995,594289,440513,6976752,87209
1998,533357,374094,2039467,70084
1998,533357,386541,5924209,97651
1994,670660,596168,5751837,75848
1994,670660,13736,3101492,98983
1994,670660,448178,3209527,67569
1992,163885,293012,381900,60300
1992,163885,19587,6653057,90394
1992,406421,397171,2650454,76089
1995,803899,431567,5466673,89912
1995,803899,541111,2274225,69125
1995,803899,550568,4807063,97112
1995,803899,102509,4625190,90690
1996,313777,367972,185636,122397
1995,539074,594342,1982121,86179
1995,539074,415673,1900025,95319
1993,73540,237058,3084624,59702
1993,73540,460013,1401105,58379
1997,259402,704308,4855399,78736
1997,259402,502512,6757654,90869
1997,165920,217113,1817096,61806
1994,409595,192929,2232199,121315
1994,409595,658073,1855872,61862
1996,859255,688581,6568566,94173
1996,85648,542966,1575008,120536
1996,85648,789198,5739446,77229
1993,379772,60688,1252996,98920
1993,14266,66848,1422834,108890
1992,363310,219091,929273,60604
1992,363310,659190,1512294,68949
1992,363310,602990,567888,113577
1998,750487,272522,2271655,89670
1992,831550,656584,5561385,92433
1992,831550,673132,1364798,66306
1994,68510,258439,398264,83845
1994,68510,115901,4865092,115014
1994,673204,630941,3537909,112314
1993,20863,603303,3515070,72376
1995,528826,11938,3329874,110995
1995,528826,638237,4886481,70512
1997,458941,249653,3500165,96158
1995,479698,670835,3734394,108348
1995,479698,434809,2221575,104626
1994,381064,25668,4105268,95619
1995,110371,547478,1943423,91527
1994,104558,526468,5711749,89666
1993,499532,593572,2100258,99933
1992,430697,654923,3883476,112673
1992,430697,581849,9177187,115849
1994,8705,96807,3447061,108228
1994,8705,132564,3985013,95793
1995,502568,224822,2180018,104808
1995,502568,180164,4389396,74649
1995,502568,658805,5139625,105826
1993,159319,530188,4078399,73089
1998,154801,693965,2550526,117535
1997,701726,10595,6022360,90335
1996,42011,328552,2228561,94832
1996,42011,425691,6914497,97000
1997,472303,515478,6668254,89607
1992,868465,443048,784887,59461
1996,230332,674062,3854031,62161
1997,524375,432035,2199947,58020
1992,357517,189868,7365469,117471
1998,872651,158249,5647276,78434
1998,872651,486156,2569792,68527
1997,239236,55444,5716712,83966
1997,239236,635424,4396267,81563
1996,390179,333405,1869907,86303
1992,323707,578990,3577249,124138
1992,323707,678169,899349,68827
1996,499049,763806,532884,112186
1994,403666,532160,1844240,71528
1992,212278,46336,3033992,76939
1992,144074,480894,6727033,112492
1995,440467,590219,1616849,78551
1994,515458,278787,1695139,105946
1994,515458,765362,1627156,85639
1997,843805,301775,7640068,106605
1998,513730,452313,4423453,75917
1998,513730,413249,540432,69733
1998,513730,673019,2856902,59518
1998,513730,93483,5049561,88588
1997,540193,131015,4142199,62760
1997,721765,345966,5052006,120717
1996,817861,106972,6269376,118738
1995,441172,544852,5409759,113809
1995,556532,242343,2313594,77119
1992,830242,84111,3252476,65706
1998,556588,584000,3707211,65038
1998,556588,527518,2318235,92729
1998,873631,569754,7506472,109423
1998,408422,408128,2357127,62166
1994,659557,47193,2816269,68411
1997,328945,490351,2293674,80479
1997,328945,173362,5649576,86121
1997,328945,225082,1204455,60424
1996,543109,305399,775217,84262
1997,550625,473579,5421504,93153
1997,550625,241768,933523,102585
1997,876158,391043,3095901,68041
1992,46913,14453,541510,82047
1996,271699,664443,3042820,84444
1994,724244,218147,2996210,63907
1996,46724,769745,2540594,108882
1995,376819,501901,1575584,114172
1994,782488,619159,4553978,64687
1994,782488,609060,540718,58141
1994,782488,611087,2251600,59883
1992,401872,474107,1837836,64864
1997,669872,2870,531861,106372
1997,669872,44182,1925767,67570
1997,669872,160425,1128919,89125
1992,431629,179928,8128060,120475
1996,363872,24342,2097059,75980
1992,95030,599248,5011658,80833
1992,95030,348398,2528272,86782
1997,617971,627641,7058745,94116
1993,129556,753970,761001,121436
1994,269650,608026,868610,56039
1994,269650,257649,3287164,96397
1994,495551,416174,2356904,65409
1997,117331,651520,2283752,88289
1994,80132,739086,320639,67503
1994,80132,56240,5329249,71774
1994,80132,755899,5981871,117291
1995,371104,385035,1520987,67201
1993,808118,34162,4834065,65769
1997,848038,436468,3450709,84266
1996,555419,300519,6780009,91170
1996,555419,413976,6803820,113397
1995,720472,477482,1897298,87567
1995,720472,13099,1548497,60725
1995,720472,10572,2668626,88954
1995,720472,79370,2137402,80962
1996,60221,633806,2193849,104386
1996,521887,664242,680302,72372
1992,508798,438038,2018388,58560
1994,451622,364033,1097020,65821
1994,451622,694185,536513,70749
1994,227209,194502,3442054,95790
1992,899458,198525,1022817,97411
1992,899458,596547,966389,98611
1997,789109,413239,3940558,69132
1997,365287,124749,1516547,106424
1998,868538,789747,6928070,110202
1997,73315,351411,4657744,87744
1992,95782,389895,2554540,119092
1994,585287,62846,3190793,108530
1993,38185,500408,3109703,84502
1993,38185,755795,6995872,111045
1992,45388,337686,3176723,103420
1992,45388,787429,1668029,90983
1992,529732,634530,1927282,87870
1993,296270,139584,3341327,97414
1998,589484,59922,8402772,112915
1994,253171,586246,4429631,79933
1997,208708,193925,5483386,121135
1995,446266,561016,1502401,64619
1995,446266,189488,5363432,94648
1995,687406,11713,4664542,97482
1995,801557,470242,345482,72733
1993,754319,436873,7782355,108591
1993,754319,49249,1423509,71894
1993,754319,515311,1050421,79577
1997,435904,705896,950930,114111
1997,210922,259498,2361117,87448
1997,210922,399328,3020187,85638
1996,745562,8033,3557093,56461
1996,745562,676144,5161466,67206
1995,825973,618948,2217889,112014
1995,339704,112528,5467305,92431
1998,691687,32555,144292,89253
1998,691687,216036,3075024,57121
1994,754297,552085,4502757,68223
1994,754297,331729,5185290,105642
1995,55210,34641,1843498,94538
1995,55210,619480,514997,83967
1997,10369,473235,3634295,72492
1994,564799,240071,3591285,60663
1994,564799,470635,1207418,96336
1996,402181,168786,2466857,111286
1996,402181,458417,2830552,82523
1996,402181,603677,1877800,94838
1997,428167,464458,3704007,85345
1992,681368,510467,4875552,88646
1992,681368,547874,1210765,115311
1998,642958,526343,542250,82159
1998,642958,749033,318108,64920
1994,657803,598656,798356,105277
1996,835208,640327,4884135,76037
1995,31276,131167,1543230,71889
1998,45655,518035,1516334,63180
1997,500783,549155,1907341,72247
1992,779788,125339,2249780,81859
1993,84742,102989,7569524,119518
1993,84742,529789,7696992,109125
1997,660169,534921,9200553,117354
1997,660169,28981,1833580,114598
1994,801509,567380,4822603,86841
1994,801509,499524,4285605,91410
1996,556537,606770,4886020,100604
1996,885809,373715,2683050,107322
1997,890947,683946,7982107,115794
1994,557251,606477,3453066,83006
1994,557251,256906,1028315,111773
1994,557251,216674,5249178,95439
1993,15799,395349,2881438,86659
1993,18718,284480,292894,87868
1997,472586,53112,3374268,63906
1997,472586,646533,1739892,88770
1997,472586,668887,9093665,111351
1996,37129,187544,1957848,97892
1995,896719,45592,5941247,92255
1998,643780,186868,6314197,117291
1998,643780,770790,2210582,111645
1993,197975,525129,1627281,69246
1994,50350,538945,769760,119035
1997,229157,36890,5882585,109613
1997,229157,6576,4738293,88954
1997,332570,383753,3702867,110204
1997,332570,390281,4072671,82276
1997,332570,319973,8769024,119577
1994,322955,680224,1424556,72251
1996,1384,496653,6895453,98977
1996,1384,216393,3774942,78562
1996,742783,710829,6807223,110387
1994,666184,383938,1344576,121315
1994,666184,103637,3182822,98437
1994,666184,220752,4978074,100364
1997,523603,246934,3182516,112855
1994,515842,594219,2931040,78791
1996,47380,584338,1775042,85338
1998,147028,138584,7235084,97354
1997,591202,548311,2079713,81557
1997,591202,246896,3184496,110572
1997,591202,381392,5038959,88402
1992,56593,764319,684723,82996
1992,56593,308582,4784434,95434
1996,730984,108181,757507,71350
1995,633392,726605,1899147,97894
1992,210905,505777,3208950,106965
1995,82039,750760,3460305,108643
1997,19129,132848,6748453,112850
1997,19129,475010,682598,59099
1996,170774,564194,5787582,75490
1996,170774,8140,2697912,62888
1996,334612,536455,6037308,89485
1994,597907,205563,5357270,88113
1997,493175,100613,319494,96816
1997,493175,597293,667329,83416
1992,352052,213967,8398441,112857
1996,635539,776185,2524822,75669
1996,635539,529354,4647988,82999
1993,872608,402712,2877377,96881
1995,704333,574933,6909218,120474
1995,704333,487571,5535969,93513
1996,786031,555071,1226268,67563
1992,592331,143066,5268035,66543
1996,395596,152908,2470734,117654
1996,395596,317601,2751603,97115
1997,578980,143143,1403203,71168
1995,100751,692895,849537,113271
1995,100751,675709,2425924,101080
1993,50900,785728,6892022,108821
1998,475253,652353,2232097,78319
1995,70096,3775,2998283,100726
1996,891302,700362,3678291,81739
1996,891302,413924,341849,110274
1996,509998,13691,2413453,96281
1992,140989,749897,6089778,116811
1994,793511,306952,2256698,117536
1995,336175,622213,313309,68110
1995,336175,732545,4947071,94650
1993,768901,530102,1579251,67924
1995,696001,17114,2680886,61866
1994,371035,423195,814027,67090
1995,783814,135945,4191669,118856
1993,483407,709352,5202965,81679
1993,822835,131723,7425975,105283
1995,205150,599498,5674213,95848
1995,205150,560080,4824733,68403
1993,49592,102280,5770260,76936
1998,368845,84846,7744453,109850
1994,369610,691079,1106421,64202
1993,231229,62186,3968110,68890
1993,409552,336537,4097446,94411
1993,106970,359722,7012810,106902
1997,536684,770090,2505729,69603
1997,536684,270402,3371962,82343
1992,236113,515794,3163477,108586
1992,651946,131625,2647278,99397
1995,594787,498483,6370278,88887
1995,594787,516438,5058437,87264
1993,607837,358503,5907116,93689
1993,607837,620220,3817356,68411
1994,888397,787918,4380841,120352
1994,888397,174019,1690886,65580
1994,888397,734923,8011685,117473
1994,888397,646395,5800040,80481
1993,279056,372263,6019307,80115
1995,492782,578062,1378308,68402
1994,229511,11802,503857,102828
1994,229511,517791,2631760,108526
1994,229511,96556,602389,93153
1994,229511,531621,941982,99156
1995,165358,560870,7460804,115851
1994,869141,239539,4244830,88711
1992,140995,113632,5815656,98737
1993,895589,364068,1630152,67923
1994,557237,75921,3797633,113815
1995,247561,419475,1815573,83667
1995,247561,502473,5205387,88527
1995,247561,331120,2873170,69066
1994,810569,444175,987090,67149
1997,824209,101518,5415533,91170
1995,563731,492242,4541929,74053
