"d_year","s_city","lo_custkey","lo_revenue"
1995,"UNITED ST0",13246,5834373
1994,"UNITED ST9",8695,5743624
1992,"UNITED ST9",7450,1181677
1992,"UNITED ST9",7973,6382332
1994,"UNITED ST0",28153,4055136
1997,"UNITED ST0",2692,8091668
1993,"UNITED ST0",14525,370228
1996,"UNITED ST0",29419,1649288
1996,"UNITED ST9",4354,4799808
1997,"UNITED ST9",21109,5017853
1992,"UNITED ST9",28594,4243257
1996,"UNITED ST9",27439,4889963
1997,"UNITED ST9",5332,765135
1997,"UNITED ST9",21035,2941574
1996,"UNITED ST0",18790,8134998
1995,"UNITED ST0",17989,547447
1992,"UNITED ST9",40,1436507
1995,"UNITED ST0",10114,801120
1996,"UNITED ST0",6751,5278470
1993,"UNITED ST0",4792,2517318
1995,"UNITED ST0",29618,2315961
1992,"UNITED ST0",23212,3064857
1992,"UNITED ST9",23212,4205076
1994,"UNITED ST9",26506,3008080
1992,"UNITED ST9",17642,1804978
1992,"UNITED ST9",18928,1653074
1994,"UNITED ST9",7855,604482
1997,"UNITED ST9",3944,4430884
1993,"UNITED ST9",19181,2431119
1992,"UNITED ST0",21013,6888962
1995,"UNITED ST0",10883,5876454
1992,"UNITED ST9",20671,5609468
1995,"UNITED ST0",12484,4849993
1996,"UNITED ST0",18878,4615183
1993,"UNITED ST0",16021,2411640
1997,"UNITED ST0",3611,7552393
1994,"UNITED ST9",11464,4609201
1994,"UNITED ST0",11368,4502070
1997,"UNITED ST0",27901,775944
1994,"UNITED ST9",8992,4841939
1994,"UNITED ST9",1786,4922379
1994,"UNITED ST0",1786,2467768
1993,"UNITED ST9",13222,112818
1995,"UNITED ST9",3781,2698752
1996,"UNITED ST0",29281,3530511
1997,"UNITED ST9",16013,643022
1995,"UNITED ST9",15983,5526674
1995,"UNITED ST0",18286,289778
1992,"UNITED ST9",9646,7082119
1996,"UNITED ST9",12793,870743
1994,"UNITED ST0",21605,8249983
1995,"UNITED ST0",12332,1423190
1996,"UNITED ST9",6500,3979867
1994,"UNITED ST0",568,7540574
1995,"UNITED ST0",18982,2502227
1992,"UNITED ST9",15517,5484345
1992,"UNITED ST9",10327,4861422
1994,"UNITED ST0",14965,3102835
1997,"UNITED ST9",9317,1928245
1997,"UNITED ST0",13504,6749799
1993,"UNITED ST0",6925,6073397
1997,"UNITED ST0",2111,5621052
1995,"UNITED ST0",4369,1265192
1995,"UNITED ST9",11773,4456905
1995,"UNITED ST0",19144,2878908
1995,"UNITED ST9",8545,5300769
1994,"UNITED ST0",12043,3715111
1997,"UNITED ST9",28762,2190933
1997,"UNITED ST0",15556,1386097
1993,"UNITED ST0",4304,6990681
1996,"UNITED ST9",20644,1720047
1994,"UNITED ST0",25598,7107384
1994,"UNITED ST0",25598,3544000
1993,"UNITED ST0",13054,2436813
1995,"UNITED ST0",1717,730926
1994,"UNITED ST9",19180,5636871
1995,"UNITED ST0",9565,7369148
1992,"UNITED ST0",25519,5375134
1996,"UNITED ST9",17657,7615982
1996,"UNITED ST9",15422,2041167
1992,"UNITED ST9",2039,1708462
1992,"UNITED ST9",1903,1848120
1996,"UNITED ST9",6101,2999902
1996,"UNITED ST9",3112,1442160
1994,"UNITED ST0",16514,3340195
1994,"UNITED ST0",733,682089
1997,"UNITED ST0",13829,3542091
1993,"UNITED ST9",28898,7561094
1993,"UNITED ST0",16282,2135824
1994,"UNITED ST9",21926,3680946
1996,"UNITED ST0",25219,3882759
1996,"UNITED ST0",25219,1488051
1996,"UNITED ST0",19567,1399841
1997,"UNITED ST0",8588,3363971
1997,"UNITED ST9",8588,1702771
1997,"UNITED ST0",712,4448043
1992,"UNITED ST9",26602,3899016
1993,"UNITED ST9",26542,1561944
1995,"UNITED ST0",5857,6942691
1996,"UNITED ST0",10108,587091
1997,"UNITED ST9",28361,7741451
1993,"UNITED ST9",14014,2012338
1996,"UNITED ST0",12851,581408
1993,"UNITED ST0",9592,3358901
1992,"UNITED ST9",2545,2648272
1996,"UNITED ST0",18154,5346322
1992,"UNITED ST9",15602,3491140
1992,"UNITED ST0",9458,1345536
1996,"UNITED ST9",21385,6964412
1994,"UNITED ST0",6340,2097831
1995,"UNITED ST0",6734,5365843
1992,"UNITED ST9",16249,5721674
1995,"UNITED ST0",5326,1681663
1995,"UNITED ST0",7936,3196540
1997,"UNITED ST0",16879,643168
1996,"UNITED ST0",952,4260513
1996,"UNITED ST0",28735,519940
1995,"UNITED ST9",12926,8404621
1992,"UNITED ST9",11048,658870
1992,"UNITED ST9",23875,582551
1997,"UNITED ST0",19888,8963454
1992,"UNITED ST9",23113,4475966
1992,"UNITED ST9",23113,223555
1992,"UNITED ST0",26582,2033166
1995,"UNITED ST0",5929,1996066
1995,"UNITED ST0",28219,4944889
1994,"UNITED ST9",15077,3269545
1993,"UNITED ST9",13903,6091745
1994,"UNITED ST9",19303,3993437
1994,"UNITED ST0",28307,7245829
1993,"UNITED ST0",9724,3305975
1995,"UNITED ST0",17560,3291921
1997,"UNITED ST9",6656,7801274
1994,"UNITED ST0",15718,2630294
1997,"UNITED ST0",19604,4948836
1992,"UNITED ST9",15170,6515437
1997,"UNITED ST9",11149,2125959
1995,"UNITED ST9",22892,2398365
1992,"UNITED ST9",23083,7950849
1997,"UNITED ST9",3100,1491366
1994,"UNITED ST0",29431,4563736
1995,"UNITED ST9",28196,4408346
1995,"UNITED ST0",18428,2419248
1996,"UNITED ST9",7127,7155248
1992,"UNITED ST0",2992,1312296
1996,"UNITED ST0",28561,3144450
1994,"UNITED ST0",12613,2048971
1995,"UNITED ST0",17999,1817559
1997,"UNITED ST0",5935,353638
1994,"UNITED ST9",9601,2349825
1993,"UNITED ST9",16375,7031059
1993,"UNITED ST0",2347,2249533
1993,"UNITED ST0",2347,8405153
1993,"UNITED ST0",19316,4951979
1994,"UNITED ST0",9545,4955541
1994,"UNITED ST0",14428,8367396
1993,"UNITED ST0",9551,518835
1997,"UNITED ST0",1841,2009934
1993,"UNITED ST0",23297,3201933
1997,"UNITED ST0",23308,3067418
1997,"UNITED ST9",10633,5217163
1996,"UNITED ST9",10942,2732620
1992,"UNITED ST9",14390,4232931
1994,"UNITED ST9",28777,3275571
1995,"UNITED ST0",22211,1100380
1997,"UNITED ST0",12824,6603106
1994,"UNITED ST9",9379,2378775
1996,"UNITED ST0",554,1690789
1996,"UNITED ST0",11101,4023170
1994,"UNITED ST9",12499,4789182
1993,"UNITED ST0",17182,3683125
1994,"UNITED ST9",22051,949657
1992,"UNITED ST0",1561,3866802
1992,"UNITED ST0",20042,3128908
1993,"UNITED ST0",24880,1585138
1997,"UNITED ST9",21688,3556831
1996,"UNITED ST9",26390,2712451
1994,"UNITED ST0",21017,4661384
1996,"UNITED ST9",17647,3982861
1994,"UNITED ST9",6079,3307197
1996,"UNITED ST0",8125,2400986
1993,"UNITED ST0",25175,2356164
1992,"UNITED ST0",253,3111119
1993,"UNITED ST9",8321,5498843
1997,"UNITED ST9",18992,4680403
1994,"UNITED ST9",542,4223921
1992,"UNITED ST9",20585,4730522
1992,"UNITED ST0",10819,2081913
1997,"UNITED ST0",13339,1231103
1995,"UNITED ST9",23719,3402169
1994,"UNITED ST9",12994,3950814
1993,"UNITED ST9",19390,3054429
1994,"UNITED ST0",27511,6374526
1994,"UNITED ST0",27511,579945
1995,"UNITED ST9",5372,141811
1992,"UNITED ST0",18088,4835255
1993,"UNITED ST9",20198,2684544
1996,"UNITED ST9",24272,4054851
1992,"UNITED ST0",21367,4083805
1994,"UNITED ST0",17644,5279075
1996,"UNITED ST0",5762,738945
1996,"UNITED ST0",2201,2205232
1994,"UNITED ST0",26468,1067155
1994,"UNITED ST0",833,386703
1993,"UNITED ST0",8609,9211812
1994,"UNITED ST9",22792,1832941
1992,"UNITED ST0",2164,5868345
1996,"UNITED ST0",27703,6007211
1992,"UNITED ST0",2095,5896094
1994,"UNITED ST0",15194,3941671
1997,"UNITED ST0",29324,7014328
1995,"UNITED ST9",490,527744
1996,"UNITED ST0",4663,4320189
1992,"UNITED ST0",24883,7408168
1993,"UNITED ST9",7517,3139470
1997,"UNITED ST0",13622,2399460
1997,"UNITED ST0",29065,1166721
1997,"UNITED ST0",29065,6847434
1996,"UNITED ST0",14206,4346840
1994,"UNITED ST9",22397,3672761
1992,"UNITED ST0",2654,6818353
1995,"UNITED ST0",7888,2618637
1993,"UNITED ST9",27772,500651
1992,"UNITED ST0",9512,258132
1994,"UNITED ST9",24454,749742
1994,"UNITED ST0",24454,5333244
1996,"UNITED ST9",9869,3162534
1992,"UNITED ST0",21787,555543
1997,"UNITED ST9",18934,4249687
1995,"UNITED ST9",17845,421007
1994,"UNITED ST0",18028,4074911
1993,"UNITED ST9",23893,6845488
1993,"UNITED ST0",2681,844721
1993,"UNITED ST9",10318,4289448
1992,"UNITED ST0",23305,1278101
1993,"UNITED ST9",17255,4138465
1997,"UNITED ST0",12890,3539162
1994,"UNITED ST0",15632,5816739
1994,"UNITED ST9",24412,3007929
1992,"UNITED ST0",29755,7313543
1993,"UNITED ST0",176,4178430
1994,"UNITED ST9",4696,967099
1995,"UNITED ST9",7792,1696698
1992,"UNITED ST0",23797,4646137
1993,"UNITED ST9",5461,4151397
1996,"UNITED ST0",13321,854433
1993,"UNITED ST9",20410,5101446
1994,"UNITED ST0",4412,5132447
1995,"UNITED ST0",5036,2098401
1994,"UNITED ST0",1393,5024901
1992,"UNITED ST9",25117,4264409
1996,"UNITED ST0",9131,2022270
1996,"UNITED ST9",17492,3692281
1992,"UNITED ST0",6469,985209
1997,"UNITED ST0",8431,5222314
1997,"UNITED ST0",22444,5724716
1993,"UNITED ST0",12614,2973678
1996,"UNITED ST0",11624,265788
1997,"UNITED ST9",11119,2672852
1994,"UNITED ST9",21640,5955232
1996,"UNITED ST9",3859,2318644
1994,"UNITED ST9",29530,4255608
1997,"UNITED ST0",1573,6216945
1997,"UNITED ST0",19729,4790180
1995,"UNITED ST9",1291,4121765
1997,"UNITED ST9",2689,4295255
1994,"UNITED ST0",15119,3952561
1997,"UNITED ST0",11707,2828313
1996,"UNITED ST9",26179,4031275
1992,"UNITED ST9",15166,1390415
1993,"UNITED ST0",19768,6681586
1993,"UNITED ST9",494,241675
1997,"UNITED ST9",1156,831091
1994,"UNITED ST0",28523,615580
1994,"UNITED ST0",1858,5630666
1993,"UNITED ST0",25762,6467668
1995,"UNITED ST0",25571,766862
1996,"UNITED ST0",18367,4827985
1992,"UNITED ST9",28124,1712361
1996,"UNITED ST9",27277,2368181
1996,"UNITED ST0",14854,194989
1996,"UNITED ST9",14854,145256
1996,"UNITED ST9",13921,8646126
1994,"UNITED ST9",23974,3907339
1994,"UNITED ST0",24887,6106822
1995,"UNITED ST9",14362,3766812
1994,"UNITED ST0",26833,1777495
1997,"UNITED ST9",10898,2064420
1997,"UNITED ST9",10258,8746543
1993,"UNITED ST9",25105,1607617
1995,"UNITED ST9",18566,4026549
1995,"UNITED ST0",17008,1036313
1994,"UNITED ST9",14918,8298822
1997,"UNITED ST9",10318,2838337
1994,"UNITED ST9",5236,270829
1997,"UNITED ST0",29572,1866783
1992,"UNITED ST9",5657,1529184
1995,"UNITED ST9",21410,5712798
1995,"UNITED ST0",12010,2919411
1997,"UNITED ST0",24683,2452619
1995,"UNITED ST0",16417,2769944
1994,"UNITED ST0",25378,4799476
1994,"UNITED ST0",25378,3156835
1994,"UNITED ST9",4747,1346653
1994,"UNITED ST9",12628,5064108
1995,"UNITED ST9",16825,3579868
1995,"UNITED ST0",23933,763207
1994,"UNITED ST9",20341,4356370
1996,"UNITED ST0",18206,1031560
1992,"UNITED ST9",13451,5271358
1994,"UNITED ST0",26231,3120904
1993,"UNITED ST0",8473,1963153
1993,"UNITED ST0",8473,3750731
1996,"UNITED ST9",2455,4553260
1996,"UNITED ST0",14539,3129319
1996,"UNITED ST0",6587,6298586
1995,"UNITED ST0",17065,2983856
1995,"UNITED ST9",17065,7753653
1994,"UNITED ST0",17308,4666475
1994,"UNITED ST0",13825,2633150
1994,"UNITED ST0",2917,3999826
1997,"UNITED ST0",20246,3672584
1997,"UNITED ST9",7561,2249077
1995,"UNITED ST9",23620,1432946
1997,"UNITED ST0",11746,2634139
1996,"UNITED ST0",11899,6306436
1996,"UNITED ST0",16439,1362508
1996,"UNITED ST9",23785,190213
1994,"UNITED ST9",20032,4036784
1995,"UNITED ST9",10966,4662306
1993,"UNITED ST9",2737,3238149
1993,"UNITED ST0",13724,5016297
1994,"UNITED ST9",19802,7511178
1996,"UNITED ST0",17492,1064775
1996,"UNITED ST0",7295,2943913
1996,"UNITED ST9",14284,3611907
1993,"UNITED ST0",10453,1675720
1994,"UNITED ST0",20423,8272016
1997,"UNITED ST0",7715,4652318
1996,"UNITED ST0",16964,4163022
1996,"UNITED ST0",10462,4261708
1995,"UNITED ST0",10381,1815694
1997,"UNITED ST0",3181,922743
1995,"UNITED ST0",26603,5278949
1996,"UNITED ST0",26575,4297100
1994,"UNITED ST9",13153,5407461
1994,"UNITED ST9",16844,5761767
1997,"UNITED ST0",25420,3548603
1993,"UNITED ST9",19384,8974526
1995,"UNITED ST0",11390,2477052
1996,"UNITED ST0",23062,1502134
1996,"UNITED ST9",17392,295907
1994,"UNITED ST9",7360,3026800
1992,"UNITED ST9",16216,4742337
1992,"UNITED ST9",21577,2659662
1994,"UNITED ST9",25276,7417599
1992,"UNITED ST0",565,756671
1997,"UNITED ST0",17552,6668218
1993,"UNITED ST0",24364,4786679
1994,"UNITED ST9",5326,1312726
1996,"UNITED ST0",9526,5208127
1996,"UNITED ST0",23242,2744954
1994,"UNITED ST9",47,5908055
1993,"UNITED ST9",26626,3019413
1994,"UNITED ST0",21518,9237697
1993,"UNITED ST9",25387,3226531
1994,"UNITED ST0",7585,464131
1995,"UNITED ST9",14467,1019089
1993,"UNITED ST0",25031,1705105
1994,"UNITED ST9",19019,1481474
1992,"UNITED ST0",23948,5901363
1995,"UNITED ST0",8993,95283
1995,"UNITED ST9",15881,5467904
1995,"UNITED ST9",4523,2590086
1992,"UNITED ST0",1807,3471912
1997,"UNITED ST0",12884,2343606
1996,"UNITED ST0",26830,6618029
1993,"UNITED ST0",18854,6203217
1997,"UNITED ST9",26522,2869724
1992,"UNITED ST9",25645,1894671
1994,"UNITED ST0",24886,776589
1992,"UNITED ST9",19324,2471753
1993,"UNITED ST9",17305,5611960
1992,"UNITED ST9",22457,2024604
1996,"UNITED ST9",28711,1314201
1993,"UNITED ST9",25894,5173812
1994,"UNITED ST0",29941,3488110
1992,"UNITED ST9",7385,6558062
1993,"UNITED ST0",18617,6284470
1993,"UNITED ST9",1600,7880678
1995,"UNITED ST0",28454,6398008
1995,"UNITED ST0",15196,871803
1997,"UNITED ST0",20416,1172991
1996,"UNITED ST0",22549,4600404
1992,"UNITED ST0",14558,4350620
1997,"UNITED ST9",17248,2499116
1995,"UNITED ST9",21146,4451062
1996,"UNITED ST0",12931,2091321
1995,"UNITED ST9",6863,2185218
1993,"UNITED ST9",23255,6178654
1992,"UNITED ST0",23428,2147304
1992,"UNITED ST0",25193,2772247
1993,"UNITED ST0",26092,2389261
1993,"UNITED ST0",26092,7888762
1994,"UNITED ST0",15799,4853615
1996,"UNITED ST0",6400,2800771
1992,"UNITED ST9",4789,6371066
1992,"UNITED ST0",407,1910471
1994,"UNITED ST9",25405,4559188
1992,"UNITED ST0",16160,1109093
1992,"UNITED ST9",24640,3375325
1994,"UNITED ST9",2257,8477895
1994,"UNITED ST0",27164,4660322
1996,"UNITED ST9",15781,202874
1997,"UNITED ST9",11276,3849925
1993,"UNITED ST0",271,3830875
1997,"UNITED ST0",10009,4257631
1996,"UNITED ST0",1306,4573383
1996,"UNITED ST0",259,4530706
1995,"UNITED ST9",2023,171138
1996,"UNITED ST9",28456,5669577
1997,"UNITED ST9",18461,2414209
1997,"UNITED ST9",16762,2320696
1993,"UNITED ST0",3601,8962857
1993,"UNITED ST0",3601,7577831
1997,"UNITED ST0",20987,5008505
1997,"UNITED ST9",26300,8482206
1997,"UNITED ST9",22687,7875233
1997,"UNITED ST0",4204,5244680
1992,"UNITED ST9",9103,2121954
1997,"UNITED ST0",21340,4055214
1993,"UNITED ST9",25753,2675644
1996,"UNITED ST0",2689,4321593
1997,"UNITED ST9",18223,2293363
1994,"UNITED ST9",4169,3158559
1995,"UNITED ST0",13948,5825001
1997,"UNITED ST0",19183,2388046
1996,"UNITED ST0",27049,1139803
1992,"UNITED ST9",6211,1893084
1993,"UNITED ST0",18304,355522
1993,"UNITED ST0",5518,5796917
1996,"UNITED ST0",9976,1617653
1997,"UNITED ST9",16922,6857619
1997,"UNITED ST0",8342,227109
1992,"UNITED ST9",1864,6617919
1992,"UNITED ST0",12400,1297423
1996,"UNITED ST9",8986,273528
1992,"UNITED ST9",24641,1966567
1996,"UNITED ST0",26756,3111069
1994,"UNITED ST0",29558,761612
1995,"UNITED ST0",9424,4014943
1997,"UNITED ST0",18818,4999468
1994,"UNITED ST9",1513,949242
1994,"UNITED ST9",15010,1486302
1993,"UNITED ST0",21158,4364153
1993,"UNITED ST9",10942,4078245
1992,"UNITED ST0",28606,1501114
1993,"UNITED ST0",7412,6140836
1992,"UNITED ST0",2848,5373088
1995,"UNITED ST0",12037,4099938
1992,"UNITED ST9",13630,5397976
1994,"UNITED ST9",19748,4104018
1992,"UNITED ST9",22279,7659726
1994,"UNITED ST9",26167,2580569
1993,"UNITED ST9",28546,1056315
1997,"UNITED ST0",3709,2700726
1994,"UNITED ST9",16276,7646824
1996,"UNITED ST9",2065,1591830
1997,"UNITED ST9",25984,1972829
1992,"UNITED ST0",23416,4781700
1995,"UNITED ST0",29440,3482667
1994,"UNITED ST9",3271,4627419
1995,"UNITED ST9",5993,3315654
1997,"UNITED ST9",24334,3405873
1993,"UNITED ST0",22667,1312266
1992,"UNITED ST0",22126,4209852
1992,"UNITED ST9",3128,4042560
1996,"UNITED ST9",13603,3713732
1994,"UNITED ST0",15409,2182116
1993,"UNITED ST9",22426,1386365
1997,"UNITED ST0",12235,3204201
1996,"UNITED ST0",4802,8637549
1993,"UNITED ST0",24232,2418242
1993,"UNITED ST9",24232,2997031
1994,"UNITED ST0",16229,7131857
1997,"UNITED ST0",24745,5784343
1995,"UNITED ST9",461,1687545
1997,"UNITED ST0",29782,4817065
1996,"UNITED ST0",712,1040610
1996,"UNITED ST0",26678,2519013
1997,"UNITED ST0",2341,8369062
1992,"UNITED ST0",23161,8346243
1992,"UNITED ST9",23161,707582
1996,"UNITED ST9",26794,365790
1996,"UNITED ST0",6229,586075
1995,"UNITED ST9",28631,2711835
1994,"UNITED ST0",14296,8799427
1997,"UNITED ST9",25927,2915645
1995,"UNITED ST9",21238,1456921
1995,"UNITED ST0",20854,3957492
1994,"UNITED ST9",29245,4046665
1992,"UNITED ST9",12002,2265011
1992,"UNITED ST9",12002,1514436
1997,"UNITED ST9",25654,3660322
1993,"UNITED ST9",10024,3187494
1993,"UNITED ST0",25273,1181920
1992,"UNITED ST0",547,2923735
1995,"UNITED ST0",4852,4268304
1994,"UNITED ST9",27491,2763208
1992,"UNITED ST9",15547,1007191
1993,"UNITED ST0",1742,6040419
1997,"UNITED ST0",24566,897801
1994,"UNITED ST0",1891,5944709
1996,"UNITED ST0",25258,3085588
1993,"UNITED ST9",8137,969817
1997,"UNITED ST0",12796,851984
1997,"UNITED ST9",24085,6368578
1997,"UNITED ST9",11362,1889337
1993,"UNITED ST0",19759,6354486
1993,"UNITED ST0",29146,2451012
1996,"UNITED ST9",23443,5911903
1994,"UNITED ST0",17959,6728017
1992,"UNITED ST0",15752,872470
1994,"UNITED ST0",17657,1075612
1995,"UNITED ST9",10249,2179212
1992,"UNITED ST0",24613,3213518
1994,"UNITED ST0",13189,1447750
1994,"UNITED ST0",4373,2473982
1993,"UNITED ST9",14872,4724227
1996,"UNITED ST0",20704,3548502
1993,"UNITED ST9",17591,5495506
1993,"UNITED ST0",17591,6354089
1993,"UNITED ST9",14206,119904
1995,"UNITED ST0",1727,537492
1996,"UNITED ST9",26623,4591211
1992,"UNITED ST9",25342,8060169
1994,"UNITED ST9",13421,3613051
1993,"UNITED ST9",23323,3434333
1993,"UNITED ST9",25054,2561120
1995,"UNITED ST9",2549,7025588
1993,"UNITED ST9",15781,5604217
1993,"UNITED ST0",15781,5404954
1995,"UNITED ST9",13222,1548779
1993,"UNITED ST0",17485,5586726
1993,"UNITED ST0",17485,5698920
1993,"UNITED ST0",22657,6869303
1993,"UNITED ST0",7168,7153394
1996,"UNITED ST9",19384,2553143
1993,"UNITED ST0",22879,382041
1993,"UNITED ST0",22879,4946578
1994,"UNITED ST0",29356,1042362
1993,"UNITED ST9",24301,9785055
1996,"UNITED ST9",10742,1019584
1992,"UNITED ST0",23681,5301301
1996,"UNITED ST0",16958,4614892
1993,"UNITED ST0",12946,1485175
1992,"UNITED ST0",19643,2400096
1996,"UNITED ST0",23098,8784818
1992,"UNITED ST0",3871,2181841
1994,"UNITED ST9",24619,3216326
1992,"UNITED ST0",4483,4299918
1997,"UNITED ST9",2941,3224288
1994,"UNITED ST0",29674,2015484
1993,"UNITED ST9",13504,2745281
1992,"UNITED ST9",12439,961653
1997,"UNITED ST9",28205,1454204
1994,"UNITED ST0",11945,184046
1992,"UNITED ST9",15403,6106757
1996,"UNITED ST0",4654,6154621
1996,"UNITED ST9",18031,2141199
1993,"UNITED ST9",15484,2631303
1993,"UNITED ST9",4787,4060368
1994,"UNITED ST9",6286,4480177
1997,"UNITED ST9",6436,3787389
1995,"UNITED ST0",13952,5039061
1993,"UNITED ST0",4504,3864428
1994,"UNITED ST9",20155,4103100
1992,"UNITED ST9",2680,5851350
1992,"UNITED ST0",23408,4785435
1997,"UNITED ST9",19990,6085440
1992,"UNITED ST9",15370,1036157
1996,"UNITED ST0",27868,570515
1997,"UNITED ST0",20747,2667159
1997,"UNITED ST0",28021,1757836
1992,"UNITED ST0",14225,4980322
1992,"UNITED ST9",17117,6295572
1993,"UNITED ST0",12602,1628076
1993,"UNITED ST0",14440,4234620
1995,"UNITED ST9",25121,1140810
1997,"UNITED ST9",29467,1397065
1994,"UNITED ST0",14743,1559244
1995,"UNITED ST0",2183,5832452
1996,"UNITED ST9",491,6558286
1994,"UNITED ST0",24634,3968858
1995,"UNITED ST0",25727,481278
1994,"UNITED ST0",24379,693706
1994,"UNITED ST0",21067,3202487
1996,"UNITED ST9",8776,7209101
1995,"UNITED ST0",14489,1838321
1997,"UNITED ST0",16385,1585783
1993,"UNITED ST9",9499,8366691
1993,"UNITED ST9",1490,3913569
1993,"UNITED ST9",15988,4012200
1992,"UNITED ST9",26641,7107156
1996,"UNITED ST9",25321,4685993
1995,"UNITED ST0",29233,6513030
1995,"UNITED ST0",12886,3030047
1994,"UNITED ST9",16178,7071222
1995,"UNITED ST0",17893,3309840
1996,"UNITED ST0",13100,7059170
1992,"UNITED ST9",25330,1496421
1995,"UNITED ST0",13063,1340794
1994,"UNITED ST0",10930,3614965
1992,"UNITED ST0",4880,3114807
1995,"UNITED ST0",21784,4278774
1995,"UNITED ST9",15817,6113341
1997,"UNITED ST9",27485,1686135
1993,"UNITED ST0",1352,3827523
1995,"UNITED ST9",4367,5323206
1992,"UNITED ST9",11648,1080060
1993,"UNITED ST0",3904,5284725
1993,"UNITED ST0",3904,2443731
1994,"UNITED ST0",25874,7759659
1993,"UNITED ST0",22432,706432
1995,"UNITED ST9",17567,1080491
1997,"UNITED ST9",2087,2615508
1997,"UNITED ST9",26167,2297841
1995,"UNITED ST9",21079,5040384
1995,"UNITED ST9",4616,3165567
1992,"UNITED ST9",8129,1412008
1992,"UNITED ST9",17980,2294217
1996,"UNITED ST0",430,2163923
1993,"UNITED ST0",8708,2866285
1997,"UNITED ST0",10141,2053485
1993,"UNITED ST9",4961,7463805
1996,"UNITED ST9",4522,8229276
1992,"UNITED ST0",11842,5071062
1993,"UNITED ST9",18143,3528572
1995,"UNITED ST0",25009,6991071
1994,"UNITED ST9",10966,6638519
1992,"UNITED ST9",293,4107025
1996,"UNITED ST9",15310,6393235
1994,"UNITED ST0",19948,6744568
1994,"UNITED ST9",25858,4103327
1992,"UNITED ST9",13204,1868533
1994,"UNITED ST9",19388,3316496
1994,"UNITED ST0",20359,2244173
1995,"UNITED ST0",10379,1294909
1994,"UNITED ST0",9809,4121194
1994,"UNITED ST0",9809,3274888
1994,"UNITED ST0",7531,4964239
1993,"UNITED ST0",367,1295476
1997,"UNITED ST0",6163,1083516
1993,"UNITED ST0",20234,151657
1992,"UNITED ST0",23099,1552024
1995,"UNITED ST9",8203,825526
1992,"UNITED ST0",4822,296497
1995,"UNITED ST0",12116,159751
1994,"UNITED ST9",16669,2844654
1996,"UNITED ST9",11104,2658115
1995,"UNITED ST0",28975,7272606
1994,"UNITED ST0",24062,6082314
1994,"UNITED ST0",24062,2313432
1992,"UNITED ST0",11899,2626598
1995,"UNITED ST9",13142,997890
1996,"UNITED ST0",26735,5807692
1993,"UNITED ST9",15442,4834065
1995,"UNITED ST0",21016,6215387
1997,"UNITED ST0",14296,1598724
1997,"UNITED ST0",4966,1328418
1992,"UNITED ST0",4651,3274238
1996,"UNITED ST0",25375,5111964
1997,"UNITED ST9",27679,1057551
1997,"UNITED ST0",16363,3843420
1996,"UNITED ST0",19871,863088
1994,"UNITED ST9",21712,4733996
1994,"UNITED ST0",802,3546275
1996,"UNITED ST9",8158,2598049
1993,"UNITED ST0",20722,6079303
1992,"UNITED ST0",23159,211980
1993,"UNITED ST9",16780,595953
1997,"UNITED ST0",17050,4439195
1992,"UNITED ST0",18032,7383174
1992,"UNITED ST9",3875,8348356
1993,"UNITED ST0",29173,2093673
1996,"UNITED ST9",29888,878812
1994,"UNITED ST9",17674,4823068
1992,"UNITED ST9",9221,4860791
1994,"UNITED ST0",5578,4565528
1994,"UNITED ST9",238,4185982
1995,"UNITED ST0",8995,1496583
1992,"UNITED ST0",23320,3161404
1995,"UNITED ST0",23924,2495600
1993,"UNITED ST9",22546,1398558
1997,"UNITED ST0",29066,3172597
1993,"UNITED ST9",6289,621420
1997,"UNITED ST9",24001,3792349
1993,"UNITED ST0",26008,1761853
1997,"UNITED ST9",19753,1431221
1993,"UNITED ST9",569,706858
1996,"UNITED ST9",6274,1921163
1992,"UNITED ST9",10144,1104273
1993,"UNITED ST9",26809,1722644
1997,"UNITED ST0",21547,3827726
1994,"UNITED ST9",28225,6611616
1993,"UNITED ST0",12952,4241905
1992,"UNITED ST9",21155,4834945
1995,"UNITED ST0",4453,181249
1997,"UNITED ST0",14357,4616259
1995,"UNITED ST0",16816,5096718
1995,"UNITED ST0",28702,3411975
1994,"UNITED ST9",18625,623494
1996,"UNITED ST0",9778,3035938
1993,"UNITED ST0",22958,6363671
1996,"UNITED ST0",6811,1821415
1997,"UNITED ST9",17257,5628680
1992,"UNITED ST0",10018,1746569
1994,"UNITED ST0",21979,3709227
1995,"UNITED ST0",955,7687684
1993,"UNITED ST0",15380,3908189
1992,"UNITED ST0",23641,4815763
1995,"UNITED ST0",15310,3028881
1996,"UNITED ST9",15704,2922792
1992,"UNITED ST0",15382,3101775
1996,"UNITED ST0",22267,3310750
1992,"UNITED ST9",27403,497043
1992,"UNITED ST0",12967,4916268
1994,"UNITED ST0",853,5783546
1992,"UNITED ST0",2902,4146648
1993,"UNITED ST0",10523,5841103
1994,"UNITED ST0",5987,9244907
1995,"UNITED ST9",17354,2709456
1993,"UNITED ST9",4936,3859620
1993,"UNITED ST9",4238,2336070
1994,"UNITED ST0",19846,8460139
1994,"UNITED ST9",9641,6149166
1994,"UNITED ST9",17687,479019
1997,"UNITED ST0",27163,6180987
1997,"UNITED ST9",27163,5938209
1995,"UNITED ST0",23902,5265373
1994,"UNITED ST9",3556,1817386
