"s_nation","d_year","lo_custkey","lo_revenue"
"INDONESIA",1993,104413,3226741
"INDONESIA",1995,140105,4043259
"JAPAN",1992,160445,4575057
"CHINA",1992,160445,931220
"JAPAN",1992,184937,1105114
"INDONESIA",1997,226304,4031325
"INDONESIA",1997,75457,1996727
"VIETNAM",1997,75457,603956
"INDONESIA",1995,97549,687028
"INDIA",1995,97549,6931019
"VIETNAM",1995,97549,1203824
"VIETNAM",1994,289859,8501328
"VIETNAM",1994,289859,3807563
"JAPAN",1992,69035,6180060
"INDONESIA",1992,69035,5377788
"VIETNAM",1995,160256,1822629
"JAPAN",1995,160256,339103
"INDIA",1995,160256,4296760
"VIETNAM",1996,206980,4185985
"INDIA",1996,206459,2937763
"JAPAN",1995,20824,3488197
"JAPAN",1996,166234,1266699
"INDIA",1996,166234,3711110
"JAPAN",1997,272489,6950065
"JAPAN",1994,71554,106600
"INDIA",1992,159328,3769113
"CHINA",1992,159328,3223909
"INDONESIA",1995,105143,5536924
"CHINA",1994,101948,377468
"JAPAN",1994,101948,2556772
"VIETNAM",1997,161513,4402487
"VIETNAM",1997,161513,609008
"VIETNAM",1997,136055,2935142
"INDIA",1996,75833,2938309
"INDIA",1994,117103,9155522
"JAPAN",1994,117103,3555603
"VIETNAM",1993,283475,3119174
"INDONESIA",1993,238777,6974167
"JAPAN",1993,238777,1200680
"JAPAN",1992,297290,2182158
"INDIA",1994,52760,574707
"CHINA",1997,221816,2337017
"INDIA",1996,57094,3661011
"INDONESIA",1992,173251,2305969
"INDIA",1994,27235,7660874
"VIETNAM",1994,220612,5265421
"CHINA",1994,220612,4001990
"INDIA",1994,220612,5833704
"VIETNAM",1992,113719,6958008
"INDONESIA",1994,252692,410553
"VIETNAM",1994,252692,6996215
"INDIA",1997,192052,3553629
"INDIA",1997,192052,1338821
"CHINA",1997,192052,1557898
"CHINA",1997,192052,2018277
"VIETNAM",1995,261461,2485002
"CHINA",1997,280435,4052894
"JAPAN",1993,147925,7846551
"INDIA",1997,38254,842928
"INDONESIA",1997,38254,9379312
"INDONESIA",1997,20224,2031954
"INDONESIA",1997,20224,415955
"INDONESIA",1993,295955,4020219
"CHINA",1995,100954,6440634
"INDIA",1996,231073,1384462
"CHINA",1996,231073,2972122
"INDONESIA",1994,118196,2324705
"INDONESIA",1997,269296,4191792
"CHINA",1997,269296,877658
"VIETNAM",1995,106813,1567069
"CHINA",1994,294226,2843082
"INDIA",1992,152209,5203872
"JAPAN",1996,121829,6185366
"CHINA",1996,121829,5596980
"JAPAN",1996,121829,1316393
"CHINA",1994,64537,3310655
"VIETNAM",1995,266302,146228
"CHINA",1992,8903,1864920
"INDIA",1992,8903,1508608
"JAPAN",1992,8903,7688973
"INDONESIA",1992,8903,4806512
"VIETNAM",1993,282274,1168711
"INDONESIA",1993,254911,4387317
"CHINA",1994,265438,2817659
"CHINA",1993,37907,2032667
"INDIA",1995,190372,3362460
"JAPAN",1995,190372,1918339
"CHINA",1995,190372,8023548
"INDONESIA",1996,156338,7682753
"INDONESIA",1995,157339,2151009
"CHINA",1995,157339,3853740
"VIETNAM",1997,190258,2703620
"CHINA",1995,259924,4713851
"JAPAN",1995,211115,2357160
"INDONESIA",1996,293716,2228993
"VIETNAM",1996,293716,2216668
"INDIA",1994,278626,8238250
"JAPAN",1994,278626,1834076
"JAPAN",1993,263785,577215
"JAPAN",1996,226511,4586236
"INDIA",1993,73702,5818535
"JAPAN",1996,297193,4006514
"INDIA",1993,215125,2930523
"JAPAN",1993,215125,603250
"INDONESIA",1995,292105,7163946
"CHINA",1997,196124,6910114
"CHINA",1993,183142,2784750
"VIETNAM",1992,38879,718713
"JAPAN",1994,189928,1443551
"VIETNAM",1996,198100,7511205
"INDONESIA",1996,52841,2154925
"CHINA",1996,52841,818704
"CHINA",1996,52841,3798318
"VIETNAM",1997,56468,3800197
"CHINA",1996,150164,907174
"JAPAN",1996,150164,5123638
"VIETNAM",1994,167266,1368084
"CHINA",1994,167266,1606677
"JAPAN",1993,224459,5222251
"VIETNAM",1994,210622,4529764
"CHINA",1996,218974,5653074
"INDONESIA",1994,265870,7812698
"VIETNAM",1993,268528,3204546
"INDONESIA",1992,176425,5015802
"VIETNAM",1992,176425,1378213
"VIETNAM",1993,256885,3513152
"INDONESIA",1993,256885,4449827
"CHINA",1993,139184,6755057
"VIETNAM",1993,139184,4151093
"JAPAN",1992,272554,6520892
"VIETNAM",1994,153688,305159
"CHINA",1995,265826,746120
"INDIA",1997,123346,2472746
"INDONESIA",1994,223385,3938772
"INDONESIA",1995,225169,3424840
"JAPAN",1995,225169,5093003
"VIETNAM",1995,225169,6099595
"VIETNAM",1992,208115,2754139
"INDONESIA",1994,87023,7056327
"JAPAN",1994,81932,4364023
"INDONESIA",1997,18976,3983459
"INDONESIA",1992,6278,3793620
"JAPAN",1992,6278,1797681
"INDONESIA",1992,6278,5434246
"CHINA",1992,205022,3217132
"CHINA",1992,205022,4414615
"INDONESIA",1992,294385,4628282
"INDIA",1994,32707,2199634
"INDIA",1994,32707,6074274
"VIETNAM",1994,32707,423082
"INDIA",1994,32707,1372211
"VIETNAM",1992,289789,7860968
"VIETNAM",1992,289789,676635
"INDONESIA",1996,270589,3646373
"JAPAN",1997,88313,7493858
"INDIA",1993,162493,3528535
"INDONESIA",1994,110464,2224454
"JAPAN",1994,110464,4131402
"VIETNAM",1996,298861,1495590
"JAPAN",1996,46277,5269894
"VIETNAM",1996,46277,125620
"JAPAN",1996,46277,2687508
"INDONESIA",1996,170026,1035456
"CHINA",1997,117460,1587015
"CHINA",1993,122767,6148915
"JAPAN",1993,296236,3893779
"CHINA",1997,142079,4092274
"INDIA",1997,142079,2870017
"INDONESIA",1994,221548,6198241
"INDIA",1992,87304,4712083
"INDONESIA",1994,209945,7056377
"CHINA",1997,185477,5144272
"INDONESIA",1997,297838,6396264
"CHINA",1996,41734,2679676
"CHINA",1992,16247,2053872
"CHINA",1994,74543,8453546
"INDIA",1993,29128,2440267
"VIETNAM",1993,29128,7977600
"INDONESIA",1995,231496,1078502
"VIETNAM",1995,21497,2092942
"VIETNAM",1997,93046,359626
"VIETNAM",1997,211775,2972560
"INDIA",1995,188213,3278488
"INDIA",1996,86593,1943697
"VIETNAM",1996,202576,7264550
"VIETNAM",1994,286477,3542250
"JAPAN",1994,286477,3637637
"INDONESIA",1994,147385,1207784
"INDIA",1997,181595,1763881
"INDONESIA",1997,181595,4403963
"JAPAN",1992,159496,284502
"JAPAN",1992,159496,6580646
"INDIA",1992,255065,3081438
"INDIA",1992,255065,2558442
"CHINA",1993,162082,5237344
"JAPAN",1993,162082,799900
"VIETNAM",1994,141986,3474696
"JAPAN",1993,145336,1466708
"JAPAN",1995,164426,3326182
"CHINA",1994,220249,2096909
"INDONESIA",1995,214747,538635
"JAPAN",1995,214747,2653618
"INDONESIA",1995,102748,1805425
"JAPAN",1995,102748,1926516
"INDONESIA",1995,85328,2087283
"CHINA",1997,72953,4958903
"INDONESIA",1997,72953,2727846
"INDONESIA",1997,72953,1721867
"CHINA",1997,15604,1978863
"INDIA",1995,34900,710364
"VIETNAM",1992,123415,2003528
"VIETNAM",1992,123415,4420917
"INDIA",1992,123415,2075976
"INDIA",1992,239524,2784049
"JAPAN",1992,247378,6530526
"INDONESIA",1993,280234,3517502
"VIETNAM",1993,21989,2652811
"CHINA",1997,260051,652015
"INDONESIA",1997,260051,5886627
"INDIA",1993,269831,4268900
"INDONESIA",1993,269831,4930960
"INDONESIA",1993,269831,1336208
"INDIA",1995,247018,3340106
"INDONESIA",1994,222163,1619006
"JAPAN",1992,206938,742895
"INDONESIA",1992,206938,685375
"CHINA",1996,99023,5318434
"VIETNAM",1993,174220,581507
"INDIA",1993,174220,1473742
"JAPAN",1997,110228,5261349
"CHINA",1997,110228,4631513
"INDIA",1997,110228,1245257
"INDIA",1993,52675,4987390
"VIETNAM",1993,52675,4062919
"CHINA",1996,282650,884359
"INDIA",1994,210820,542018
"INDONESIA",1995,136679,2685427
"INDONESIA",1995,6434,3550273
"INDONESIA",1995,6434,1154597
"INDONESIA",1993,122584,4894676
"VIETNAM",1996,201004,6280386
"INDIA",1994,249796,4936131
"INDIA",1995,91444,2368338
"INDONESIA",1993,287389,3076159
"INDONESIA",1994,281752,5491596
"INDIA",1993,65825,1757233
"INDONESIA",1993,65825,108787
"INDIA",1994,211336,5047482
"INDONESIA",1992,209311,4194566
"CHINA",1995,96688,5288879
"INDIA",1992,5602,6111552
"JAPAN",1992,54791,5942858
"INDIA",1995,276152,7300287
"INDONESIA",1992,280933,4127925
"VIETNAM",1997,288517,1005622
"VIETNAM",1992,189058,2931172
"JAPAN",1995,192635,3098234
"VIETNAM",1995,731,3590054
"CHINA",1995,271150,3922665
"VIETNAM",1997,164017,356624
"JAPAN",1994,287992,3866803
"JAPAN",1994,287992,1756900
"INDONESIA",1994,287992,4970963
"INDONESIA",1996,134056,2856744
"INDONESIA",1996,58421,1348626
"CHINA",1996,58421,7416374
"INDONESIA",1997,47428,818955
"INDONESIA",1995,21683,4415133
"JAPAN",1996,212023,5031263
"INDIA",1992,265897,6321857
"INDIA",1997,273476,794177
"JAPAN",1995,9193,3005109
"INDIA",1995,213697,627805
"JAPAN",1995,213697,4460331
"VIETNAM",1995,213697,294940
"INDIA",1995,213697,144327
"INDONESIA",1996,294298,5365383
"VIETNAM",1994,31205,4858155
"CHINA",1996,252211,6818320
"INDONESIA",1993,123824,2937313
"JAPAN",1993,123824,184996
"JAPAN",1993,123824,4487712
"INDONESIA",1993,123824,5456393
"INDONESIA",1993,123824,3119290
"VIETNAM",1996,292870,444166
"CHINA",1996,292870,4206100
"CHINA",1992,111263,1626962
"CHINA",1996,81091,6354714
"CHINA",1994,192845,2519115
"CHINA",1993,242230,4582770
"INDONESIA",1994,8821,4823508
"CHINA",1994,8821,2383685
"INDONESIA",1992,46042,2157488
"INDONESIA",1995,239708,912125
"INDIA",1993,69103,6831544
"JAPAN",1994,86636,2844594
"INDIA",1995,176377,1161172
"VIETNAM",1994,39880,7251519
"JAPAN",1997,38480,5495270
"INDONESIA",1993,154286,4724603
"CHINA",1994,177626,768497
"VIETNAM",1994,177626,2302165
"INDIA",1994,177626,273229
"CHINA",1994,52187,4625849
"INDIA",1994,52187,978789
"INDONESIA",1994,52187,3073420
"INDIA",1992,253886,4437061
"JAPAN",1992,253886,4629212
"JAPAN",1992,253886,3771180
"JAPAN",1992,15505,2082451
"CHINA",1992,15505,1133145
"INDONESIA",1993,170611,4078617
"VIETNAM",1997,39638,610539
"VIETNAM",1995,40613,1813274
"INDIA",1995,40613,632442
"JAPAN",1994,69863,2359403
"VIETNAM",1993,83417,3162114
"CHINA",1993,83417,5488764
"CHINA",1996,85684,3991921
"CHINA",1994,31027,4032460
"VIETNAM",1996,68513,6901284
"INDIA",1996,68513,160680
"VIETNAM",1997,190885,999169
"INDONESIA",1992,292087,3880536
"CHINA",1992,292087,5693904
"INDONESIA",1996,144092,5057033
"INDONESIA",1996,144092,3782785
"JAPAN",1996,144092,1987481
"JAPAN",1993,28174,1045050
"INDIA",1997,91352,3919656
"INDONESIA",1997,91352,7914569
"VIETNAM",1995,265253,5897185
"INDIA",1992,91249,860685
"JAPAN",1992,91249,2026794
"INDIA",1997,7040,4921157
"JAPAN",1993,283667,782652
"VIETNAM",1994,55478,4238383
"INDIA",1992,279859,5323399
"CHINA",1992,279859,2290776
"INDIA",1995,168964,2533464
"INDONESIA",1993,161560,7195824
"CHINA",1993,161560,3430733
"CHINA",1994,142780,107628
"VIETNAM",1995,282056,5992149
"CHINA",1995,282056,3588986
"JAPAN",1992,207070,3202128
"INDONESIA",1992,207070,1415899
"JAPAN",1997,203845,3581007
"CHINA",1992,280597,7218133
"CHINA",1992,280597,7751739
"CHINA",1992,280597,647459
"VIETNAM",1997,21059,2844793
"INDIA",1995,296213,286892
"CHINA",1995,191398,7584023
"VIETNAM",1997,210086,5461821
"VIETNAM",1992,133279,655823
"INDONESIA",1994,192160,5055406
"JAPAN",1997,102314,5452174
"INDIA",1995,8329,5618390
"VIETNAM",1995,8329,1805975
"INDIA",1995,8329,725808
"INDIA",1996,106394,8152429
"JAPAN",1992,77668,4583228
"CHINA",1993,64078,5537939
"CHINA",1993,64078,1819068
"INDIA",1995,46639,945321
"INDIA",1997,255772,3299348
"INDONESIA",1997,255772,3821412
"JAPAN",1997,255772,4042081
"CHINA",1997,255772,2942165
"VIETNAM",1997,30676,3947546
"JAPAN",1996,167719,2025088
"JAPAN",1995,166597,7686666
"CHINA",1992,73069,8647965
"VIETNAM",1996,142982,5758719
"INDIA",1997,261124,3336687
"JAPAN",1995,110947,1320399
"CHINA",1993,159745,4177932
"INDONESIA",1995,267823,4046945
"JAPAN",1995,267823,240604
"CHINA",1994,296473,6432312
"INDONESIA",1996,127952,6372748
"INDONESIA",1992,82402,4493997
"INDONESIA",1997,109696,7830902
"INDONESIA",1997,109696,4490000
"INDIA",1997,109696,3624480
"INDONESIA",1997,137578,3738086
"CHINA",1997,137578,7465157
"VIETNAM",1996,140858,6796353
"INDIA",1996,140858,559015
"JAPAN",1994,85288,2755368
"INDONESIA",1996,67153,951708
"VIETNAM",1994,35708,2641858
"JAPAN",1994,35708,2723545
"VIETNAM",1994,35708,4019422
"JAPAN",1996,136019,3372419
"CHINA",1996,55264,213940
"VIETNAM",1996,55264,822085
"VIETNAM",1996,55264,4628818
"JAPAN",1997,9652,3927589
"INDIA",1997,9652,4819416
"INDONESIA",1996,26719,2481626
"CHINA",1994,43531,1606356
"JAPAN",1995,212060,2705245
"INDIA",1993,77738,3525480
"INDIA",1997,77777,4596936
"INDONESIA",1997,77777,7098135
"CHINA",1997,76649,4952843
"INDONESIA",1997,25750,5222528
"JAPAN",1996,202726,4488484
"INDIA",1992,103093,3664807
"CHINA",1995,129835,6435216
"JAPAN",1996,177718,4594037
"INDONESIA",1996,177718,3604426
"CHINA",1994,98906,4147555
"JAPAN",1994,98906,5627926
"JAPAN",1996,260477,3146324
"INDIA",1996,260477,537804
"INDONESIA",1993,199051,2558937
"INDIA",1994,263582,3943107
"INDONESIA",1997,171631,5188124
"INDIA",1997,123865,4633443
"INDONESIA",1995,73631,2287275
"VIETNAM",1995,73631,3747014
"INDIA",1993,109558,2679810
"CHINA",1993,109558,966435
"JAPAN",1993,287233,3029140
"INDONESIA",1992,140428,3407913
"VIETNAM",1992,140428,1796836
"VIETNAM",1994,65122,1980338
"CHINA",1994,65122,3208646
"CHINA",1995,88597,821067
"JAPAN",1997,284131,4117477
"VIETNAM",1997,284131,1940268
"INDIA",1996,4753,5101885
"INDONESIA",1996,4753,9273456
"VIETNAM",1996,4753,1817419
"INDONESIA",1997,77188,5419584
"JAPAN",1997,77188,3519437
"INDONESIA",1997,13661,4187592
"CHINA",1996,46087,1816203
"VIETNAM",1996,46087,3843117
"CHINA",1993,56410,1216623
"JAPAN",1993,56410,4011685
"CHINA",1992,97,2257658
"CHINA",1997,239983,5946159
"CHINA",1992,175973,1264795
"VIETNAM",1992,175973,3666227
"INDONESIA",1997,264452,3517767
"CHINA",1993,255868,2194416
"INDIA",1996,150350,1314468
"JAPAN",1993,79064,3326503
"JAPAN",1993,79064,8639827
"INDIA",1993,79064,7064587
"JAPAN",1993,79064,5911954
"INDONESIA",1992,121760,6410121
"INDONESIA",1993,13250,298209
"INDIA",1993,13250,673871
"JAPAN",1997,87673,1897969
"INDONESIA",1995,288889,1246394
"INDONESIA",1993,131726,2551947
"INDIA",1993,131726,562558
"VIETNAM",1996,204274,2336498
"CHINA",1995,238514,2393963
"INDIA",1992,104719,6718899
"INDIA",1992,104719,734061
"INDONESIA",1992,187705,1576838
"VIETNAM",1992,187705,4270233
"INDONESIA",1994,243478,4703558
"CHINA",1994,252877,194719
"VIETNAM",1994,252877,1210744
"INDONESIA",1994,252877,1585693
"JAPAN",1994,199546,4137729
"INDIA",1994,199546,6690996
"CHINA",1995,46921,4377940
"INDONESIA",1992,182101,841177
"VIETNAM",1993,161704,3664162
"INDIA",1993,161704,2176646
"INDIA",1997,242288,614025
"JAPAN",1997,242288,3448880
"INDIA",1997,242288,2195508
"INDONESIA",1993,231565,865513
"INDIA",1994,2035,3837772
"JAPAN",1997,93754,4832532
"JAPAN",1997,93754,6159813
"INDIA",1997,93754,3173643
"VIETNAM",1996,89419,2738629
"VIETNAM",1996,89419,3362099
"INDONESIA",1996,174773,1144680
"INDIA",1995,204241,5902809
"INDIA",1995,163252,6884878
"VIETNAM",1995,82933,2262692
"CHINA",1995,21329,3775224
"INDONESIA",1992,268265,2240084
"VIETNAM",1994,15190,6994534
"INDIA",1996,231316,5191499
"CHINA",1996,231316,4931502
"INDIA",1997,19679,4981866
"INDONESIA",1994,148520,601906
"VIETNAM",1994,148520,2971087
"CHINA",1997,175294,274604
"JAPAN",1997,147460,903659
"JAPAN",1994,29021,130306
"VIETNAM",1997,243908,5168132
"JAPAN",1997,243908,599616
"INDONESIA",1995,148337,4212412
"JAPAN",1995,148337,4507953
"INDIA",1993,91255,1315434
"INDONESIA",1993,91255,6797420
"CHINA",1994,119548,2957651
"CHINA",1995,249647,2312654
"JAPAN",1997,169624,8778055
"CHINA",1993,265039,4180762
"CHINA",1992,99835,1973812
"INDIA",1992,99835,1453024
"INDONESIA",1992,190513,2906733
"VIETNAM",1995,184613,4181585
"INDIA",1995,184613,3603643
"INDONESIA",1996,154687,1032618
"CHINA",1996,154687,6579472
"JAPAN",1993,11491,2574132
"INDIA",1995,212179,6411650
"INDONESIA",1995,212179,7450672
"VIETNAM",1997,261811,5353810
"INDONESIA",1997,129674,2793022
"INDONESIA",1997,129674,2646613
"JAPAN",1995,195172,6428162
"JAPAN",1995,42016,6861022
"INDONESIA",1994,91259,5183888
"VIETNAM",1997,43604,7491991
"VIETNAM",1993,85730,4099360
"JAPAN",1993,85730,3661472
"CHINA",1994,254992,3051249
"INDONESIA",1997,126284,3865644
"VIETNAM",1992,298247,3825558
"INDONESIA",1992,298247,4459186
"VIETNAM",1992,70003,1531348
"INDIA",1992,70003,8490591
"CHINA",1994,198673,7415878
"VIETNAM",1992,74591,7442448
"CHINA",1992,74591,5353572
"CHINA",1994,244535,5977199
"INDIA",1994,244535,1713421
"VIETNAM",1994,198490,7402187
"INDONESIA",1994,78209,6244280
"INDONESIA",1992,220480,3731216
"CHINA",1992,280948,3659960
"JAPAN",1992,280948,4210752
"INDONESIA",1995,160727,5607128
"JAPAN",1994,275975,3655664
"INDONESIA",1994,275975,3896747
"INDIA",1994,275975,1238883
"INDIA",1994,620,1309518
"CHINA",1993,215309,3170117
"CHINA",1997,195962,850763
"INDONESIA",1997,195962,6938686
"CHINA",1992,228289,5182504
"CHINA",1993,134125,2008616
"INDIA",1993,134125,467059
"INDONESIA",1995,28615,4293187
"CHINA",1995,28615,7543948
"INDONESIA",1993,249700,2991038
"INDONESIA",1993,249700,4969457
"JAPAN",1995,289711,7301010
"CHINA",1995,289711,980441
"VIETNAM",1992,160975,2089268
"JAPAN",1997,83533,2589084
"JAPAN",1995,286882,4319029
"INDIA",1995,297778,4870599
"JAPAN",1997,182351,2839559
"JAPAN",1997,182351,273694
"VIETNAM",1995,295876,2406861
"VIETNAM",1995,295876,1304161
"INDONESIA",1997,259390,6778785
"CHINA",1997,259390,4613151
"VIETNAM",1997,296101,5648531
"CHINA",1997,296101,2872639
"CHINA",1997,296101,953606
"VIETNAM",1997,256610,3928386
"JAPAN",1997,223432,2230965
"CHINA",1996,105473,1080266
"VIETNAM",1994,7841,6725840
"JAPAN",1996,73243,6561074
"CHINA",1994,93371,6025288
"INDONESIA",1992,264727,3900813
"JAPAN",1992,264727,6015389
"INDONESIA",1992,264727,1423193
"INDONESIA",1997,87946,1942962
"JAPAN",1997,87946,2107512
"INDONESIA",1997,87946,5517880
"INDONESIA",1997,87946,898991
"JAPAN",1997,292588,1950073
"INDONESIA",1997,205640,2995356
"VIETNAM",1995,3017,3761615
"JAPAN",1997,93178,3315502
"VIETNAM",1994,281000,4089288
"VIETNAM",1993,190447,1341308
"INDONESIA",1993,190447,3028828
"JAPAN",1993,111779,1479195
"INDIA",1993,111779,936182
"INDONESIA",1995,64309,950356
"INDIA",1995,220555,2953700
"INDIA",1996,28579,1888419
"VIETNAM",1996,28579,3797237
"INDIA",1996,28579,2466391
"CHINA",1994,10339,2697888
"CHINA",1993,42287,6280714
"INDIA",1993,42287,5133634
"CHINA",1997,200209,1675419
"INDONESIA",1992,79727,3670920
"CHINA",1997,249461,4944038
"VIETNAM",1996,111296,5597166
"VIETNAM",1993,136214,1051785
"VIETNAM",1995,282289,5497862
"JAPAN",1995,282289,4374140
"CHINA",1995,282289,9051613
"VIETNAM",1996,222250,7494724
"INDIA",1997,53207,7955614
"VIETNAM",1992,230248,3045192
"VIETNAM",1996,62348,836575
"CHINA",1995,273409,3036150
"INDIA",1996,7297,7731280
"JAPAN",1994,37166,4694208
"INDONESIA",1994,37166,321743
"JAPAN",1992,45247,3115132
"INDIA",1992,45247,7148887
"INDIA",1995,62374,6469421
"INDONESIA",1993,67049,7016618
"INDONESIA",1993,59954,1128751
"INDIA",1993,59954,1043986
"INDIA",1997,287179,5460122
"JAPAN",1997,287179,1355293
"INDONESIA",1997,287179,5129281
"CHINA",1992,279268,431605
"INDONESIA",1994,132770,6097661
"INDONESIA",1994,132770,3431076
"VIETNAM",1995,62612,3419754
"INDIA",1995,62612,1234323
"INDIA",1995,62612,3622566
"INDONESIA",1996,212212,7484252
"JAPAN",1996,212212,1154067
"CHINA",1995,246274,3799785
"INDONESIA",1993,50260,918015
"INDONESIA",1996,13,966228
"INDONESIA",1996,13,6003338
"CHINA",1995,212821,6209303
"INDONESIA",1996,254458,4775814
"JAPAN",1996,173285,2079864
"JAPAN",1996,173285,3605862
"JAPAN",1993,26381,5914485
"INDONESIA",1997,118594,7327382
"INDONESIA",1995,108271,1041846
"INDONESIA",1993,205573,4818549
"JAPAN",1993,205573,2482963
"VIETNAM",1992,233699,6025286
"INDONESIA",1992,168425,3035854
"VIETNAM",1992,168425,989746
"INDIA",1997,214228,3334571
"VIETNAM",1993,135659,3893503
"INDONESIA",1993,135659,6760807
"JAPAN",1993,135659,1453754
"CHINA",1997,187427,8264820
"INDIA",1993,263479,6109084
"INDIA",1996,79276,4084859
"JAPAN",1997,83536,5028764
"VIETNAM",1997,83536,2564943
"INDIA",1992,280255,8468235
"CHINA",1992,242018,7181024
"JAPAN",1992,242018,6193784
"INDIA",1993,29602,2758344
"CHINA",1993,29602,270451
"CHINA",1993,29602,7569627
"INDONESIA",1993,96913,1639730
"CHINA",1992,203879,1583802
"VIETNAM",1992,118141,2410515
"INDONESIA",1992,118141,4133017
"INDIA",1996,105067,5107276
"INDONESIA",1996,105067,3543540
"CHINA",1997,148877,4769746
"CHINA",1997,163699,2125937
"INDIA",1995,108338,5841854
"INDONESIA",1994,132226,3853595
"INDONESIA",1992,169679,4504680
"INDONESIA",1993,289268,1452962
"CHINA",1995,220852,6326120
"JAPAN",1995,220852,3532347
"INDIA",1993,74144,1778959
"VIETNAM",1993,74144,2523145
"CHINA",1995,229103,1070333
"JAPAN",1995,229103,5808379
"INDONESIA",1996,27746,389136
"VIETNAM",1993,74563,1271515
"JAPAN",1993,74563,773786
"INDONESIA",1997,72173,6430328
"INDONESIA",1997,72173,167295
"CHINA",1993,108979,3797633
"INDONESIA",1993,108979,5279742
"JAPAN",1996,89540,2004576
"VIETNAM",1996,89540,3850543
"INDIA",1994,91493,4300381
"JAPAN",1994,52726,975335
"VIETNAM",1994,4720,1449215
"JAPAN",1992,110513,348165
"CHINA",1992,84055,3941087
"VIETNAM",1992,84055,2471443
"CHINA",1994,238309,2744452
"CHINA",1994,258322,7819525
"CHINA",1994,75052,8079344
"JAPAN",1993,187025,5749810
"INDIA",1995,217234,1812353
"JAPAN",1995,46477,7936677
"CHINA",1992,138172,3983846
"JAPAN",1992,138172,5632841
"INDONESIA",1993,136858,400330
"INDIA",1996,289835,149600
"INDIA",1992,293923,3101739
"INDONESIA",1997,145849,5831100
"JAPAN",1996,280610,5830336
"VIETNAM",1997,17522,733611
"CHINA",1996,243002,2498433
"JAPAN",1996,243002,1994270
"INDONESIA",1996,243002,2836290
"CHINA",1993,176752,2000764
"INDONESIA",1996,176840,6622831
"CHINA",1992,66844,3090881
"CHINA",1992,56362,7916700
"VIETNAM",1996,110992,4003773
"VIETNAM",1995,36226,5018317
"JAPAN",1993,298552,8210148
"VIETNAM",1993,125602,3357985
"INDONESIA",1993,271025,5747051
"INDIA",1992,201142,514227
"VIETNAM",1992,201142,5760594
"INDIA",1995,4913,1858870
"JAPAN",1995,4913,2293216
"INDONESIA",1993,158000,1272583
"VIETNAM",1992,230971,3216204
"INDONESIA",1992,59489,1032245
"CHINA",1992,129194,3241001
"INDONESIA",1992,280735,4067078
"INDIA",1995,205297,5050339
"VIETNAM",1995,117620,4335085
"CHINA",1997,128683,5014782
"JAPAN",1997,128683,2194617
"INDONESIA",1997,128683,5821698
"CHINA",1995,64465,148358
"INDONESIA",1996,45413,2958558
"INDONESIA",1992,5053,4255220
"CHINA",1996,146789,7519959
"JAPAN",1993,21118,1913814
"CHINA",1994,29017,6528904
"INDONESIA",1993,57262,6092829
"CHINA",1993,57262,4170978
"CHINA",1995,281897,1485347
"INDIA",1996,346,905528
"INDONESIA",1992,103102,1052721
"JAPAN",1992,103102,6381892
"INDIA",1993,117583,4269658
"CHINA",1993,117583,1972122
"INDONESIA",1993,183415,3342129
"VIETNAM",1994,265231,1736316
"VIETNAM",1994,265231,3491621
"INDIA",1995,17176,4517561
"CHINA",1996,242825,2102291
"VIETNAM",1992,254533,1342179
"INDIA",1994,210373,4079595
"INDIA",1997,252718,2447036
"INDIA",1997,252718,6841375
"JAPAN",1997,22684,2300864
"INDIA",1997,22684,5779906
"JAPAN",1993,235585,4757921
"VIETNAM",1994,137432,1446292
"INDONESIA",1995,110932,882270
"VIETNAM",1992,200971,6523892
"JAPAN",1992,200971,6609861
"CHINA",1993,75754,5915972
"JAPAN",1993,272521,6345750
"JAPAN",1993,149783,2422226
"CHINA",1994,235756,1293748
"INDIA",1994,235756,3253510
"INDONESIA",1994,88894,9273264
"CHINA",1994,88894,6036908
"VIETNAM",1994,12415,5804200
"INDONESIA",1996,101068,306608
"VIETNAM",1996,101068,3829268
"JAPAN",1994,21949,7104384
"INDONESIA",1995,117698,3910536
"INDONESIA",1994,238709,1703517
"INDIA",1994,74977,1472940
"JAPAN",1995,185206,6674728
"INDIA",1992,88903,4503398
"INDIA",1992,88903,2881704
"INDIA",1995,181336,4894820
"JAPAN",1996,108538,2806552
"CHINA",1993,197071,5148810
"INDONESIA",1997,5173,6434792
"JAPAN",1997,5173,5286254
"INDONESIA",1997,5173,6545967
"INDONESIA",1996,52034,9308075
"JAPAN",1997,268484,1908146
"INDONESIA",1996,93919,3052123
"INDONESIA",1996,231226,6508324
"CHINA",1994,294605,6857185
"JAPAN",1993,258124,2557349
"INDIA",1994,195115,1241715
"CHINA",1994,195115,1670560
"INDONESIA",1996,296722,5938719
"VIETNAM",1996,296722,1228860
"INDONESIA",1994,196997,268388
"CHINA",1992,174187,1739076
"VIETNAM",1992,174187,2374520
"CHINA",1997,151147,5137700
"INDONESIA",1997,151147,4521771
"JAPAN",1997,151147,3205440
"INDONESIA",1996,32908,1721107
"VIETNAM",1997,52132,3928338
"JAPAN",1997,52132,5845866
"JAPAN",1997,179903,6652503
"CHINA",1996,217630,746210
"JAPAN",1996,217630,1321098
"INDONESIA",1993,183773,1680762
"JAPAN",1993,227456,662387
"INDIA",1993,227456,3972955
"VIETNAM",1993,227456,4055964
"VIETNAM",1992,175682,6959922
"INDIA",1992,175682,1303011
"VIETNAM",1996,84392,1223726
