"d_yearmonthnum","lo_custkey","lo_revenue","lo_suppkey"
199202,209536,2177344,16772
199202,166945,2387649,7946
199202,166945,2868972,16021
199201,222949,2245694,14562
199206,135580,4124345,7093
199207,230083,2038100,7340
199203,175951,3381840,93
199211,112499,4457606,8424
199209,241663,1789986,9673
199209,241663,3635002,5381
199211,195674,3748701,1748
199212,31456,3867621,7717
199210,62903,3365235,13003
199210,62903,1975007,1333
199208,83405,2374056,2948
199208,83405,2761148,15010
199201,256459,2439853,19602
199212,183170,2835812,9176
199212,100639,2519007,3395
199212,100639,2946064,15740
199207,234607,2212452,13439
199205,190243,2742788,2588
199205,272305,3371166,18904
199207,112798,4326078,3241
199211,102301,3162854,9232
199208,79585,3168890,12926
199208,79585,3611033,7757
199203,138679,1955859,1038
199202,73597,2962511,19683
199208,18158,3342075,6084
199210,130295,4252076,10093
199210,130295,2994051,347
199204,60853,3309202,10562
199204,60853,2454900,4318
199204,60853,2398481,5293
199209,34634,3049139,17284
199210,151945,2598625,5985
199210,151945,1826605,9415
199206,23467,2686008,6690
199206,23467,2431060,14290
199206,23467,3161377,425
199212,11797,1987611,13486
199209,15668,2227234,9802
199201,206398,3264876,13005
199206,210869,2885734,19880
199206,210869,2181235,11307
199211,42949,1912384,12932
199211,42949,2780384,1500
199201,67100,2927215,17480
199211,49939,2245889,4436
199211,185483,2905660,13015
199211,185483,2710997,5478
199212,294997,2840835,7101
199212,213767,2262444,4947
199203,107611,3181297,5680
199203,285286,2009595,3918
199203,285286,2475375,993
199210,98426,2738667,5255
199210,98426,3552933,4034
199208,198703,1696559,1629
199202,128581,3577272,6337
199202,128581,3355718,9925
199202,128581,2411376,15188
199211,75614,3433220,918
199211,75614,3460406,19275
199203,44260,2327416,6757
199203,44260,2487695,6810
199201,28540,2190447,15047
199203,63631,2911632,5164
199203,63631,2242277,13750
199203,63631,2101603,292
199205,56822,2661629,8502
199212,96578,2214654,12400
199212,96578,2834832,13300
199212,96578,3099340,5714
199205,286558,3988389,14292
199205,286558,2877968,14887
199207,52361,3651515,4674
199207,52361,3675191,10506
199207,52361,4639513,5305
199212,113680,1883263,1215
199204,191066,2504192,2366
199208,25897,3114691,12144
199211,57806,3269289,7305
199211,57806,2633886,18379
199211,57806,1871427,13996
199211,137617,2021488,9212
199202,123928,2175360,2301
199205,224860,4047447,16857
199206,96895,3427901,10688
199212,105907,3206553,5741
199212,105907,2097172,7095
199202,3817,3633802,18431
199205,262780,2542509,3859
199205,70520,3994200,7220
199202,56039,2935812,10664
199204,223912,3520789,15544
199204,223912,1772046,5592
199204,223912,2929611,10544
199204,223912,4044917,17896
199206,121660,2129233,11552
199206,121660,3591399,19789
199211,222092,2862120,11616
199202,274823,2973182,3037
199206,151462,1510046,1305
199206,151462,2981687,15473
199206,151462,4925272,5073
199210,97028,3147914,2786
199201,232849,3864552,9173
199201,249316,3310499,15763
199201,249316,3749302,17373
199211,58646,2302045,16240
199211,58646,2938604,18660
199211,12334,3556518,13016
199205,94558,2625703,4152
199203,122008,3016768,12563
199202,217081,4106618,11747
199208,162572,3535527,16961
199208,162572,2030140,15423
199206,102433,2177557,14331
199210,87413,1556165,469
199210,87413,3849572,1514
199210,87413,2662177,17296
199202,89405,2476610,12892
199202,89405,2742820,12283
199202,89405,2637573,2420
199212,14461,3798416,815
199209,23782,2688592,14141
199209,23782,3160490,14567
199209,23782,3297474,13634
199202,62833,2300840,19024
199212,60133,3163692,14448
199212,60133,3248400,5082
199212,60133,2410926,12805
199212,165328,2965722,3213
199212,165328,2446120,12490
199208,47818,2954627,14430
199203,155341,3196081,17285
199203,155341,3516084,3051
199210,7627,3118365,15119
199212,285445,3078384,16551
199210,249562,3316851,8906
199205,75616,2143278,18826
199208,273883,2547575,3133
199202,185213,3807480,569
199202,185213,3722819,16176
199203,74632,3066544,3835
199203,74632,2768425,5899
199203,74632,3820327,18248
199203,24430,1848624,6742
199204,175528,3190836,6475
199204,175528,1584048,8993
199206,148442,2649262,13586
199205,162238,2139171,9216
199209,223771,2601392,13073
199201,50258,2578096,2646
199201,50258,2790720,18820
199212,248779,3613461,15850
199202,138457,2869950,13434
199207,247018,2554773,513
199203,53782,2888178,4754
199203,299164,2981042,14548
199203,299164,4219925,18064
199212,96175,2394456,4323
199204,33341,2672056,11741
199204,9100,2452981,18904
199204,9100,1921900,19465
199208,46642,2912785,9847
199212,48565,4176078,1090
199212,48565,2480152,15121
199212,48565,3341940,9964
199201,200576,4117468,16077
199205,204199,3065180,11692
199205,204199,2232975,16755
199211,270946,4602512,3105
199208,152881,2818238,10457
199208,152881,3673366,1220
199209,25985,3195306,12491
199208,263492,2831395,374
199208,263492,2581692,15431
199211,123008,2765982,16943
199211,123008,2943291,13869
199206,287965,3758788,19464
199201,72781,2019783,16819
199201,72781,4008794,14533
199203,100576,2362027,6067
199203,100576,2471994,12944
199203,100576,3795123,10136
199208,206773,1593182,7098
199208,206773,2354875,13691
199208,190009,3520674,3691
199212,144526,3034551,19758
199207,155023,1853643,62
199210,97690,3443132,19846
199210,97690,2532917,18144
199209,62711,2796007,7739
199201,173191,4200757,5619
199201,13063,3176142,11851
199201,13063,2850761,11877
199209,81643,2042576,15092
199206,245675,2676628,8670
199206,245675,2394320,19329
199211,106189,3590286,16384
199204,19948,2220734,18327
199204,168335,3006744,5010
199212,61249,2567167,790
199210,265795,2367640,17782
199209,27002,3598277,16475
199212,199286,1542101,2125
199211,136075,1834245,5800
199211,136075,3028041,4529
199207,87464,2237130,19456
199210,48595,2750664,1476
199208,232594,3540038,15742
199210,235009,1869374,9223
199210,235009,2141033,18841
199207,278864,2790767,15380
199207,278864,2597217,18239
199204,110410,2593493,17704
199212,160276,2425752,15891
199212,160276,3443776,12730
199208,25982,2613130,12023
199208,25982,2957048,4425
199208,25982,4102209,7297
199212,212752,2206180,2479
199209,272830,2605666,13783
199212,236536,2309761,700
199211,131171,2198108,19152
199211,131171,3527805,12737
199211,210251,4391850,4088
199211,210251,3866967,2309
199206,30277,3920181,12136
199202,285667,2175373,412
199204,250369,2242633,19328
199210,286,3246848,1923
199207,259285,3977804,10155
199205,298091,4181173,17221
199202,115036,3005002,544
199202,115036,3439290,10005
199202,115036,2256136,4352
199202,147331,3454625,6915
199204,16483,2748460,6913
199204,83998,3490778,2501
199211,48193,1921770,17175
199211,83516,2925575,17088
199211,83516,4009347,8722
199212,26950,2892477,2625
199212,26950,2796791,3780
199207,147520,3093764,6386
199211,55456,2420411,16568
199212,20704,1812848,9413
199212,129967,3183659,12895
199211,91439,2409039,6666
199210,64417,2407699,18491
199209,253564,2362320,6537
199209,253564,3202353,12058
199204,113806,3272200,2241
199203,103708,3670035,4687
199204,28889,2949051,5695
199208,127781,3302052,16949
199208,127781,3185965,17205
199205,248926,3849381,5048
199202,203866,3201762,8927
199202,203866,1715961,8539
199206,174247,2991853,18550
199207,283280,2566502,12547
199207,283280,4217452,6873
199209,296054,2297782,9805
199209,296054,4717185,7554
199212,201001,2109994,16384
199208,72890,2202839,5716
199210,2122,1808068,18244
199207,85843,3253530,16827
199210,157477,2006752,19337
199210,157477,3701399,2877
199207,198803,3091617,11813
199203,55867,5106641,8059
199201,241240,2120652,8839
199205,171589,3251475,10080
199210,179128,1677456,15702
199208,26246,2915364,14717
199211,17473,4022274,134
199204,20758,4247709,4337
199204,20758,4680013,12117
199204,73930,2615042,1560
199204,73930,3332826,18055
199204,73930,3378292,13874
199206,74759,3645964,15676
199205,228112,3082905,7909
199208,22160,2219242,1645
199211,153130,3232115,16826
199202,16783,1961440,8393
199206,269015,4711044,888
199206,269015,1926558,15206
199206,115294,4233380,2833
199201,166255,4395821,19354
199212,100270,1836397,5405
199212,100270,4240648,16256
199212,100270,2970279,5973
199202,115910,2670246,15137
199201,194518,2700026,15668
199202,79804,3224516,3841
199205,20686,2709511,8761
199206,198917,2373830,687
199208,286187,2800236,4545
199208,22195,4516344,9760
199208,98527,2108438,8446
199201,54511,4060107,5660
199206,156892,3892660,2994
199206,156892,2346796,17754
199206,156892,2231617,4310
199203,103726,4210359,7789
199203,103726,3121508,17397
199203,103726,1721479,17841
199201,32380,2327721,10029
199212,291067,3395701,13526
199204,177139,3558930,13717
199203,295108,1946872,14939
199209,23665,3869215,10531
199203,231013,3768556,3867
199212,56758,4189506,6954
199212,56758,4096878,1264
199210,92660,2214137,19364
199211,202999,3073930,10629
199208,36859,4061514,10386
199212,203950,3903126,19052
199206,43142,2563138,2444
199206,43142,4285812,9083
199206,43142,2843613,8265
199206,43142,1559535,7138
199209,12430,3188328,10128
199205,91234,3348376,2475
199201,66652,2803307,3910
199206,16537,2577573,6772
199209,94471,2909277,2104
199201,268975,2894640,14649
199207,261196,3666891,11811
199206,109063,3828972,8823
199205,159077,3232571,16999
199205,159077,2910128,16452
199212,237745,2527084,14261
199212,237745,3007325,17421
199205,35128,2116738,14092
199205,17348,3109724,5701
199205,17348,2867966,9210
199205,17348,2103062,16105
199201,291059,2342910,2350
199204,164021,3168230,4212
199209,175924,2465694,19623
199202,238045,4051731,18885
199202,238045,3507041,3801
199201,115474,2785898,14671
199207,102472,1566834,5855
199207,102472,3048003,18824
199207,102472,2694848,6722
199207,102472,2521472,9607
199207,102472,2365686,14640
199201,145477,2683548,16456
199201,145477,2328850,3931
199201,145477,3820778,6394
199204,82373,3844151,321
199204,82373,3450950,12587
199203,285694,2445701,13742
199203,86611,3751054,9259
199212,271499,4512452,6314
199211,232003,2246860,4625
199202,10717,2248391,7517
199202,10717,2277484,6521
199202,110383,3410006,13005
199202,110383,2191778,19530
199202,110383,2176917,9365
199211,266236,3830670,19388
199211,266236,2242255,8056
199211,266236,2164794,8939
199205,296134,3161664,2180
199205,296134,3837273,2774
199205,40001,3019396,6431
199207,38327,3723419,11807
199207,38327,3037196,12669
199205,147991,3030065,15174
199205,147991,1503331,15825
199205,147991,2604272,830
199207,153797,3436913,18521
199203,45860,1804226,12781
199203,45860,3598488,19713
199203,227830,3648336,15399
199211,120773,3704027,13957
199201,79426,4402534,13963
199201,79426,4302840,929
199206,75367,3931063,17705
199212,120803,4056297,19467
199212,158713,4199220,18753
199208,9664,1892742,12702
199207,120025,3459366,7808
199204,147802,2759862,17822
199202,199303,2369896,1915
199202,199303,4319507,8109
199208,286964,2062929,6379
199208,286964,2367780,7845
199208,286964,3242208,4424
199212,96217,4904728,17012
199207,130021,4591179,1509
199207,47452,2444872,3142
199207,47452,3114571,18864
199210,168244,2705673,14887
199209,164840,2705274,7455
199208,251656,3273981,10669
199206,224404,3348076,19690
199209,250712,2607514,2891
199209,250712,2590515,4964
199209,250712,2394995,13722
199206,85513,2980642,17486
199203,154151,2690485,3870
199203,154151,2852162,9661
199207,298469,4225527,18433
199210,147881,3327649,14293
199210,147881,2779609,3737
199210,147881,3617063,14727
199210,147881,3346157,10257
199203,79742,2341408,6298
199203,79742,2590087,1201
199211,27664,1876474,15841
199208,168565,2131125,3469
199208,168565,3737194,16904
199204,241406,3065651,17333
199207,217489,2789650,3539
199209,79049,2057176,2021
199208,267197,3367180,3766
199201,131314,3995481,12315
199201,131314,3002687,15962
199210,147520,2551456,2933
199201,106306,3205186,9949
199209,207622,2752860,5534
199204,227360,2635005,9728
199208,175750,3673773,13238
199205,265979,2569322,6436
199210,43424,2972131,7998
199206,280579,3158559,6737
199206,280579,2861400,10810
199209,196045,3608802,6902
199207,12427,1997246,10746
199207,12427,2930781,4532
199212,23807,3748625,6833
199211,11239,2026759,3181
199204,212381,3213614,17902
199203,140374,3174954,10442
199203,140374,2630214,1837
199205,242359,2172142,6211
199206,25252,2483533,753
199202,45578,4105536,5014
199202,45578,2796760,43
199202,45578,4113216,13203
199202,237097,3822048,9800
199202,237097,4869480,13309
199207,183301,3023591,6591
199202,25999,2184242,8813
199202,25999,1992224,13124
199212,140758,3248335,5677
199206,129934,2249904,376
199206,129934,2046777,2874
199206,129934,3079437,19415
199201,113854,2886891,486
199201,113854,1922927,5903
199203,135493,2592120,16560
199203,135493,2000755,2676
199203,135493,2833446,14941
199210,87763,3166672,18540
199210,87763,4024136,18337
199210,87763,2493398,17811
199212,239210,3246316,7713
199203,100153,3460197,181
199204,269093,3094824,10357
199207,284269,2969739,2762
199203,92968,2418251,16322
199203,92968,1748264,5856
199203,92968,3242170,12206
199205,79537,3236682,4150
199205,79537,3802737,14821
199205,79537,3577798,1995
199205,79537,4592287,4747
199211,271765,2202577,18354
199212,25856,2954713,493
199212,25856,2474550,13344
199211,13565,3471876,5649
199211,13565,2253446,7516
199206,7274,2878864,15947
199202,122656,1638400,10767
199202,122656,1659345,733
199212,13138,2349414,8149
199208,215443,2351814,158
199209,245578,3255784,3615
199205,26122,2754774,13446
199205,142790,2192736,16235
199205,142790,2189732,17724
199203,126778,2911733,1929
199203,126778,2743259,11044
199201,127493,2761398,10186
199201,127493,2974852,13160
199205,299557,2363817,11236
199204,228280,2330969,17418
199205,188419,2912911,789
199208,159778,3481233,13165
199208,159778,2487352,13480
199202,275794,2864507,11022
199204,262307,1930778,12983
199211,80222,3400361,15321
199201,196187,2454170,4553
199201,196187,3586692,10307
199201,201607,2800364,12548
199205,190432,2679343,440
199211,161386,3161106,13948
199211,213343,3202211,10099
199209,71432,2690924,4624
199209,71432,3329020,10095
199204,204224,2245610,6808
199204,204224,3272780,12870
199205,160306,2046705,1436
199201,216142,3596211,3941
199201,216142,2923896,5134
199201,216142,2639485,1698
199207,176827,3569385,16291
199212,137779,2761881,19121
199207,294667,2907420,5684
199204,117976,2332848,16065
199208,165016,1909192,7730
199212,249149,3287693,13962
199212,249149,1982710,13420
199209,57169,3196847,14103
199203,41125,3170068,9268
199201,222503,2688343,9712
199201,222503,2984809,18839
199211,202520,3536874,14977
199211,202520,3498600,14485
199208,224900,3117127,5558
199208,224900,2481900,8270
199210,130069,2191155,12938
199208,96373,2279590,1400
199212,264688,2459062,19882
199212,264688,4670592,3253
199204,204590,3426000,3092
199204,204590,3026578,995
199204,204590,3145345,17442
199206,226556,2748979,18265
199203,251824,2775671,7463
199203,251824,2687870,4255
199208,22894,2142999,7368
199203,147295,4952177,5332
199211,254708,3914036,3067
199211,254708,2062903,8520
199206,292931,3036148,17276
199205,46198,3055737,12161
199209,106120,2758553,9198
199209,106120,3728779,6458
199210,114083,3587560,8810
199207,153841,4120033,2578
199202,214913,2149682,6331
199202,214913,2565121,14256
199202,214913,4102659,4337
199203,255341,2982233,12667
199212,56848,1850509,16183
199212,56848,2765084,5566
199212,56848,3969362,375
199204,118372,2547927,17336
199210,95614,1421339,16805
199212,152122,3737646,4278
199212,261022,2367779,4349
199212,261022,1619086,15995
199203,17137,4764768,12706
199207,295825,2973614,551
199208,178915,2575293,13815
199208,178915,3509768,1629
199211,206317,4396988,16024
199212,52447,3353150,203
199208,160292,2530688,8801
199208,160292,1888584,16897
199206,40588,2409894,7786
199208,260324,3368551,2502
199205,54083,3842143,1369
199205,54083,3056512,10539
199204,8648,2119190,15658
199204,8648,3569874,10250
199208,115022,3680934,19663
199208,115022,2986041,205
199208,115022,3207225,15562
199208,115022,3337434,901
199210,128914,2164080,17173
199208,254866,3436997,3171
199203,94904,2249491,5276
199203,94904,4359484,10994
199203,94904,2612359,9909
199203,76423,2304868,19122
199203,76423,2715598,6658
199203,76423,3235840,7880
199207,255389,1593677,650
199209,193672,4108275,1931
199209,193672,1896892,1917
199206,110480,2506996,6832
199206,110480,1950832,12162
199205,43999,2737163,315
199205,43999,3454763,8632
199210,279439,2999505,12328
199210,279439,2281561,13157
199211,274732,2834872,5375
199207,189596,2183281,3717
199207,189596,2290348,6421
199207,189596,2418044,11043
199211,290228,2172433,3470
199211,290228,4649893,10348
199209,238873,3776475,19055
199204,78659,1922880,19324
199206,162433,2581307,224
199206,294901,3245808,3521
199211,211129,2024501,7872
199211,211129,3048690,12763
199209,184472,2143613,8104
199206,115264,2725628,12793
199207,41120,1925434,11828
199207,41120,4380994,18143
199207,41120,3064392,1391
199207,41120,2317749,11597
199202,218501,3743262,11314
199202,218501,2490167,6561
199204,34522,3218800,9945
199201,278851,3162446,6183
199211,8518,2124099,3850
199210,147776,2726284,7145
199210,147776,2050850,11028
199207,67774,2224645,7897
199203,261637,3934881,6268
199209,194387,2756596,4018
199205,135182,2011165,12340
199205,251429,2399171,10387
199210,209497,3082668,17909
199210,209497,3366936,679
199210,209497,3904686,3389
199207,44773,2444035,3392
199207,44773,3738112,6782
199209,6641,2745737,6275
199204,4169,3044250,18371
199201,148763,2640663,11908
199201,148763,2524619,16726
199211,210622,2433062,13379
199211,210622,3642684,6712
199207,129326,2499882,11230
199203,70879,3005236,19205
199203,70879,2298638,10248
199203,70879,4000631,7422
199211,92099,2974653,5626
199211,92099,2150782,13629
199209,63685,4193716,4007
199209,63685,3159206,14593
199209,63685,1921447,18874
199209,70888,3232213,16815
199209,70888,1812335,13637
199211,270310,2462436,13082
199201,284008,2184000,16923
199209,22816,2492912,12820
199201,71875,2940511,2892
199207,202763,4046650,12243
199201,140633,2983350,12684
199201,140633,1686335,12780
199205,104933,3358574,7150
199205,104933,2565836,7522
199205,104933,2475257,11011
199201,126670,4744044,17166
199203,270001,3304419,4371
199210,54658,2851290,15606
199210,54658,2026615,3943
199209,173339,3254060,11203
199209,173339,2147443,19904
199205,80662,4182438,1341
199211,137104,2690583,15976
199211,137104,2992777,10667
199203,266801,4651087,11540
199203,266801,2919457,16720
199210,216236,1813291,3930
199208,244483,3539450,3195
199205,167617,3291560,11690
199205,167617,3377404,166
199206,185122,2620078,14190
199206,185122,2955999,12020
199206,185122,2980051,17552
199210,27518,3167986,767
199205,187084,4355504,9184
199211,121934,2221649,18772
199211,121934,2818093,10115
199207,43541,3003216,842
199207,283520,3864268,13104
199207,283520,2453430,5712
199211,182723,2258255,1905
199208,65638,2443103,5204
199202,43489,2551014,17790
199208,281888,1753533,17155
199208,281888,3714652,10611
199211,102442,3127528,17348
199211,102442,2865931,7565
199204,190622,4420755,3239
199204,190622,2629586,15348
199204,190622,2987646,3555
199210,152419,1795551,5764
199204,161489,2038646,1622
199207,29110,1907736,19170
199207,29110,2163977,2884
199202,140569,2020215,5517
199202,140569,4147249,9832
199202,140569,2547155,19102
199208,73219,2327100,7104
199206,123325,3785773,7008
199203,184214,2604182,10151
199203,184214,2964627,12314
199203,52900,2498822,2027
199201,198799,2394789,5527
199205,79429,2919010,12143
199210,207694,2712430,18408
199210,207694,4396217,17564
199204,40984,2401568,1937
199208,41795,4245248,5664
199207,158992,2892045,12431
199207,158992,1901401,12527
199206,29530,2762057,7336
199211,31784,2564637,16331
199206,221983,3352290,19369
199206,221983,2257290,18312
199206,134515,2566594,9274
199206,134515,2385049,2081
199205,38068,2172700,17467
199205,38068,2223823,887
199204,228859,2923224,16180
199204,228859,2077510,15776
199211,124645,1648963,15375
199202,7429,2465044,5855
199206,92080,4026107,17602
199205,219922,4174762,7137
199202,266413,3385332,8020
199210,104291,3222957,16759
199211,186103,1724874,1102
199211,186103,4148975,3305
199203,255310,2993153,18782
199203,255310,3928567,16685
199206,70934,2113594,17875
199206,70934,3358075,3761
199206,70934,3096422,637
199206,70934,3947418,3978
199203,119983,2404220,12497
199203,119983,2791450,14457
199208,70648,3250177,13314
199207,73132,2831950,1905
199207,73132,3092309,17475
199205,286336,2488083,6502
199208,230995,3800997,6029
199208,230995,2078135,19713
199201,71825,2419662,16828
199202,161980,3127282,12182
199202,161980,2918722,13997
199212,259978,4858053,18808
199212,259978,2852209,1078
199212,259978,2151072,18937
199202,225340,3298596,17613
199207,12569,2567178,8247
199207,12569,2738821,7786
199202,293092,2735661,2505
199202,293092,2299147,9145
199202,293092,3577277,6799
199206,151567,3540671,18951
199206,151567,3596504,7566
199212,12400,2069152,1795
199209,35741,2312448,19335
199205,9196,3031973,18869
199208,48563,2501342,17731
199208,48563,2487350,15940
199212,125617,2802143,11437
199211,8398,1902542,1691
199203,267658,3549651,15565
199203,267658,2386972,3995
199203,277997,4083752,7661
199203,277997,2495132,8404
199201,167743,2679316,307
199201,167743,3119352,17725
199206,257006,2231677,1690
199206,257006,2281581,19737
199201,208582,2248992,19851
199207,110272,1851904,12758
199209,74860,3815451,13158
199209,74860,4361129,1059
199207,206977,3427559,2952
199207,206977,2732190,4791
199207,206977,1644474,11211
199202,127732,1791365,8430
199212,77209,2973918,7795
199212,77209,3665835,7428
199212,77209,4290289,15429
199210,4054,3224280,11451
199202,104375,3905201,15961
199204,139789,3347372,5242
199209,104896,2752421,16548
199209,201349,4023495,11679
199209,201349,2597575,4814
199211,245677,2735620,4141
199211,245677,1774333,5214
199206,172297,3918441,7387
199206,172297,2051055,7197
199204,245942,3303685,12005
199204,245942,4365821,4577
199204,77548,2520514,9195
199209,141305,2148166,3864
199210,4729,2543741,7791
199205,294703,3774011,784
199205,211675,2425200,438
199205,211675,2276841,531
199205,211675,3653780,3271
199201,251218,1978263,8104
199212,271918,1955712,7254
199212,271918,4565582,17426
199206,119588,2886834,5448
199206,119588,2147888,17517
199201,207226,3249228,19044
199208,194224,2514822,1680
199208,103864,2785100,7898
199210,25912,2288882,15692
199210,25912,3643380,10670
199210,25912,4005037,218
199210,25912,4341150,14342
199203,221386,4291466,378
199208,209717,1715100,14390
199210,298262,2307249,14977
199208,299650,2635632,4656
199201,2026,1887304,13904
199205,166529,3411968,11310
199201,241573,2822825,5213
199201,241573,3036508,9970
199209,170881,3336722,12777
199210,190337,3723905,12700
199209,285104,2025495,213
199209,285104,3180227,4300
199206,158317,2868190,12487
199206,158317,4102740,16165
199206,158317,2320984,207
199203,179557,2526354,18467
199201,156229,2922578,4807
199201,156229,3438616,15262
199210,246130,2543492,11735
199210,246130,4796976,15461
199212,209105,2411662,18520
199212,209105,4493876,9886
199212,32023,3701139,9693
199212,32023,2670300,10042
199212,32023,2667306,4418
199210,285625,4226523,3785
199208,36884,3925493,19000
199207,233428,3831128,11413
199207,233428,3888170,11316
199204,108142,2054401,13318
199204,108142,3350359,10709
199204,108142,3848808,19577
199205,127196,2518845,12355
199203,2689,3532527,12964
199202,272998,2407927,17761
199202,272998,3291789,13711
199202,272998,2536445,15095
199212,168535,1888198,15326
199212,168535,4212797,3571
199212,168535,2519782,14926
199212,168535,2461070,6270
199202,158374,3093908,2764
199201,86336,2525086,12466
199201,86336,3289120,11493
199206,298868,3630072,331
199206,298868,2786746,9198
199203,8591,2574302,17392
199203,8591,1852663,5542
199203,8591,4064249,1583
199208,276460,3407300,13592
199207,109283,3487232,7969
199203,82960,3170635,620
199203,203449,4001441,11680
199203,203449,4039795,3820
199210,286105,2755827,1567
199210,286105,3463383,19166
199210,286105,2249339,16114
199209,46876,2592793,14341
199212,191596,3334745,7746
199212,191596,2464080,18188
199204,135775,3230469,5290
199211,154309,3288740,17714
199212,33169,2043031,15527
199209,251278,3180222,16004
199208,156314,2453006,17578
199203,282406,2661564,2373
199212,9272,2324566,6380
199204,180962,2733934,17671
199205,271189,3653337,159
199205,271189,2804206,7893
199210,80824,3042369,9305
199202,244123,3502138,19893
199201,146794,3962517,19909
199202,243517,4004671,7463
199208,213404,3466554,17493
199208,213404,3462782,11200
199211,296278,2579838,2956
199208,297343,1637191,19231
199208,297343,2124466,19161
199210,251888,3917628,13297
199206,178951,2374444,9183
199212,121561,3872510,14811
199212,121561,1910805,11613
199206,189484,1585712,11011
199209,232558,1959017,2271
199201,54679,3202281,3532
199207,3074,2426487,3132
199207,3074,2572269,4865
199208,201799,1680671,7199
199210,161365,2916544,13502
199201,247976,4563264,12898
199209,54062,2890636,16116
199209,219670,2251645,8450
199209,219670,2916431,3468
199209,219670,2255489,6835
199207,256192,2804088,10914
199201,185611,2921532,18250
199201,185611,2068108,15454
199201,185611,2613858,7635
199201,185611,2670380,11126
199203,102124,4796976,13581
199205,176185,4307010,929
199205,176185,1991064,4463
199210,158794,3438700,7198
199211,128443,3117708,3081
199211,128443,2316927,9995
199209,257080,2364970,15976
199206,81986,3221140,15560
199206,81986,2338926,12107
199206,81986,2053944,9846
199204,42121,2684518,15216
199209,185104,4057613,9197
199209,185104,3653834,1933
199201,169600,3436150,11350
199201,169600,3047772,3545
199201,169600,2939598,7028
199204,39010,2507330,333
199204,141133,4763928,13810
199204,141133,3450900,12299
199208,186533,3233281,4999
199210,187810,2858189,12468
199210,14780,3441456,16257
199201,185213,2548340,16721
199203,156811,1629424,15912
199203,156811,3819182,15949
199203,1441,3209287,9750
199202,43049,4305594,19074
199210,49933,2622989,1175
199204,138346,2453903,12898
199204,241946,3345615,681
199204,241946,2863704,9172
199212,167128,4873025,9614
199202,152705,3355101,1520
199202,152705,3767623,12425
199201,172171,2797315,6331
199201,172171,3357280,3759
199201,172171,1798043,7603
199201,106882,2310407,3179
199209,102089,3047408,11436
199204,274526,3519260,15134
199203,130819,1856747,13736
199203,130819,2045142,18126
199204,151000,3827582,6569
199204,151000,4634822,5122
199208,86206,2351564,14131
199208,86206,3080400,3606
199208,86206,3553205,5748
199204,129935,3293820,10125
199207,168320,2885909,9581
199207,168320,3262645,15997
199210,258742,1809101,11664
199208,298421,2667571,396
199208,298421,2963808,6598
199203,151241,3019161,4508
199203,51797,3324530,14476
199201,242041,2693483,8837
199201,294293,3290619,2898
199201,294293,3151785,18091
199204,24583,4071300,4744
199205,239756,2195103,2358
199205,239756,2604120,573
199211,154247,2107179,2219
199202,125594,2934177,764
199202,125594,4505404,7273
199212,296140,4169366,5518
199212,296140,2164428,11342
199204,182674,2147067,10414
199201,32989,2378731,12598
199201,32989,4986927,12030
199204,119137,2798490,4497
199210,205858,1802517,11396
199210,205858,2677731,2671
199207,97472,1951898,566
199211,192547,2935421,11365
199211,192547,3231496,3696
199201,84194,3599327,19030
199201,84194,1906940,12972
199201,84194,2643977,11975
199201,84194,4079920,2416
199207,277934,2371066,7824
199206,62720,3110961,4415
199206,62720,4533289,17862
199206,62720,2986954,18640
199204,105386,1708364,4538
199207,96668,2076618,17907
199201,3256,2806493,16880
199204,222298,1731322,7953
199202,147556,1917573,6713
199211,50530,3355205,15460
199212,139789,2923396,4190
199206,67760,3473217,9922
199206,278297,2628745,17846
199206,278297,3794295,88
199202,249991,2186307,6715
199207,189965,2312899,1375
199207,189965,2998723,18261
199207,189965,3252268,7927
199207,189965,3873650,675
199211,265294,3748410,1664
199209,171802,3291198,6923
199209,171802,2624185,19568
199205,142096,3477109,1613
199205,142096,2808610,12485
199202,225673,2596137,11784
199202,225673,3236710,1740
199208,73507,2885988,9584
199209,185102,2094268,16131
199211,126604,2980505,18288
199211,126604,4187865,6873
199206,90880,3785345,15015
199203,42946,2435278,7196
199210,280450,2011314,16489
199210,280450,4511424,19328
199203,217676,2254698,5010
199203,217676,3275576,6046
199211,74086,3711051,10280
199211,74086,3054150,865
199203,272830,2597752,10907
199207,141818,2145350,8446
199207,141818,2459316,315
199212,166793,3361013,13432
199207,249472,1868339,2549
199207,249472,4750824,11469
199202,164525,2534573,6058
199202,164525,2278391,16659
199202,164525,2162011,15861
199202,164525,1766375,1298
199202,164525,4376211,3819
199212,130247,2336964,15969
199208,128009,1966912,4803
199206,251044,3081161,7981
199204,90136,1640156,1947
199209,112301,2765959,8220
199205,136610,3457683,3579
199207,186158,2755101,18019
199207,186158,2795364,10611
199208,10054,2774264,1852
199208,10054,1875149,19769
199208,52567,3631438,7624
199208,52567,3784070,228
199208,19846,2979210,1583
199208,19846,2435893,11598
199201,107096,2366114,3845
199201,107096,2907610,4896
199208,209249,4203855,19117
199208,209249,2178787,16345
199208,72251,3288402,2262
199208,72251,2758932,11202
199203,189515,2488730,11636
199203,189515,2589572,12913
199209,62210,2213465,16483
199210,42257,3287676,6730
199205,37918,3410079,14535
199206,28753,3601497,4695
199202,19846,3425985,7041
199204,210325,1681456,4874
199204,210325,3785289,3447
