"d_year","s_city","lo_custkey","lo_revenue"
1996,"UNITED ST4",20092,3861438
1994,"UNITED ST1",11228,473376
1995,"UNITED ST7",6019,4212140
1992,"UNITED ST1",2701,3998512
1994,"UNITED ST1",16856,848667
1995,"UNITED ST1",21970,1879097
1992,"UNITED ST1",15115,934732
1993,"UNITED ST5",24584,1236051
1995,"UNITED ST9",20083,4759461
1995,"UNITED ST0",20083,2894015
1994,"UNITED ST0",25753,98901
1995,"UNITED ST9",29299,8038458
1996,"UNITED ST6",3590,1601160
1996,"UNITED ST3",12767,2509271
1997,"UNITED ST4",6664,1048585
1994,"UNITED ST0",25258,540532
1994,"UNITED ST4",26953,836254
1995,"UNITED ST1",21445,5509802
1992,"UNITED ST5",6584,4254378
1997,"UNITED ST4",11728,330319
1997,"UNITED ST3",7399,4055400
1992,"UNITED ST9",20239,3234300
1992,"UNITED ST3",29800,8264810
1993,"UNITED ST4",23302,4816488
1995,"UNITED ST7",3130,3630476
1997,"UNITED ST7",6904,833961
1994,"UNITED ST9",11506,1227903
1994,"UNITED ST1",27001,3874840
1993,"UNITED ST8",25564,3771098
1994,"UNITED ST9",25873,3229843
1996,"UNITED ST4",2102,600746
1996,"UNITED ST0",8480,6545572
1995,"UNITED ST3",19067,4712560
1995,"UNITED ST1",19172,7919654
1995,"UNITED ST9",19172,7987464
1994,"UNITED ST4",6142,789668
1993,"UNITED ST3",24904,3657060
1993,"UNITED ST1",11995,5486047
1993,"UNITED ST8",5221,5140894
1993,"UNITED ST1",29089,787069
1993,"UNITED ST7",4097,2454154
1994,"UNITED ST6",26086,6303174
1993,"UNITED ST6",3646,2386432
1993,"UNITED ST3",13637,6758932
1994,"UNITED ST0",26486,6061469
1997,"UNITED ST7",6151,1866016
1993,"UNITED ST4",24508,1854563
1993,"UNITED ST7",12676,2768728
1993,"UNITED ST1",12676,938522
1993,"UNITED ST9",12676,5076086
1993,"UNITED ST7",26443,1048623
1995,"UNITED ST3",18746,3221847
1992,"UNITED ST1",25129,4045604
1993,"UNITED ST4",24361,8175285
1993,"UNITED ST9",24361,7071667
1995,"UNITED ST4",1450,4296099
1995,"UNITED ST1",28030,1011393
1996,"UNITED ST0",11464,3386095
1994,"UNITED ST4",6391,3310902
1993,"UNITED ST9",4246,5201287
1995,"UNITED ST3",20065,4345677
1992,"UNITED ST6",26839,4281859
1997,"UNITED ST8",15535,5177665
1997,"UNITED ST4",15535,3979922
1997,"UNITED ST1",802,7290830
1995,"UNITED ST8",23614,5347562
1992,"UNITED ST8",19546,3304000
1992,"UNITED ST0",14020,4046380
1995,"UNITED ST3",8071,180486
1994,"UNITED ST1",12439,2365790
1995,"UNITED ST1",29359,4004653
1995,"UNITED ST9",29078,3990626
1995,"UNITED ST0",25846,290021
1995,"UNITED ST1",7760,270375
1997,"UNITED ST9",15236,5024181
1994,"UNITED ST9",23744,1403154
1994,"UNITED ST2",12031,5192414
1996,"UNITED ST0",29738,6037307
1997,"UNITED ST1",23324,2030205
1996,"UNITED ST1",15617,2739241
1993,"UNITED ST7",8623,2640216
1992,"UNITED ST0",28486,3229662
1996,"UNITED ST7",6223,927866
1995,"UNITED ST9",4069,7665744
1996,"UNITED ST1",12658,1789022
1993,"UNITED ST0",13793,6094511
1993,"UNITED ST0",14992,4884279
1994,"UNITED ST4",10838,5322233
1996,"UNITED ST5",22898,1929431
1994,"UNITED ST6",9775,4505155
1996,"UNITED ST7",12184,6048148
1997,"UNITED ST7",10909,4073522
1994,"UNITED ST3",20672,2035530
1994,"UNITED ST5",3052,2002485
1993,"UNITED ST5",12311,3600518
1995,"UNITED ST5",14306,2978343
1997,"UNITED ST3",24637,2199719
1997,"UNITED ST0",10033,3120234
1993,"UNITED ST7",23866,5890887
1996,"UNITED ST8",12823,3938735
1996,"UNITED ST1",5024,4602678
1997,"UNITED ST1",5585,7396403
1994,"UNITED ST3",8863,3105950
1996,"UNITED ST9",1756,3623590
1997,"UNITED ST0",20332,8333841
1997,"UNITED ST7",20332,3046476
1996,"UNITED ST6",13541,4564832
1992,"UNITED ST1",1666,3311654
1993,"UNITED ST0",8591,2863968
1995,"UNITED ST3",5884,1346883
1994,"UNITED ST4",17627,4658139
1993,"UNITED ST9",26647,1792760
1994,"UNITED ST5",26431,643091
1994,"UNITED ST1",26431,4902422
1996,"UNITED ST9",3410,2484300
1996,"UNITED ST5",2660,171563
1996,"UNITED ST7",12304,1801170
1997,"UNITED ST3",18230,2881226
1997,"UNITED ST3",18230,3172792
1997,"UNITED ST7",15089,6681702
1997,"UNITED ST9",28976,2788989
1997,"UNITED ST8",21428,1858803
1993,"UNITED ST6",2669,5216702
1993,"UNITED ST0",2669,1386901
1997,"UNITED ST7",20957,4347803
1993,"UNITED ST0",1787,1942387
1994,"UNITED ST7",7483,4286461
1993,"UNITED ST0",8126,2007392
1993,"UNITED ST9",8687,6077299
1997,"UNITED ST0",13555,5590126
1993,"UNITED ST6",5209,6765287
1992,"UNITED ST0",28397,1202498
1992,"UNITED ST4",17060,4343724
1997,"UNITED ST9",13381,4086544
1995,"UNITED ST3",15244,5128655
1994,"UNITED ST4",16787,4552429
1993,"UNITED ST7",23587,7096008
1995,"UNITED ST5",28714,8151766
1992,"UNITED ST9",6061,4717989
1994,"UNITED ST0",28688,7826544
1993,"UNITED ST3",12260,5020842
1993,"UNITED ST6",15308,2734545
1996,"UNITED ST2",21481,1320018
1992,"UNITED ST7",22591,6162145
1997,"UNITED ST0",17197,2312992
1992,"UNITED ST5",7414,2035088
1996,"UNITED ST5",18655,6203420
1996,"UNITED ST3",6893,5526392
1996,"UNITED ST4",6893,3971007
1992,"UNITED ST1",21443,5030679
1992,"UNITED ST0",11306,5247072
1993,"UNITED ST9",12448,4938706
1993,"UNITED ST3",29941,5863349
1992,"UNITED ST5",7789,3281640
1997,"UNITED ST1",2890,6687978
1996,"UNITED ST6",27316,3190054
1993,"UNITED ST1",27853,5005776
1994,"UNITED ST6",11093,6055680
1996,"UNITED ST1",11116,5301788
1996,"UNITED ST3",24466,1972730
1996,"UNITED ST8",12145,2879895
1997,"UNITED ST5",19316,110272
1992,"UNITED ST4",2797,986397
1997,"UNITED ST7",4168,5312355
1994,"UNITED ST0",12097,4062123
1993,"UNITED ST7",21502,7269061
1996,"UNITED ST1",15760,3957144
1995,"UNITED ST7",7133,1959132
1993,"UNITED ST9",16876,3831726
1994,"UNITED ST9",29416,9369550
1994,"UNITED ST8",29416,8585353
1993,"UNITED ST1",22411,2212516
1993,"UNITED ST5",22411,3345683
1993,"UNITED ST5",8963,1337617
1996,"UNITED ST9",2048,1677608
1993,"UNITED ST9",25786,695550
1996,"UNITED ST1",12167,913830
1993,"UNITED ST5",24010,1195334
1996,"UNITED ST6",1531,5543117
1993,"UNITED ST0",16765,5132601
1995,"UNITED ST0",11488,1103880
1997,"UNITED ST9",27329,1543035
1993,"UNITED ST1",19400,5279830
1994,"UNITED ST7",5408,6817487
1995,"UNITED ST9",1348,6026187
1996,"UNITED ST9",20209,1859838
1995,"UNITED ST0",11494,1489559
1994,"UNITED ST5",5281,5155748
1997,"UNITED ST1",751,4141951
1996,"UNITED ST9",4390,2589467
1992,"UNITED ST3",14734,5615586
1995,"UNITED ST5",16423,680428
1996,"UNITED ST4",26869,3021297
1995,"UNITED ST0",25708,1833089
1992,"UNITED ST5",1678,4668600
1992,"UNITED ST4",18146,2438385
1993,"UNITED ST4",22565,4920747
1993,"UNITED ST5",23159,4067893
1993,"UNITED ST7",8324,6420974
1997,"UNITED ST1",3880,1195980
1995,"UNITED ST1",14185,5737668
1994,"UNITED ST7",7057,2175763
1994,"UNITED ST3",19331,843620
1993,"UNITED ST0",19387,5996682
1997,"UNITED ST2",16300,3148398
1994,"UNITED ST0",22421,1556507
1995,"UNITED ST3",21022,4454472
1997,"UNITED ST2",20992,569291
1992,"UNITED ST3",12139,5475189
1996,"UNITED ST0",26234,1819704
1993,"UNITED ST0",17425,8519813
1995,"UNITED ST7",2735,2239795
1997,"UNITED ST1",26074,1158467
1994,"UNITED ST7",17899,4072490
1995,"UNITED ST9",26137,5209130
1992,"UNITED ST9",9592,492067
1994,"UNITED ST4",7579,4335743
1995,"UNITED ST0",8998,371088
1995,"UNITED ST0",7474,4720489
1994,"UNITED ST5",13502,1151544
1996,"UNITED ST4",27158,3669429
1992,"UNITED ST5",26584,346411
1995,"UNITED ST9",10064,3117648
1995,"UNITED ST6",27920,2631872
1997,"UNITED ST7",9575,5158500
1994,"UNITED ST1",8317,397059
1997,"UNITED ST9",3575,5920670
1994,"UNITED ST4",26281,6709785
1995,"UNITED ST9",19829,6654638
1995,"UNITED ST1",24308,3729264
1992,"UNITED ST4",25429,4289337
1993,"UNITED ST0",27275,391180
1995,"UNITED ST8",21703,1329182
1994,"UNITED ST6",17482,6473215
1994,"UNITED ST9",17482,3988394
1993,"UNITED ST9",12631,1039618
1993,"UNITED ST1",12631,419472
1994,"UNITED ST9",14668,2119817
1996,"UNITED ST8",11989,233350
1995,"UNITED ST4",15007,5040305
1997,"UNITED ST5",53,1722081
1994,"UNITED ST8",12764,2505740
1995,"UNITED ST4",22555,3442488
1997,"UNITED ST4",23854,2902573
1997,"UNITED ST9",25714,6101960
1996,"UNITED ST0",29225,4496612
1992,"UNITED ST9",28721,5632420
1993,"UNITED ST3",15578,7070883
1993,"UNITED ST4",15578,3244670
1992,"UNITED ST4",24832,3113609
1994,"UNITED ST9",24508,2641340
1996,"UNITED ST1",27757,3790356
1992,"UNITED ST4",11221,4148005
1994,"UNITED ST7",5956,4035870
1993,"UNITED ST5",8821,3875040
1994,"UNITED ST7",12421,5947584
1992,"UNITED ST4",13664,249719
1992,"UNITED ST0",15034,893692
1997,"UNITED ST3",3529,1351198
1992,"UNITED ST9",15905,4844432
1995,"UNITED ST3",6233,5729241
1995,"UNITED ST6",20189,2921482
1993,"UNITED ST6",25166,2992442
1993,"UNITED ST4",1112,1771954
1993,"UNITED ST2",1112,3620908
1995,"UNITED ST6",23711,1450130
1992,"UNITED ST2",18838,314416
1994,"UNITED ST3",2224,162334
1996,"UNITED ST0",21323,5291916
1996,"UNITED ST0",7828,6810612
1992,"UNITED ST1",26411,2259674
1993,"UNITED ST3",17266,3725539
1995,"UNITED ST9",6269,5219518
1995,"UNITED ST6",12644,4745410
1994,"UNITED ST9",1924,9572642
1994,"UNITED ST1",1924,2076591
1993,"UNITED ST8",12982,1516211
1994,"UNITED ST3",1952,6253331
1994,"UNITED ST8",6655,6319555
1997,"UNITED ST4",28616,6890486
1992,"UNITED ST0",18025,3803667
1996,"UNITED ST7",27017,1549103
1996,"UNITED ST3",4649,458738
1993,"UNITED ST1",18637,983864
1994,"UNITED ST0",17947,6348932
1996,"UNITED ST1",19147,7808283
1994,"UNITED ST5",16732,5415728
1992,"UNITED ST2",3314,3525565
1995,"UNITED ST7",18164,6944517
1995,"UNITED ST1",18164,822144
1994,"UNITED ST8",1316,2811186
1996,"UNITED ST1",24052,7354821
1994,"UNITED ST8",24182,189040
1997,"UNITED ST7",20368,2776482
1995,"UNITED ST3",18976,7614486
1995,"UNITED ST7",28621,2360746
1994,"UNITED ST0",21880,5319946
1996,"UNITED ST4",21871,3415524
1994,"UNITED ST7",26032,6036676
1994,"UNITED ST7",28859,3232159
1994,"UNITED ST2",28859,9192817
1992,"UNITED ST9",25103,1450629
1996,"UNITED ST0",7501,2261453
1993,"UNITED ST1",15091,296100
1992,"UNITED ST3",27695,2474362
1993,"UNITED ST1",10717,149448
1996,"UNITED ST4",10007,2708046
1993,"UNITED ST5",4120,5437495
1992,"UNITED ST6",16666,2345008
1997,"UNITED ST1",19937,6106816
1992,"UNITED ST6",24646,1619215
1992,"UNITED ST6",883,5242968
1995,"UNITED ST1",1069,2697999
1995,"UNITED ST6",7825,1851252
1992,"UNITED ST0",12130,1472334
1992,"UNITED ST2",8147,4153726
1996,"UNITED ST9",2200,3119851
1992,"UNITED ST4",673,4729680
1993,"UNITED ST4",20906,848935
1993,"UNITED ST5",21329,4667454
1994,"UNITED ST5",14005,3151220
1995,"UNITED ST5",22526,2504885
1994,"UNITED ST3",19910,3059000
1994,"UNITED ST7",21679,4228781
1996,"UNITED ST3",22033,989584
1994,"UNITED ST3",15370,3240696
1994,"UNITED ST3",15370,641048
1993,"UNITED ST1",11560,7194396
1997,"UNITED ST3",7757,5365764
1996,"UNITED ST3",10814,5802276
1993,"UNITED ST9",24254,278264
1995,"UNITED ST9",23314,188249
1995,"UNITED ST7",17173,2276403
1996,"UNITED ST3",10039,7652836
1997,"UNITED ST0",13403,2526935
1997,"UNITED ST8",13403,1279516
1994,"UNITED ST8",26120,7113125
1993,"UNITED ST8",22642,794747
1993,"UNITED ST7",22642,3197897
1993,"UNITED ST1",470,4917150
1992,"UNITED ST6",10706,513717
1994,"UNITED ST5",3296,3730290
1993,"UNITED ST6",11185,3351650
1996,"UNITED ST6",8563,3978400
1997,"UNITED ST8",9086,236141
1996,"UNITED ST3",1360,3705345
1992,"UNITED ST1",1210,4403166
1992,"UNITED ST1",8113,4733520
1995,"UNITED ST7",28220,884471
1992,"UNITED ST7",28010,2650684
1992,"UNITED ST5",24748,4402848
1993,"UNITED ST0",26410,2398637
1995,"UNITED ST3",29800,4057995
1992,"UNITED ST0",13051,3243716
1997,"UNITED ST5",27509,5804974
1995,"UNITED ST0",6571,7559979
1994,"UNITED ST3",24553,7812384
1995,"UNITED ST9",2648,4658903
1993,"UNITED ST6",11269,7375605
1994,"UNITED ST4",16471,3294315
1992,"UNITED ST9",23056,3612058
1994,"UNITED ST0",3068,975384
1994,"UNITED ST3",16751,5823072
1994,"UNITED ST4",16751,1939882
1993,"UNITED ST0",17510,6412692
1992,"UNITED ST4",17314,9716404
1992,"UNITED ST5",23872,3087583
1992,"UNITED ST0",23872,3537716
1992,"UNITED ST4",18880,5358754
1996,"UNITED ST1",24832,5476901
1993,"UNITED ST7",29059,5222745
1992,"UNITED ST7",18562,1397651
1992,"UNITED ST7",26984,4553160
1994,"UNITED ST9",5095,222744
1995,"UNITED ST6",22997,4058523
1996,"UNITED ST4",13210,7169575
1996,"UNITED ST9",952,3506560
1994,"UNITED ST1",23518,3913434
1992,"UNITED ST1",26515,5539623
1992,"UNITED ST4",25450,4512242
1992,"UNITED ST3",6845,5902487
1997,"UNITED ST6",22555,4359111
1995,"UNITED ST0",24475,2473178
1997,"UNITED ST4",2965,5207195
1994,"UNITED ST6",17054,1069848
1993,"UNITED ST6",8461,401115
1992,"UNITED ST4",4597,1086794
1993,"UNITED ST1",6505,6864047
1994,"UNITED ST1",2719,2367838
1994,"UNITED ST4",2719,3179163
1996,"UNITED ST9",9808,182456
1996,"UNITED ST8",7684,6485351
1995,"UNITED ST7",22748,2211931
1995,"UNITED ST3",13279,1618938
1993,"UNITED ST1",20791,1160420
1994,"UNITED ST6",17840,6046600
1993,"UNITED ST9",9131,5527500
1997,"UNITED ST3",21557,3165427
1996,"UNITED ST3",15388,1986053
1994,"UNITED ST3",20350,5317299
1993,"UNITED ST9",27761,643452
1994,"UNITED ST5",15818,3069756
1997,"UNITED ST6",21868,6060597
1992,"UNITED ST1",3808,4548064
1992,"UNITED ST6",11461,4895189
1996,"UNITED ST5",19330,1290542
1992,"UNITED ST4",7657,8096242
1997,"UNITED ST5",7210,5948256
1993,"UNITED ST0",2542,7022890
1995,"UNITED ST3",29609,3111084
1993,"UNITED ST1",20983,1761938
1993,"UNITED ST7",6307,4544365
1992,"UNITED ST9",6325,5117175
1992,"UNITED ST1",6325,5681301
1996,"UNITED ST3",20531,5813933
1992,"UNITED ST4",6448,2789841
1995,"UNITED ST5",25327,5936761
1995,"UNITED ST4",27050,5990638
1993,"UNITED ST0",5485,5943572
1997,"UNITED ST8",14371,1965149
1992,"UNITED ST9",12740,7221146
1997,"UNITED ST0",22279,2052382
1997,"UNITED ST0",23785,754033
1995,"UNITED ST1",14257,977792
1997,"UNITED ST0",20509,2858882
1995,"UNITED ST0",19505,5001610
1995,"UNITED ST4",19505,1545992
1993,"UNITED ST3",1355,5469184
1997,"UNITED ST4",22036,8946935
1995,"UNITED ST3",21440,1763614
1995,"UNITED ST1",21440,4405181
1992,"UNITED ST0",27137,1084251
1997,"UNITED ST7",27065,2365362
1996,"UNITED ST6",3733,1725247
1995,"UNITED ST5",1921,395358
1995,"UNITED ST3",1921,2417030
1993,"UNITED ST5",14492,1349136
1996,"UNITED ST3",2056,5277193
1997,"UNITED ST3",10874,1260032
1996,"UNITED ST9",29065,3364641
1997,"UNITED ST7",9434,3985476
1994,"UNITED ST3",6341,5025951
1995,"UNITED ST1",23927,8806630
1996,"UNITED ST4",18916,5462316
1996,"UNITED ST0",29572,5600951
1995,"UNITED ST1",14504,3032502
1993,"UNITED ST3",7384,1157817
1993,"UNITED ST1",12388,6396012
1994,"UNITED ST1",391,4975733
1997,"UNITED ST1",12965,3851381
1996,"UNITED ST3",24028,1904253
1993,"UNITED ST1",27505,8434197
1995,"UNITED ST5",1834,1555755
1997,"UNITED ST7",1525,5922376
1993,"UNITED ST6",25894,3348096
1995,"UNITED ST5",17350,7146620
1997,"UNITED ST9",16631,4599431
1997,"UNITED ST3",17833,3172323
1997,"UNITED ST4",5020,3322611
1997,"UNITED ST6",5020,8035201
1995,"UNITED ST0",4376,2945206
1993,"UNITED ST1",25084,422492
1994,"UNITED ST1",28135,5667283
1992,"UNITED ST1",29254,7712360
1994,"UNITED ST1",1075,225772
1993,"UNITED ST0",17773,6223684
1993,"UNITED ST5",21082,3103380
1995,"UNITED ST0",11140,3607524
1994,"UNITED ST0",4876,5583922
1995,"UNITED ST1",12380,4891807
1995,"UNITED ST1",16621,2656440
1993,"UNITED ST1",27829,3208451
1992,"UNITED ST0",25910,5255461
1996,"UNITED ST3",15416,6107755
1993,"UNITED ST0",27337,1134836
1993,"UNITED ST1",7214,1569728
1997,"UNITED ST3",11638,3635135
1996,"UNITED ST8",6904,2902868
1994,"UNITED ST3",17857,2364353
1997,"UNITED ST7",8557,489980
1997,"UNITED ST4",19867,9708288
1992,"UNITED ST7",3305,3302081
1994,"UNITED ST0",14335,5152671
1997,"UNITED ST1",17216,4379929
1995,"UNITED ST5",14932,3088889
1993,"UNITED ST6",25058,3355925
1993,"UNITED ST9",8326,3447612
1997,"UNITED ST7",10613,3673608
1997,"UNITED ST4",29128,4396474
1997,"UNITED ST5",5648,2342977
1996,"UNITED ST0",20780,4499687
1996,"UNITED ST3",25183,3549862
1994,"UNITED ST6",18019,2497271
1994,"UNITED ST6",7889,3319242
1994,"UNITED ST4",457,7360254
1994,"UNITED ST5",29626,2006223
1992,"UNITED ST7",12824,1181075
1992,"UNITED ST8",12824,6873972
1995,"UNITED ST0",3445,493609
1997,"UNITED ST2",2233,2845475
1997,"UNITED ST1",2233,2882503
1993,"UNITED ST0",16814,2020271
1993,"UNITED ST7",16744,4256536
1997,"UNITED ST6",7228,241587
1992,"UNITED ST6",15754,2825176
1996,"UNITED ST8",5090,3259602
1992,"UNITED ST7",15856,3775681
1995,"UNITED ST0",22048,4673607
1997,"UNITED ST4",6817,1142304
1993,"UNITED ST5",7189,2373988
1997,"UNITED ST4",27010,6740592
1997,"UNITED ST6",9343,2372370
1992,"UNITED ST4",29113,2139754
1992,"UNITED ST5",20167,5128830
1995,"UNITED ST9",27829,991920
1993,"UNITED ST5",18187,415968
1997,"UNITED ST8",21211,6314600
1993,"UNITED ST9",9946,2302628
1992,"UNITED ST9",27656,3373189
1996,"UNITED ST0",18947,1153128
1996,"UNITED ST6",11891,1233360
1995,"UNITED ST8",18676,5935609
1993,"UNITED ST1",21931,3083978
1994,"UNITED ST9",6499,3438626
1994,"UNITED ST1",26590,4214364
1997,"UNITED ST2",5117,2025630
1992,"UNITED ST1",20356,5153648
1995,"UNITED ST8",4630,4010081
1992,"UNITED ST9",5554,7980126
1994,"UNITED ST9",19981,5939388
1993,"UNITED ST8",27607,6413013
1996,"UNITED ST9",25333,2609567
1996,"UNITED ST3",14380,2514018
1997,"UNITED ST7",17902,543279
1993,"UNITED ST0",4889,5519978
1993,"UNITED ST0",4889,4961628
1994,"UNITED ST0",23888,1185528
1997,"UNITED ST1",26624,3064010
1994,"UNITED ST1",15328,7149688
1993,"UNITED ST1",709,7172479
1994,"UNITED ST9",18877,7730448
1997,"UNITED ST9",6973,3413529
1992,"UNITED ST1",24187,3808151
1996,"UNITED ST9",13742,4874418
1995,"UNITED ST3",19906,6843133
1992,"UNITED ST4",5200,2751143
1993,"UNITED ST4",22478,4040779
1995,"UNITED ST4",27808,6594193
1997,"UNITED ST9",875,5325363
1995,"UNITED ST3",23090,826232
1995,"UNITED ST7",6086,2516568
1997,"UNITED ST7",1814,4984254
1994,"UNITED ST7",5321,6358096
1997,"UNITED ST4",14689,7868206
1997,"UNITED ST0",28534,1562610
1993,"UNITED ST3",26056,2009371
1993,"UNITED ST0",22048,2077214
1993,"UNITED ST5",22048,4483797
1994,"UNITED ST7",9419,2035588
1996,"UNITED ST0",12313,4438237
1996,"UNITED ST3",12313,1201815
1992,"UNITED ST5",17663,1892979
1996,"UNITED ST5",15971,2118156
1996,"UNITED ST9",548,2573046
1993,"UNITED ST3",25489,702320
1993,"UNITED ST4",18428,2187002
1995,"UNITED ST4",26266,560237
1994,"UNITED ST0",9886,4990370
1994,"UNITED ST6",9886,2005139
1994,"UNITED ST1",8428,3623752
1995,"UNITED ST4",12514,8074877
1997,"UNITED ST9",18463,4989369
1994,"UNITED ST2",26233,2170997
1995,"UNITED ST4",2207,6761356
1992,"UNITED ST7",14150,4346610
1996,"UNITED ST1",18547,6126644
1992,"UNITED ST5",26207,3106163
1994,"UNITED ST6",29869,144720
1997,"UNITED ST9",23783,7995499
1997,"UNITED ST0",23783,6157136
1996,"UNITED ST9",6226,1856455
1994,"UNITED ST3",23635,8572070
1996,"UNITED ST4",2005,4117682
1992,"UNITED ST3",1051,3910328
1992,"UNITED ST2",1051,1700161
1993,"UNITED ST7",26327,1168146
1996,"UNITED ST9",21268,2085202
1994,"UNITED ST5",5237,7479361
1995,"UNITED ST7",29545,4485799
1996,"UNITED ST8",18667,5897101
1993,"UNITED ST4",22900,2612418
1997,"UNITED ST6",1861,3418388
1994,"UNITED ST0",7057,954431
1996,"UNITED ST4",23503,1580378
1995,"UNITED ST3",23212,282568
1995,"UNITED ST6",2140,4690029
1996,"UNITED ST4",1478,886984
1997,"UNITED ST7",19906,4772814
1997,"UNITED ST3",4234,1577927
1994,"UNITED ST0",18877,4860974
1997,"UNITED ST1",14515,1545718
1996,"UNITED ST4",13961,6771342
1996,"UNITED ST6",13961,1213704
1997,"UNITED ST1",7546,2127712
1993,"UNITED ST7",6160,5308184
1994,"UNITED ST0",29627,5443401
1992,"UNITED ST1",6719,4020730
1997,"UNITED ST0",12749,6316344
1997,"UNITED ST4",12749,1896272
1994,"UNITED ST0",13507,4661521
1996,"UNITED ST9",9454,4914233
1994,"UNITED ST4",9466,4257685
1995,"UNITED ST5",13271,990213
1993,"UNITED ST7",19934,5297731
1993,"UNITED ST7",1903,4344778
1997,"UNITED ST1",23527,7732124
1994,"UNITED ST8",21796,5876027
1996,"UNITED ST1",14494,4767538
1997,"UNITED ST1",21601,492354
1993,"UNITED ST7",2440,4486452
1997,"UNITED ST9",6385,5237182
1994,"UNITED ST4",4039,2699006
1995,"UNITED ST0",12400,9708810
1995,"UNITED ST4",11368,407588
1994,"UNITED ST1",29497,1328620
1992,"UNITED ST4",12290,2423073
1992,"UNITED ST7",1942,4085556
1992,"UNITED ST1",24890,3674470
1992,"UNITED ST4",4027,1512195
1997,"UNITED ST7",5401,5544152
1992,"UNITED ST3",19396,5040982
1994,"UNITED ST9",5395,4112579
1995,"UNITED ST7",10268,5937692
1995,"UNITED ST0",10268,4179031
1995,"UNITED ST3",13702,3997282
1995,"UNITED ST0",6244,1242256
1995,"UNITED ST3",6244,5811860
1997,"UNITED ST1",1552,5667466
1997,"UNITED ST4",28592,5226406
1992,"UNITED ST4",7759,167075
1992,"UNITED ST2",13273,4699044
1996,"UNITED ST4",27556,4998884
1996,"UNITED ST4",11158,4268563
1994,"UNITED ST4",14230,2703909
1995,"UNITED ST7",14720,1149348
1993,"UNITED ST9",12937,4169668
1994,"UNITED ST0",28408,1586401
1994,"UNITED ST0",18506,9156198
1993,"UNITED ST9",29500,3365604
1995,"UNITED ST9",24550,3083784
1995,"UNITED ST7",24550,2343187
1992,"UNITED ST4",4564,5860512
1996,"UNITED ST1",27253,4888509
1992,"UNITED ST0",17203,2659390
1993,"UNITED ST1",25522,2771000
1995,"UNITED ST0",4937,4025872
1994,"UNITED ST3",15047,4219107
1993,"UNITED ST7",15823,629452
1996,"UNITED ST7",25184,4567721
1994,"UNITED ST8",16202,695512
1993,"UNITED ST9",19546,2594890
1995,"UNITED ST6",16294,431631
1993,"UNITED ST0",27884,3285755
1994,"UNITED ST0",16886,274921
1993,"UNITED ST1",6169,3622806
1993,"UNITED ST0",6169,1015893
1992,"UNITED ST1",25183,1247448
1992,"UNITED ST7",6511,2348478
1994,"UNITED ST6",18361,1187662
1994,"UNITED ST3",18361,964084
1992,"UNITED ST9",11260,1679653
1996,"UNITED ST4",27982,3654885
1997,"UNITED ST8",22525,1717734
1997,"UNITED ST6",25588,5969454
1997,"UNITED ST0",3523,4659112
1996,"UNITED ST7",29147,1433360
1994,"UNITED ST0",23738,4915221
1996,"UNITED ST5",6446,300184
1997,"UNITED ST9",1165,5134417
1994,"UNITED ST9",14725,2823405
1996,"UNITED ST7",26603,1898781
1996,"UNITED ST5",1432,1067880
1995,"UNITED ST4",29951,3908250
1995,"UNITED ST9",12944,6558624
1993,"UNITED ST4",11338,4347030
1994,"UNITED ST4",6619,7377355
1992,"UNITED ST8",2551,2509963
1994,"UNITED ST8",11275,3856343
1994,"UNITED ST6",5666,4805519
1997,"UNITED ST7",4423,1268023
1997,"UNITED ST1",4423,3273894
1992,"UNITED ST4",3475,929546
1992,"UNITED ST6",3475,2420589
1993,"UNITED ST9",3454,5633517
1995,"UNITED ST0",22349,4723584
1997,"UNITED ST7",17072,210774
1994,"UNITED ST3",29392,2445769
1997,"UNITED ST5",20671,2223900
1994,"UNITED ST1",12947,1173478
1997,"UNITED ST4",8815,4900499
1997,"UNITED ST9",13688,4883112
1997,"UNITED ST5",7717,5486074
1992,"UNITED ST5",6256,2792559
1992,"UNITED ST3",6256,5815584
1997,"UNITED ST8",2291,2292046
1993,"UNITED ST0",5881,2771003
1993,"UNITED ST4",1360,7341150
1997,"UNITED ST4",25645,2687720
1994,"UNITED ST0",16760,4297739
1994,"UNITED ST0",7393,826978
1993,"UNITED ST6",4951,5427671
1993,"UNITED ST7",19981,3427645
1995,"UNITED ST7",15640,475501
1994,"UNITED ST9",27205,7744236
1993,"UNITED ST5",961,1113112
1994,"UNITED ST1",23158,6086166
1994,"UNITED ST3",11384,393666
1992,"UNITED ST9",26446,8091239
1996,"UNITED ST3",14428,3021490
1993,"UNITED ST5",13004,3708750
1995,"UNITED ST9",6334,874002
1995,"UNITED ST5",6334,3160100
1993,"UNITED ST1",26671,4991132
1994,"UNITED ST0",5332,4869263
1994,"UNITED ST2",8549,1532781
1995,"UNITED ST7",6517,6200483
1995,"UNITED ST2",6517,3662841
1992,"UNITED ST3",20348,2339112
1992,"UNITED ST3",12083,8206413
1992,"UNITED ST7",17374,305906
1996,"UNITED ST7",29587,2519838
1996,"UNITED ST9",29587,5200300
1992,"UNITED ST5",7789,3793482
1995,"UNITED ST2",26272,7284211
1996,"UNITED ST9",24545,4451456
1996,"UNITED ST8",6041,3071155
1993,"UNITED ST0",29525,765027
1995,"UNITED ST1",19121,4673958
1995,"UNITED ST9",7370,4108726
1997,"UNITED ST7",29276,806383
1994,"UNITED ST7",26836,6995606
