"s_city","lo_custkey","lo_orderdate","lo_revenue"
"UNITED ST6",340,19920309,4166711
"UNITED ST1",20548,19980618,6795008
"UNITED ST9",15925,19940928,2510907
"UNITED ST3",17269,19921216,2246225
"UNITED ST9",16724,19950308,4280249
"UNITED ST4",13540,19930308,764715
"UNITED ST2",15536,19970212,3182408
"UNITED ST3",16733,19920202,7742831
"UNITED ST9",25849,19980404,415105
"UNITED ST9",17941,19940207,3683640
"UNITED ST5",15215,19960513,3722897
"UNITED ST4",12938,19930307,6313039
"UNITED ST8",2335,19941113,8350033
"UNITED ST9",20857,19950630,7943250
"UNITED ST9",313,19960229,7208691
"UNITED ST7",7294,19970424,1316457
"UNITED ST1",7294,19970424,403816
"UNITED ST9",23921,19970218,6300882
"UNITED ST2",26417,19930706,90070
"UNITED ST1",21955,19961007,2899736
"UNITED ST4",7001,19941022,3056556
"UNITED ST8",13831,19930722,2405222
"UNITED ST0",11452,19960131,2539116
"UNITED ST9",27448,19980622,3454097
"UNITED ST0",10664,19920607,1968888
"UNITED ST6",6739,19960404,1066136
"UNITED ST7",11603,19961025,4053168
"UNITED ST4",15727,19950421,3720869
"UNITED ST0",5002,19950320,3862908
"UNITED ST8",21784,19941028,6707280
"UNITED ST0",6803,19950922,5610351
"UNITED ST6",18916,19920401,1151298
"UNITED ST5",2294,19960821,624075
"UNITED ST6",25162,19950215,402234
"UNITED ST3",23596,19940928,2590127
"UNITED ST6",22154,19960419,3453120
"UNITED ST7",22154,19960419,2551844
"UNITED ST3",1633,19920110,2043049
"UNITED ST9",1067,19960927,7003809
"UNITED ST1",6943,19950417,4797484
"UNITED ST4",4976,19940211,6471571
"UNITED ST2",21908,19970716,4168302
"UNITED ST6",2834,19970407,3728216
"UNITED ST4",22183,19950823,1865885
"UNITED ST3",22156,19960704,6835078
"UNITED ST5",23893,19940110,4093840
"UNITED ST0",23357,19931106,2800654
"UNITED ST2",23357,19931106,3868834
"UNITED ST1",15346,19980506,3480711
"UNITED ST1",8542,19950316,2162028
"UNITED ST7",14518,19951220,5548750
"UNITED ST4",26144,19960523,902136
"UNITED ST8",26144,19960523,1815971
"UNITED ST4",538,19960616,2996212
"UNITED ST6",23473,19960903,6263858
"UNITED ST1",23473,19960903,528741
"UNITED ST9",29887,19970821,2488791
"UNITED ST3",15925,19930829,3276018
"UNITED ST3",9586,19971214,5679432
"UNITED ST5",9586,19971214,2351726
"UNITED ST8",6907,19970822,2952155
"UNITED ST9",1519,19920118,2576376
"UNITED ST0",15517,19980321,5432157
"UNITED ST0",8083,19931118,3851869
"UNITED ST1",15913,19960102,2211486
"UNITED ST9",6646,19941203,6146120
"UNITED ST1",17000,19950321,7551892
"UNITED ST3",26812,19970114,570060
"UNITED ST8",2918,19980602,2895705
"UNITED ST1",23072,19970108,6630738
"UNITED ST7",17198,19951030,7662816
"UNITED ST6",6997,19970525,1074706
"UNITED ST1",2909,19930825,4033463
"UNITED ST7",7717,19920728,1668234
"UNITED ST1",5819,19940303,3808811
"UNITED ST0",137,19930221,6581227
"UNITED ST8",10706,19960110,311482
"UNITED ST9",10706,19960110,4259793
"UNITED ST7",21916,19920519,4946883
"UNITED ST9",9418,19930626,3678261
"UNITED ST4",9418,19930626,3080533
"UNITED ST6",17323,19971021,4372052
"UNITED ST6",13534,19970404,3869381
"UNITED ST8",17213,19960305,3754440
"UNITED ST8",11146,19971103,4422589
"UNITED ST4",5555,19920116,7016478
"UNITED ST7",27233,19950526,2309159
"UNITED ST9",10715,19931014,4511478
"UNITED ST0",24580,19920212,535396
"UNITED ST5",15647,19960918,2203510
"UNITED ST5",19090,19921225,5922713
"UNITED ST5",14327,19950226,6121081
"UNITED ST3",12217,19950517,356125
"UNITED ST2",8156,19961228,5573177
"UNITED ST1",25430,19961212,3963328
"UNITED ST7",17413,19940822,5366648
"UNITED ST0",28121,19920708,1778268
"UNITED ST0",8045,19930831,4689350
"UNITED ST1",21322,19920902,1214096
"UNITED ST1",21322,19920902,3774715
"UNITED ST6",9607,19960901,1385883
"UNITED ST1",14932,19930217,1693860
"UNITED ST2",14002,19950426,4779382
"UNITED ST7",22844,19940716,6465318
"UNITED ST8",28660,19980302,4439070
"UNITED ST3",24992,19930813,4472528
"UNITED ST8",1291,19920229,2644560
"UNITED ST9",16606,19950413,1573550
"UNITED ST7",5845,19970620,1833661
"UNITED ST8",7474,19930611,4621266
"UNITED ST1",22691,19930218,6355305
"UNITED ST3",23749,19930208,4126446
"UNITED ST0",27347,19960915,5471786
"UNITED ST4",15587,19980501,5602881
"UNITED ST5",10012,19931122,1737135
"UNITED ST9",25391,19961204,3535785
"UNITED ST1",15298,19930425,601526
"UNITED ST0",15421,19940801,2222316
"UNITED ST1",27517,19950730,2543177
"UNITED ST0",3163,19960812,5449509
"UNITED ST9",8920,19950308,6005463
"UNITED ST0",18757,19921102,4417340
"UNITED ST1",18757,19921102,6392657
"UNITED ST8",2569,19980710,3637926
"UNITED ST9",13496,19930429,6976242
"UNITED ST5",7339,19951129,3422735
"UNITED ST8",8413,19950207,6439190
"UNITED ST1",15074,19921103,7894272
"UNITED ST6",16384,19951113,2524767
"UNITED ST0",21832,19960620,5145722
"UNITED ST7",14015,19921228,8734435
"UNITED ST5",6694,19941009,8801009
"UNITED ST5",809,19960701,2062944
"UNITED ST5",25528,19921031,3037412
"UNITED ST1",14386,19960801,6145160
"UNITED ST0",3773,19960911,7261105
"UNITED ST8",13432,19971203,5885874
"UNITED ST1",16294,19971230,5746452
"UNITED ST1",5116,19950210,6086694
"UNITED ST5",20425,19920210,6280394
"UNITED ST3",6419,19940107,4151199
"UNITED ST6",5620,19970717,4201232
"UNITED ST4",20092,19960901,3861438
"UNITED ST1",11228,19941128,473376
"UNITED ST2",20659,19980421,2060359
"UNITED ST7",6019,19950123,4212140
"UNITED ST1",2701,19921005,3998512
"UNITED ST1",16856,19940114,848667
"UNITED ST9",18521,19980213,1664752
"UNITED ST1",21970,19950529,1879097
"UNITED ST1",15115,19920220,934732
"UNITED ST5",24584,19931119,1236051
"UNITED ST9",20083,19950909,4759461
"UNITED ST0",20083,19950909,2894015
"UNITED ST0",25753,19940415,98901
"UNITED ST9",29299,19950330,8038458
"UNITED ST6",3590,19960814,1601160
"UNITED ST3",12767,19960130,2509271
"UNITED ST4",6664,19970614,1048585
"UNITED ST0",25258,19940203,540532
"UNITED ST4",26953,19940908,836254
"UNITED ST1",21445,19950314,5509802
"UNITED ST5",6584,19920103,4254378
"UNITED ST4",11728,19970303,330319
"UNITED ST3",7399,19970828,4055400
"UNITED ST9",20239,19920517,3234300
"UNITED ST3",29800,19920927,8264810
"UNITED ST4",23302,19930913,4816488
"UNITED ST7",3130,19951224,3630476
"UNITED ST7",6904,19970908,833961
"UNITED ST9",11506,19940415,1227903
"UNITED ST1",27001,19940512,3874840
"UNITED ST8",25564,19930503,3771098
"UNITED ST9",25873,19940413,3229843
"UNITED ST4",2102,19960430,600746
"UNITED ST0",8480,19960812,6545572
"UNITED ST3",19067,19950422,4712560
"UNITED ST1",19172,19950713,7919654
"UNITED ST9",19172,19950713,7987464
"UNITED ST4",6142,19940509,789668
"UNITED ST3",24904,19930114,3657060
"UNITED ST1",11995,19930131,5486047
"UNITED ST8",5221,19931118,5140894
"UNITED ST9",2113,19980312,3358354
"UNITED ST8",12932,19980802,4645400
"UNITED ST1",29089,19930409,787069
"UNITED ST7",4097,19931207,2454154
"UNITED ST6",26086,19940517,6303174
"UNITED ST6",3646,19930328,2386432
"UNITED ST3",13637,19931005,6758932
"UNITED ST5",6554,19980601,5635365
"UNITED ST5",9233,19980123,6670351
"UNITED ST0",26486,19940428,6061469
"UNITED ST7",6151,19970715,1866016
"UNITED ST4",24508,19930508,1854563
"UNITED ST7",12676,19931222,2768728
"UNITED ST1",12676,19931222,938522
"UNITED ST9",12676,19931222,5076086
"UNITED ST7",26443,19930729,1048623
"UNITED ST3",18746,19951012,3221847
"UNITED ST1",25129,19920304,4045604
"UNITED ST4",24361,19930703,8175285
"UNITED ST9",24361,19930703,7071667
"UNITED ST4",1450,19950228,4296099
"UNITED ST1",28030,19951203,1011393
"UNITED ST0",11464,19960601,3386095
"UNITED ST4",6391,19940530,3310902
"UNITED ST9",4246,19930506,5201287
"UNITED ST3",20065,19950413,4345677
"UNITED ST6",26839,19921202,4281859
"UNITED ST8",15535,19970129,5177665
"UNITED ST4",15535,19970129,3979922
"UNITED ST1",802,19971210,7290830
"UNITED ST8",23614,19950331,5347562
"UNITED ST8",19546,19921218,3304000
"UNITED ST0",14020,19920215,4046380
"UNITED ST3",8071,19950316,180486
"UNITED ST1",12439,19941121,2365790
"UNITED ST1",29359,19950523,4004653
"UNITED ST9",29078,19950805,3990626
"UNITED ST0",25846,19951219,290021
"UNITED ST1",7760,19950904,270375
"UNITED ST8",4078,19980227,4343752
"UNITED ST9",15236,19970701,5024181
"UNITED ST9",23744,19941003,1403154
"UNITED ST2",12031,19940122,5192414
"UNITED ST0",29738,19961011,6037307
"UNITED ST1",23324,19971229,2030205
"UNITED ST0",10664,19980614,2767037
"UNITED ST1",15617,19960217,2739241
"UNITED ST7",8623,19931013,2640216
"UNITED ST0",28486,19920427,3229662
"UNITED ST7",6223,19960705,927866
"UNITED ST9",4069,19950320,7665744
"UNITED ST1",12658,19960629,1789022
"UNITED ST0",13793,19930321,6094511
"UNITED ST0",14992,19931112,4884279
"UNITED ST4",10838,19940420,5322233
"UNITED ST9",21376,19980518,2581886
"UNITED ST5",22898,19961101,1929431
"UNITED ST6",9775,19941219,4505155
"UNITED ST7",12184,19961222,6048148
"UNITED ST7",10909,19970622,4073522
"UNITED ST3",20672,19941204,2035530
"UNITED ST3",13852,19980719,1273379
"UNITED ST5",3052,19940804,2002485
"UNITED ST5",12311,19930901,3600518
"UNITED ST5",14306,19950106,2978343
"UNITED ST3",24637,19970520,2199719
"UNITED ST0",10033,19970402,3120234
"UNITED ST7",23866,19930504,5890887
"UNITED ST8",12823,19961204,3938735
"UNITED ST1",5024,19960717,4602678
"UNITED ST1",5585,19970207,7396403
"UNITED ST3",8863,19940618,3105950
"UNITED ST9",1756,19960927,3623590
"UNITED ST0",20332,19970504,8333841
"UNITED ST7",20332,19970504,3046476
"UNITED ST6",13541,19960220,4564832
"UNITED ST4",2062,19980613,198917
"UNITED ST1",1666,19920214,3311654
"UNITED ST0",8591,19930528,2863968
"UNITED ST3",5884,19950827,1346883
"UNITED ST4",17627,19941010,4658139
"UNITED ST9",26647,19930416,1792760
"UNITED ST5",26431,19940123,643091
"UNITED ST1",26431,19940123,4902422
"UNITED ST6",12134,19980318,1888728
"UNITED ST9",3410,19960410,2484300
"UNITED ST5",2660,19961204,171563
"UNITED ST7",12304,19960423,1801170
"UNITED ST3",18230,19970623,2881226
"UNITED ST3",18230,19970623,3172792
"UNITED ST7",15089,19970309,6681702
"UNITED ST9",28976,19971119,2788989
"UNITED ST8",21428,19970213,1858803
"UNITED ST1",7231,19980420,853102
"UNITED ST6",2669,19931113,5216702
"UNITED ST0",2669,19931113,1386901
"UNITED ST7",20957,19971207,4347803
"UNITED ST0",1787,19930523,1942387
"UNITED ST7",7483,19941024,4286461
"UNITED ST0",8126,19930517,2007392
"UNITED ST5",11713,19980224,6090651
"UNITED ST9",8687,19931005,6077299
"UNITED ST5",23038,19980429,2291447
"UNITED ST3",14527,19980716,6742716
"UNITED ST0",13555,19970330,5590126
"UNITED ST6",5209,19930912,6765287
"UNITED ST0",28397,19920917,1202498
"UNITED ST4",17060,19920423,4343724
"UNITED ST9",13381,19970514,4086544
"UNITED ST3",15244,19950114,5128655
"UNITED ST4",16787,19941206,4552429
"UNITED ST7",23587,19930813,7096008
"UNITED ST5",28714,19951024,8151766
"UNITED ST9",6061,19921110,4717989
"UNITED ST0",28688,19941108,7826544
"UNITED ST2",10138,19980615,1864320
"UNITED ST3",12260,19930321,5020842
"UNITED ST6",15308,19930921,2734545
"UNITED ST2",21481,19960713,1320018
"UNITED ST7",22591,19921125,6162145
"UNITED ST0",17197,19970605,2312992
"UNITED ST4",7483,19980108,7147146
"UNITED ST5",7414,19920419,2035088
"UNITED ST5",18655,19960125,6203420
"UNITED ST3",6893,19961201,5526392
"UNITED ST4",6893,19961201,3971007
"UNITED ST1",21443,19920512,5030679
"UNITED ST0",11306,19921114,5247072
"UNITED ST9",12448,19930223,4938706
"UNITED ST3",29941,19930815,5863349
"UNITED ST5",7789,19920806,3281640
"UNITED ST1",2890,19970416,6687978
"UNITED ST6",27316,19960529,3190054
"UNITED ST1",27853,19930521,5005776
"UNITED ST6",11093,19941028,6055680
"UNITED ST1",11116,19960815,5301788
"UNITED ST3",24466,19960228,1972730
"UNITED ST7",23225,19980725,5989496
"UNITED ST8",12145,19961102,2879895
"UNITED ST5",19316,19970716,110272
"UNITED ST7",6842,19980610,1213260
"UNITED ST4",2797,19920923,986397
"UNITED ST7",4168,19970917,5312355
"UNITED ST0",12097,19940318,4062123
"UNITED ST7",21502,19930214,7269061
"UNITED ST1",15760,19960609,3957144
"UNITED ST7",7133,19950207,1959132
"UNITED ST9",16876,19931228,3831726
"UNITED ST9",29416,19940628,9369550
"UNITED ST8",29416,19940628,8585353
"UNITED ST1",22411,19930424,2212516
"UNITED ST5",22411,19930424,3345683
"UNITED ST5",8963,19931212,1337617
"UNITED ST9",2048,19960529,1677608
"UNITED ST9",25786,19930308,695550
"UNITED ST1",12167,19960119,913830
"UNITED ST5",24010,19930129,1195334
"UNITED ST6",1531,19960929,5543117
"UNITED ST0",16765,19930622,5132601
"UNITED ST0",11488,19951107,1103880
"UNITED ST9",27329,19970817,1543035
"UNITED ST1",19400,19930903,5279830
"UNITED ST7",5408,19941207,6817487
"UNITED ST9",1348,19951206,6026187
"UNITED ST9",20209,19961124,1859838
"UNITED ST0",11494,19951206,1489559
"UNITED ST5",5281,19940708,5155748
"UNITED ST1",751,19970131,4141951
"UNITED ST1",1930,19980301,2437558
"UNITED ST9",4390,19960321,2589467
"UNITED ST3",14734,19920210,5615586
"UNITED ST5",16423,19950325,680428
"UNITED ST3",26843,19980731,2680320
"UNITED ST4",26869,19961126,3021297
"UNITED ST0",25708,19950103,1833089
"UNITED ST5",1678,19920107,4668600
"UNITED ST4",18146,19920316,2438385
"UNITED ST4",22565,19931009,4920747
"UNITED ST5",23159,19930801,4067893
"UNITED ST7",8324,19930924,6420974
"UNITED ST9",26302,19980618,3456299
"UNITED ST1",3880,19970706,1195980
"UNITED ST1",14185,19950929,5737668
"UNITED ST7",7057,19940701,2175763
"UNITED ST3",19331,19940417,843620
"UNITED ST6",5869,19980516,612410
"UNITED ST0",19387,19930122,5996682
"UNITED ST2",16300,19970930,3148398
"UNITED ST0",22421,19940504,1556507
"UNITED ST3",21022,19950218,4454472
"UNITED ST2",20992,19971022,569291
"UNITED ST3",12139,19920923,5475189
"UNITED ST0",26234,19961107,1819704
"UNITED ST0",17425,19930209,8519813
"UNITED ST7",2735,19950902,2239795
"UNITED ST1",26074,19970502,1158467
"UNITED ST7",17899,19940214,4072490
"UNITED ST9",26137,19950223,5209130
"UNITED ST9",9592,19920722,492067
"UNITED ST4",7579,19940718,4335743
"UNITED ST0",8998,19951105,371088
"UNITED ST0",7474,19951213,4720489
"UNITED ST5",13502,19940727,1151544
"UNITED ST4",27158,19960724,3669429
"UNITED ST5",26584,19921217,346411
"UNITED ST9",10064,19950924,3117648
"UNITED ST2",8053,19980530,971068
"UNITED ST7",25262,19980317,8765775
"UNITED ST6",27920,19950906,2631872
"UNITED ST7",9575,19970206,5158500
"UNITED ST7",10444,19980117,4150531
"UNITED ST1",8317,19940617,397059
"UNITED ST9",3575,19970120,5920670
"UNITED ST4",26281,19941228,6709785
"UNITED ST9",19829,19950712,6654638
"UNITED ST1",24308,19950329,3729264
"UNITED ST4",25429,19920618,4289337
"UNITED ST0",27275,19930517,391180
"UNITED ST8",21703,19950128,1329182
"UNITED ST6",17482,19940114,6473215
"UNITED ST9",17482,19940114,3988394
"UNITED ST9",12631,19930525,1039618
"UNITED ST1",12631,19930525,419472
"UNITED ST9",14668,19940829,2119817
"UNITED ST8",11989,19960127,233350
"UNITED ST4",15007,19950125,5040305
"UNITED ST5",53,19970512,1722081
"UNITED ST8",12764,19940718,2505740
"UNITED ST4",22555,19950701,3442488
"UNITED ST4",23854,19970405,2902573
"UNITED ST9",25714,19971113,6101960
"UNITED ST0",29225,19960131,4496612
"UNITED ST9",28721,19920904,5632420
"UNITED ST3",15578,19931021,7070883
"UNITED ST4",15578,19931021,3244670
"UNITED ST4",24832,19920309,3113609
"UNITED ST9",24508,19941004,2641340
"UNITED ST1",27757,19960827,3790356
"UNITED ST4",11221,19921021,4148005
"UNITED ST7",5956,19940327,4035870
"UNITED ST5",8821,19930303,3875040
"UNITED ST7",12421,19941101,5947584
"UNITED ST4",13664,19920416,249719
"UNITED ST0",15034,19921021,893692
"UNITED ST3",3529,19970312,1351198
"UNITED ST9",15905,19920913,4844432
"UNITED ST3",6233,19951128,5729241
"UNITED ST6",20189,19951014,2921482
"UNITED ST4",17114,19980115,7981804
"UNITED ST6",25166,19930426,2992442
"UNITED ST4",1112,19930708,1771954
"UNITED ST2",1112,19930708,3620908
"UNITED ST6",23711,19950522,1450130
"UNITED ST2",18838,19920202,314416
"UNITED ST3",2224,19941224,162334
"UNITED ST8",29921,19980521,5938107
"UNITED ST0",21323,19960412,5291916
"UNITED ST0",26674,19980530,2276120
"UNITED ST0",7828,19960329,6810612
"UNITED ST1",26411,19920601,2259674
"UNITED ST3",17266,19930306,3725539
"UNITED ST9",6269,19950318,5219518
"UNITED ST6",12644,19951130,4745410
"UNITED ST9",1924,19941009,9572642
"UNITED ST1",1924,19941009,2076591
"UNITED ST8",12982,19930312,1516211
"UNITED ST3",1952,19940324,6253331
"UNITED ST8",6655,19940216,6319555
"UNITED ST4",28616,19971021,6890486
"UNITED ST0",18025,19921023,3803667
"UNITED ST7",27017,19961125,1549103
"UNITED ST3",4649,19960611,458738
"UNITED ST0",22204,19980210,1218890
"UNITED ST1",18637,19930505,983864
"UNITED ST9",25930,19980128,5687188
"UNITED ST3",25930,19980128,3912267
"UNITED ST0",17947,19940520,6348932
"UNITED ST1",19147,19960830,7808283
"UNITED ST5",16732,19941004,5415728
"UNITED ST2",3314,19920709,3525565
"UNITED ST6",1846,19980410,5668389
"UNITED ST7",18164,19951201,6944517
"UNITED ST1",18164,19951201,822144
"UNITED ST8",1316,19941202,2811186
"UNITED ST1",24052,19960711,7354821
"UNITED ST8",24182,19940813,189040
"UNITED ST7",20368,19970221,2776482
"UNITED ST3",18976,19950430,7614486
"UNITED ST7",28621,19951020,2360746
"UNITED ST0",21880,19941110,5319946
"UNITED ST4",21871,19960213,3415524
"UNITED ST7",26032,19940306,6036676
"UNITED ST7",28859,19940530,3232159
"UNITED ST2",28859,19940530,9192817
"UNITED ST9",25103,19921021,1450629
"UNITED ST0",7501,19960326,2261453
"UNITED ST1",15091,19931117,296100
"UNITED ST3",27695,19921014,2474362
"UNITED ST1",10717,19931005,149448
"UNITED ST4",10007,19960108,2708046
"UNITED ST8",1582,19980630,5740005
"UNITED ST5",4120,19931208,5437495
"UNITED ST6",16666,19920609,2345008
"UNITED ST1",19937,19971019,6106816
"UNITED ST6",24646,19920408,1619215
"UNITED ST6",883,19920518,5242968
"UNITED ST1",1069,19950711,2697999
"UNITED ST6",7825,19950117,1851252
"UNITED ST0",12130,19920923,1472334
"UNITED ST2",8147,19920123,4153726
"UNITED ST9",2200,19961214,3119851
"UNITED ST4",673,19920723,4729680
"UNITED ST4",20906,19930418,848935
"UNITED ST5",21329,19931124,4667454
"UNITED ST5",14005,19940622,3151220
"UNITED ST5",22526,19950108,2504885
"UNITED ST3",19910,19940824,3059000
"UNITED ST7",21679,19940702,4228781
"UNITED ST3",22033,19960224,989584
"UNITED ST3",15370,19940213,3240696
"UNITED ST3",15370,19940213,641048
"UNITED ST1",11560,19930902,7194396
"UNITED ST3",7757,19970321,5365764
"UNITED ST3",10814,19960922,5802276
"UNITED ST9",24254,19930307,278264
"UNITED ST9",23314,19950910,188249
"UNITED ST7",17173,19950622,2276403
"UNITED ST3",10039,19960809,7652836
"UNITED ST0",13403,19970629,2526935
"UNITED ST8",13403,19970629,1279516
"UNITED ST8",26120,19940712,7113125
"UNITED ST8",22642,19931108,794747
"UNITED ST7",22642,19931108,3197897
"UNITED ST1",470,19930102,4917150
"UNITED ST6",10706,19920322,513717
"UNITED ST5",17543,19980329,1700583
"UNITED ST5",3296,19940715,3730290
"UNITED ST6",11185,19930902,3351650
"UNITED ST6",8563,19960316,3978400
"UNITED ST8",9086,19970718,236141
"UNITED ST3",1360,19960320,3705345
"UNITED ST1",1210,19920206,4403166
"UNITED ST1",8113,19920228,4733520
"UNITED ST7",28220,19950617,884471
"UNITED ST7",28010,19921208,2650684
"UNITED ST5",24748,19921012,4402848
"UNITED ST4",20117,19980302,6084384
"UNITED ST0",26410,19930414,2398637
"UNITED ST3",29800,19950615,4057995
"UNITED ST0",13051,19920828,3243716
"UNITED ST5",27509,19970314,5804974
"UNITED ST0",6571,19950221,7559979
"UNITED ST3",24553,19941127,7812384
"UNITED ST9",2648,19950423,4658903
"UNITED ST6",11269,19930513,7375605
"UNITED ST4",16471,19941107,3294315
"UNITED ST9",23056,19921003,3612058
"UNITED ST0",3068,19940714,975384
"UNITED ST3",16751,19940211,5823072
"UNITED ST4",16751,19940211,1939882
"UNITED ST0",17510,19930721,6412692
"UNITED ST4",17314,19920823,9716404
"UNITED ST3",27227,19980311,3760498
"UNITED ST5",23872,19920925,3087583
"UNITED ST0",23872,19920925,3537716
"UNITED ST4",18880,19920324,5358754
"UNITED ST1",24832,19960514,5476901
"UNITED ST7",29059,19931010,5222745
"UNITED ST7",18562,19920505,1397651
"UNITED ST7",26984,19920714,4553160
"UNITED ST9",5095,19940624,222744
"UNITED ST6",22997,19950828,4058523
"UNITED ST4",13210,19960323,7169575
"UNITED ST9",952,19960725,3506560
"UNITED ST1",23518,19940603,3913434
"UNITED ST1",26515,19920309,5539623
"UNITED ST4",25450,19920121,4512242
"UNITED ST3",6845,19921018,5902487
"UNITED ST6",22555,19970325,4359111
"UNITED ST0",24475,19950516,2473178
"UNITED ST4",2965,19970222,5207195
"UNITED ST6",17054,19940905,1069848
"UNITED ST6",8461,19931012,401115
"UNITED ST4",4597,19920623,1086794
"UNITED ST1",6505,19930227,6864047
"UNITED ST1",2719,19940302,2367838
"UNITED ST4",2719,19940302,3179163
"UNITED ST9",9808,19961122,182456
"UNITED ST8",7684,19960307,6485351
"UNITED ST7",22748,19950924,2211931
"UNITED ST3",13279,19950206,1618938
"UNITED ST1",20791,19930920,1160420
"UNITED ST6",17840,19940905,6046600
"UNITED ST9",9131,19930303,5527500
"UNITED ST3",21557,19970527,3165427
"UNITED ST3",15388,19961018,1986053
"UNITED ST4",2527,19980121,2485567
"UNITED ST3",20350,19940209,5317299
"UNITED ST9",27761,19930630,643452
"UNITED ST5",15818,19940804,3069756
"UNITED ST6",21868,19970410,6060597
"UNITED ST1",3808,19920518,4548064
"UNITED ST6",11461,19920815,4895189
"UNITED ST5",7210,19980329,2085373
"UNITED ST0",7210,19980329,203493
"UNITED ST5",19330,19960306,1290542
"UNITED ST4",7657,19920908,8096242
"UNITED ST5",7210,19971112,5948256
"UNITED ST0",2542,19930804,7022890
"UNITED ST3",29609,19950418,3111084
"UNITED ST1",20983,19930225,1761938
"UNITED ST7",6307,19931119,4544365
"UNITED ST9",6325,19920916,5117175
"UNITED ST1",6325,19920916,5681301
"UNITED ST3",20531,19960821,5813933
"UNITED ST4",6448,19920611,2789841
"UNITED ST5",25327,19950122,5936761
"UNITED ST4",22651,19980226,407893
"UNITED ST4",27050,19951203,5990638
"UNITED ST0",5485,19930605,5943572
"UNITED ST8",14371,19970825,1965149
"UNITED ST9",12740,19920317,7221146
"UNITED ST0",22279,19970318,2052382
"UNITED ST0",23785,19970703,754033
"UNITED ST1",14257,19950904,977792
"UNITED ST4",29362,19980625,4175143
"UNITED ST0",20509,19970920,2858882
"UNITED ST9",20825,19980508,8457792
"UNITED ST0",19505,19950110,5001610
"UNITED ST4",19505,19950110,1545992
"UNITED ST3",1355,19931001,5469184
"UNITED ST4",22036,19970224,8946935
"UNITED ST3",21440,19950530,1763614
"UNITED ST1",21440,19950530,4405181
"UNITED ST0",27137,19920825,1084251
"UNITED ST7",27065,19971209,2365362
"UNITED ST6",3733,19961229,1725247
"UNITED ST5",1921,19950430,395358
"UNITED ST3",1921,19950430,2417030
"UNITED ST5",14492,19931214,1349136
"UNITED ST3",2056,19960129,5277193
"UNITED ST3",10874,19971225,1260032
"UNITED ST9",29065,19960531,3364641
"UNITED ST7",9434,19970917,3985476
"UNITED ST3",6341,19940827,5025951
"UNITED ST1",23927,19950912,8806630
"UNITED ST4",18916,19961031,5462316
"UNITED ST0",29572,19960926,5600951
"UNITED ST1",14504,19950608,3032502
"UNITED ST3",7384,19930323,1157817
"UNITED ST1",12388,19931003,6396012
"UNITED ST1",391,19940130,4975733
"UNITED ST5",23896,19980106,2316602
"UNITED ST1",12965,19970620,3851381
"UNITED ST3",24028,19960304,1904253
"UNITED ST1",27505,19930131,8434197
"UNITED ST4",8713,19980413,5770396
"UNITED ST5",1834,19950820,1555755
"UNITED ST7",1525,19970806,5922376
"UNITED ST6",25894,19930805,3348096
"UNITED ST5",17350,19950330,7146620
"UNITED ST9",16631,19970601,4599431
"UNITED ST3",17833,19970601,3172323
"UNITED ST4",5020,19970906,3322611
"UNITED ST6",5020,19970906,8035201
"UNITED ST0",4376,19950225,2945206
"UNITED ST1",25084,19931214,422492
"UNITED ST1",28135,19940412,5667283
"UNITED ST1",29254,19921124,7712360
"UNITED ST1",1075,19941007,225772
"UNITED ST0",17773,19931218,6223684
"UNITED ST5",21082,19931117,3103380
"UNITED ST0",11140,19951115,3607524
"UNITED ST0",4876,19941031,5583922
"UNITED ST1",12380,19950103,4891807
"UNITED ST0",12346,19980310,5256169
"UNITED ST1",16621,19951206,2656440
"UNITED ST1",27829,19930808,3208451
"UNITED ST0",25910,19921001,5255461
"UNITED ST3",15416,19960310,6107755
"UNITED ST0",27337,19930901,1134836
"UNITED ST1",7214,19930725,1569728
"UNITED ST3",11638,19970402,3635135
"UNITED ST8",6904,19960902,2902868
"UNITED ST3",17857,19940613,2364353
"UNITED ST7",8557,19971222,489980
"UNITED ST4",19867,19970712,9708288
"UNITED ST7",3305,19920801,3302081
"UNITED ST0",14335,19940705,5152671
"UNITED ST1",17216,19970810,4379929
"UNITED ST5",14932,19950731,3088889
"UNITED ST6",25058,19930818,3355925
"UNITED ST9",8326,19931105,3447612
"UNITED ST1",10094,19980512,389308
"UNITED ST7",10613,19970113,3673608
"UNITED ST4",29128,19971104,4396474
"UNITED ST5",5648,19970602,2342977
"UNITED ST0",20780,19960326,4499687
"UNITED ST3",25183,19960517,3549862
"UNITED ST6",18019,19940226,2497271
"UNITED ST6",7889,19940216,3319242
"UNITED ST4",457,19940601,7360254
"UNITED ST6",29800,19980311,4635179
"UNITED ST5",29626,19940131,2006223
"UNITED ST7",12824,19921027,1181075
"UNITED ST8",12824,19921027,6873972
"UNITED ST0",3445,19950206,493609
"UNITED ST2",2233,19971221,2845475
"UNITED ST1",2233,19971221,2882503
"UNITED ST0",16814,19930903,2020271
"UNITED ST7",16744,19930526,4256536
"UNITED ST6",7228,19970101,241587
"UNITED ST6",15754,19920923,2825176
"UNITED ST7",2026,19980307,8439895
"UNITED ST8",5090,19961130,3259602
"UNITED ST2",8218,19980314,4763455
"UNITED ST9",29785,19980314,4170496
"UNITED ST7",15856,19920608,3775681
"UNITED ST0",22048,19950501,4673607
"UNITED ST4",6817,19971229,1142304
