"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST5",1992,666430,40092,2522427,61925
"UNITED ST3",1993,40576,677403,4646325,82822
"UNITED ST4",1992,853637,685269,4966750,75253
"UNITED ST3",1992,766237,382328,1269279,84618
"UNITED ST9",1993,59626,625579,1787393,90272
"UNITED ST3",1992,711224,351797,3843613,110926
"UNITED ST2",1992,711784,485537,2387295,91350
"UNITED ST5",1993,532243,199662,6387779,105699
"UNITED ST9",1992,734861,509034,2015095,62580
"UNITED ST1",1993,235354,337062,4157706,65943
"UNITED ST7",1993,865811,657951,7635680,114535
"UNITED ST1",1993,411743,791664,4389075,105337
"UNITED ST0",1992,397726,14565,2288879,88773
"UNITED ST1",1993,141586,748691,7654504,104379
"UNITED ST4",1993,806569,640965,3156220,114355
"UNITED ST6",1993,715714,714913,771152,115672
"UNITED ST6",1993,721420,136491,5256093,91649
"UNITED ST8",1993,82447,736481,3420332,91047
"UNITED ST6",1993,244354,730916,2534837,116812
"UNITED ST7",1992,576697,158991,8109760,122999
"UNITED ST2",1993,320252,113206,3552748,73152
"UNITED ST9",1992,599899,791232,389020,79392
"UNITED ST1",1992,599899,694337,3953961,79878
"UNITED ST9",1992,724819,250279,4344204,73755
"UNITED ST4",1993,188105,182812,7577345,113688
"UNITED ST3",1992,18053,462608,471174,94234
"UNITED ST0",1992,18053,436487,661908,85407
"UNITED ST8",1992,135298,257364,3809452,79281
"UNITED ST0",1992,362186,607669,2029122,94597
"UNITED ST0",1993,11101,730699,157399,103779
"UNITED ST5",1993,801989,373066,4111970,68343
"UNITED ST8",1993,394645,185480,6290098,93928
"UNITED ST9",1993,511727,457449,4185505,84385
"UNITED ST6",1993,511727,649346,707239,77718
"UNITED ST0",1993,341653,28705,4146330,98022
"UNITED ST7",1993,75745,347996,3883562,122638
"UNITED ST5",1992,519451,615782,679100,101865
"UNITED ST1",1992,127192,180739,7784804,109183
"UNITED ST8",1992,270235,787713,5247181,108040
"UNITED ST1",1992,51748,699479,4875895,88706
"UNITED ST0",1992,60526,769295,1241476,81855
"UNITED ST4",1992,60526,736481,4939299,91047
"UNITED ST1",1992,512209,264542,5152332,90391
"UNITED ST0",1992,80806,625847,7818092,106368
"UNITED ST0",1992,703250,598532,2608816,97830
"UNITED ST7",1993,55592,28604,2708104,91956
"UNITED ST9",1992,139423,281831,1305230,108769
"UNITED ST8",1992,139423,624096,191771,61203
"UNITED ST4",1993,127630,657426,2739112,83003
"UNITED ST4",1992,396187,798352,6404613,87019
"UNITED ST1",1992,886564,68612,3883558,94836
"UNITED ST9",1992,281350,553869,4699420,115370
"UNITED ST8",1992,577834,122888,1996869,114652
"UNITED ST1",1992,505100,661735,5039199,101802
"UNITED ST3",1993,241108,475619,3855718,95675
"UNITED ST2",1993,261440,795974,811416,124196
"UNITED ST6",1992,50362,287757,2735752,104684
"UNITED ST1",1993,608483,139302,2760395,80478
"UNITED ST8",1993,608483,511470,1548115,88887
"UNITED ST4",1992,449053,560073,3439939,67983
"UNITED ST7",1992,449053,438367,2356138,78320
"UNITED ST4",1993,724021,6134,2839554,62407
"UNITED ST5",1992,693307,117434,844732,87085
"UNITED ST1",1993,491645,506445,4364419,87085
"UNITED ST5",1993,583133,421801,3038983,103366
"UNITED ST3",1993,788527,269955,6198306,115496
"UNITED ST6",1993,396338,245723,7058643,100122
"UNITED ST0",1992,733447,33902,6418306,110154
"UNITED ST6",1993,71794,736107,5318704,68584
"UNITED ST9",1992,843185,353234,4769150,77233
"UNITED ST8",1992,843185,203164,104580,64029
"UNITED ST5",1993,426038,51068,1218795,61143
"UNITED ST9",1992,823310,571050,745484,67261
"UNITED ST4",1992,487004,593512,1430491,96329
"UNITED ST6",1992,666754,642852,2785560,107689
"UNITED ST9",1993,565615,353895,1434375,116932
"UNITED ST4",1992,479578,294831,5039263,109549
"UNITED ST7",1992,43192,550508,4589723,93508
"UNITED ST3",1993,677380,132841,5452874,112430
"UNITED ST8",1993,482761,148138,1226458,71167
"UNITED ST5",1993,482761,150892,4523047,116573
"UNITED ST7",1993,719546,713787,334939,108045
"UNITED ST6",1992,430597,310114,2659620,67446
"UNITED ST5",1993,899944,335321,4917980,81378
"UNITED ST8",1993,401446,72521,5475244,89611
"UNITED ST7",1992,587014,136379,832237,84922
"UNITED ST0",1993,197225,403110,3595456,60785
"UNITED ST7",1993,286520,400635,1956367,92136
"UNITED ST2",1993,252943,69249,2631398,73094
"UNITED ST9",1992,273170,256926,4748699,112974
"UNITED ST0",1992,259168,85540,6806959,91532
"UNITED ST0",1993,600656,122024,4317970,62761
"UNITED ST6",1993,806590,515353,3361986,82099
"UNITED ST5",1993,825064,41195,3449472,68171
"UNITED ST0",1993,532487,216544,1461990,87631
"UNITED ST8",1993,20396,706681,4759173,101259
"UNITED ST5",1993,803632,730550,881930,94831
"UNITED ST3",1993,809954,767963,3736911,121855
"UNITED ST1",1993,52466,377039,209811,66961
"UNITED ST8",1992,596233,115055,4224557,64203
"UNITED ST6",1993,79832,170083,109542,69184
"UNITED ST5",1992,459818,193031,2430152,67441
"UNITED ST1",1992,459818,485782,2975140,106065
"UNITED ST2",1993,678121,330914,5527405,116694
"UNITED ST1",1993,825176,701198,1527729,71949
"UNITED ST2",1992,494914,425071,1008002,59763
"UNITED ST5",1993,593431,472800,5332522,106366
"UNITED ST1",1992,186805,82636,6594298,97117
"UNITED ST6",1993,355192,128411,4191561,86364
"UNITED ST0",1992,389164,124141,4427532,69908
"UNITED ST7",1993,763583,6408,2497360,78864
"UNITED ST9",1993,544615,31383,1248661,78862
"UNITED ST8",1992,387646,35237,4853032,70333
"UNITED ST6",1993,112028,739724,4761963,105821
"UNITED ST4",1992,208531,333685,3959815,103120
"UNITED ST8",1993,771070,51180,1975040,67870
"UNITED ST1",1992,123241,519130,1251380,68946
"UNITED ST9",1992,352726,151917,6733672,118134
"UNITED ST7",1993,98498,134797,6473545,109907
"UNITED ST1",1992,388229,277308,2564153,77117
"UNITED ST0",1993,335950,530949,3207470,118795
"UNITED ST4",1993,806251,365326,2003486,83478
"UNITED ST9",1992,545824,750512,5521804,93748
"UNITED ST6",1993,388304,492135,1713207,67626
"UNITED ST5",1992,326813,243926,5622819,112194
"UNITED ST1",1993,384373,763637,7509849,102036
"UNITED ST4",1992,824794,777833,6053414,114648
"UNITED ST4",1992,1429,333810,3186086,110628
"UNITED ST9",1992,1429,29003,2205112,55920
"UNITED ST7",1993,395854,400908,6316608,108532
"UNITED ST7",1992,377554,666468,1566397,86065
"UNITED ST5",1992,377554,513564,6338555,94652
"UNITED ST1",1993,290588,165997,4555081,123779
"UNITED ST6",1992,506146,227093,4898424,61204
"UNITED ST5",1993,57595,374226,5741727,78012
"UNITED ST4",1992,300610,520266,2223908,77174
"UNITED ST9",1993,56732,394205,1110807,77951
"UNITED ST1",1993,585344,333655,2796387,101318
"UNITED ST2",1992,618451,197076,3969668,70384
"UNITED ST7",1992,359540,226611,968688,92256
"UNITED ST3",1992,835342,775,3519117,100546
"UNITED ST6",1993,401909,762848,6019051,114648
"UNITED ST3",1992,607334,739468,991888,90445
"UNITED ST3",1993,212782,793222,3093326,78911
"UNITED ST1",1992,638771,250095,1317845,62704
"UNITED ST4",1992,638771,135343,3241855,82700
"UNITED ST4",1993,169006,592213,3257754,78311
"UNITED ST7",1993,546604,228680,4182542,96520
"UNITED ST0",1993,642370,428808,2969893,104206
"UNITED ST3",1992,883330,4784,5015676,101326
"UNITED ST7",1992,111971,238510,7097650,86910
"UNITED ST9",1993,526528,50325,2066018,76519
"UNITED ST8",1993,563608,230038,1157751,58081
"UNITED ST1",1992,869695,298326,2542675,79458
"UNITED ST0",1992,274460,237897,2113781,110092
"UNITED ST1",1993,386581,375938,3588805,120835
"UNITED ST8",1992,307975,460119,3731493,64745
"UNITED ST7",1992,757691,544570,4294703,96873
"UNITED ST1",1993,391249,653379,3618635,79940
"UNITED ST9",1993,521986,1253,1142707,69255
"UNITED ST6",1993,712394,245268,4799617,72795
"UNITED ST5",1993,493262,468011,623616,58739
"UNITED ST6",1992,487172,790526,6828053,96989
"UNITED ST0",1993,347185,426396,5415105,79342
"UNITED ST7",1992,375904,597328,5387634,85518
"UNITED ST8",1993,806735,219314,2900721,73998
"UNITED ST7",1993,446783,759250,4477532,78553
"UNITED ST7",1992,163804,598006,107086,66238
"UNITED ST2",1993,415873,611292,2797579,72195
"UNITED ST7",1993,604306,153361,1578425,84861
"UNITED ST3",1993,868895,407161,1749613,64088
"UNITED ST4",1993,670474,344689,3994375,104020
"UNITED ST1",1992,125878,88956,3617607,116697
"UNITED ST9",1992,35755,715336,2053976,81078
"UNITED ST6",1993,668441,421548,4946404,88171
"UNITED ST5",1992,417560,338577,2885390,96933
"UNITED ST3",1992,323606,73730,5070300,102223
"UNITED ST4",1992,52906,453169,2787395,67328
"UNITED ST8",1992,773143,797447,6455633,92664
"UNITED ST4",1992,82990,710037,1744302,62820
"UNITED ST7",1993,724813,269280,2081283,74956
"UNITED ST0",1993,35875,388659,6291504,104858
"UNITED ST9",1993,269683,511459,1441021,88225
"UNITED ST8",1993,152500,246540,4734598,89191
"UNITED ST9",1993,346181,91932,3237974,115435
"UNITED ST0",1993,741055,544804,8254802,110926
"UNITED ST6",1993,741055,707044,1608045,63060
"UNITED ST3",1992,751078,671366,1588748,80239
"UNITED ST6",1993,366400,704623,2343729,97655
"UNITED ST3",1992,206584,589638,1710333,103656
"UNITED ST6",1992,274334,445071,3055262,60963
"UNITED ST4",1992,587272,96991,6083249,119279
"UNITED ST6",1992,707902,69475,3718065,86668
"UNITED ST0",1993,68752,539001,4688229,62398
"UNITED ST0",1993,95747,799249,5205438,80892
"UNITED ST1",1992,851647,142486,4279744,91708
"UNITED ST2",1993,6737,63454,4385590,85047
"UNITED ST3",1993,765386,144716,5106059,105642
"UNITED ST4",1992,725032,412587,137959,89973
"UNITED ST4",1992,495478,224323,4490316,74838
"UNITED ST7",1992,751276,141436,6448981,88645
"UNITED ST9",1992,576325,374729,811669,108222
"UNITED ST8",1993,108682,275291,2621199,75976
"UNITED ST7",1993,526921,486483,4467158,88167
"UNITED ST3",1993,221288,489652,2275299,98497
"UNITED ST8",1992,593446,420508,1611325,85708
"UNITED ST1",1992,293320,217697,6757435,96880
"UNITED ST9",1992,313318,718564,2016143,94951
"UNITED ST1",1992,342329,269653,1285130,97358
"UNITED ST1",1993,41293,89502,2192505,89490
"UNITED ST4",1992,445327,373230,1609476,78193
"UNITED ST7",1992,327046,244398,4651346,80542
"UNITED ST0",1993,105521,367816,3729924,113028
"UNITED ST0",1993,110215,654061,933827,60901
"UNITED ST6",1992,36388,719615,7061385,98074
"UNITED ST7",1992,277973,789622,778773,102695
"UNITED ST2",1992,443681,78095,4152858,64385
"UNITED ST9",1993,81493,320621,1034214,98496
"UNITED ST5",1992,742933,737930,9544315,118074
"UNITED ST1",1993,607948,58885,2181310,110632
"UNITED ST8",1993,289112,408964,2753221,112376
"UNITED ST6",1993,864614,229696,6349906,97540
"UNITED ST5",1992,723905,252684,4374818,98200
"UNITED ST6",1993,114401,332816,7949840,110928
"UNITED ST6",1993,505144,493703,6447384,101800
"UNITED ST6",1992,594440,665512,6805272,88648
"UNITED ST7",1992,291169,770904,2490311,118492
"UNITED ST7",1992,332350,449999,8610549,116938
"UNITED ST9",1993,788812,241285,2820421,73576
"UNITED ST0",1993,497200,758495,3917826,93207
"UNITED ST4",1992,294373,621485,6329025,84387
"UNITED ST2",1993,702017,158844,2953207,114170
"UNITED ST3",1992,262736,235242,3654121,70633
"UNITED ST1",1992,391933,110883,6098293,113632
"UNITED ST8",1993,25270,734063,1938452,65821
"UNITED ST3",1993,143624,595788,6239013,113025
"UNITED ST9",1992,750698,62610,886952,94356
"UNITED ST2",1993,650768,564834,5126787,113928
"UNITED ST9",1992,379159,243811,6780547,105288
"UNITED ST5",1993,285020,775296,504623,82275
"UNITED ST4",1992,10546,351699,8235198,105040
"UNITED ST6",1992,434968,70113,4731024,64986
"UNITED ST1",1992,885709,507394,4641337,84082
"UNITED ST4",1992,675376,751578,1906561,97772
"UNITED ST4",1992,42217,478662,820320,98438
"UNITED ST2",1993,632926,749325,2040820,82457
"UNITED ST0",1992,281909,684143,3424160,67626
"UNITED ST4",1992,782332,488636,4570027,97476
"UNITED ST1",1993,842104,186509,5600205,95730
"UNITED ST2",1993,739103,783889,5026821,118371
"UNITED ST7",1992,747755,737922,7490699,117593
"UNITED ST5",1993,758692,310821,7748556,109908
"UNITED ST0",1992,755819,539286,4415766,79515
"UNITED ST9",1993,484130,518571,3115518,95373
"UNITED ST6",1993,759481,484188,210988,70329
"UNITED ST8",1993,790970,761106,2684261,70024
"UNITED ST6",1993,551392,205284,1027529,71356
"UNITED ST7",1992,740032,512390,4086506,84142
"UNITED ST1",1992,107359,658093,4439677,63063
"UNITED ST8",1992,824902,717298,2249094,78915
"UNITED ST0",1993,860339,535194,1720838,73750
"UNITED ST8",1993,646474,511662,4451882,100418
"UNITED ST3",1993,764926,490452,4431144,86545
"UNITED ST7",1992,603196,712771,3979523,107024
"UNITED ST7",1992,575200,460201,5350717,69670
"UNITED ST1",1993,641686,748188,3448858,74169
"UNITED ST9",1993,518671,516594,4000655,96634
"UNITED ST2",1992,776852,548634,1615305,100956
"UNITED ST9",1992,599401,552592,3280917,98674
"UNITED ST7",1992,698560,736356,1091578,83539
"UNITED ST4",1992,30472,579721,3516767,108042
"UNITED ST7",1992,447992,89318,6021469,78438
"UNITED ST2",1992,127072,483165,640662,68888
"UNITED ST4",1992,512984,444840,346255,107089
"UNITED ST0",1992,512984,17493,3935267,84629
"UNITED ST8",1992,364513,360740,4908789,108043
"UNITED ST0",1992,608173,242367,2612153,78561
"UNITED ST8",1993,305653,528402,657974,85822
"UNITED ST2",1993,225959,180273,3978613,81196
"UNITED ST6",1993,225959,587482,3609758,94167
"UNITED ST9",1993,114334,795539,7767144,98070
"UNITED ST3",1992,97547,483933,1707966,115014
"UNITED ST8",1993,203548,256657,1820185,96818
"UNITED ST9",1992,150118,629214,1646179,68590
"UNITED ST8",1992,328511,767743,5251059,108642
"UNITED ST5",1992,842851,200854,521187,105290
"UNITED ST3",1993,755302,204458,1585880,81746
"UNITED ST7",1992,609092,511725,4633515,104202
"UNITED ST8",1993,588880,13879,695633,107572
"UNITED ST5",1993,147904,680806,3502069,107206
"UNITED ST5",1993,81767,729179,1289085,72488
"UNITED ST5",1993,44353,723950,2062746,118435
"UNITED ST7",1993,303491,752606,4388576,99514
"UNITED ST3",1993,463075,255386,3313183,80482
"UNITED ST5",1992,351361,586135,3328745,73266
"UNITED ST6",1992,351361,258620,4532189,94716
"UNITED ST7",1993,609788,777439,144058,90984
"UNITED ST9",1993,36193,743129,4313291,70325
"UNITED ST0",1993,845260,119424,1327946,86605
"UNITED ST0",1992,287249,240289,4917080,73756
"UNITED ST5",1993,388486,187168,2409907,75309
"UNITED ST7",1992,204641,520637,2894187,99456
"UNITED ST3",1993,295489,288226,1027221,72852
"UNITED ST6",1992,302867,553871,2925772,115491
"UNITED ST5",1992,176944,374478,5456896,93147
"UNITED ST1",1993,649819,305217,4910799,73332
"UNITED ST6",1993,318502,509881,175849,113451
"UNITED ST0",1992,433618,557658,7418384,102937
"UNITED ST4",1993,117740,110125,3859408,68107
"UNITED ST4",1992,664724,244743,5221836,101263
"UNITED ST1",1992,100657,623172,3504448,65708
"UNITED ST4",1992,389776,493052,5172898,62701
"UNITED ST8",1992,725893,455954,2778948,114595
"UNITED ST3",1992,725893,690012,921821,60118
"UNITED ST8",1993,363350,390711,3556555,108102
"UNITED ST3",1993,363350,268266,2869631,74055
"UNITED ST7",1992,744116,248593,4781981,92494
"UNITED ST4",1993,649273,31904,5694961,110154
"UNITED ST0",1993,459982,61978,6083745,116398
"UNITED ST9",1993,459982,743421,1464390,87863
"UNITED ST7",1992,276481,328512,5873926,92430
"UNITED ST1",1992,311686,209134,3285828,62587
"UNITED ST9",1992,488546,584029,2929416,66780
"UNITED ST3",1993,499357,521056,3430340,64621
"UNITED ST5",1992,165356,492756,4182962,104923
"UNITED ST0",1992,196235,9089,684682,59884
"UNITED ST7",1992,196235,90871,5367771,111712
"UNITED ST9",1993,94123,587934,2575913,121314
"UNITED ST7",1993,565711,686673,4379789,99578
"UNITED ST3",1992,327307,322441,263417,87805
"UNITED ST6",1993,553436,337205,5366260,74531
"UNITED ST0",1992,103942,247506,1622094,87209
"UNITED ST5",1992,32411,334152,3601121,71168
"UNITED ST7",1993,84448,253645,2877534,95917
"UNITED ST0",1992,59353,165175,248034,74410
"UNITED ST3",1993,444892,100500,4705568,90030
"UNITED ST8",1993,819349,706376,519759,82940
"UNITED ST5",1992,160606,393162,2313241,75309
"UNITED ST3",1993,494654,670844,3070658,108888
"UNITED ST9",1992,337750,619289,111159,72495
"UNITED ST7",1992,838595,133972,8340823,120358
"UNITED ST4",1993,489158,685315,3120672,78016
"UNITED ST9",1993,222301,306848,6799806,111289
"UNITED ST7",1993,877124,147539,6934722,95191
"UNITED ST9",1993,837214,321001,1344938,61319
"UNITED ST7",1992,751273,181067,3444180,68883
"UNITED ST3",1993,493270,356212,4530010,76092
"UNITED ST6",1992,886829,655274,3042369,73754
"UNITED ST6",1992,471022,349428,3898884,88644
"UNITED ST8",1993,85513,44808,4879795,105168
"UNITED ST0",1992,761245,595525,4002635,97230
"UNITED ST1",1992,220759,635066,1599645,60061
"UNITED ST3",1992,722510,782818,5645316,114046
"UNITED ST4",1993,255538,206032,2521397,56281
"UNITED ST1",1993,439798,198499,750820,95849
"UNITED ST7",1993,423800,662858,4963555,109249
"UNITED ST1",1993,405286,138729,643450,106063
"UNITED ST3",1992,317500,566443,1923001,90565
"UNITED ST6",1992,368287,677092,106906,64143
"UNITED ST7",1992,642220,58150,5265928,66489
"UNITED ST8",1992,642220,519865,5609283,113090
"UNITED ST3",1992,143848,349529,1378039,94710
"UNITED ST0",1992,143848,771780,7245897,111105
"UNITED ST9",1992,71827,350610,2266719,99636
"UNITED ST8",1993,838516,557688,6394352,104739
"UNITED ST6",1992,301708,176857,1740465,116031
"UNITED ST0",1992,639193,203372,979476,76521
"UNITED ST9",1992,342013,408299,2087369,72436
"UNITED ST7",1992,632212,651216,3436177,70030
"UNITED ST0",1992,867508,435056,4378370,59461
"UNITED ST0",1993,725744,68901,3784677,112194
"UNITED ST6",1992,591001,770389,1879642,87561
"UNITED ST9",1993,694307,383979,8532402,123777
"UNITED ST2",1993,528256,140366,4961638,84381
"UNITED ST2",1992,445169,534968,558820,120176
"UNITED ST6",1992,181985,77002,2418130,58740
"UNITED ST7",1993,798101,696705,6738613,102100
"UNITED ST9",1992,875446,138377,6588547,84922
"UNITED ST6",1993,23887,122868,6107477,113451
"UNITED ST1",1992,334093,124544,4611507,94112
"UNITED ST9",1993,386714,743029,4716756,64319
"UNITED ST0",1992,820072,570453,4197049,91405
"UNITED ST9",1992,413960,609158,102443,64027
"UNITED ST6",1993,328402,718471,6925896,89366
"UNITED ST0",1992,44113,574849,7964614,115429
"UNITED ST0",1992,653749,402780,3321768,100965
"UNITED ST4",1993,344362,244345,2680517,77359
"UNITED ST8",1993,693109,592109,4221796,72064
"UNITED ST0",1992,774979,238195,3966130,67990
"UNITED ST5",1992,411904,517279,2713051,77775
"UNITED ST5",1993,801619,649258,2484458,72433
"UNITED ST1",1993,701747,286514,294098,90030
"UNITED ST7",1993,740423,770514,6997063,95068
"UNITED ST9",1992,464639,585414,2706398,89963
"UNITED ST7",1992,139771,452945,8119301,113875
"UNITED ST6",1993,96199,463215,342853,70691
"UNITED ST4",1993,78800,788771,3764113,111584
"UNITED ST6",1992,632903,88430,2799980,85105
"UNITED ST1",1993,85735,468592,611743,93634
"UNITED ST2",1993,85735,612418,1360978,79822
"UNITED ST3",1993,786910,419146,210893,63907
"UNITED ST4",1993,386737,205873,7037170,106731
"UNITED ST8",1992,348755,619560,2692744,88771
"UNITED ST3",1992,348755,513499,6966436,90748
"UNITED ST2",1993,414403,639653,4370149,95557
"UNITED ST0",1992,853715,437389,3258866,79581
"UNITED ST0",1993,222376,54875,4567355,109792
"UNITED ST7",1992,487613,498211,5804112,72551
"UNITED ST5",1992,416758,106993,5579972,119999
"UNITED ST7",1992,791158,516977,1854373,119637
"UNITED ST1",1992,806482,344075,671436,67143
"UNITED ST0",1992,716485,761350,5645280,84679
"UNITED ST9",1992,689528,140157,3340048,71829
"UNITED ST7",1992,531541,316480,6400402,89788
"UNITED ST7",1993,205148,422957,6015776,112795
"UNITED ST1",1992,193276,583762,4119691,110744
"UNITED ST0",1993,292630,259453,1576283,84746
"UNITED ST7",1992,115096,203961,8056584,111897
"UNITED ST0",1992,707632,112231,1808899,74593
"UNITED ST0",1992,841211,120790,4726161,108647
"UNITED ST0",1993,291317,53260,1728895,72795
"UNITED ST7",1993,80789,505995,5024435,120058
"UNITED ST1",1993,584744,533280,623798,78795
"UNITED ST2",1993,367148,483387,3323123,82221
"UNITED ST2",1993,870604,619366,1300753,77119
"UNITED ST8",1992,543605,476192,3205458,70090
"UNITED ST7",1993,235723,321040,3089719,63661
"UNITED ST7",1993,447391,397116,4084507,72786
"UNITED ST7",1992,680096,285180,5202484,69910
"UNITED ST7",1992,391097,567035,3587042,66120
"UNITED ST7",1993,586285,136071,2444410,66424
"UNITED ST9",1992,323843,341575,1293248,96993
"UNITED ST7",1992,514042,588465,4526724,93206
"UNITED ST0",1993,344170,418439,2660523,81444
"UNITED ST2",1992,145195,445792,4865756,104266
"UNITED ST4",1993,387374,712187,110321,71949
"UNITED ST2",1993,122438,772670,8626068,104558
"UNITED ST2",1993,401699,589071,2900125,69603
"UNITED ST8",1993,604133,516383,678689,83961
"UNITED ST4",1993,741862,145003,754560,62880
"UNITED ST2",1992,554095,436518,4049300,87269
"UNITED ST8",1993,356674,62767,3891960,103785
"UNITED ST6",1992,831902,280094,1649786,64444
"UNITED ST9",1992,322219,556153,4456853,72547
"UNITED ST7",1993,219388,32259,933940,71475
"UNITED ST1",1992,123389,148199,2294829,74831
"UNITED ST1",1992,514966,297619,4233875,96996
"UNITED ST0",1992,852080,25218,1810844,68592
"UNITED ST7",1992,86710,16528,2123444,86671
"UNITED ST1",1993,834046,548170,462897,73089
"UNITED ST8",1992,675221,523122,3230327,68706
"UNITED ST5",1993,269561,37169,433614,66369
"UNITED ST5",1992,861298,383453,4867441,92186
"UNITED ST5",1993,518462,680040,2907028,61200
"UNITED ST2",1993,796279,541182,2935584,73389
"UNITED ST3",1993,760186,719556,6593551,94531
"UNITED ST0",1992,10588,61175,2587059,68170
"UNITED ST8",1993,154789,544447,6263964,89485
"UNITED ST8",1992,522824,47816,1728533,105828
"UNITED ST5",1992,510574,744519,4027524,93808
"UNITED ST4",1993,571174,257373,122393,79821
"UNITED ST8",1992,708451,467238,4941361,72312
"UNITED ST7",1993,496903,545510,979958,93329
"UNITED ST5",1992,349669,35577,3304965,90754
"UNITED ST3",1992,616121,196266,2484762,81735
"UNITED ST5",1992,642908,386305,5533160,83477
"UNITED ST8",1992,500569,118563,901489,94893
"UNITED ST4",1993,288793,374268,3053618,80535
"UNITED ST3",1993,514712,469147,3828291,66967
"UNITED ST0",1992,890521,337253,516096,77414
"UNITED ST6",1992,522431,640499,2901951,86367
"UNITED ST4",1992,493780,42497,1295541,86369
"UNITED ST1",1993,296648,283599,4605307,94954
"UNITED ST3",1992,179672,732168,3207947,72007
"UNITED ST1",1993,807449,509737,3696038,104802
"UNITED ST3",1992,448871,756764,3286417,109243
"UNITED ST0",1992,375833,601011,983114,54718
"UNITED ST2",1992,9245,439722,2824890,99702
"UNITED ST0",1992,452432,286914,4277025,114054
"UNITED ST2",1993,873031,793607,2804239,102034
"UNITED ST3",1992,303382,377155,2720565,73928
"UNITED ST4",1992,507251,219852,637862,106310
"UNITED ST5",1992,507251,353724,3306540,106662
"UNITED ST3",1992,507251,60017,928159,58620
"UNITED ST9",1993,608420,275220,2089227,71712
"UNITED ST2",1993,11521,347203,2304100,75011
"UNITED ST5",1992,109846,659704,3319021,99820
"UNITED ST5",1992,776102,70611,6819902,94896
"UNITED ST5",1993,212773,353894,3365936,116872
"UNITED ST1",1992,401011,605197,3751752,66129
"UNITED ST1",1992,264643,30765,7252765,101745
"UNITED ST8",1993,884063,583781,2401810,111885
"UNITED ST2",1992,257416,422152,4295445,64447
"UNITED ST5",1993,303874,242210,1341160,69132
"UNITED ST4",1993,355303,292414,4863331,84384
"UNITED ST5",1992,339376,23755,1248990,100725
"UNITED ST3",1992,299878,545789,704547,110085
"UNITED ST6",1992,299878,264007,4369455,58259
"UNITED ST7",1992,824821,197205,3794610,78132
"UNITED ST9",1993,826601,312049,4737498,63661
"UNITED ST5",1993,748060,798138,4390627,74166
"UNITED ST2",1993,532747,119758,163553,106665
"UNITED ST0",1992,616840,567669,4633355,104198
"UNITED ST0",1992,822568,250979,6322548,115797
"UNITED ST4",1993,544636,192242,5087457,80054
"UNITED ST2",1993,33368,430141,3449006,64267
"UNITED ST9",1992,776899,646449,1155399,83724
"UNITED ST5",1993,78230,562938,7283312,120054
"UNITED ST0",1993,538837,419265,4547481,71054
"UNITED ST6",1992,252065,541239,3297820,76812
"UNITED ST7",1992,145811,232443,4988684,82525
"UNITED ST4",1992,62824,304233,3761148,74233
"UNITED ST9",1993,28238,313270,2012151,76995
"UNITED ST5",1993,28238,320691,5477376,102700
"UNITED ST6",1993,530770,77914,5872488,113514
"UNITED ST1",1992,493261,215037,2479060,57121
"UNITED ST6",1992,289403,743411,397045,87262
"UNITED ST9",1993,291811,33404,3878460,80244
"UNITED ST8",1993,291811,618514,5171252,85948
"UNITED ST3",1992,573227,555108,4810498,69784
"UNITED ST5",1993,311510,427218,3435570,68711
"UNITED ST6",1993,9133,523446,5673430,88165
"UNITED ST0",1993,71035,791823,6944943,114887
"UNITED ST2",1992,552481,139853,7192830,113571
"UNITED ST8",1993,794131,6664,5908822,94239
"UNITED ST2",1992,230144,442245,1450782,71233
"UNITED ST4",1992,894142,73226,3173136,71953
"UNITED ST6",1992,545653,637293,4187805,73815
"UNITED ST0",1993,662659,668395,2317712,81801
"UNITED ST4",1993,273409,541076,4289472,67023
"UNITED ST0",1992,853202,710290,4353270,78015
"UNITED ST1",1992,159208,332022,2760452,63240
"UNITED ST5",1992,159208,285663,3481948,98919
"UNITED ST6",1992,1093,406438,5346718,80664
"UNITED ST1",1992,884770,558910,7883435,118133
"UNITED ST3",1993,318043,140915,7905788,117354
"UNITED ST2",1993,162787,55208,3916494,69792
"UNITED ST0",1992,125425,85432,555632,85045
"UNITED ST1",1992,63599,293112,4440291,66306
"UNITED ST3",1993,401767,716795,724704,108705
"UNITED ST1",1993,186901,677691,7445560,100119
"UNITED ST4",1993,731917,263856,2766156,109190
"UNITED ST6",1992,246590,344109,4773792,69185
"UNITED ST2",1993,185332,621750,1369138,100303
"UNITED ST9",1993,105697,614587,7132362,90093
"UNITED ST5",1992,888517,272431,383133,84205
"UNITED ST4",1993,415148,664406,882518,82222
"UNITED ST2",1992,889271,618995,8360177,114837
"UNITED ST5",1992,322241,121965,5011113,119217
"UNITED ST4",1992,152374,139047,5212992,65162
"UNITED ST7",1993,825068,270203,1024194,70391
"UNITED ST3",1993,397609,187540,4189287,97652
"UNITED ST6",1993,79774,690519,407559,90568
"UNITED ST0",1993,667609,250056,3647901,60362
"UNITED ST0",1993,667609,277145,2374427,67327
"UNITED ST5",1992,845666,609701,624939,96640
"UNITED ST2",1993,538274,599702,4524018,108100
"UNITED ST7",1993,538274,703445,2178408,86904
"UNITED ST9",1992,479363,30069,293723,59943
"UNITED ST0",1992,838954,39315,589525,75258
"UNITED ST9",1992,21559,145076,4022399,67264
