"s_city","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST5",1993,565186,1664042,75069
"UNITED ST8",1993,533741,4475843,106483
"UNITED ST4",1993,660421,2707524,82883
"UNITED ST3",1992,565167,1287586,73928
"UNITED ST8",1992,661707,5865375,100120
"UNITED ST5",1993,14847,6573425,105710
"UNITED ST4",1992,203326,2035737,73758
"UNITED ST2",1992,615326,953310,74477
"UNITED ST8",1992,249648,1782955,95857
"UNITED ST1",1992,626180,2366054,66369
"UNITED ST2",1992,501506,5155581,90448
"UNITED ST4",1993,403230,4936262,67992
"UNITED ST2",1993,794384,1593661,88701
"UNITED ST7",1992,208726,6501241,98082
"UNITED ST0",1993,327953,1303458,118856
"UNITED ST9",1993,181026,2169759,66421
"UNITED ST3",1993,541914,7475411,117353
"UNITED ST3",1993,547382,6243444,85761
"UNITED ST4",1992,329934,1608450,117835
"UNITED ST7",1992,618248,3117279,69972
"UNITED ST9",1993,373586,7083044,99574
"UNITED ST0",1992,555772,2138467,109665
"UNITED ST3",1992,704515,829636,91168
"UNITED ST5",1993,658218,1979510,70570
"UNITED ST6",1992,102788,6984042,107446
"UNITED ST1",1992,349487,5365353,92188
"UNITED ST9",1993,301877,4415321,112731
"UNITED ST1",1993,544267,257003,78674
"UNITED ST5",1993,177758,7431116,110145
"UNITED ST0",1992,472359,3466783,79879
"UNITED ST7",1992,102909,8431479,114714
"UNITED ST4",1992,227745,6858193,100363
"UNITED ST5",1993,434824,7756308,105528
"UNITED ST5",1993,436359,5658001,77719
"UNITED ST2",1992,737582,6627198,97173
"UNITED ST0",1993,605484,4751919,83367
"UNITED ST8",1993,681406,3225635,83242
"UNITED ST4",1993,3758,7816872,99705
"UNITED ST0",1992,726561,6143741,95251
"UNITED ST6",1993,166674,4558814,104440
"UNITED ST8",1992,524057,3670096,64861
"UNITED ST2",1993,40041,1824734,58862
"UNITED ST0",1992,498352,1883710,81019
"UNITED ST3",1992,81459,5041575,86427
"UNITED ST8",1993,694403,1991252,83842
"UNITED ST3",1993,359698,3445052,105460
"UNITED ST5",1992,592310,5712929,84137
"UNITED ST4",1992,731635,7094716,99996
"UNITED ST1",1993,731589,1111697,97233
"UNITED ST0",1992,647683,6731323,97839
"UNITED ST2",1992,92065,3383649,63423
"UNITED ST7",1992,232890,2227559,109372
"UNITED ST0",1992,8199,315549,66431
"UNITED ST3",1993,243163,1502151,66369
"UNITED ST6",1992,52746,5351031,101924
"UNITED ST4",1993,765684,3149370,104979
"UNITED ST7",1992,228009,2730388,56219
"UNITED ST6",1992,360485,3656582,92728
"UNITED ST8",1993,535588,452973,97413
"UNITED ST2",1992,507757,4861831,105883
"UNITED ST4",1993,777266,260586,80593
"UNITED ST2",1992,242577,7141932,91173
"UNITED ST3",1993,787675,2855476,105758
"UNITED ST2",1993,198935,8658440,122035
"UNITED ST9",1993,146363,2982205,84561
"UNITED ST7",1993,497392,5251818,83362
"UNITED ST9",1993,217186,2461172,66190
"UNITED ST5",1993,342098,2850200,68404
"UNITED ST5",1993,276584,1866441,93634
"UNITED ST9",1992,123674,4325663,101860
"UNITED ST2",1992,105710,1544139,102942
"UNITED ST5",1993,95563,5470545,93513
"UNITED ST8",1992,134643,161053,100658
"UNITED ST5",1993,102587,4228282,95374
"UNITED ST0",1993,576242,1550226,79093
"UNITED ST0",1993,665562,7179391,91651
"UNITED ST5",1992,208882,1404042,107452
"UNITED ST8",1993,347881,5613011,115732
"UNITED ST5",1992,549725,2782729,106482
"UNITED ST3",1993,745550,6723521,95731
"UNITED ST8",1992,363280,5190395,80596
"UNITED ST2",1992,347910,8223180,117474
"UNITED ST5",1993,357397,6352731,87262
"UNITED ST5",1993,772469,5857434,92485
"UNITED ST4",1992,636878,6606017,108890
"UNITED ST8",1993,347878,4766503,115551
"UNITED ST8",1993,381106,1151477,71225
"UNITED ST8",1992,612946,5019057,111534
"UNITED ST1",1992,25028,2287248,57181
"UNITED ST9",1993,461490,924586,87088
"UNITED ST5",1992,42371,5534541,78802
"UNITED ST2",1992,463171,1669468,68049
"UNITED ST4",1993,69229,4730572,71893
"UNITED ST6",1993,365314,4746171,82758
"UNITED ST4",1992,28574,1998418,90154
"UNITED ST8",1992,20301,1289692,73278
"UNITED ST8",1992,280776,2557842,105405
"UNITED ST2",1993,750966,8713137,121015
"UNITED ST9",1992,336678,1872408,102879
"UNITED ST4",1992,457705,3594714,99760
"UNITED ST5",1992,549516,144025,93929
"UNITED ST4",1992,11634,4748175,92737
"UNITED ST9",1993,466816,6560667,106967
"UNITED ST5",1992,144210,3965812,75252
"UNITED ST2",1992,397098,1539263,71704
"UNITED ST7",1992,724302,4514623,79576
"UNITED ST2",1992,475663,2385859,98318
"UNITED ST6",1992,154585,1246080,98374
"UNITED ST7",1993,716766,5118217,106963
"UNITED ST7",1993,727458,3689783,89125
"UNITED ST8",1993,333806,367958,110387
"UNITED ST1",1993,83452,3737911,86127
"UNITED ST5",1992,48812,1943934,105648
"UNITED ST9",1992,712875,3371682,113270
"UNITED ST5",1992,7837,4475488,104689
"UNITED ST5",1992,30884,2903808,108892
"UNITED ST2",1992,172376,544587,86902
"UNITED ST5",1992,330970,8840241,120057
"UNITED ST7",1993,421358,5516470,76759
"UNITED ST4",1993,332399,1122201,85882
"UNITED ST4",1992,580444,5792796,91465
"UNITED ST6",1993,31844,6208336,106550
"UNITED ST9",1992,650846,7438793,107808
"UNITED ST1",1992,304420,2165103,85464
"UNITED ST3",1992,234901,3418427,110153
"UNITED ST7",1992,531633,2397038,99876
"UNITED ST7",1993,250510,1542288,87630
"UNITED ST9",1993,785624,311145,102575
"UNITED ST2",1992,422204,983155,67570
"UNITED ST7",1993,333893,9441712,115612
"UNITED ST2",1992,752617,5619806,100174
"UNITED ST2",1992,564347,3375877,84679
"UNITED ST7",1993,396387,1254931,89002
"UNITED ST3",1992,55700,1986840,99342
"UNITED ST0",1993,483544,3326938,91651
"UNITED ST3",1992,268789,8096288,105466
"UNITED ST3",1992,696579,6585757,94532
"UNITED ST2",1992,504858,372566,111769
"UNITED ST7",1992,715255,3810660,76213
"UNITED ST7",1993,365893,2139096,117532
"UNITED ST0",1992,397635,3867207,103957
"UNITED ST9",1992,554688,3105420,104559
"UNITED ST3",1992,757756,4534300,108823
"UNITED ST4",1993,576855,8432437,115909
"UNITED ST5",1993,661839,5042240,108048
"UNITED ST8",1993,319096,702500,66904
"UNITED ST6",1992,176017,3117264,65580
"UNITED ST5",1992,498775,886875,106425
"UNITED ST9",1993,243274,671927,73035
"UNITED ST8",1993,539061,770028,66002
"UNITED ST1",1993,584163,231968,74828
"UNITED ST0",1992,267284,3003048,75076
"UNITED ST7",1993,471507,4624685,88708
"UNITED ST1",1992,192855,1268050,116871
"UNITED ST0",1993,34926,3215669,111655
"UNITED ST7",1992,615352,1885772,76039
"UNITED ST8",1993,33941,8437230,112496
"UNITED ST0",1993,689310,1208330,77956
"UNITED ST9",1993,383254,524198,80234
"UNITED ST8",1992,480505,1601347,89128
"UNITED ST4",1992,359725,1174339,107082
"UNITED ST7",1992,288392,253989,82822
"UNITED ST0",1993,26969,4186279,113757
"UNITED ST8",1993,357169,4926670,73569
"UNITED ST7",1993,735366,3867670,84079
"UNITED ST3",1992,177745,4746414,109364
"UNITED ST7",1992,402570,1837742,88353
"UNITED ST6",1992,203784,5681033,101266
"UNITED ST7",1993,195844,969920,116390
"UNITED ST1",1992,169206,367257,76512
"UNITED ST7",1992,682928,5350492,114653
"UNITED ST6",1992,69327,1283356,77779
"UNITED ST7",1993,676721,5157582,101861
"UNITED ST1",1992,281381,1611683,81742
"UNITED ST3",1993,773759,5503658,109963
"UNITED ST6",1993,553150,833769,72187
"UNITED ST5",1993,283161,1853523,68649
"UNITED ST6",1992,160637,7893979,101857
"UNITED ST0",1993,512077,396414,65343
"UNITED ST0",1992,697480,3829550,88647
"UNITED ST0",1992,633182,4514127,66909
"UNITED ST3",1992,56582,5151165,92314
"UNITED ST0",1993,105147,3465637,69128
"UNITED ST6",1993,623925,5731559,110933
"UNITED ST2",1993,183119,5367421,72126
"UNITED ST5",1993,527514,289800,92489
"UNITED ST0",1993,314827,5713294,110508
"UNITED ST4",1992,506320,1569012,79578
"UNITED ST7",1992,14778,1980540,101566
"UNITED ST8",1992,415416,3513538,79883
"UNITED ST4",1992,408942,1099446,111055
"UNITED ST5",1993,350098,3669263,68884
"UNITED ST6",1993,785469,6292332,93265
"UNITED ST7",1992,613474,2991320,83246
"UNITED ST6",1993,745990,4739714,122157
"UNITED ST0",1992,244532,6511453,88591
"UNITED ST3",1993,327786,2867570,108826
"UNITED ST6",1993,634032,3683358,57960
"UNITED ST0",1992,402750,5563089,99163
"UNITED ST4",1993,791590,474199,100893
"UNITED ST1",1992,402492,3625622,83668
"UNITED ST8",1992,237583,2889083,91234
"UNITED ST3",1993,28837,3939566,105949
"UNITED ST3",1993,766278,532319,80654
"UNITED ST3",1992,493599,1347314,95554
"UNITED ST2",1992,155124,321899,70747
"UNITED ST7",1992,181733,168769,108883
"UNITED ST5",1992,280957,1092998,116276
"UNITED ST0",1992,18835,6264680,105229
"UNITED ST8",1993,169677,3898567,104800
"UNITED ST0",1992,36981,3745814,115078
"UNITED ST0",1993,338942,7030320,118855
"UNITED ST8",1992,380292,5244854,82336
"UNITED ST2",1993,724735,960796,105582
"UNITED ST3",1993,149885,8188412,116092
"UNITED ST6",1993,99048,2257418,62822
"UNITED ST6",1993,527086,4915272,66783
"UNITED ST1",1993,321292,5802071,78796
"UNITED ST5",1992,667366,3839990,79999
"UNITED ST7",1992,319852,8254814,112310
"UNITED ST0",1992,550559,5089333,96571
"UNITED ST3",1992,717592,4683819,96573
"UNITED ST9",1993,723421,4159843,86663
"UNITED ST5",1992,391938,7855790,121795
"UNITED ST5",1992,566229,3266494,77712
"UNITED ST5",1993,318252,3521105,76214
"UNITED ST3",1992,568289,1786154,81435
"UNITED ST3",1992,762492,1899550,93267
"UNITED ST4",1992,247605,4260306,93155
"UNITED ST6",1992,70311,1083988,76878
"UNITED ST9",1992,621776,7420821,101864
"UNITED ST4",1992,59224,761993,70993
"UNITED ST9",1992,733709,1282605,104560
"UNITED ST3",1992,644384,4035527,79701
"UNITED ST9",1992,271143,3242118,66847
"UNITED ST3",1992,396337,5005153,85999
"UNITED ST7",1993,627880,4808881,108471
"UNITED ST0",1992,346423,925728,88164
"UNITED ST2",1992,644385,3158535,79761
"UNITED ST9",1993,567252,4559258,79153
"UNITED ST9",1993,60465,1154622,85527
"UNITED ST0",1993,659189,4163191,68889
"UNITED ST9",1993,679602,2135119,94894
"UNITED ST9",1992,179886,365653,117952
"UNITED ST2",1993,440943,4073035,113035
"UNITED ST3",1992,480585,1030138,93933
"UNITED ST7",1992,493502,4728707,89728
"UNITED ST7",1992,173072,108781,68704
"UNITED ST1",1993,507163,1853501,70208
"UNITED ST3",1993,308530,596945,92311
"UNITED ST9",1992,44472,6586585,84988
"UNITED ST2",1992,415156,906175,64267
"UNITED ST9",1993,414448,1961884,81745
"UNITED ST1",1993,22332,2935132,75259
"UNITED ST1",1993,798679,3199752,106658
"UNITED ST9",1993,85887,2753133,112372
"UNITED ST4",1992,211353,1188479,75860
"UNITED ST5",1993,206650,5080872,93398
"UNITED ST1",1993,204677,4074356,94899
"UNITED ST3",1993,754743,871889,107862
"UNITED ST2",1993,619681,1568637,96039
"UNITED ST3",1992,509630,6722401,98376
"UNITED ST7",1993,318312,1237179,79818
"UNITED ST9",1993,258888,6833419,110812
"UNITED ST9",1993,6116,3105170,61326
"UNITED ST7",1992,442358,3055775,78019
"UNITED ST1",1992,632103,192523,62104
"UNITED ST1",1993,377572,460227,98973
"UNITED ST1",1992,403594,6268828,89854
"UNITED ST6",1992,282378,404026,81621
"UNITED ST0",1993,156762,2728140,109125
"UNITED ST3",1993,63243,5910576,72374
"UNITED ST5",1993,267368,4187657,80121
"UNITED ST3",1993,522652,6822442,100477
"UNITED ST6",1993,247663,4836781,96639
"UNITED ST3",1992,490037,3151893,61620
"UNITED ST8",1993,447723,2171910,100242
"UNITED ST6",1992,287852,5924284,110390
"UNITED ST7",1993,398626,3718259,103476
"UNITED ST5",1993,693991,4245829,119097
"UNITED ST9",1992,638745,2399286,101022
"UNITED ST8",1993,462066,3885991,61682
"UNITED ST3",1992,646145,101473,65466
"UNITED ST9",1992,672042,1772489,60840
"UNITED ST1",1993,194744,7928646,110324
"UNITED ST6",1993,96647,6643592,98618
"UNITED ST2",1992,493409,6801543,84142
"UNITED ST7",1993,91926,3141552,115075
"UNITED ST9",1993,453663,158430,96998
"UNITED ST1",1993,684810,2311676,107686
"UNITED ST6",1993,587015,4407960,66119
"UNITED ST2",1993,580165,4582115,74708
"UNITED ST4",1992,697628,5500996,97535
"UNITED ST9",1992,333995,1193040,121738
"UNITED ST1",1993,68737,4052814,102343
"UNITED ST3",1993,619868,3253850,107269
"UNITED ST2",1993,376019,2590770,65700
"UNITED ST5",1992,95425,1499963,85225
"UNITED ST1",1992,380748,7373439,109723
"UNITED ST6",1992,730389,6131592,85161
"UNITED ST7",1993,724297,5639137,79275
"UNITED ST0",1992,227935,903516,111775
"UNITED ST1",1992,794518,580492,96748
"UNITED ST4",1993,107091,499630,65885
"UNITED ST4",1993,325302,3822595,79637
"UNITED ST2",1992,770439,1738828,90564
"UNITED ST4",1993,679735,7561827,102882
"UNITED ST1",1993,89892,4742362,112913
"UNITED ST7",1992,426269,4474978,71714
"UNITED ST7",1992,105020,795415,61501
"UNITED ST8",1993,155829,2804612,113089
"UNITED ST7",1992,242055,98706,59822
"UNITED ST1",1993,783895,1163569,118731
"UNITED ST5",1992,467375,1343692,80541
"UNITED ST7",1992,487871,8030232,111531
"UNITED ST9",1993,437866,2759875,108230
"UNITED ST8",1992,581377,1750020,87501
"UNITED ST3",1993,334837,7060505,112309
"UNITED ST4",1993,130699,2013359,103781
"UNITED ST1",1993,137903,2282498,116454
"UNITED ST4",1993,695773,498784,106124
"UNITED ST8",1993,237494,2963163,85888
"UNITED ST1",1992,280110,3912368,65406
"UNITED ST4",1993,663491,6021464,87267
"UNITED ST2",1992,9753,6484725,99765
"UNITED ST2",1993,282216,3414870,71892
"UNITED ST3",1993,486728,1481500,102882
"UNITED ST5",1992,500928,1832455,115734
"UNITED ST7",1992,566825,4729500,113508
"UNITED ST3",1993,383708,2305905,107501
"UNITED ST6",1992,52295,2811391,74837
"UNITED ST9",1992,424548,5203885,88351
"UNITED ST7",1992,146821,4706906,112069
"UNITED ST5",1992,369982,8772171,123118
"UNITED ST1",1993,488928,1426173,115014
"UNITED ST0",1993,362188,1837749,75010
"UNITED ST8",1992,483481,1225753,87867
"UNITED ST4",1992,660035,4302380,59700
"UNITED ST4",1993,129011,4586444,62400
"UNITED ST7",1993,122471,5878297,89608
"UNITED ST5",1993,392525,2151288,97050
"UNITED ST7",1993,57371,3626450,79702
"UNITED ST8",1992,784793,7176798,112665
"UNITED ST2",1992,113893,1792476,114413
"UNITED ST1",1993,417980,8028370,113877
"UNITED ST7",1993,367033,2851251,66001
"UNITED ST0",1992,724796,5633431,109245
"UNITED ST0",1993,286157,2184540,68588
"UNITED ST1",1993,114776,3545724,107446
"UNITED ST4",1992,300935,2491529,116155
"UNITED ST4",1993,248015,4246830,57780
"UNITED ST0",1993,267565,1324123,91953
"UNITED ST8",1992,98663,7409341,99699
"UNITED ST2",1993,474509,4112206,89008
"UNITED ST8",1993,593699,7091802,107560
"UNITED ST0",1993,462898,911826,111652
"UNITED ST5",1992,358194,5951611,75130
"UNITED ST0",1992,626384,2160767,78621
"UNITED ST6",1993,25025,1316727,57001
"UNITED ST1",1993,647950,3006305,113875
"UNITED ST5",1993,495062,1987235,63422
"UNITED ST0",1992,336532,6846589,94111
"UNITED ST1",1993,564281,1125982,80715
"UNITED ST7",1992,25730,615931,99343
"UNITED ST1",1993,689563,4475943,93151
"UNITED ST0",1993,400079,2940087,58743
"UNITED ST0",1992,362142,4334868,72247
"UNITED ST6",1993,265157,4039704,67328
"UNITED ST7",1992,32741,5506604,100424
"UNITED ST7",1993,113721,1436348,104083
"UNITED ST0",1992,400453,3941188,81205
"UNITED ST8",1993,233844,3141425,106669
"UNITED ST1",1993,491703,7456592,101680
"UNITED ST6",1992,748931,8470012,118794
"UNITED ST7",1993,334920,1954910,117294
"UNITED ST0",1993,122813,5349550,110148
"UNITED ST0",1993,342704,2410432,104801
"UNITED ST0",1992,234575,4528680,90573
"UNITED ST2",1992,739422,3507336,87683
"UNITED ST9",1992,626291,954331,73035
"UNITED ST8",1992,770358,4070712,85699
"UNITED ST3",1992,113783,3719334,107806
"UNITED ST9",1993,663105,4699508,64084
"UNITED ST3",1993,213424,973634,80244
"UNITED ST0",1993,193148,2711890,74468
"UNITED ST3",1993,228190,1610179,67090
"UNITED ST9",1993,260459,3372589,85166
"UNITED ST4",1993,122340,3542084,81740
"UNITED ST0",1992,648038,3840470,59160
"UNITED ST1",1993,692547,1274714,92370
"UNITED ST3",1993,260145,3674557,66307
"UNITED ST8",1993,423685,2049432,96519
"UNITED ST8",1993,33784,7142529,103066
"UNITED ST7",1992,169251,1214630,79215
"UNITED ST7",1993,377055,4781736,67922
"UNITED ST8",1992,587470,2467000,93447
"UNITED ST7",1993,513375,1915923,83301
"UNITED ST7",1993,392061,5038828,69183
"UNITED ST4",1992,792785,6134609,112665
"UNITED ST1",1993,375554,7266118,97772
"UNITED ST0",1993,531019,1663184,62999
"UNITED ST4",1992,725140,3345030,69906
"UNITED ST8",1993,187118,835141,72306
"UNITED ST6",1993,704669,6607491,100417
"UNITED ST6",1993,479537,5736957,90990
"UNITED ST7",1993,217204,4170826,67271
"UNITED ST6",1992,200974,337492,112497
"UNITED ST0",1993,28636,4365317,93877
"UNITED ST6",1993,327412,2141827,86364
"UNITED ST4",1993,631981,2272584,114777
"UNITED ST2",1992,287256,4251880,74594
"UNITED ST6",1993,611942,1937335,111234
"UNITED ST5",1992,416472,3357272,83307
"UNITED ST1",1993,243019,2188550,57720
"UNITED ST0",1993,622782,4795461,102285
"UNITED ST4",1993,759347,2366819,84378
"UNITED ST9",1993,281271,1308611,75135
"UNITED ST3",1992,723244,3611548,76032
"UNITED ST7",1993,641569,2072447,90631
"UNITED ST8",1993,626927,5287294,111233
"UNITED ST2",1993,768281,3638927,80955
"UNITED ST4",1992,591666,8436672,105458
"UNITED ST9",1993,151244,4849378,77714
"UNITED ST4",1993,728888,6879574,115011
"UNITED ST1",1992,315060,4695818,64503
"UNITED ST0",1992,558236,4286423,77652
"UNITED ST8",1992,41220,4860866,69673
"UNITED ST2",1992,220848,6686177,106129
"UNITED ST3",1993,76146,5116958,67328
"UNITED ST8",1992,378490,442311,94108
"UNITED ST9",1992,232912,509192,110694
"UNITED ST5",1992,666578,2140732,92672
"UNITED ST1",1992,741878,911924,115190
"UNITED ST6",1992,671561,5406765,91951
"UNITED ST0",1992,426628,715116,93276
"UNITED ST4",1992,178220,3380564,77893
"UNITED ST1",1992,608770,1081108,100724
"UNITED ST9",1992,113863,4410621,112611
"UNITED ST8",1993,72556,3228297,91713
"UNITED ST5",1992,774010,2384756,65038
"UNITED ST1",1992,563735,1537897,107922
"UNITED ST0",1992,317292,1119434,78556
"UNITED ST3",1993,653792,513253,104745
"UNITED ST1",1992,762190,5709849,75129
"UNITED ST1",1993,551805,3030264,111406
"UNITED ST2",1992,131367,2524039,83901
"UNITED ST9",1993,136213,1264200,74952
"UNITED ST1",1993,87358,1391091,80721
"UNITED ST6",1993,506653,4524151,99577
"UNITED ST1",1993,727801,1497762,109726
"UNITED ST3",1992,302276,5464561,76695
"UNITED ST8",1993,13882,3070954,107752
"UNITED ST1",1993,373988,3525968,123718
"UNITED ST1",1993,461611,6406731,94355
"UNITED ST9",1993,774251,918377,79513
"UNITED ST9",1993,28981,6572241,114598
"UNITED ST1",1993,443627,4570446,94236
"UNITED ST4",1993,442203,769560,68710
"UNITED ST6",1993,733184,2336928,73029
"UNITED ST6",1993,546971,5692636,121077
"UNITED ST7",1992,86194,4777409,70811
"UNITED ST8",1992,293286,2942321,76756
"UNITED ST4",1992,513448,815472,87685
"UNITED ST3",1992,634483,3260135,85047
"UNITED ST7",1992,745243,1674673,77292
"UNITED ST7",1992,361457,967246,91106
"UNITED ST9",1993,218267,1199473,71115
"UNITED ST1",1993,10462,757597,82347
"UNITED ST1",1993,349675,6322603,103479
"UNITED ST5",1993,125347,4849849,82340
"UNITED ST5",1992,791111,841456,72124
"UNITED ST1",1993,80237,1825845,73033
"UNITED ST5",1992,506901,7274746,114472
"UNITED ST4",1993,646770,6458375,103004
"UNITED ST9",1993,777871,2510105,116930
"UNITED ST5",1992,443855,2266525,107929
"UNITED ST1",1992,616862,6521190,106729
"UNITED ST3",1992,133625,1403192,99517
"UNITED ST7",1992,223812,3317113,104148
"UNITED ST2",1993,755099,1425264,69243
"UNITED ST5",1993,269876,5962127,110751
"UNITED ST1",1992,703872,8373749,112550
"UNITED ST8",1993,437225,1480642,69732
"UNITED ST3",1992,373350,4742568,85400
"UNITED ST2",1992,653023,1284402,58559
"UNITED ST8",1992,419082,4463726,60063
"UNITED ST8",1993,624611,3063482,92134
"UNITED ST6",1993,621084,497499,60303
"UNITED ST9",1993,701965,7612019,118015
"UNITED ST6",1993,195548,5620906,98612
"UNITED ST8",1993,633286,1489923,73155
"UNITED ST4",1993,434772,5837085,102405
"UNITED ST9",1993,203470,2374712,82407
"UNITED ST7",1993,281568,920432,92973
"UNITED ST0",1993,606151,3418726,63427
"UNITED ST5",1993,260421,6431844,82884
"UNITED ST9",1992,739494,4807397,92007
"UNITED ST3",1992,754900,7279935,117292
"UNITED ST7",1992,453588,1720380,92493
"UNITED ST4",1993,208103,4804699,60665
"UNITED ST1",1992,13800,6675251,102828
"UNITED ST0",1992,141870,6607422,114712
"UNITED ST7",1993,405618,5076601,91415
"UNITED ST7",1993,406057,4391416,57781
"UNITED ST7",1992,440307,231994,74836
"UNITED ST7",1993,370400,6846135,88223
"UNITED ST4",1993,326206,492876,73931
"UNITED ST7",1993,57956,177997,114837
"UNITED ST5",1992,184317,1223343,84078
"UNITED ST6",1993,623154,1534896,64627
"UNITED ST0",1993,316763,4783968,106785
"UNITED ST7",1992,648852,5532119,108049
"UNITED ST7",1993,537930,8312451,118074
"UNITED ST0",1992,689616,5245429,96334
"UNITED ST5",1992,763989,8386300,123177
"UNITED ST0",1993,628725,2798043,99221
"UNITED ST4",1993,668678,3556742,98798
"UNITED ST5",1992,598753,7406920,111103
"UNITED ST5",1993,403514,1845571,85049
"UNITED ST9",1992,461960,5573626,115316
"UNITED ST1",1993,373871,2147125,116691
"UNITED ST8",1993,763173,587166,74168
"UNITED ST5",1993,36027,2126348,57781
"UNITED ST1",1992,260473,3165079,86007
"UNITED ST7",1992,773393,2935652,87981
"UNITED ST4",1992,161941,5401929,120176
"UNITED ST7",1993,423750,6853924,100423
"UNITED ST5",1993,400122,2044200,61326
"UNITED ST4",1992,339067,1072868,66363
"UNITED ST5",1992,774032,1786190,66360
"UNITED ST1",1992,306037,102215,62581
"UNITED ST4",1993,691139,216979,67806
"UNITED ST0",1993,324218,3927836,74532
"UNITED ST8",1992,475395,5344443,82222
"UNITED ST1",1992,352943,2335238,119755
"UNITED ST2",1993,783603,2781153,101194
"UNITED ST8",1993,558573,4385606,97893
"UNITED ST9",1993,760210,1219372,76210
"UNITED ST4",1993,598679,5014750,106659
"UNITED ST7",1992,671196,4528580,70029
"UNITED ST5",1992,138786,729912,109486
"UNITED ST4",1992,21531,5943752,87151
"UNITED ST6",1992,3551,5352744,87273
"UNITED ST5",1992,78399,925606,82643
"UNITED ST3",1993,488290,2185841,76696
"UNITED ST7",1993,462144,3251992,66367
"UNITED ST4",1993,444021,468025,57900
"UNITED ST9",1992,134565,2735247,95973
"UNITED ST5",1992,225908,5318281,110033
"UNITED ST5",1992,159473,1471171,91948
"UNITED ST0",1992,704973,9889700,118676
"UNITED ST9",1993,546610,7630253,99395
"UNITED ST0",1993,130698,492676,103721
"UNITED ST7",1993,650098,689623,62883
"UNITED ST4",1993,593637,5139911,103836
"UNITED ST1",1993,280754,4309094,104084
"UNITED ST0",1992,458463,4318334,85286
"UNITED ST1",1992,659884,542091,110631
"UNITED ST7",1993,464112,3058247,64565
"UNITED ST3",1993,143778,1071200,109306
"UNITED ST9",1993,463518,3048906,88889
"UNITED ST5",1992,224567,832284,89493
"UNITED ST4",1993,343021,3064348,63840
"UNITED ST9",1993,49807,6605568,105408
"UNITED ST2",1992,199101,4747595,72006
"UNITED ST0",1993,50844,2123295,107690
"UNITED ST6",1993,217155,1072140,64328
"UNITED ST7",1992,584838,3138025,115368
"UNITED ST4",1992,65878,7869637,110632
"UNITED ST6",1993,152248,5617036,78014
"UNITED ST6",1993,420859,2847728,106789
"UNITED ST6",1993,222838,5520170,105649
"UNITED ST4",1993,196011,312176,66420
"UNITED ST2",1992,441026,1353800,58020
"UNITED ST4",1993,465529,5711979,89670
"UNITED ST5",1993,680292,2633578,76335
"UNITED ST9",1993,313848,4014105,111709
"UNITED ST9",1992,303859,542086,111770
"UNITED ST5",1993,703493,5767356,89787
"UNITED ST2",1993,19470,3265254,83368
"UNITED ST8",1992,239554,1463669,89612
"UNITED ST0",1992,169411,5644803,88824
