"s_city","d_year","lo_custkey","lo_revenue"
"UNITED ST0",1994,593543,1702998
"UNITED ST9",1994,782089,4472766
"UNITED ST0",1992,777319,249238
"UNITED ST0",1997,231280,7549740
"UNITED ST9",1992,582203,7527753
"UNITED ST0",1993,336398,3694473
"UNITED ST0",1997,257047,1694355
"UNITED ST0",1995,727535,4333307
"UNITED ST9",1992,369631,1197068
"UNITED ST0",1993,11380,3133463
"UNITED ST0",1993,612484,260268
"UNITED ST9",1995,356950,6255774
"UNITED ST9",1996,542852,596154
"UNITED ST0",1994,751948,2720786
"UNITED ST9",1997,566666,2116864
"UNITED ST9",1994,229120,7856494
"UNITED ST0",1996,499258,8797680
"UNITED ST0",1992,78791,1239576
"UNITED ST9",1992,837674,757096
"UNITED ST0",1995,317125,3491911
"UNITED ST0",1996,109412,2437152
"UNITED ST9",1994,510733,6259732
"UNITED ST9",1997,623569,2354616
"UNITED ST0",1993,168340,1271803
"UNITED ST0",1996,322354,4107595
"UNITED ST0",1997,625855,1157111
"UNITED ST0",1997,694258,5568665
"UNITED ST0",1995,663224,227935
"UNITED ST9",1992,530569,3475226
"UNITED ST0",1996,679550,2692107
"UNITED ST0",1994,283858,2659335
"UNITED ST9",1995,552071,4704641
"UNITED ST0",1993,581122,431897
"UNITED ST0",1996,623824,793180
"UNITED ST0",1993,677176,2128600
"UNITED ST0",1997,856387,4341969
"UNITED ST0",1996,265564,4047670
"UNITED ST9",1993,325540,3896580
"UNITED ST0",1993,47582,4604884
"UNITED ST9",1995,739378,6418225
"UNITED ST9",1993,864358,5294937
"UNITED ST0",1993,102605,1810601
"UNITED ST0",1993,93578,3180794
"UNITED ST0",1992,608132,7343990
"UNITED ST0",1996,255389,4941576
"UNITED ST0",1993,236365,977462
"UNITED ST9",1994,280012,926769
"UNITED ST9",1992,285317,2151435
"UNITED ST9",1992,125134,5328727
"UNITED ST9",1994,899644,3512858
"UNITED ST0",1997,340345,4648529
"UNITED ST0",1996,512275,3636565
"UNITED ST0",1997,558304,5314569
"UNITED ST9",1995,325342,2713844
"UNITED ST9",1994,758494,3032370
"UNITED ST9",1994,69718,955109
"UNITED ST0",1994,616762,5538952
"UNITED ST0",1994,179866,6233887
"UNITED ST9",1997,792563,7923684
"UNITED ST0",1997,617845,2617763
"UNITED ST9",1995,691444,3775909
"UNITED ST9",1997,764270,352187
"UNITED ST0",1993,790969,2106731
"UNITED ST0",1993,538555,1562958
"UNITED ST0",1995,813944,3139808
"UNITED ST0",1992,441521,6781003
"UNITED ST0",1995,544612,7451006
"UNITED ST9",1996,160358,2106451
"UNITED ST0",1992,397357,1909386
"UNITED ST0",1996,602954,1530260
"UNITED ST0",1994,325232,1056902
"UNITED ST9",1997,86494,4562448
"UNITED ST9",1993,708265,3531670
"UNITED ST0",1996,271957,3752436
"UNITED ST9",1997,112759,1337128
"UNITED ST0",1992,326453,2313250
"UNITED ST9",1993,319699,4252651
"UNITED ST9",1997,627730,4178745
"UNITED ST0",1997,442754,2079206
"UNITED ST9",1997,442754,628777
"UNITED ST9",1997,435194,2884244
"UNITED ST9",1995,318542,6203131
"UNITED ST9",1992,637207,4409472
"UNITED ST9",1995,74936,5857820
"UNITED ST0",1994,395581,1825095
"UNITED ST9",1994,359516,1990796
"UNITED ST0",1994,505924,3046425
"UNITED ST0",1996,362869,5534574
"UNITED ST9",1993,391810,8225670
"UNITED ST0",1992,437245,1434859
"UNITED ST0",1993,55898,7959137
"UNITED ST0",1995,530623,4740626
"UNITED ST0",1994,672196,4711040
"UNITED ST9",1997,824506,2900629
"UNITED ST0",1992,490949,3663768
"UNITED ST0",1995,710629,7631754
"UNITED ST0",1997,894484,247890
"UNITED ST0",1992,346825,349966
"UNITED ST9",1997,698843,6708498
"UNITED ST0",1996,217022,2414462
"UNITED ST0",1993,858403,2430850
"UNITED ST0",1995,716039,2332267
"UNITED ST9",1992,879388,3371180
"UNITED ST9",1993,590008,8769492
"UNITED ST0",1994,548467,4907965
"UNITED ST9",1997,628682,636318
"UNITED ST0",1995,503996,1308106
"UNITED ST0",1993,794536,4538700
"UNITED ST0",1995,788905,3821580
"UNITED ST9",1994,454405,3021273
"UNITED ST0",1992,356903,4735692
"UNITED ST9",1997,146927,3804203
"UNITED ST0",1994,406403,5315265
"UNITED ST0",1996,48913,1266072
"UNITED ST0",1993,93472,3565128
"UNITED ST9",1994,298903,5773471
"UNITED ST9",1992,230185,5627260
"UNITED ST0",1993,333157,5788623
"UNITED ST0",1993,37660,8976483
"UNITED ST0",1995,649363,8434074
"UNITED ST0",1993,52681,3404306
"UNITED ST0",1992,487181,4004650
"UNITED ST0",1993,752134,7036229
"UNITED ST0",1997,662816,1205655
"UNITED ST9",1995,698380,4564759
"UNITED ST0",1992,45574,1545346
"UNITED ST9",1992,45574,385735
"UNITED ST9",1997,105112,5225207
"UNITED ST9",1993,451795,7811962
"UNITED ST0",1992,198193,1496436
"UNITED ST0",1994,233950,2415167
"UNITED ST0",1995,661214,4691655
"UNITED ST0",1994,279931,4475262
"UNITED ST0",1997,793984,2428055
"UNITED ST0",1993,565960,2130164
"UNITED ST0",1993,451603,2433279
"UNITED ST0",1995,534439,1160670
"UNITED ST0",1992,553201,1480594
"UNITED ST0",1993,544522,3751634
"UNITED ST9",1997,114410,1299513
"UNITED ST0",1994,315721,1107269
"UNITED ST0",1995,476995,6534765
"UNITED ST9",1995,476995,1036192
"UNITED ST0",1994,120533,2208931
"UNITED ST9",1995,447682,945940
"UNITED ST0",1993,376972,2183385
"UNITED ST0",1995,688936,1773652
"UNITED ST9",1995,362867,192827
"UNITED ST9",1994,406246,6359067
"UNITED ST9",1992,660728,1769272
"UNITED ST0",1993,543416,2315095
"UNITED ST0",1995,167603,3807944
"UNITED ST9",1993,74296,5561493
"UNITED ST9",1997,899470,4325539
"UNITED ST9",1996,549145,3137742
"UNITED ST0",1993,50726,6453257
"UNITED ST9",1996,658810,6179759
"UNITED ST9",1995,882647,4447309
"UNITED ST0",1995,221014,2336927
"UNITED ST9",1995,254740,4123028
"UNITED ST0",1997,549010,8406657
"UNITED ST0",1997,513352,362826
"UNITED ST0",1993,278278,5006192
"UNITED ST0",1995,530911,5205718
"UNITED ST9",1996,380437,676888
"UNITED ST0",1996,24157,1091865
"UNITED ST9",1997,761972,7815339
"UNITED ST0",1994,685183,6257107
"UNITED ST9",1994,10075,289202
"UNITED ST9",1994,200623,965198
"UNITED ST9",1992,843655,5171800
"UNITED ST9",1993,570529,7752162
"UNITED ST0",1997,367196,2929824
"UNITED ST9",1995,246844,1331580
"UNITED ST9",1995,752179,4983168
"UNITED ST0",1997,477910,4401780
"UNITED ST9",1993,19309,881187
"UNITED ST9",1995,556159,3816864
"UNITED ST0",1995,863834,1903217
"UNITED ST0",1997,829832,5681655
"UNITED ST0",1992,96091,3538902
"UNITED ST0",1995,676372,367629
"UNITED ST0",1992,703745,5818026
"UNITED ST9",1992,34984,2857211
"UNITED ST0",1996,818347,5091766
"UNITED ST0",1996,78238,1236702
"UNITED ST9",1992,533608,5452443
"UNITED ST9",1996,291760,1683712
"UNITED ST0",1994,741229,3062984
"UNITED ST0",1994,816082,422977
"UNITED ST9",1994,595771,4799613
"UNITED ST9",1995,123476,659424
"UNITED ST0",1994,847489,7032752
"UNITED ST0",1995,205024,1858061
"UNITED ST0",1994,30557,5284620
"UNITED ST0",1997,214892,3248385
"UNITED ST0",1997,650200,6148530
"UNITED ST0",1997,678224,564144
"UNITED ST9",1996,498769,8090778
"UNITED ST0",1994,322607,1384837
"UNITED ST9",1995,458581,3563871
"UNITED ST9",1997,653138,4181533
"UNITED ST9",1993,843619,4754875
"UNITED ST9",1992,848338,6846748
"UNITED ST9",1992,288928,1238589
"UNITED ST9",1992,204050,4920035
"UNITED ST9",1992,805220,4181762
"UNITED ST9",1997,22813,2860336
"UNITED ST0",1992,884782,3094333
"UNITED ST0",1992,660823,5888187
"UNITED ST0",1992,627322,2205314
"UNITED ST9",1994,310717,2826437
"UNITED ST0",1996,594088,3511748
"UNITED ST0",1997,337567,2388890
"UNITED ST9",1996,582937,4898775
"UNITED ST0",1995,64165,1437488
"UNITED ST9",1994,307024,860494
"UNITED ST0",1993,826744,3109508
"UNITED ST9",1997,14098,2578520
"UNITED ST0",1997,3658,3860761
"UNITED ST0",1997,262714,668136
"UNITED ST0",1993,533936,171546
"UNITED ST9",1997,860497,2403915
"UNITED ST9",1994,95101,2480090
"UNITED ST9",1995,90265,3628410
"UNITED ST0",1994,558235,1485201
"UNITED ST0",1996,810992,2594215
"UNITED ST0",1992,507235,7340256
"UNITED ST9",1996,522746,2084186
"UNITED ST0",1992,841315,449733
"UNITED ST0",1993,88630,6358931
"UNITED ST9",1996,85144,1684402
"UNITED ST0",1995,307151,1985495
"UNITED ST0",1996,380710,1730649
"UNITED ST0",1994,292985,999867
"UNITED ST0",1996,106477,2865665
"UNITED ST0",1993,688123,1475002
"UNITED ST0",1997,627961,4136242
"UNITED ST9",1992,22855,3229785
"UNITED ST0",1993,258532,2869191
"UNITED ST9",1993,694096,4519756
"UNITED ST9",1994,394444,8600023
"UNITED ST9",1997,249106,1932977
"UNITED ST0",1992,479342,2101206
"UNITED ST9",1995,362059,4311833
"UNITED ST0",1994,26843,3104083
"UNITED ST0",1995,659477,6792536
"UNITED ST0",1992,861751,162217
"UNITED ST9",1997,786403,7459595
"UNITED ST0",1993,55495,4765624
"UNITED ST9",1995,296281,563160
"UNITED ST9",1996,282908,7622408
"UNITED ST9",1994,895144,683208
"UNITED ST0",1995,751729,6773166
"UNITED ST9",1995,670205,1096308
"UNITED ST0",1995,670205,2145399
"UNITED ST9",1992,552673,5961935
"UNITED ST0",1992,612343,2696092
"UNITED ST9",1997,827807,2337028
"UNITED ST9",1994,881641,3066720
"UNITED ST9",1995,826162,1172853
"UNITED ST0",1993,13951,5217061
"UNITED ST0",1995,675331,3123865
"UNITED ST0",1992,398449,4914572
"UNITED ST0",1992,622174,7368433
"UNITED ST9",1997,1424,6817912
"UNITED ST0",1997,1424,1062136
"UNITED ST0",1996,596720,619315
"UNITED ST9",1996,155041,1533714
"UNITED ST0",1996,155041,5570355
"UNITED ST9",1993,816220,2373528
"UNITED ST9",1996,698288,3315128
"UNITED ST0",1992,567826,3501589
"UNITED ST0",1992,356740,7112820
"UNITED ST0",1995,819157,3732075
"UNITED ST0",1992,282956,761279
"UNITED ST9",1994,396667,1244324
"UNITED ST0",1993,526655,726446
"UNITED ST0",1997,222556,6036934
"UNITED ST9",1996,612157,2797284
"UNITED ST9",1995,163435,8091468
"UNITED ST9",1993,758219,6793182
"UNITED ST9",1996,573194,7527425
"UNITED ST9",1994,98594,3879935
"UNITED ST9",1995,731677,702255
"UNITED ST9",1996,319912,9119952
"UNITED ST0",1993,414704,981420
"UNITED ST0",1996,492184,5202410
"UNITED ST0",1996,331420,3252504
"UNITED ST9",1997,525857,5438353
"UNITED ST0",1992,851699,3015331
"UNITED ST9",1995,831328,1421015
"UNITED ST0",1993,889102,1515555
"UNITED ST0",1995,616249,3407574
"UNITED ST0",1993,460976,1511068
"UNITED ST9",1996,612046,4986257
"UNITED ST9",1993,192671,3981258
"UNITED ST0",1992,608204,1284145
"UNITED ST9",1996,424324,1949917
"UNITED ST0",1997,391537,700809
"UNITED ST0",1995,136384,2694720
"UNITED ST9",1992,752500,679749
"UNITED ST9",1992,790469,1823449
"UNITED ST9",1993,791207,1322985
"UNITED ST0",1995,579163,2730998
"UNITED ST0",1994,17974,970702
"UNITED ST0",1996,220157,3237396
"UNITED ST9",1992,851513,2266899
"UNITED ST0",1992,681317,6346652
"UNITED ST0",1995,29075,3570918
"UNITED ST0",1997,397451,6951132
"UNITED ST9",1997,178190,3595435
"UNITED ST9",1995,811921,1670702
"UNITED ST9",1997,363331,5786571
"UNITED ST0",1996,48295,6343197
"UNITED ST0",1994,479057,1249158
"UNITED ST0",1992,833389,3906164
"UNITED ST0",1995,39482,475675
"UNITED ST0",1995,681166,4946790
"UNITED ST0",1996,58726,1877175
"UNITED ST0",1995,325642,1965094
"UNITED ST9",1997,118148,2113516
"UNITED ST9",1997,43538,4386279
"UNITED ST0",1995,579484,3972499
"UNITED ST0",1994,340234,174860
"UNITED ST0",1997,439898,5419893
"UNITED ST0",1993,96689,6989004
"UNITED ST0",1997,699223,4006829
"UNITED ST0",1997,370288,5046278
"UNITED ST9",1993,712838,4177037
"UNITED ST0",1994,244147,7665497
"UNITED ST0",1992,787933,4832542
"UNITED ST0",1993,120905,5647226
"UNITED ST0",1994,261640,3254531
"UNITED ST0",1994,261640,5483723
"UNITED ST9",1994,830077,7299265
"UNITED ST9",1995,749866,3362695
"UNITED ST0",1993,549529,5240510
"UNITED ST0",1996,629095,3703326
"UNITED ST0",1996,213553,1142413
"UNITED ST9",1993,624947,482132
"UNITED ST0",1994,342662,4007369
"UNITED ST9",1995,813763,6334391
"UNITED ST9",1992,812968,7678015
"UNITED ST9",1994,242728,2556974
"UNITED ST0",1996,92416,1603802
"UNITED ST9",1997,235232,1909002
"UNITED ST9",1995,555380,3476496
"UNITED ST9",1995,623149,5061648
"UNITED ST9",1994,672950,1069046
"UNITED ST0",1992,555634,6165899
"UNITED ST0",1997,726892,2957107
"UNITED ST0",1995,896969,6128028
"UNITED ST9",1995,896969,588662
"UNITED ST9",1997,378824,3689575
"UNITED ST9",1993,284134,2503878
"UNITED ST9",1997,420629,3981231
"UNITED ST9",1997,204194,5225987
"UNITED ST0",1997,239635,805206
"UNITED ST0",1993,602869,493360
"UNITED ST0",1996,884270,743900
"UNITED ST0",1994,685120,4526165
"UNITED ST9",1997,375382,1180985
"UNITED ST0",1993,437237,4435809
"UNITED ST9",1996,443302,135675
"UNITED ST9",1997,596227,5767092
"UNITED ST0",1994,416041,1159951
"UNITED ST0",1995,298019,7694357
"UNITED ST9",1995,102166,7197355
"UNITED ST9",1995,607411,2963331
"UNITED ST9",1996,60266,3489401
"UNITED ST0",1992,82588,7759880
"UNITED ST0",1993,814267,7156369
"UNITED ST0",1994,668623,836942
"UNITED ST9",1992,330554,4612982
"UNITED ST9",1997,813734,7404570
"UNITED ST9",1996,219598,2130667
"UNITED ST0",1997,698920,5659632
"UNITED ST0",1993,326461,6443400
"UNITED ST0",1992,606019,1956972
"UNITED ST0",1996,118408,3971325
"UNITED ST0",1995,191251,6590402
"UNITED ST9",1994,737072,5283496
"UNITED ST9",1992,336130,4638587
"UNITED ST0",1997,388877,3660986
"UNITED ST9",1996,144064,8062413
"UNITED ST9",1992,110987,2134918
"UNITED ST0",1997,360734,6450994
"UNITED ST9",1992,869119,3240780
"UNITED ST9",1996,206429,6799300
"UNITED ST0",1995,437519,2198868
"UNITED ST0",1993,578330,3476323
"UNITED ST9",1993,176285,1418801
"UNITED ST0",1995,137365,5516711
"UNITED ST9",1993,335431,6144717
"UNITED ST0",1994,265867,5702987
"UNITED ST0",1992,853552,7958495
"UNITED ST0",1992,596377,4854889
"UNITED ST9",1993,860125,3043763
"UNITED ST9",1994,185554,2241325
"UNITED ST9",1994,140639,4639326
"UNITED ST9",1992,304036,2347067
"UNITED ST9",1996,721591,704865
"UNITED ST0",1997,895210,5123538
"UNITED ST9",1995,330650,970525
"UNITED ST9",1993,209249,2067793
"UNITED ST9",1996,42637,4432904
"UNITED ST0",1992,718301,2400208
"UNITED ST9",1993,768850,5468951
"UNITED ST0",1993,750394,7416759
"UNITED ST0",1992,837928,1673322
"UNITED ST0",1993,114439,1257126
"UNITED ST0",1996,737909,2652756
"UNITED ST0",1993,627262,635203
"UNITED ST0",1996,502732,2895828
"UNITED ST9",1994,397346,3604559
"UNITED ST9",1996,843595,4644196
"UNITED ST9",1997,593254,2977856
"UNITED ST9",1994,329110,2528360
"UNITED ST9",1996,896341,3752410
"UNITED ST9",1994,463612,5580763
"UNITED ST9",1997,376321,4247379
"UNITED ST0",1995,685933,1049531
"UNITED ST9",1996,228152,2221844
"UNITED ST0",1993,7324,6380394
"UNITED ST9",1996,825701,6371015
"UNITED ST0",1996,99616,6298130
"UNITED ST9",1996,324196,3202389
"UNITED ST9",1994,581207,1163392
"UNITED ST0",1992,213883,4779219
"UNITED ST0",1992,282925,2162454
"UNITED ST0",1995,309050,5594299
"UNITED ST9",1997,546197,5526691
"UNITED ST0",1996,398588,251784
"UNITED ST9",1997,721043,3521771
"UNITED ST0",1993,876626,1988467
"UNITED ST9",1995,332921,5011635
"UNITED ST0",1996,447268,4009547
"UNITED ST0",1994,704014,1061242
"UNITED ST9",1995,39907,1298023
"UNITED ST0",1994,895684,1975548
"UNITED ST9",1995,837665,2384640
"UNITED ST0",1997,662846,3868769
"UNITED ST0",1995,151156,4934781
"UNITED ST0",1992,637526,966013
"UNITED ST9",1996,255094,1018391
"UNITED ST0",1994,804328,1516504
"UNITED ST0",1997,639170,4000668
"UNITED ST9",1992,498661,3757015
"UNITED ST9",1993,469624,4155883
"UNITED ST9",1996,468937,5103994
"UNITED ST0",1992,213055,741744
"UNITED ST0",1993,267034,6393692
"UNITED ST0",1992,837466,7193223
"UNITED ST0",1997,621248,2979276
"UNITED ST0",1995,757006,1191854
"UNITED ST9",1995,520456,5544135
"UNITED ST9",1996,351617,5676561
"UNITED ST0",1997,557143,4726368
"UNITED ST0",1995,225980,5006346
"UNITED ST0",1996,179722,7731729
"UNITED ST0",1994,776488,5722414
"UNITED ST9",1995,482689,2067642
"UNITED ST0",1997,74047,2913164
"UNITED ST0",1994,31528,583353
"UNITED ST9",1996,159865,1269259
"UNITED ST9",1997,439430,1847314
"UNITED ST9",1994,781781,7734987
"UNITED ST0",1994,447337,1431718
"UNITED ST0",1992,289373,1618839
"UNITED ST9",1992,280549,6740916
"UNITED ST0",1997,135763,7518850
"UNITED ST9",1997,603988,6534720
"UNITED ST0",1995,697331,3494193
"UNITED ST9",1994,736774,3085540
"UNITED ST0",1997,705385,1342523
"UNITED ST9",1995,546862,2935330
"UNITED ST9",1994,499997,6504053
"UNITED ST0",1997,242962,2673364
"UNITED ST9",1992,172447,2820104
"UNITED ST0",1993,768083,5251009
"UNITED ST9",1996,808921,5627229
"UNITED ST0",1993,280355,3713611
"UNITED ST0",1993,848279,5272757
"UNITED ST9",1992,819241,1993180
"UNITED ST0",1993,774529,3082338
"UNITED ST0",1994,870661,2019069
"UNITED ST0",1995,72745,9014824
"UNITED ST0",1996,603227,696817
"UNITED ST0",1992,299552,4985262
"UNITED ST9",1997,850790,1240026
"UNITED ST0",1997,596908,1133282
"UNITED ST0",1996,607729,8146887
"UNITED ST9",1996,373606,4812540
"UNITED ST9",1992,224702,6972326
"UNITED ST9",1995,735326,1320682
"UNITED ST0",1994,846463,4266435
"UNITED ST9",1994,272542,5619568
"UNITED ST0",1995,303505,5971161
"UNITED ST9",1995,463634,2375399
"UNITED ST0",1993,33266,1853187
"UNITED ST0",1993,147515,3495073
"UNITED ST9",1996,679024,5793001
"UNITED ST0",1996,679024,3112861
"UNITED ST0",1996,542563,3914663
"UNITED ST0",1996,505642,6322642
"UNITED ST9",1993,76588,4908797
"UNITED ST9",1996,5632,1992692
"UNITED ST0",1994,251083,1739844
"UNITED ST9",1992,468686,8682400
"UNITED ST0",1992,60928,1808960
"UNITED ST9",1997,374821,144684
"UNITED ST9",1997,630938,1237531
"UNITED ST0",1994,506681,5929421
"UNITED ST0",1997,45410,1190772
"UNITED ST0",1995,39745,8083252
"UNITED ST9",1995,461863,3249160
"UNITED ST0",1995,461863,5744925
"UNITED ST0",1994,848350,3932895
"UNITED ST9",1996,393085,5588572
"UNITED ST9",1995,885070,7679204
"UNITED ST0",1997,363406,4825514
"UNITED ST9",1995,266683,2817177
"UNITED ST9",1996,597094,1577560
"UNITED ST0",1994,291775,3912500
"UNITED ST9",1996,673987,525134
"UNITED ST0",1994,595013,1268628
"UNITED ST0",1997,791881,5417576
"UNITED ST9",1995,820039,5694194
"UNITED ST0",1997,869699,4258202
"UNITED ST9",1995,365263,879788
"UNITED ST9",1997,468592,881843
"UNITED ST9",1994,783704,4569203
"UNITED ST9",1997,453746,3213067
"UNITED ST0",1993,827623,3669457
"UNITED ST9",1994,341489,4811411
"UNITED ST9",1996,503687,7016284
"UNITED ST0",1993,314318,2970601
"UNITED ST9",1993,570202,2255600
"UNITED ST9",1993,466561,4894668
"UNITED ST0",1996,71498,2988018
"UNITED ST9",1994,154277,5674278
"UNITED ST0",1995,161815,4166472
"UNITED ST9",1993,772675,6321320
"UNITED ST0",1995,779570,5704180
"UNITED ST0",1994,799453,3656970
"UNITED ST9",1992,234259,3514544
"UNITED ST0",1993,822716,2643243
"UNITED ST0",1995,626083,3422415
"UNITED ST9",1997,246464,4538033
"UNITED ST0",1994,143402,6869685
"UNITED ST0",1995,846251,7773687
"UNITED ST9",1997,260224,189439
"UNITED ST0",1996,575110,4294539
"UNITED ST9",1997,717040,2299917
"UNITED ST9",1994,748138,2153887
"UNITED ST0",1995,351196,5508525
"UNITED ST9",1993,147430,3950616
"UNITED ST0",1996,713039,6295164
"UNITED ST9",1994,262561,5954793
"UNITED ST9",1992,339844,3726392
"UNITED ST9",1996,430750,3320184
"UNITED ST9",1995,19853,111311
"UNITED ST9",1992,69619,7464784
"UNITED ST0",1997,29779,5150064
"UNITED ST9",1994,97012,1201170
"UNITED ST9",1992,348023,3504150
"UNITED ST9",1995,81749,1629277
"UNITED ST9",1992,620839,7755926
"UNITED ST9",1997,124654,1353751
"UNITED ST9",1992,24607,5601653
"UNITED ST0",1993,619075,348924
"UNITED ST0",1995,48385,7970590
"UNITED ST9",1997,755584,3047983
"UNITED ST0",1995,274600,8216698
"UNITED ST9",1992,648559,3064347
"UNITED ST9",1993,75100,1755891
"UNITED ST0",1993,812206,2837505
"UNITED ST9",1997,234118,3068162
"UNITED ST9",1992,633355,602939
"UNITED ST9",1995,332836,466617
"UNITED ST0",1993,467432,3210163
"UNITED ST9",1997,189688,803280
"UNITED ST0",1992,738350,1300333
"UNITED ST0",1992,715331,3324305
"UNITED ST0",1996,200482,4227639
"UNITED ST0",1996,185158,4188775
"UNITED ST9",1996,240385,590154
"UNITED ST0",1993,407221,5878752
"UNITED ST9",1996,790582,958240
"UNITED ST0",1995,876163,1741824
"UNITED ST0",1993,426751,3821637
"UNITED ST0",1992,225038,8046213
"UNITED ST0",1993,710989,2495710
"UNITED ST0",1996,706105,2950478
"UNITED ST0",1997,888389,9020140
"UNITED ST9",1994,281797,5523805
"UNITED ST9",1994,396037,632052
"UNITED ST0",1993,64667,3063587
"UNITED ST0",1995,310246,7041489
"UNITED ST9",1997,112111,3810279
"UNITED ST0",1995,67984,4800993
"UNITED ST9",1993,29914,7745359
"UNITED ST9",1995,464908,3210170
"UNITED ST9",1996,187009,1068048
"UNITED ST0",1996,169507,6171394
"UNITED ST0",1993,738928,105545
"UNITED ST0",1993,368207,3703089
"UNITED ST0",1994,20191,1604219
"UNITED ST9",1994,248965,2680475
"UNITED ST9",1994,835453,7377548
"UNITED ST9",1996,662914,1778958
"UNITED ST0",1995,437695,9706306
"UNITED ST0",1993,83417,4266708
"UNITED ST0",1997,33323,1063921
"UNITED ST0",1996,8374,1922196
"UNITED ST9",1995,515695,4443417
"UNITED ST0",1993,808708,4093178
"UNITED ST9",1993,453085,2973706
"UNITED ST0",1992,25724,7212726
"UNITED ST0",1993,756991,2416734
"UNITED ST9",1997,720185,6400197
"UNITED ST0",1995,401500,7131146
"UNITED ST0",1994,112045,4972222
"UNITED ST0",1992,255299,5302160
"UNITED ST9",1997,205916,92056
"UNITED ST9",1997,415382,2500620
"UNITED ST9",1997,465812,1857299
"UNITED ST9",1992,149377,7644170
"UNITED ST0",1995,118418,2202539
"UNITED ST9",1995,798073,4315743
"UNITED ST0",1996,74137,4827940
"UNITED ST0",1995,743470,2358180
"UNITED ST0",1996,147947,195863
"UNITED ST0",1993,333436,2296302
"UNITED ST9",1993,213949,6490275
"UNITED ST9",1992,426766,691445
"UNITED ST0",1995,27665,4443393
"UNITED ST0",1995,672572,4888228
"UNITED ST9",1995,693154,5344235
"UNITED ST0",1993,762151,4206463
"UNITED ST0",1992,199081,3675757
"UNITED ST0",1996,555044,1934192
"UNITED ST9",1992,331292,2869232
"UNITED ST9",1995,60232,4365874
"UNITED ST9",1994,526198,4273033
"UNITED ST9",1995,882905,4799272
"UNITED ST0",1993,93418,2466333
"UNITED ST0",1996,434984,3152016
"UNITED ST9",1996,642415,3174556
"UNITED ST9",1997,626749,4097046
"UNITED ST9",1992,267505,1710883
"UNITED ST9",1995,68746,4509614
"UNITED ST9",1996,832453,5366268
"UNITED ST9",1993,707957,8272261
"UNITED ST9",1995,668698,1754701
"UNITED ST0",1996,391259,6100409
"UNITED ST0",1997,819419,3947576
"UNITED ST0",1993,813112,4315399
"UNITED ST0",1993,347623,2486169
"UNITED ST9",1994,816790,6894083
"UNITED ST0",1994,816790,3626039
"UNITED ST0",1995,191791,4055671
"UNITED ST0",1994,789299,5634527
"UNITED ST9",1994,235435,6869144
"UNITED ST0",1992,337336,7851104
"UNITED ST0",1992,398473,3768495
"UNITED ST0",1996,626464,7867694
"UNITED ST9",1995,337229,2956486
"UNITED ST9",1997,328219,1234081
"UNITED ST0",1994,132724,4570431
"UNITED ST9",1994,132724,3247308
"UNITED ST0",1995,540922,3335755
"UNITED ST0",1995,179182,1561263
"UNITED ST0",1995,658046,1837182
"UNITED ST0",1994,554830,1603782
"UNITED ST9",1994,554830,5449623
"UNITED ST9",1997,852793,1059532
"UNITED ST0",1994,3484,2996427
"UNITED ST0",1992,390925,3499185
"UNITED ST0",1993,758050,4308115
"UNITED ST9",1992,128870,7538496
"UNITED ST9",1994,108688,3748750
"UNITED ST9",1994,853852,423541
"UNITED ST9",1996,57067,3476734
"UNITED ST0",1995,35986,841905
"UNITED ST9",1994,297815,3115867
"UNITED ST0",1996,319123,3542161
"UNITED ST9",1996,364819,4083984
"UNITED ST0",1992,682921,5183317
"UNITED ST0",1992,682921,658134
"UNITED ST9",1995,164521,1447482
"UNITED ST0",1995,860717,3308226
"UNITED ST9",1994,620627,2930891
"UNITED ST9",1997,146786,4464027
"UNITED ST0",1996,689888,2665663
"UNITED ST9",1996,732142,5023368
"UNITED ST0",1994,600172,2938122
"UNITED ST0",1996,378736,3313068
"UNITED ST9",1992,308023,5618434
"UNITED ST9",1994,501506,2281132
"UNITED ST0",1997,475507,379768
"UNITED ST9",1997,172753,2376865
"UNITED ST0",1996,129130,6644442
"UNITED ST9",1993,537557,2335692
"UNITED ST9",1993,165508,6293021
"UNITED ST0",1995,364466,8110255
"UNITED ST0",1995,364466,5614310
"UNITED ST0",1994,339151,8259880
"UNITED ST0",1997,314515,2290208
"UNITED ST0",1993,192199,8070943
"UNITED ST9",1992,631631,958568
"UNITED ST0",1996,110281,4124611
"UNITED ST0",1996,824788,4546710
"UNITED ST0",1997,486493,7115799
"UNITED ST0",1995,271210,661181
"UNITED ST9",1995,388999,2686296
"UNITED ST9",1992,351127,1952150
"UNITED ST0",1995,684833,886046
"UNITED ST9",1996,661511,874451
"UNITED ST0",1993,772214,858174
"UNITED ST0",1996,162014,6200709
"UNITED ST0",1992,639925,526509
"UNITED ST9",1992,639925,983059
"UNITED ST0",1997,199912,308110
"UNITED ST0",1992,664594,539014
"UNITED ST0",1995,366715,1600193
"UNITED ST0",1993,738367,5894613
"UNITED ST0",1992,687538,4847114
"UNITED ST9",1996,228787,326222
"UNITED ST0",1994,781906,3459709
"UNITED ST0",1994,355459,6403608
"UNITED ST9",1996,844360,2534734
"UNITED ST0",1997,197209,3479680
"UNITED ST0",1996,380296,3148750
"UNITED ST9",1994,106079,604461
"UNITED ST0",1996,251248,416666
"UNITED ST0",1992,351409,3938873
"UNITED ST0",1993,673483,3702709
"UNITED ST0",1994,642511,3223451
