"lo_custkey","lo_orderdate","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
253513,19920626,61403,3547440,19106,81864
242246,19920307,408511,1530210,7947,85169
98659,19920313,44223,915100,13336,70033
98659,19920313,277300,1277290,5079,76637
126542,19920913,143702,1881864,11195,104742
126542,19920913,182878,2941305,1936,117652
208867,19920422,138965,3142209,6549,120237
208867,19920422,96932,1323245,7595,115735
58927,19920920,50302,4007360,8839,75138
103531,19920624,183895,9308698,6193,118733
90817,19920621,6711,7292636,15281,97062
229804,19920126,287438,977838,11411,85525
229804,19920126,362314,3578380,12508,82578
296128,19921115,381530,159540,12031,96691
296128,19921115,172970,817188,16969,122578
293056,19920426,339604,5695039,1481,98615
177769,19920116,106153,1032802,13299,69549
191234,19920426,582823,5848900,6314,114348
51173,19921103,559690,3291129,4793,104980
51173,19921103,495737,2744612,5798,103962
210529,19920810,353361,5880867,1556,84861
126002,19920107,166859,8389002,15986,115551
126002,19920107,299939,575859,16803,116335
13234,19920815,211190,4251655,8789,66070
58492,19920523,208727,7694379,19379,98142
135482,19920105,326184,4432852,15696,72610
22963,19920423,22124,1464568,11973,62767
22963,19920423,431164,1843120,14039,65708
235954,19920723,264598,5878425,3034,93754
36769,19920212,466208,3874794,12725,70450
79891,19920503,337710,2595334,14142,104862
79891,19920503,479641,6829292,4497,97237
79891,19920503,372751,6319259,9375,109424
199030,19921122,106646,3887009,7246,99158
199030,19921122,164685,5889422,19568,104980
293620,19920817,503525,1348137,5251,91710
293620,19920817,318504,7234872,607,91349
75068,19920109,22828,8579018,10647,105049
50155,19920116,546203,3339058,9026,74950
128891,19920429,107562,2768703,4179,94173
128891,19920429,540759,3563465,5070,107983
35563,19921205,580588,2312624,15296,100113
173135,19920625,359259,3358875,3731,79094
173135,19920625,255016,1826451,19981,58260
173135,19920625,251803,2258414,13794,105287
173135,19920625,246479,5927062,19222,85527
182738,19920422,217487,2477485,1362,84268
182738,19920422,100280,4014958,176,76816
182738,19920422,554102,1618512,10516,69364
182738,19920422,576628,4387640,8787,102276
118366,19920606,592885,4070435,2723,118671
281425,19920609,305127,1664201,18332,67926
226336,19920325,245657,961584,11209,96158
226336,19920325,328517,5049148,5364,92730
9367,19921117,419353,4613468,1959,76339
234409,19921115,169665,7979436,12430,104079
234409,19921115,229633,2320490,2882,93757
274981,19921116,464950,6510762,19458,114895
274981,19921116,5125,3090360,8557,61807
125878,19920830,8549,3206588,17950,87452
133129,19920615,485928,3636410,16047,114834
236080,19920806,576131,1195038,3601,72426
194018,19920422,560192,2231366,1543,75130
46414,19921002,495318,5200628,9856,78797
116477,19920124,192278,1918378,7215,82216
116477,19920124,13676,1907604,19322,95380
119180,19920628,220875,7901784,6533,107751
119180,19920628,449946,6825312,16299,113755
119180,19920628,221106,2978561,18586,61625
205349,19920818,202519,4503312,6845,85290
205349,19920818,528998,608091,19690,121618
69344,19920227,323410,5759401,10768,86004
284050,19920305,500009,4035920,10775,60538
284050,19920305,50272,1344497,8901,73336
4204,19920804,172527,6175746,13044,95971
4204,19920804,451643,7893369,19630,95677
20381,19920131,344565,2390181,4429,96573
20381,19920131,498389,3708413,4823,83241
204502,19920816,435249,4990303,5322,71053
204502,19920816,24122,2152914,15303,62767
214307,19920229,360411,865183,16604,88284
211297,19920725,449360,5573860,15557,78560
211297,19920725,182988,2029560,10164,124258
211297,19920725,97609,4408510,18745,96396
211297,19920725,378171,3747480,12851,74949
211297,19920725,107162,1052244,18925,70149
247240,19920810,540139,1634246,3845,70746
297416,19920527,112613,487683,5926,97536
297416,19920527,413321,4233649,9196,74058
273472,19921015,211267,923748,5438,70695
273472,19921015,553368,5909931,16342,85280
183757,19920607,389570,497868,15612,99573
183757,19920607,301138,5187552,4314,68347
279365,19920704,387600,2004856,9281,101255
279365,19920704,543552,4738724,305,95731
247606,19920204,455852,3977226,2846,108469
247606,19920204,97140,3039575,335,68228
247606,19920204,70512,1027379,6361,88950
60131,19921108,491130,4994545,4496,67266
60131,19921108,208367,5484005,17871,76521
60131,19921108,408505,4848236,17785,84808
238609,19920725,351478,611784,5636,91767
238609,19920725,481168,1478943,10260,68948
195301,19920923,96383,4369875,16267,82762
185564,19921027,106353,672878,3000,81561
272947,19921018,586478,3526270,19083,93867
272947,19921018,285143,3797285,2247,67687
238529,19921129,288855,3134528,19715,110630
238529,19921129,6291,474126,9425,71837
238529,19921129,124474,2847093,15198,89908
283774,19920112,392734,2148222,9611,109603
45685,19920221,337516,1217944,12971,93210
130882,19920406,206728,1961652,1826,98082
130882,19920406,468028,1073688,3639,59760
17276,19920122,10745,4304924,16372,99344
273457,19920331,413687,5762376,1797,96039
133522,19920329,228101,3293088,7719,61745
177493,19920920,517644,6314156,7588,99697
177493,19920920,415133,1763969,18690,62886
208799,19921220,240950,7968421,19741,113456
25003,19920313,438436,3501996,14408,82464
44086,19920817,435252,5876788,4293,71233
231439,19920805,108224,1478664,10865,73933
92647,19920707,433407,3753064,14813,80422
295448,19920911,397192,127628,9417,77350
295448,19920911,2384,5094064,7535,77182
22393,19920731,112412,4327357,1384,85464
22393,19920731,540913,1740915,17230,117233
262201,19921111,18475,6621769,9822,83608
85634,19920731,312623,3400433,19579,98136
85634,19920731,547972,8685785,4712,121197
85634,19920731,353460,908070,5012,90807
187778,19920514,318523,4624530,9567,92490
187778,19920514,214992,8200014,2938,114418
26362,19920613,133024,3729166,5252,63421
3139,19920521,278148,557434,18208,67567
386,19920226,450066,3684161,14774,60962
196751,19920116,557327,3289096,510,83058
196751,19920116,149546,1105709,10412,95732
196751,19920116,338472,3171966,921,90627
182171,19920312,252437,6602523,2443,83365
182171,19920312,106196,841533,3348,72131
215296,19920218,42633,7405461,10218,94537
47353,19921011,174034,5484748,11929,66481
262735,19921013,146841,3885174,2463,113270
142306,19920106,250137,4348480,2493,65227
107537,19920919,209592,588619,17050,90094
22976,19921013,345179,2759256,12695,73449
22976,19921013,12930,3250928,4327,110575
257401,19920821,215389,2840917,19683,78262
257401,19920821,238492,1430480,12021,85828
32710,19920424,168822,7487647,9535,113449
266957,19920606,384733,7558079,9941,109063
266957,19920606,592161,3438616,7534,75188
266957,19920606,555936,6441836,15917,119514
266957,19920606,31480,6008670,12971,84688
175451,19921108,550099,4616963,8130,68944
61180,19920414,171343,990038,8700,84860
228710,19920111,149862,8985742,5214,114711
182899,19920402,230104,2533520,16458,62045
182899,19920402,290763,7218435,9112,105225
294467,19920716,38634,4777649,7810,94357
251212,19920619,147625,6857742,2333,100357
251212,19920619,127362,3131617,14772,83361
142456,19921214,225783,338336,211,102526
144548,19920101,7625,7509838,1305,91957
144548,19920101,341810,6599815,6450,111108
144548,19920101,385981,5787516,17824,124018
144548,19920101,566752,2520759,12590,109123
184025,19920713,552959,8564786,13508,120715
203887,19920501,286970,3718224,10979,117417
106645,19921206,72360,659518,7751,79941
106645,19921206,538175,3122648,556,72789
106645,19921206,292066,2010295,14489,63483
184496,19920121,204513,3367980,14833,85050
119993,19921026,281348,2237262,11641,79759
119993,19921026,253737,338144,12603,101443
93518,19920120,220145,2636196,18948,63907
49774,19920112,507400,1688856,16889,84442
49774,19920112,69709,335740,11179,100722
49774,19920112,384154,2819244,10828,74288
49774,19920112,476116,1621753,9462,65525
204772,19921118,94356,5080016,5665,81021
204772,19921118,32698,4565932,14986,97841
229087,19920315,394991,3679668,18879,125158
163844,19920716,80144,2974474,18363,67448
120559,19921212,231512,1299150,5366,86610
110588,19920803,590508,5274984,11333,95908
110588,19920803,66657,2386765,7087,97419
110588,19920803,459467,4518961,9514,85586
40574,19920619,599631,6275191,11008,103836
40574,19920619,388537,796504,17024,97531
40574,19920619,329523,4149859,8714,93150
40574,19920619,70138,4059080,18551,66487
84814,19920327,513317,5188131,1861,79817
84814,19920327,511924,6829855,10674,116154
232877,19920525,161730,2458253,1634,107503
288890,19920421,465596,5565435,1989,93694
288890,19920421,73973,4672728,15978,116818
221869,19920418,251947,1116570,4784,113935
221869,19920418,315721,4689117,6095,104202
20365,19920418,6041,1031326,12889,56822
20365,19920418,242440,5748143,19168,82945
274342,19920902,589304,1911580,4206,83596
117182,19921205,38140,2430127,3167,64688
271727,19920304,539536,7798774,9419,94530
271727,19920304,476247,2996889,15768,73393
59971,19920705,298864,2373270,5337,111771
211163,19920221,215686,5391221,7207,96100
2843,19920923,204320,1199823,1508,73458
208955,19920915,188876,3536766,19047,117892
248953,19920125,151750,7927700,16852,108105
202453,19920724,50985,7550322,9753,116158
202453,19920724,572447,1504225,9263,91165
118526,19920507,266289,372815,17602,75316
232687,19920816,219978,1897960,10388,113877
207451,19920813,266421,4855935,17390,83244
174605,19920414,120932,8995195,3251,117175
289721,19920824,161322,3660264,17557,82999
40582,19921005,150957,3935582,17760,120477
94625,19921211,468791,1034744,14510,105586
94625,19921211,357767,5419507,13044,109485
94625,19921211,383123,2127578,2803,72366
216625,19920407,519669,5516786,15016,101318
1441,19921014,9210,548412,8133,67152
84121,19921120,588553,820765,16506,98491
203512,19920214,207079,2859574,1971,59163
203512,19920214,370831,6401526,3696,114109
203512,19920214,348145,708719,5746,71587
25388,19920906,508390,3322527,123,83902
25388,19920906,283570,304497,501,93213
94769,19920710,170071,3537317,13495,68464
272803,19920112,368523,4254106,102,95490
161884,19920518,73239,4440398,15035,72733
284042,19920808,2411,1300275,15280,78804
283465,19920114,584452,1656271,11105,92185
159398,19920127,422748,4796637,2437,100243
277204,19920223,351656,334697,19511,102458
78292,19921114,447049,1464149,3805,59761
78292,19921114,5168,3506013,15206,64389
64562,19920226,311917,8020366,7425,115734
64562,19920226,174350,4700355,11095,85461
50818,19921229,43551,747275,2765,89673
50818,19921229,554902,5177904,1965,117412
50818,19921229,437554,149153,10773,89491
50818,19921229,358338,547357,18031,83779
138352,19921122,182858,8539740,8721,116451
286237,19920805,447040,3192022,9404,59221
38351,19921216,449149,4519861,13874,65887
38351,19921216,234355,5054212,12985,77360
38351,19921216,401091,4517886,6027,59524
118015,19920626,422544,4210378,18244,87991
48914,19920120,223384,1294296,15075,78442
48914,19920120,204739,4393663,14367,98623
221357,19921028,341501,3084980,15186,92549
221357,19921028,90747,5734542,14927,104264
84995,19921214,284897,8942693,9721,112912
165868,19920524,390993,2450760,5754,125038
115093,19920726,451379,1463385,8269,79821
196784,19920504,61291,4786252,12705,75137
196784,19920504,196515,7412946,2040,96690
53108,19920416,548405,5668182,5950,87202
32845,19920516,572158,5665978,2263,73807
32845,19920516,580202,2051488,17697,76930
32845,19920516,240519,6436395,6554,87570
193925,19920711,241544,7059238,6660,89131
193925,19920711,595075,2457105,13322,70203
193925,19920711,13859,347478,12723,106371
84206,19920211,56073,2984303,2274,61744
84206,19920211,402794,8314173,17661,101806
40508,19920305,173206,3292660,7710,76752
40508,19920305,308687,6782680,2784,101740
150848,19921225,333441,5201789,3989,88465
162467,19921225,535089,3561022,16766,67443
34612,19920525,437928,3291447,15059,111954
206978,19921101,354406,1022273,10287,87623
126278,19920214,566800,3658888,15625,112006
126278,19920214,288359,4401759,1253,80840
234841,19920314,61139,1293752,5295,66007
234841,19920314,359663,3882853,8444,103359
143143,19920901,156942,1371272,600,119936
268840,19921205,157822,2047123,477,112789
268840,19921205,508183,2451407,4516,71469
163345,19920818,97689,7603553,13743,101200
8587,19920412,52338,1419363,12607,77419
66382,19920209,320673,3556686,14305,101619
249433,19921203,128069,767942,3209,65823
249433,19921203,503031,4357318,7889,62040
57598,19920206,582398,5512897,2338,88822
235129,19920614,551170,3868603,4435,73269
101878,19921009,81591,7705691,11717,94355
69730,19920813,585395,3996999,19632,88822
196138,19920929,107431,6061544,19396,86305
196138,19920929,227455,691220,10347,82946
53317,19920327,387831,5453286,11928,115129
226052,19920801,111377,1904843,13434,83302
74030,19920823,361333,2091480,14329,83659
74030,19920823,308207,3127899,5681,72911
209000,19920211,566241,3882443,1264,78433
209000,19920211,374834,7747900,318,114529
259474,19920911,199045,5493680,16009,68642
259474,19920911,151380,6172110,16039,85882
96689,19920111,328605,2911057,18128,98015
231746,19921002,61417,4052525,14216,82704
231746,19921002,599416,3788475,5801,90923
40405,19921102,573955,7953405,7646,121735
40405,19921102,252247,5641177,2204,71953
256319,19920803,231048,3741852,2575,58741
256319,19920803,22747,3927228,16047,100184
265379,19920101,33506,6270462,13833,86370
123151,19920323,73756,3805450,4805,103785
270907,19920504,147002,1453914,19671,62940
29233,19920917,421791,5480864,14485,102766
179188,19920314,381802,7346781,5693,113027
203377,19920519,498538,4715549,14101,92190
240484,19920615,318889,4674281,18664,114472
240484,19920615,352384,4309110,4252,86182
156655,19920924,96361,399063,17295,81441
81781,19921020,324869,2840775,15634,113631
77203,19921023,90636,6216979,18267,97597
77383,19920706,23129,4687194,9118,63127
77383,19920706,567351,141833,12417,85099
209903,19920830,337376,6576364,9579,84801
139447,19920606,259447,2205282,15146,84385
105179,19920309,494187,354348,2792,70869
169250,19920815,534794,5069350,4475,109726
145165,19921204,314607,3371285,16481,97295
181081,19920525,504914,2494557,18978,115133
181081,19920525,284368,5756953,14024,81141
295639,19920909,363216,3008678,2020,76752
295639,19920909,161369,858216,1926,85821
295639,19920909,118243,4414340,14744,75674
90146,19920103,330845,2599900,12147,112549
90146,19920103,157784,4873349,15773,110506
123847,19921221,230942,5191761,5037,112375
228355,19920817,81843,6569424,15283,109490
299252,19920916,412613,1373031,16,91535
7577,19920702,69503,5976877,2852,88350
135340,19921015,457602,926390,324,93574
135340,19921015,106253,1110658,3250,75555
178186,19921227,206638,2316930,5817,92677
178186,19921227,56714,818647,19292,100242
178186,19921227,387923,7094490,12460,120654
256900,19920518,446019,1543984,10101,57899
29836,19921129,556176,3293536,6002,73929
50914,19920702,540880,8094504,1126,115251
115264,19920616,70258,3404709,17130,73695
172631,19921119,124394,4633880,9839,85103
172631,19921119,289869,2732509,16816,111531
172631,19921119,426560,1486540,11656,89192
212654,19920229,299515,3029000,15844,90870
165103,19920802,228691,4169056,11201,97180
83954,19920616,542245,6178656,3624,77233
242132,19920623,179454,3036231,17648,92007
5276,19920303,188656,518161,13876,104679
247138,19920817,296779,4261824,9969,106545
245521,19920319,482276,3523100,2486,75495
150784,19920520,1047,3158869,14679,56882
150784,19920520,181518,7917574,79,95970
52633,19920212,538349,4669719,13107,83239
52633,19920212,23303,2549477,939,73578
207274,19920703,531393,6839824,5765,85462
264725,19920112,528106,222279,10254,68044
3307,19920930,520467,1894998,3613,89246
146287,19920207,506599,6993862,9774,96334
291073,19920805,567538,314679,7088,96330
42922,19920331,13292,2008013,11587,72317
179447,19920307,53800,5843661,16299,105228
179447,19920307,10123,607474,8443,61987
72931,19920616,203029,838809,10776,55920
1213,19921107,149614,1317579,6152,99816
1213,19921107,284977,8740531,19963,117717
243866,19920620,371280,5269953,3665,81076
243866,19920620,99717,4120104,10885,103002
243866,19920620,136649,3337567,8431,101138
208918,19920329,401449,4812896,17004,81025
94306,19920228,54833,175207,6225,107269
116587,19920910,511120,1696650,11345,67866
171211,19920722,150409,5779224,15327,87564
171211,19920722,401263,1597337,4643,69854
185207,19921111,247319,1002909,4943,75978
140375,19920920,240782,5064943,16234,103366
179915,19921115,144917,8652023,5439,117714
179915,19921115,209864,7996515,2756,106431
19708,19920804,113532,6815787,1891,92731
19708,19920804,125855,2580526,12582,112851
19708,19920804,238859,2135833,17629,107870
7111,19921115,452347,5067348,4680,77959
232321,19920815,395169,5882089,10275,75849
272236,19920614,126388,5516082,13910,84862
234613,19920410,290526,3487973,14060,90990
235909,19920623,569908,4264309,13631,118672
235909,19920623,30243,1858412,2166,70394
235909,19920623,303749,2949844,2007,105163
235909,19920623,152195,3210267,8002,74831
110782,19920829,187268,6505248,15985,81315
110782,19920829,131712,6151808,12298,104622
198125,19921019,163399,3474638,14758,87743
172330,19921009,156165,2991842,15299,73269
47903,19920607,557942,593976,3331,119995
25102,19920403,437961,4135891,17717,113936
35576,19920503,464576,6038956,906,92433
276433,19921214,327217,5486922,19623,74652
276433,19921214,427077,1093410,8100,60243
276433,19921214,68449,6528728,3928,85046
207262,19920406,461493,3054387,7455,87268
243512,19920202,161686,2446752,2381,104860
111128,19920628,80155,4607573,15388,68109
220421,19921008,43954,6881966,774,113877
220421,19921008,114451,3663625,14317,87927
212869,19920923,343202,747114,10642,74711
172219,19920801,224232,1926262,2150,69373
215500,19920613,506374,409963,19817,82821
289855,19920909,122594,3520933,8182,96995
235736,19921206,518605,1623580,9411,97414
235736,19921206,583475,6701335,19619,93507
235736,19921206,586788,6681644,5683,112485
134140,19920517,190930,8516199,8542,121255
233206,19920723,192652,4616343,7359,104679
233206,19920723,341375,2664173,14462,84981
225829,19921102,455834,177191,6312,107388
82996,19920327,569104,2932700,14018,70384
91115,19921128,82114,4494051,12542,65766
143974,19921215,374709,6956391,14541,107021
43693,19921205,468586,7079466,11603,93273
24742,19920917,19077,2888603,19552,59764
24742,19920917,5925,6638915,19559,109855
228184,19920322,145184,5285474,2536,73750
197842,19920411,338705,2964273,17496,104621
121724,19920206,17350,4182255,15499,76041
121724,19920206,595699,5452207,1363,107680
121724,19920206,306259,5951688,16364,75914
121724,19920206,415578,3400813,4116,89613
239488,19920225,597481,4419688,12647,94707
239488,19920225,256857,4897368,17035,108830
239488,19920225,426675,5605775,11544,96099
11879,19920414,585922,9740322,10698,120474
138955,19920729,224787,6206878,14002,102706
138955,19920729,21720,965331,18300,98503
138955,19920729,359813,7416288,11603,112368
276682,19920224,80395,1512929,2840,82523
8419,19920530,384596,3826680,5523,100834
207508,19920101,252868,7101315,3247,109251
207508,19920101,234546,5716326,18989,88831
66790,19921123,429744,334744,19242,100423
66790,19921123,494155,4166745,11498,68947
280468,19920807,229929,5576730,7599,111534
8647,19921223,481221,5409900,18353,72132
8647,19921223,31308,3435339,8816,74358
135793,19921022,299433,6589132,6796,85945
26080,19920509,343349,1949262,3577,83539
26080,19920509,472848,1962843,2808,109249
155851,19920823,457391,3101251,17229,80902
155851,19920823,163204,250905,2329,76032
155851,19920823,366428,739732,17737,89664
155851,19920823,148708,2283710,1317,105402
197657,19920618,248550,5095036,12588,89912
299509,19920306,392956,4259746,12859,122936
299509,19920306,118248,4938336,14546,75974
65728,19920106,412752,8323650,13774,99883
65728,19920106,431591,7156079,522,91354
122098,19920728,4349,4512024,2524,75200
122098,19920728,488561,1670404,9532,92972
122098,19920728,491887,7440285,11480,112731
205985,19920907,31737,7764600,6275,100123
40750,19920509,524843,1109485,14763,112069
63674,19920504,267308,2874503,1450,76517
287668,19920313,256453,6060592,16132,84566
287668,19920313,392674,865663,17297,105999
60298,19920927,588636,2390309,15920,103476
12685,19920802,70834,3537466,9145,108289
12685,19920802,98806,7038720,5798,108288
132217,19920131,417246,1512186,17242,69793
132217,19920131,441149,534158,5848,65407
132217,19920131,186147,976646,5398,73988
132217,19920131,164956,9902655,7974,121257
132217,19920131,410943,9176904,7457,111235
29884,19920327,406081,3454710,12387,59223
29884,19920327,587827,2464347,12767,114888
17417,19921013,343061,2841824,10462,66243
211844,19920404,167675,6099345,10468,104560
282610,19921027,506487,4032342,3025,89607
204025,19920409,587157,731548,9541,74647
162430,19920205,463080,104306,3408,62583
56782,19921121,449943,3935380,11504,113575
152728,19920114,379602,3295916,5458,100895
188977,19920308,467861,7423261,573,109730
188977,19920308,486787,175602,18971,106425
221200,19920118,340588,2740883,9389,97714
25168,19920319,417879,889440,14697,107811
25168,19920319,289333,4495888,2935,79339
282733,19920519,103496,2226742,3261,89969
159841,19920705,578930,1378112,8212,120534
159841,19920705,125606,5330437,19791,97896
102869,19920210,157787,3434980,1078,110686
11503,19920914,348884,3599003,14523,115972
11503,19920914,553382,861216,12898,86121
11503,19920914,85926,5433676,16104,114715
11503,19920914,556540,1106388,15322,95791
258697,19920524,380527,803755,4569,96450
258697,19920524,75526,6391970,6366,90091
193712,19920923,384699,6467623,3251,107020
193712,19920923,73939,7460427,5252,114775
193712,19920923,90740,7788330,8858,103844
190324,19920511,234484,3229856,15313,85108
38915,19921009,230219,112621,1333,68952
173854,19920529,293164,3969024,7462,69429
173854,19920529,595823,5564520,4614,115128
173854,19920529,583569,4858467,13648,99152
173854,19920529,554013,4391730,3199,64019
271288,19920714,250918,183152,7446,112134
40345,19920415,588528,6142700,17325,96990
208517,19920302,412958,8232092,4792,112255
55309,19920201,212139,3017765,19142,63067
262285,19920212,162502,306642,16547,93870
262285,19920212,558395,4028741,18796,87202
262285,19920212,149254,3518775,16752,78195
262285,19920212,486992,4114278,18175,118738
229465,19920820,107789,5458617,5386,107806
229465,19920820,590744,6971936,10023,110083
110389,19920114,295026,4798747,6297,61260
223645,19921007,352158,3083436,16999,72608
74821,19920121,401080,4711050,14169,58863
74821,19920121,538496,6228413,18139,92068
169609,19920528,117430,5355491,19118,86845
128150,19920725,594466,2008286,1788,93626
115304,19920301,108,3830780,16411,60486
147125,19921221,180406,1486400,7532,89184
147125,19921221,272172,5491968,17833,68649
212722,19920420,296756,867606,15035,105164
167053,19920327,43695,8111515,4684,98321
167053,19920327,568541,1126664,10002,96571
167053,19920327,454649,2886516,12169,96217
148087,19920416,531128,3672028,11499,69546
21146,19921229,371570,7313149,16667,98493
21146,19921229,182764,1279804,14987,110805
200638,19920713,130834,731013,10324,111889
200638,19920713,526269,4188806,14231,77714
200638,19920713,401238,1822736,18284,68352
161290,19920102,227982,4492249,12123,114598
161290,19920102,114349,1636008,1011,81800
70537,19920222,191266,5187447,16010,81435
70537,19920222,393342,1125298,3732,86119
65171,19920530,142592,647297,2779,98075
65171,19920530,140879,3010356,12602,115192
268681,19920603,417668,6837279,13802,95138
268681,19920603,416890,4958051,19934,108412
101143,19921122,297763,522942,18722,105645
101143,19921122,488336,3015453,18730,79458
269621,19921115,587540,1288995,16445,97651
195020,19920405,129746,4972072,8893,106544
195020,19920405,235387,2749207,2798,79342
36634,19920111,549768,2315800,8145,109064
36634,19920111,334479,6970996,11023,90807
94126,19921201,222406,4734381,13072,79703
94126,19921201,562231,3421833,11859,77592
67630,19921219,93033,3859924,18488,61561
159922,19920805,599101,2160144,6785,72004
159922,19920805,216184,3126683,14019,66010
159922,19920805,394183,1001301,5856,76630
157118,19920211,457243,3960726,13832,72013
157118,19920211,579164,246141,15930,74588
157118,19920211,199965,6678080,3058,123897
202855,19920214,239791,5825805,1356,103846
232210,19921104,583985,8275840,12794,124137
131803,19920910,129072,2422354,1260,66064
131803,19920910,312254,1504293,8214,75974
131803,19920910,498851,4169516,1307,110989
281650,19920915,523271,3972053,2646,77655
219865,19920616,248919,1307530,3504,112074
201772,19920124,565015,529195,14655,64799
256237,19920811,54738,846365,8106,101563
256237,19920811,299038,3422166,2359,62221
256237,19920811,229356,4755758,11766,77120
244430,19920817,289923,5164857,1364,114774
178108,19920501,64217,2806554,950,70872
279931,19921009,167564,6036772,5112,97893
18701,19920223,323138,5632593,640,69667
229580,19920610,242182,2533879,2965,67450
157894,19920627,146416,1013450,17469,87744
138737,19920604,107279,5798505,5202,77176
43810,19920703,228777,3208534,9802,102345
128615,19920810,396312,1971620,3140,84498
121721,19920704,72657,2118545,14871,97779
63836,19920517,545184,2212488,1151,73749
63836,19920517,299440,705320,18306,86365
63836,19920517,476560,1216939,16358,92192
63836,19920517,164503,921690,17043,94050
250355,19921105,417963,5529963,3018,112856
250355,19921105,487336,1048061,11984,79398
114103,19920406,269583,4412403,17053,93154
278572,19920307,189388,7239162,11769,88642
278572,19920307,559081,2031586,2497,68403
50971,19920121,144209,5334872,16365,75192
50971,19920121,356355,276622,8857,84680
249682,19920222,249941,2059222,5262,113455
249682,19920222,569689,6267864,8786,105519
280174,19921101,126110,1912073,2808,68166
110179,19921225,531424,1008592,15495,87324
110179,19921225,28782,7527432,7883,102646
164467,19921124,553873,2697590,15094,115611
164467,19921124,322549,3578373,3376,94291
2386,19920913,532382,2545848,5229,84861
220705,19920214,584299,5557978,8578,82996
220705,19920214,97318,4866647,10390,78918
220705,19920214,218076,994060,12615,59643
43048,19920831,528491,2583099,17032,91168
147241,19920424,521014,2941441,16631,62099
46696,19920929,337570,7002531,10583,96453
202105,19920124,449172,3955417,17383,67269
202105,19920124,17032,4278227,12257,56941
116311,19921119,469613,1096734,3526,94955
116311,19921119,60989,3860960,8457,116998
8608,19920123,477361,6227296,2582,80300
8608,19920123,113013,904940,7537,61560
279689,19920115,376623,8244808,19418,101976
279689,19920115,491024,2110185,1694,60900
198698,19920824,411452,6279958,4568,81805
198698,19920824,425550,1460774,13249,88531
198698,19920824,216631,3336668,5822,92857
198698,19920824,110353,1736907,4190,81801
98362,19920926,84242,4326174,12368,73574
98362,19920926,274502,3800485,15649,88589
84464,19921020,329418,5065900,5231,86844
84464,19921020,324947,1971930,14961,118315
84464,19921020,173455,151316,3404,91707
81428,19920814,18145,956826,9604,63788
235105,19921016,243529,5248025,1647,88350
98045,19921101,411245,3237416,10690,69373
98045,19921101,404766,1654032,16769,100244
98045,19921101,88112,4096809,13855,66006
199585,19920501,411295,5186961,9780,72376
279568,19920919,485533,7288848,16040,91110
31607,19921007,167880,3085441,10066,116872
292978,19921203,236922,1821731,15478,111534
292978,19921203,558045,1637984,13546,66181
292978,19921203,186308,5383392,17017,83658
100780,19920531,145411,728205,11469,87384
35899,19920630,240228,1373814,15634,70092
255248,19920514,553432,6684345,564,89124
286019,19920219,471644,5918016,6758,96937
286019,19920219,316301,4131021,5938,79037
286019,19920219,56529,2766038,12192,89131
286019,19920219,519399,5247969,18704,85102
213298,19920515,66542,2986909,17498,90512
295148,19921203,140751,3045975,6949,107505
35731,19920129,230296,4046724,2953,73576
230824,19920619,438140,533669,5645,64687
50998,19920123,552134,2583347,11846,71166
68765,19920407,86149,4270396,6690,68108
68765,19920407,91958,4968472,8031,116997
120559,19920523,17264,1653764,11628,70875
109982,19921019,70711,1664892,3861,100902
109982,19921019,588421,7396060,11558,90564
141169,19920626,384858,9519916,5119,116570
141169,19920626,285097,954394,16189,64924
141169,19920626,14090,1689883,16420,60245
36697,19920727,449952,8760289,16276,114115
97259,19921004,84158,5036881,9441,68529
97259,19921004,231656,476292,19382,95258
243985,19920511,318494,5989420,19041,90748
90247,19920731,320826,3508939,17841,110808
223036,19920921,71923,7428086,13478,113695
223036,19920921,89874,1660708,17581,111832
243881,19920615,124220,1119798,11796,74653
243881,19920615,23435,3496598,3427,81505
118852,19920803,383921,392962,4171,120294
118852,19920803,243785,684592,1786,103726
118852,19920803,491385,2023249,16020,82581
88261,19920903,148879,4008041,9578,115672
88261,19920903,200997,8351112,15269,113878
261530,19920604,171820,9269918,16073,113509
297133,19920929,5829,1190086,13396,104089
113050,19920919,418237,3812193,2363,69312
113050,19920919,138631,6344594,19630,100177
113050,19920919,155074,4425954,5150,67744
113050,19920919,9589,5786017,11814,89914
197084,19920811,395729,1251751,15159,109482
292930,19920301,167446,1198644,11349,90806
114781,19920802,266677,5044392,7786,98619
114781,19920802,33583,4458745,12668,90994
13654,19921027,192205,3113280,10217,77832
13654,19921027,155814,1465931,14698,112188
61015,19921119,178538,1267359,5932,96991
61015,19921119,72087,5189492,15384,63544
61015,19921119,152621,3936354,8056,100417
35236,19920411,206036,4521696,15020,56521
35236,19920411,241076,3289172,12461,61023
127351,19920505,29321,3713450,14066,75019
127351,19920505,184239,4102013,14612,79393
185149,19921103,211460,5974036,11989,82287
214255,19921221,139194,5680073,16824,73991
188834,19920106,8398,261278,8071,78383
72949,19920305,53246,3957492,12443,71954
72949,19920305,96456,5809800,2671,87147
72949,19920305,529103,4188696,6031,67924
161674,19920213,47173,4704714,3335,67210
179426,19920627,318591,643832,2563,96574
47563,19921214,588183,3363489,18716,76269
47563,19921214,589345,430296,5810,86059
47563,19921214,312829,1841810,6389,110508
207328,19920809,229102,2829310,12463,61865
100081,19920429,353060,1763071,12102,66783
