"d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_suppkey","lo_supplycost"
199201,194746,46963,8130699,2769,114597
199211,35350,131661,3519040,16395,101559
199204,260062,380683,3703707,3828,105820
199204,260062,366511,618380,16367,94650
199210,111643,184287,6047344,19211,82276
199210,111643,345957,6084931,3590,120176
199209,111133,129147,5006827,14053,70568
199209,111133,416204,1663467,2391,67210
199209,247849,61974,1724949,16357,116158
199209,247849,348123,2550677,16073,70266
199211,201157,537811,1811814,17573,110927
199205,125596,334177,3916891,6723,72669
199206,132703,104823,1085725,13216,109669
199206,132703,92930,3845860,3338,115375
199206,132703,80864,6457010,11882,110691
199201,112144,177592,3005262,3674,100175
199201,112144,376510,2798586,4055,95190
199208,164410,1049,744831,18752,57002
199202,252202,542381,1972776,17180,85401
199202,252202,595419,5451804,17711,90863
199211,49400,253240,3975842,11406,71593
199206,90907,28236,4107403,3832,69853
199206,117122,60177,3980095,17141,68230
199206,117122,378928,6823494,19438,120414
199205,125278,358672,3115188,14853,103839
199203,143713,477045,4905696,16286,61321
199203,143713,486639,4389147,15624,97536
199203,143713,422984,1716264,15967,114417
199201,17764,385584,4254064,16440,100174
199207,45487,238399,5215782,1185,80242
199208,24908,523976,9799755,2601,119997
199202,282194,454992,4579273,1510,116818
199204,126265,226416,805440,1747,80544
199207,99169,224761,6008013,5072,101145
199207,99169,555464,7445256,1346,91166
199208,63766,50760,5589052,11117,102645
199206,176761,567999,10026871,17123,124018
199206,176761,438494,3649933,15361,85948
199203,125711,369679,4546516,18605,104919
199204,226277,427512,7053501,5138,86369
199207,131845,291487,1304010,17071,88708
199201,59836,342295,132390,3245,80236
199201,160528,233149,4112094,14030,64927
199201,160528,534381,707680,12463,84921
199204,86419,45304,244862,14859,74958
199204,86419,531346,2892372,2101,82639
199211,268073,188528,5069406,1124,96991
199205,98615,86340,5589196,11298,79580
199206,131089,540231,4449235,19506,76272
199210,219850,205187,856261,10880,65530
199209,99970,247296,2193145,11018,74596
199209,99970,212265,2192039,7102,70635
199211,51829,261148,3105564,17149,66547
199207,181135,257398,3719162,15592,81322
199207,35506,410254,2561306,18171,69853
199207,35506,525181,945629,10567,72369
199211,6851,366190,2954535,18279,75370
199211,6851,349202,371603,6902,75071
199209,135496,233672,4405931,11233,96339
199209,135496,483955,2660211,7382,116335
199203,159217,83051,3582983,14452,62043
199203,159217,221942,2236716,6345,111835
199203,159217,432622,3731040,6649,93276
199209,36391,235915,5623034,7756,111054
199212,94270,589194,4876046,7977,76990
199203,145084,96496,298498,6475,89549
199203,145084,598601,4879494,19663,101974
199209,296156,115043,518439,8988,63482
199202,255778,257312,1396230,15635,76158
199202,255778,427432,4844937,8840,81564
199202,255778,205858,8642816,2217,105830
199202,95359,562708,8853400,17825,106240
199202,95359,139283,3927171,19548,79336
199210,79324,207322,3196206,10874,73758
199210,79324,248819,6125427,5381,106068
199210,79324,486037,2557525,4942,61380
199210,79324,416787,4554150,13302,102225
199201,278338,487171,5503528,11032,69489
199201,278338,52737,669133,9292,101383
199205,202262,592844,1138850,3634,116209
199205,202262,457470,3108986,5120,85647
199209,209971,347717,1058820,154,105882
199209,209971,251460,4940075,541,84687
199209,209971,155063,3242374,6662,67083
199209,209971,341557,4747663,7191,95912
199202,38392,326467,1330663,1004,89607
199202,38392,516222,4853744,12876,74292
199209,164165,586393,7248913,9366,88762
199209,164165,520021,2164239,8827,62460
199209,164165,388684,8164918,15220,106360
199209,164165,398891,5265222,9597,119392
199207,263854,80594,5144185,15416,94475
199207,263854,332921,1563128,9965,117234
199204,143920,595020,2097315,1992,66900
199204,143920,524953,1582344,10593,118675
199204,143920,480068,4820984,2178,62882
199206,294379,69823,7632034,16625,107569
199202,290291,317219,4603608,13888,74172
199202,290291,25043,3415245,6322,58082
199210,178076,274930,1904920,8735,114295
199208,121684,187882,6894580,773,118192
199208,121684,521251,3689467,11437,76333
199208,121684,251655,1606640,7865,96398
199208,121684,158079,222865,14458,68224
199204,65533,590815,190579,18351,114347
199205,178937,4369,6303132,6500,76401
199212,223859,80542,4567620,11682,91352
199204,224702,36531,6040353,15905,88051
199204,224702,66975,2499315,19971,116518
199205,102410,545001,1464372,6974,62758
199202,214678,167362,7003864,3709,85761
199202,214678,43136,4335944,3333,64747
199211,119608,553279,4396425,15568,79935
199211,119608,217891,5014215,14645,108532
199208,127408,390116,2894640,13403,72366
199202,221408,415389,4777870,10082,78261
199202,221408,442336,2812282,14367,76698
199202,221408,134167,1545892,14414,72069
199202,230270,166392,3430133,12027,87503
199208,133486,21549,6052742,10275,88232
199208,133486,358373,3721536,2809,85881
199208,133486,361378,3166592,6560,86361
199208,133486,526862,2243941,4349,113330
199204,194381,559288,3637602,18941,80835
199207,181024,288206,1521398,9479,71651
199205,145319,366778,7954605,1427,110685
199207,171571,309530,5080416,8817,92371
199212,94597,213226,2734104,17764,68352
199212,94597,481756,4938628,9265,104263
199209,9211,138451,1916922,8519,89367
199203,2143,127881,5050896,9351,114532
199203,2143,45831,5277185,5689,106609
199202,84961,385019,4590432,8841,66240
199202,84961,495505,2058658,1100,90028
199202,84961,542594,4746053,3789,98194
199202,84961,562407,7055962,15037,88162
199203,209056,302663,989396,677,99939
199205,207388,402048,4375792,15726,57001
199211,265445,598868,6425666,8144,118010
199211,265445,166338,4774722,7629,84259
199210,284771,505665,4176600,11548,100238
199204,118417,245420,3003902,18296,81924
199201,151850,113023,2900856,7632,62161
199212,28618,368180,1590168,19745,74890
199212,28618,186724,7887496,18471,108643
199212,28618,51737,4468379,7255,101323
199208,49633,278925,1130922,19246,114234
199209,167834,77358,6543215,12783,80121
199209,167834,551241,4221682,11868,77533
199209,167834,93966,5186054,5407,117597
199209,167834,64580,1529134,19964,92674
199209,264940,309170,466947,3515,70749
199209,264940,212823,2891859,15462,104148
199210,27505,207953,5711224,17529,111656
199210,27505,57050,598187,16778,60423
199204,30185,336524,312102,2296,93630
199204,30185,357317,4122900,1197,82458
199206,153211,232440,5842434,13438,82345
199206,153211,11634,1545630,11105,92737
199206,153211,518213,1809849,15277,73871
199211,126727,110492,450747,3986,90149
199201,194617,492495,2082458,2740,89248
199201,194617,359570,5866416,8974,97773
199209,243565,95723,8507664,19981,103123
199212,166724,333950,392820,4285,119036
199212,166724,287500,5301414,14409,89249
199209,295948,340344,5070800,6544,83059
199209,295948,360364,5076383,14569,85461
199209,295948,186134,966342,19144,73207
199207,267010,253968,5189265,16585,115317
199207,267010,212665,4685620,10211,94659
199209,291973,521983,7542659,19471,120297
199203,82891,567470,3228645,18337,92247
199206,293740,339746,5714336,12140,107143
199211,105530,17201,109583,19174,67092
199211,105530,492544,1369039,5932,92191
199211,105530,586251,5215197,7949,80233
199211,172756,320620,6431191,14732,98436
199210,84796,188694,5939923,12205,106961
199210,84796,375141,3891616,2067,72967
199205,221191,466558,1045827,4819,91471
199205,221191,133448,5426514,1949,88886
199204,12034,340584,974742,18255,97474
199204,184601,285198,3045505,18396,70990
199205,147508,383303,1921397,12904,83177
199205,243025,553942,197596,8030,119755
199203,143122,48962,3216145,1205,114657
199210,121324,11417,920588,1893,79704
199209,186022,151208,3273920,6604,75552
199209,186022,408340,2842424,18177,74899
199209,186022,166941,196778,18089,120476
199206,230387,243577,6994576,19849,91233
199206,43313,278409,4894711,19779,83243
199206,43313,304253,502896,6023,75434
199205,102103,29551,4441650,6895,88833
199201,99787,332894,5476192,19431,115612
199204,148528,509799,1418075,13248,108526
199212,270802,51406,6315982,19757,81444
199209,235340,102516,892883,3349,91110
199211,243754,526741,5950145,9028,106063
199206,221677,50088,411079,1401,62284
199206,221677,540789,6038208,18618,109785
199208,161629,578324,4487360,15248,84138
199208,161629,463535,1335172,17356,89910
199211,274040,170719,175391,7056,107382
199211,274040,72598,1399395,15608,94235
199207,20438,263972,1897240,841,116157
199208,190063,440565,3245944,3298,90332
199208,190063,59255,5830828,15490,72855
199202,23021,486744,2942224,451,103843
199206,120949,246417,1363400,10054,81804
199206,120949,314787,7062938,13204,108106
199206,120949,88284,249366,15549,76336
199202,119800,479191,344029,14779,70210
199202,119800,551784,8635415,14331,110145
199202,119800,223061,295215,413,59043
199212,4942,592264,1745480,7102,81374
199212,4942,171143,4735146,19325,72848
199209,235096,242071,3039180,9925,60783
199206,40801,503757,4486340,19928,105643
199211,135608,115590,2729503,4519,96335
199211,135608,133210,4307722,10720,74592
199211,135608,301738,4133574,8007,104383
199206,99580,466494,3435025,5420,87628
199204,229276,11174,3867545,6942,65110
199209,142829,307578,466154,424,95133
199209,142829,402752,4378415,16348,99283
199209,142829,452243,828287,16040,71713
199212,82136,249129,4959306,15676,64686
199210,299887,446003,4092001,11159,56938
199203,128759,150114,3308400,19174,69846
199203,181745,166155,2296983,18162,73269
199201,164182,362980,1801899,4117,122578
199201,55846,205373,4935747,12090,76701
199201,55846,497792,3221586,9678,107386
199206,49639,57021,2542852,3893,58681
199208,252943,72279,3801358,2170,75076
199208,252943,391235,1312957,4402,79573
199207,15337,553425,6948480,4528,88704
199210,40699,192936,6898362,13374,121735
199210,40699,541744,3928584,17735,107143
199210,145720,70692,814718,10924,99761
199210,145720,108248,4924460,3168,75374
199210,145720,45037,982030,14882,58921
199211,130915,210202,2532456,4880,66731
199204,199889,63224,5698656,9389,71233
199204,199889,594521,3358624,7233,96930
199206,184090,205796,5003233,11211,102106
199209,206641,596696,878408,19954,107560
199209,206641,261603,2478310,5268,93875
199209,206641,557858,4318280,9091,114949
199211,61975,350200,4084370,15739,75011
199211,61975,211237,2273475,15911,68893
199211,61975,57795,2233054,15942,105167
199211,225386,348157,5905186,4214,72308
199211,225386,95489,1039136,4469,89068
199204,272818,175877,2929305,9915,117172
199204,272818,362174,4450176,12029,74169
199211,189823,102666,817643,10769,100119
199202,9622,313426,570006,8367,86364
199202,9622,345283,2993920,5982,79696
199202,9622,191794,3696148,11100,113147
199202,117529,211468,3586570,5772,82767
199211,265423,16890,7083008,4846,108413
199204,201388,559274,4834364,18753,79995
199212,261767,147685,4584671,17683,103960
199204,240530,494385,3784963,2492,82761
199204,82976,378944,8411342,14754,121375
199204,82976,510657,6837283,16443,100057
199209,100426,344858,7086176,10855,114170
199203,4025,115678,4694853,9957,101620
199206,99095,366133,2937844,2703,71947
199210,112370,598315,5955604,9171,84797
199201,137467,266265,1706512,17294,73875
199201,137467,354800,8263089,15007,111287
199203,279296,260091,1261296,10163,63064
199201,103562,389371,6717656,13970,87621
199206,260741,427862,3543883,11724,107390
199206,260741,71357,3852215,17142,79701
199206,260741,482143,2227737,1299,67507
199206,260741,374315,2450725,17678,83358
199206,260741,523973,4792680,13813,119817
199205,127387,80207,2210566,5171,71232
199204,217961,229703,2880065,17439,97961
199204,217961,328512,7320456,19566,92430
199209,258646,174556,815275,3122,97833
199209,258646,361729,1969781,3852,107442
199208,113419,235132,3628208,11049,64027
199208,113419,262899,8750836,19823,111712
199211,52897,74050,4710630,12737,61443
199211,52897,144369,1272024,3059,84801
199211,52897,246702,1938859,5443,98921
199204,103706,145143,1882013,14878,71288
199206,246910,301734,4252514,15990,104143
199203,218548,70428,5481806,6066,83905
199204,273032,387619,7509040,7099,102396
199206,142511,105749,7222509,10711,105284
199202,45880,421952,8719396,5035,112435
199202,45880,339371,4422888,7374,84621
199210,102809,579420,5877648,2853,89964
199202,198685,367172,2208183,7874,74349
199205,141740,359085,3546617,13918,68644
199211,111985,537216,250638,4822,75191
199211,111985,421357,1406163,5626,76699
199211,111985,536505,5188621,14943,92488
199202,106052,505029,3205400,15959,62040
199202,106052,413679,6052070,11703,95559
199210,2185,522531,1217951,4586,93210
199210,2185,576020,4932000,12526,65760
199210,2185,542904,9158123,16397,116812
199201,174665,266285,867130,14875,75076
199210,105535,432389,4096216,1891,79281
199206,47632,398114,3515090,5135,72726
199206,47632,487044,721714,17761,61861
199206,47632,532488,2086071,6751,91227
199211,104086,557519,5561856,8025,94589
199211,586,232019,4374600,10551,57060
199211,586,333491,2867546,9636,91468
199209,198535,464459,427029,6337,85405
199209,198535,149073,2692968,12373,67324
199211,153853,505287,5427492,8689,77535
199206,155557,265695,2115706,12142,99640
199209,202192,184729,3446068,10090,108823
199205,131567,162900,2331925,6443,117774
199203,123793,255925,7711731,706,112854
199203,123793,519896,5879805,1484,114952
199203,123793,82476,4909210,14140,87508
199203,123793,49969,7100152,18051,115137
199203,123793,423681,3018365,19103,96279
199205,65539,357081,910456,9568,68284
199206,40981,226227,1921247,949,69192
199206,40981,247777,3449520,939,103485
199210,133972,220474,3207258,678,83667
199202,282011,96883,3316108,10683,112792
199209,148897,521797,6060141,6381,109126
199201,286990,318952,7219553,7313,118256
199211,120517,346133,5199919,18873,70747
199202,210886,576183,1974362,6101,75549
199202,210886,370769,5703225,7245,110385
199210,202111,431729,4882458,17271,99642
199210,202111,180984,5575446,9951,123898
199207,215114,437626,6879840,13324,93816
199207,215114,288882,5500357,7695,112252
199207,215114,25708,3842462,4481,98022
199207,215114,67087,3756741,5206,63244
199210,109508,366963,8753144,1194,121797
199205,202103,565944,4974552,584,120595
199209,248513,90386,2588970,13612,82582
199209,248513,494508,4859020,4978,90148
199209,248513,371237,5494524,835,78493
199207,275749,458386,806616,17398,80661
199210,80882,194926,4850208,5203,121255
199210,80882,20164,2385152,4396,65049
199206,32233,358136,4680950,19261,71647
199204,107161,217860,8188777,18976,106671
199204,107161,369545,1107567,1187,96871
199209,221792,103275,1252704,10486,76696
199204,126527,574873,5064410,15143,116871
199205,160651,481477,2429777,12565,87507
199203,4699,132884,939271,5330,115012
199203,4699,135329,1364320,7903,81859
199205,72679,120849,3298397,11405,112190
199211,195298,312400,2966019,16271,84743
199207,206447,347222,5224068,16312,76152
199210,108631,195628,1351318,6632,103417
199201,19625,398189,6180990,13169,77230
199211,131575,508806,7803554,18938,108886
199211,131575,290409,5177743,15913,83963
199210,96490,579389,7048128,5152,88101
199210,96490,39321,126032,7512,75619
199205,162794,30997,385598,9496,115679
199202,188927,309577,4083805,11913,95193
199202,188927,448949,4649904,6071,113875
199212,266326,493582,308809,10346,94533
199205,257431,438588,4732336,3489,91593
199206,63887,19509,424264,19405,85710
199206,63887,121821,3831222,18705,110569
199207,50278,158405,2438024,4220,87804
199212,141028,155143,5337713,19589,71888
199205,42892,150888,1535592,2580,116332
199212,293513,291688,7815504,15007,100780
199210,206237,560611,6225001,18676,100295
199210,206237,419699,4967698,18045,97120
199206,221336,370772,7404209,4211,110565
199206,221336,558501,6393868,6580,93568
199207,46925,50529,5126536,16826,88771
199209,265399,197199,3758951,16451,77771
199209,134038,328544,4670414,18312,94351
199209,134038,293922,758700,8721,114954
199204,171881,351769,5948390,8543,109245
199204,171881,171181,2504360,12211,75130
199204,212984,384931,1382921,19610,120955
199211,17290,500249,2844473,1214,74953
199207,284825,316811,5300620,6722,109668
199207,284825,238025,1793124,13169,57780
199201,3323,87527,5847561,10573,90871
199211,53794,542480,6330388,8934,91347
199211,53794,38153,1710923,1687,65469
199212,98788,381643,7512488,18607,103477
199211,22624,57409,3246566,19517,81984
199211,22624,72728,8000186,16541,102043
199208,164719,345403,144839,19114,86903
199204,202042,37280,3895296,14582,73036
199210,203872,81093,2526259,5358,64445
199210,203872,239915,5750190,15815,111294
199206,148085,165454,2886955,16618,91167
199205,59221,409091,4700329,19251,60004
199203,118501,80742,7063234,5369,103364
199203,118501,331540,154009,17085,94291
199206,239893,560557,480406,13271,97051
199202,141854,54870,1967209,686,109492
199202,141854,8,269676,19289,54480
199202,141854,130051,2378310,7967,64863
199203,194582,289316,5628453,1872,78318
199203,194582,117461,289778,13122,88707
199212,285296,92609,1902700,19548,96096
199212,285296,63973,8352214,8923,116218
199203,282742,210223,5272826,19777,67992
199203,282742,40400,663498,1041,80424
199203,282742,389017,2601312,19950,66360
199205,140272,45638,7368630,8041,95017
199204,139972,317465,3261390,14412,88947
199204,139972,433860,6748426,18132,107630
199204,139972,595204,5474744,19082,77950
199209,120191,336707,1394952,7791,104621
199206,143887,421085,3286798,13704,60363
199208,228517,86568,621824,16633,93273
199208,228517,575451,2393442,16846,91585
199209,56347,139649,5741376,16357,101318
199204,26554,220006,1833460,16055,55559
199203,124051,8981,5987456,19825,113398
199203,124051,328720,3147678,2104,104922
199209,260624,592847,7681687,1867,116389
199209,260624,376502,6032988,15758,94709
199209,260624,255484,6045774,11388,86368
199208,163948,436873,1628865,7999,108591
199208,203932,337561,1266051,267,95913
199202,272263,260558,1353019,5841,91112
199209,297347,111192,235825,220,72191
199209,297347,316070,2063514,13309,65163
199209,297347,387585,3512397,3988,100354
199207,167437,371951,198248,13288,121376
199204,178861,2550,2614590,6119,87153
199212,38222,414426,3184790,15278,80424
199206,103846,191445,6692732,2863,92186
199212,183269,404362,4558824,1344,75980
199212,183269,506820,4475660,1553,109608
199204,98741,425,2208149,11164,79525
199206,115675,471231,4241396,4283,72132
199206,115675,369633,6910934,6049,102157
199206,115675,18398,6450311,11664,78983
199206,132034,241459,700220,17174,84026
199206,132034,387889,8911729,6774,118612
199205,261634,314993,8945550,3933,120478
199205,261634,276416,1378476,1521,83544
199202,204788,216971,740080,2114,113277
199210,240994,303196,5170864,16362,71950
199210,240994,10434,4392252,14594,80665
199205,94817,391417,7542000,6249,90504
199205,94817,142152,1755400,2471,71649
199205,94817,542674,2379276,6350,102999
199206,31324,163916,4900277,16968,118794
199206,31324,331316,4446090,11039,80838
199206,31324,414304,955131,3834,73096
199203,162589,7614,7230690,2420,91296
199201,91829,49593,916298,14076,92555
199211,78940,322965,5649753,7356,119277
199211,185264,183547,2716479,8489,97832
199211,185264,502974,1761462,15160,118617
199212,280111,180578,8209921,2223,99514
199209,102283,201376,3832080,133,76641
199209,29809,196171,4561812,6163,76030
199209,29809,106975,6021224,16936,118918
199205,166669,232677,3219320,9709,96579
199205,166669,96121,2234240,19908,67027
199211,288721,97588,3139448,2891,95134
199211,288721,153099,2822620,4896,69125
199211,288721,445369,1932079,8334,78860
199208,11014,239036,1528831,2153,58501
199208,11014,460015,96524,11486,58499
199208,11014,468671,2249599,13469,98379
199207,20785,577436,2996551,19168,90804
199207,20785,496552,5311457,8304,92911
199207,20785,141688,2397336,10541,103780
199202,265435,413500,1119476,16274,84808
199202,265435,546511,5295466,4103,93449
199203,293407,397813,4306943,555,114648
199203,293407,4575,4438710,428,88774
199206,161116,103520,1218816,9620,91411
199206,161116,211717,1791570,4549,97722
199209,219295,331946,5142618,3630,118675
199209,219295,321030,2627550,6741,63061
199211,176695,579750,1992575,16787,109783
199211,176695,452977,9171122,11055,115797
199212,139570,306602,3662759,5746,96515
199212,139570,364377,3995449,10190,86481
199201,21376,143566,1419631,19716,96573
199201,21376,298765,1940125,12294,105825
199210,184489,247948,1858011,4943,113755
199204,143312,388747,4222179,17359,110143
199201,187997,16725,3940128,414,98503
199203,56221,190943,5084850,15459,122036
199208,186257,358616,1823639,2687,100476
199205,54100,424520,5804001,5336,86670
199205,54100,124896,2497157,3286,115253
199204,223297,321144,3262364,16952,69907
199205,91240,458884,7740012,3925,110571
199201,288544,274597,6223456,16159,94294
199201,288544,113355,2681966,14571,82101
199205,187700,34089,802094,13763,61384
199207,297166,551124,1151598,2020,70506
199202,169220,178693,2657535,19141,106301
199211,78821,268594,6806598,12692,93754
199207,22573,220637,2929883,1191,93457
199207,22573,241813,5385481,6837,105288
199207,22573,338166,2769545,1575,72249
199204,41974,14640,2798352,62,93278
199209,189740,495026,3234528,3479,61260
199210,247003,262112,4359771,16440,64446
199210,247003,100492,1492490,7062,89549
199201,101936,329680,4062175,10665,102580
199201,101936,443550,295718,5879,89611
199201,101936,229364,640208,2812,77601
199212,235565,345567,1596424,16716,96753
199212,235565,536351,4395061,933,83239
199209,99511,335729,4588246,4386,105882
199208,72010,284068,2371320,8485,63123
199208,72010,549037,1303212,12764,65160
199208,72010,254669,1909412,17690,97419
199206,176075,269232,3243294,10898,72073
199206,176075,372887,391974,19332,117592
199201,232786,21788,8042805,13483,102586
199201,232786,331662,4572855,7125,101619
199201,232786,228778,4266900,18476,102405
199201,232786,266271,979909,18434,74235
199209,6526,271135,1192397,14050,66367
199208,217226,320914,1516961,14879,116094
199210,202921,278508,5972716,16347,89189
199210,202921,280532,5839839,18781,90751
199204,70172,39573,6738499,11884,90754
199211,71989,250794,4187472,10112,104686
199202,11653,328494,5124667,18102,91348
199209,153221,216864,3383615,5747,106851
199209,153221,447092,4987536,13739,62344
199212,283399,425106,4899692,8882,61864
199212,283399,552356,139424,534,84499
199212,283399,232379,6163392,18941,78681
199207,266038,514218,3903577,1237,73931
199212,55865,571281,1060171,13512,81135
199208,169981,161639,6802520,6135,102037
199207,47300,523346,135562,18289,82159
199207,47300,471923,4737250,13150,113694
199207,47300,206440,1750359,16154,80785
199212,219058,206389,641208,2953,77722
199212,219058,368077,1122158,3756,68703
199205,267034,79213,590143,3817,71532
199205,267034,267341,2820759,8648,78499
199203,27491,527516,1234792,3856,92609
199208,235096,175192,3421413,16187,76031
199205,285028,337956,9184087,1182,119636
199209,263179,217557,5693198,18377,88472
199209,263179,67544,7033195,10905,90692
199201,249496,110172,4865811,15716,70930
199206,261889,385517,641000,15584,96150
199203,113341,545138,811613,17559,70986
199203,113341,586735,5534354,13613,109302
199203,113341,177039,4971913,556,66961
199208,218011,42041,3538944,877,58982
199204,270493,507135,4454229,6664,68526
199201,259777,15922,3602323,3117,110275
199208,184567,595877,8483255,13488,118371
199202,239897,194223,1825666,3624,79033
199206,213226,74272,4274706,13417,74776
199205,13102,396988,3335952,10033,125098
199205,13102,171777,7210203,14809,110926
199205,13102,320941,1569544,5021,117715
199205,13102,180762,3869796,16948,110565
199210,265828,322703,690276,7186,103541
199210,265828,262886,2958192,14750,110932
199210,265828,502215,2147123,7073,73031
199203,169519,424453,3272773,13676,82645
199203,169519,368364,6302340,14,85941
199212,42352,237955,6625290,18382,113576
199212,42352,440215,4301927,13226,69311
199211,266297,148682,8141118,17054,103840
199207,145546,577857,4597156,14210,116089
199212,27883,408969,3192498,4385,112676
199212,27883,537917,2515943,17852,117293
199211,49525,154619,7865967,6265,100416
199209,29996,221692,7348698,18156,96820
199209,211822,40321,5993792,12138,75679
199209,211822,130096,5239696,10287,67565
199202,31321,416745,1151571,5084,99703
199202,31321,421673,473611,6098,95679
199203,204145,504342,1732713,12886,80779
199203,204145,270960,7530705,19987,115857
199203,204145,515574,5979887,547,95373
199203,204145,47415,4139001,19260,81744
199203,123518,449735,825507,16023,101082
199203,123518,482860,5528520,16080,110570
199208,261895,216655,5236704,16439,94298
199208,261895,238674,3547852,18918,96759
199208,261895,387758,4702945,19412,110744
199207,174857,119268,3089424,13390,77235
199207,174857,72234,4583674,5274,72373
199207,174857,233743,7042266,6781,100603
199206,86926,229647,1716950,10920,94597
199206,86926,421074,1477649,7549,59703
199210,178343,338789,6269251,1000,109666
199201,167788,273129,3306330,17378,66126
199201,167788,38136,1826021,4967,64447
199201,167788,81995,8611768,19508,118619
199206,143194,205309,5409661,7081,72857
199206,143194,28202,2325951,5149,67812
199206,143194,576487,4064996,5562,93807
199202,204110,582067,459616,19878,68942
199202,204110,297294,6008325,6424,77476
199205,263330,451122,2230974,18452,64386
199205,263330,396721,1259673,9625,109062
199205,263330,488201,2972950,4379,71350
199212,273532,319150,2199152,6778,70148
199208,228368,133841,4825838,9532,112490
199208,228368,311705,4463394,16718,103001
199204,150112,519862,2070024,8847,112910
199206,187801,400316,1946064,8725,72977
199209,263293,27603,606117,8506,91836
199209,263293,73262,1111734,18870,74115
199204,152575,343040,3502519,18257,64981
199212,37930,73890,2374595,7956,111833
199212,37930,347665,1695523,965,102759
199206,299419,27321,3336759,1341,74899
199206,299419,180146,5885472,2932,73568
199206,299419,160305,1216482,18858,81918
199210,138926,549585,2750964,1245,98073
199204,169420,106111,4313161,3509,67026
199204,169420,194020,545869,14049,66841
199205,196231,581727,6804329,5273,108522
199201,207470,550416,5425643,1242,87983
199201,207470,32939,4035881,995,112315
199201,207470,393522,7592897,7943,96930
199201,207470,111174,3135959,17972,71110
199202,279032,461455,5949006,6437,84985
199202,279032,45653,7676717,449,95919
199202,279032,483399,6502668,17778,82942
199212,82478,434871,7765155,10023,108351
199212,82478,368667,3231780,11092,104139
199204,193891,50320,3683928,15453,76219
199204,193891,326023,726963,15784,62940
199204,193891,262784,4108403,17312,104806
199209,213593,469411,4141170,19308,82823
199209,213593,56288,5296899,4110,74656
199205,195970,120129,3378412,3987,68947
199210,237685,26648,1543147,7209,94478
199210,237685,269001,4033218,8320,58199
199201,53929,455151,4599288,14145,66367
199209,50261,20820,7137362,3672,104449
199209,50261,224833,3867204,5604,105469
199209,50261,564539,5932987,13036,96210
199204,175591,88659,7503398,4289,98859
199204,175591,356642,2186136,7469,101917
199207,187252,176380,3139955,19113,87382
199207,187252,407243,4099384,3981,69013
199208,101098,487953,6341018,17869,116455
199208,101098,99737,1719362,19227,104203
199209,282767,444232,2940525,460,70572
199208,245939,198583,1831240,17620,100894
199208,160394,337716,8593130,9350,105222
199208,160394,583808,1112366,12821,113506
199207,236740,123250,3403397,17707,76395
199210,63931,90798,1073274,18108,107327
199202,181525,434154,4739894,7183,65287
199208,174610,331817,2745468,17376,110928
199209,67654,589225,1416707,17550,78852
199209,67654,258323,5961935,18576,76878
199209,67654,19469,952483,17288,83307
199207,51274,146474,6690068,9169,91228
199207,51274,585550,4088825,17726,98131
199201,175568,395669,5470415,13644,105879
199206,260383,281590,616059,13104,94294
199206,260383,533326,1359300,15272,81558
199206,255607,108675,6734680,12902,101020
199208,120448,232748,3529533,19603,100843
199205,94184,318547,5369767,6251,93931
199205,94184,5562,3595522,16230,88053
199205,94184,471277,2496500,17230,74895
199205,120553,122245,1013792,18767,76034
199212,212918,4781,1685780,15039,101146
199205,97106,367564,4684180,19891,97893
199206,284248,473035,1297308,12872,60480
199206,284248,284465,5452830,17777,86967
199206,284248,274359,2221344,18330,80000
199205,75760,287372,1631232,16376,81561
199205,75760,459885,7051054,2837,110691
199205,75760,77610,317522,14503,95256
199205,75760,578804,2259336,1875,112966
199211,98863,150220,4605817,11498,76213
199211,98863,540532,4088526,14452,94350
199211,98863,118960,7053013,18766,118737
199208,161365,133469,7362054,13923,90147
199206,252563,371493,7589292,7594,93868
199206,252563,66461,1837141,5194,85647
199206,252563,323675,6794640,16788,101919
199207,177352,28939,5416997,16776,112075
199207,187960,391266,3059241,6860,81435
199207,187960,430774,7594661,14959,102285
199205,123136,385071,915599,5566,69363
199203,189007,272026,4391244,3664,59880
199211,140920,78328,3527064,12866,78379
199207,115693,38245,5218088,6815,70994
199205,150904,487360,2559946,6794,80840
199205,150904,446463,1519376,6700,84566
199202,58114,64603,2351400,6101,94056
199202,58114,375679,8081963,12740,105279
199202,58114,230929,3682621,14694,111594
199202,58114,93486,7249452,7117,88768
199212,228460,346386,4870058,13919,85942
199206,101833,592546,6881784,3558,98311
199206,101833,7412,4963620,19565,79164
199201,28993,139305,3425276,13097,80658
199201,28993,89252,4792466,743,74475
199201,28993,50063,4169754,2558,60783
199201,28993,273511,1163848,19937,89070
199201,28993,134373,4785058,5259,84442
199204,11321,128707,1700986,19635,104142
199207,62416,216370,5294657,11199,77181
199207,62416,137106,4144880,15260,68586
199206,1819,394062,4078544,4652,69363
199206,1819,375155,1084983,4071,73808
199202,213776,121116,3070197,9286,68226
199211,28246,271327,5216609,13888,77898
199211,28246,302941,4762628,6410,116635
199210,169318,372338,4560974,13622,84619
199210,169318,228400,920574,1175,79703
199210,169318,511740,6416550,588,105103
199205,205702,113555,5533844,17387,94113
199203,142246,187363,4881911,18629,87021
199205,167764,540468,2240033,19030,90506
199210,12271,316574,5248848,14986,95433
199211,134854,232612,3211223,6846,92676
199211,134854,494812,1770654,5736,108407
199211,79546,120372,4230020,8739,83542
