"s_city","d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST1",1993,240944,136304,5669469,80418
"UNITED ST5",1993,229231,450878,2523813,109731
"UNITED ST6",1993,295007,121741,6805939,105764
"UNITED ST7",1992,158641,293525,2997538,91110
"UNITED ST8",1993,66571,317029,3210204,62760
"UNITED ST6",1992,274993,472294,1613227,75976
"UNITED ST8",1992,108562,15392,125509,78443
"UNITED ST1",1993,67813,87662,8000851,98979
"UNITED ST4",1993,132037,153370,6084906,85402
"UNITED ST5",1993,269497,192514,1767161,96390
"UNITED ST1",1993,198052,514024,3668292,62280
"UNITED ST1",1993,24997,143249,3225431,77534
"UNITED ST0",1992,98554,394840,2786155,116089
"UNITED ST6",1992,168433,548441,5150414,89365
"UNITED ST7",1993,147586,84698,5275233,100961
"UNITED ST4",1992,71624,256672,2814324,97719
"UNITED ST9",1992,144349,517676,934894,101619
"UNITED ST8",1992,253252,482067,4200356,62942
"UNITED ST0",1992,182297,364636,2448892,102037
"UNITED ST0",1993,172373,260688,153326,98920
"UNITED ST8",1992,84037,443077,1054731,61203
"UNITED ST9",1992,63559,264630,5209623,95677
"UNITED ST3",1992,216824,260753,6393963,102824
"UNITED ST9",1993,134506,230760,5403637,101445
"UNITED ST3",1992,230392,529332,3185465,81678
"UNITED ST7",1992,198823,322059,2951239,64862
"UNITED ST1",1993,94393,537122,1416420,69546
"UNITED ST3",1993,126554,69229,3414927,71893
"UNITED ST7",1992,272935,342605,3130421,98855
"UNITED ST7",1992,113135,193207,3531343,78012
"UNITED ST7",1992,271411,85964,7335749,116997
"UNITED ST0",1993,83335,380731,3407845,108703
"UNITED ST0",1993,19840,441393,6211492,80062
"UNITED ST1",1993,25159,116955,5501740,118317
"UNITED ST5",1993,31771,349204,2619167,75191
"UNITED ST3",1992,225625,298121,1119110,67146
"UNITED ST6",1993,185332,267508,542980,88529
"UNITED ST5",1993,4475,467966,2991805,116036
"UNITED ST8",1993,207265,297700,6789062,101861
"UNITED ST2",1992,151669,179885,6979253,117892
"UNITED ST5",1993,53380,235794,7804767,103786
"UNITED ST1",1993,230966,588492,4556495,94828
"UNITED ST2",1992,164803,596855,5301170,117109
"UNITED ST8",1992,25051,117644,611483,99698
"UNITED ST1",1992,25051,143450,3440908,89607
"UNITED ST6",1992,286736,151701,3028665,105162
"UNITED ST7",1992,281086,547445,2283402,89545
"UNITED ST2",1993,8657,257915,6761169,112374
"UNITED ST2",1992,157145,281018,1579419,59940
"UNITED ST3",1993,135127,460352,3989483,78739
"UNITED ST6",1992,78889,296671,3035141,100059
"UNITED ST1",1992,154826,49341,5336846,77420
"UNITED ST1",1992,154826,61928,5987266,113395
"UNITED ST1",1993,233980,340127,4617087,70026
"UNITED ST8",1993,58063,476417,1191348,83603
"UNITED ST0",1992,281554,261424,4751956,83124
"UNITED ST0",1992,235186,421545,145185,87991
"UNITED ST4",1992,276694,51892,1866016,110633
"UNITED ST3",1992,262129,121942,6392624,117836
"UNITED ST1",1992,168011,559572,3152154,97893
"UNITED ST8",1993,119401,342274,6256183,78975
"UNITED ST4",1992,145597,537146,5678976,70987
"UNITED ST3",1992,145597,171192,3536932,75791
"UNITED ST4",1993,161993,364339,4132777,84199
"UNITED ST2",1993,161993,195784,184218,112786
"UNITED ST8",1992,170651,224385,1806930,78562
"UNITED ST2",1993,181684,187352,1815020,86361
"UNITED ST1",1993,616,533235,4519900,76092
"UNITED ST0",1993,299954,451742,7791112,101623
"UNITED ST9",1993,299954,340760,705894,108045
"UNITED ST2",1993,255125,334724,2314462,105522
"UNITED ST4",1992,188617,373612,2750899,101136
"UNITED ST7",1993,62759,498039,4484031,62220
"UNITED ST5",1993,52712,547127,1115395,70446
"UNITED ST0",1992,237943,551959,731978,120655
"UNITED ST8",1992,237943,167623,2615389,101437
"UNITED ST3",1992,44470,572053,551264,67501
"UNITED ST9",1993,186064,382401,4552523,89003
"UNITED ST6",1993,110137,557939,968501,119814
"UNITED ST0",1993,281995,17206,4548960,67392
"UNITED ST8",1993,213100,461023,3245232,59040
"UNITED ST6",1993,80648,396277,6262065,82395
"UNITED ST3",1993,80648,68662,4696300,97839
"UNITED ST4",1992,37052,427938,1697978,111954
"UNITED ST1",1993,105532,225033,4010271,57481
"UNITED ST4",1993,139219,94563,299051,93453
"UNITED ST0",1993,117875,159919,7175527,118734
"UNITED ST0",1992,167935,330469,4552330,89967
"UNITED ST7",1992,127291,140708,3182634,104922
"UNITED ST0",1992,243884,215483,4796752,83908
"UNITED ST9",1993,230272,549777,2919146,109605
"UNITED ST8",1993,230272,87659,4742352,98799
"UNITED ST4",1992,7069,491262,4421430,75194
"UNITED ST0",1993,76882,126541,4232358,94052
"UNITED ST6",1992,273368,355521,6011232,94590
"UNITED ST9",1993,59902,404589,1642916,89613
"UNITED ST4",1992,165820,94036,3800810,61801
"UNITED ST2",1992,206698,237003,93999,56399
"UNITED ST4",1992,174277,222380,6062532,78142
"UNITED ST0",1993,33817,264575,4115243,92373
"UNITED ST1",1992,227552,370543,7188276,96811
"UNITED ST1",1993,229213,595646,5015865,104497
"UNITED ST7",1993,192562,420192,4351921,66730
"UNITED ST0",1993,32183,570602,3972377,100354
"UNITED ST3",1993,154235,458024,1519154,58920
"UNITED ST7",1993,265795,2418,3888607,79224
"UNITED ST7",1993,200725,342534,6886239,94591
"UNITED ST1",1992,118442,537551,2541648,95311
"UNITED ST9",1992,118442,17058,477774,58503
"UNITED ST6",1992,113252,443733,2764894,100602
"UNITED ST7",1992,175981,169764,6289796,110025
"UNITED ST4",1992,299206,29404,2698801,80004
"UNITED ST6",1993,29923,96535,4181076,91891
"UNITED ST5",1993,121325,323470,860232,89607
"UNITED ST0",1993,183640,82945,2776233,115676
"UNITED ST5",1993,183640,367280,4886548,80836
"UNITED ST8",1992,209953,136138,2453931,70447
"UNITED ST9",1993,159097,102091,3246477,65585
"UNITED ST0",1993,18538,197930,8578143,121675
"UNITED ST6",1993,217171,148049,3791370,65822
"UNITED ST7",1993,293281,472495,3375181,88048
"UNITED ST2",1993,293281,68268,4598887,74175
"UNITED ST4",1992,186503,586648,4336550,104077
"UNITED ST7",1992,186503,581528,5351587,96570
"UNITED ST7",1992,257719,88190,1283048,70691
"UNITED ST5",1993,247612,319688,7069753,102460
"UNITED ST9",1992,154031,595829,6929280,115488
"UNITED ST1",1992,222683,258129,3013468,65226
"UNITED ST4",1993,119782,210979,2086515,113397
"UNITED ST8",1993,122722,43185,1437301,67690
"UNITED ST6",1992,31151,183002,888615,65100
"UNITED ST3",1992,212467,523627,1815660,99036
"UNITED ST2",1992,51496,399952,6369221,123116
"UNITED ST4",1993,135428,195573,5339424,100114
"UNITED ST0",1993,34603,571157,4666894,73687
"UNITED ST2",1992,297643,58025,1610186,58981
"UNITED ST3",1993,214210,309134,4629636,68587
"UNITED ST3",1993,258142,211712,1461330,97422
"UNITED ST5",1992,230638,60617,3014812,94656
"UNITED ST6",1993,224548,340092,5325304,67924
"UNITED ST3",1993,202526,520134,4604898,69246
"UNITED ST8",1992,248272,142641,4525624,101018
"UNITED ST5",1993,57427,366001,2112640,64019
"UNITED ST7",1993,57427,165684,1609705,104980
"UNITED ST6",1993,45338,371254,3738502,79514
"UNITED ST3",1992,29266,78421,940410,83965
"UNITED ST0",1992,29266,417109,1754596,61564
"UNITED ST3",1993,23404,153921,5632471,118495
"UNITED ST9",1993,123733,12175,3781177,65230
"UNITED ST6",1993,234560,388825,6889716,114828
"UNITED ST3",1992,249203,125112,105751,68226
"UNITED ST3",1992,45298,57579,2980945,92194
"UNITED ST2",1992,199417,374807,8219658,112907
"UNITED ST2",1992,160535,147688,1319116,104140
"UNITED ST1",1993,167428,130203,2685909,73992
"UNITED ST7",1993,167428,445796,1379481,104506
"UNITED ST4",1993,222446,344655,5058128,101978
"UNITED ST6",1993,45683,536517,3573027,93209
"UNITED ST9",1993,186578,508605,1039145,96814
"UNITED ST9",1992,30928,361712,8428622,106422
"UNITED ST9",1993,258755,393568,604804,99693
"UNITED ST9",1992,287,84478,1768126,87748
"UNITED ST8",1993,21560,123692,7660555,102941
"UNITED ST9",1993,118306,550608,2159471,99514
"UNITED ST9",1993,122425,531230,4691701,75672
"UNITED ST4",1993,15094,143660,6214951,102219
"UNITED ST9",1993,124975,578668,1767599,104798
"UNITED ST7",1992,46493,85518,5818583,90210
"UNITED ST2",1992,268849,415883,3889135,107931
"UNITED ST4",1993,160690,368135,1106870,72187
"UNITED ST6",1993,37565,307216,2138153,73392
"UNITED ST6",1993,70660,512436,6955264,86904
"UNITED ST0",1993,239344,463096,4481984,63544
"UNITED ST9",1992,215236,5229,2310406,68053
"UNITED ST0",1992,76528,168055,2223639,67383
"UNITED ST3",1993,109303,399694,5671616,107620
"UNITED ST8",1993,28180,518136,2326685,69246
"UNITED ST1",1993,208783,396342,3611646,86299
"UNITED ST4",1993,208783,368636,6499716,102277
"UNITED ST6",1992,299599,356665,4230094,103299
"UNITED ST5",1992,123902,107991,8267822,119939
"UNITED ST9",1993,46582,327972,2495950,119997
"UNITED ST7",1992,193000,597520,582300,97050
"UNITED ST6",1993,256945,456595,3812207,93094
"UNITED ST5",1992,90502,531909,2235893,116452
"UNITED ST4",1992,257333,79753,2365203,103965
"UNITED ST6",1992,186259,14829,6162659,104629
"UNITED ST1",1992,277856,457744,6636708,102103
"UNITED ST6",1992,277856,93553,1809463,92793
"UNITED ST3",1992,76357,496132,2407386,67686
"UNITED ST0",1992,3788,219000,2676098,55139
"UNITED ST8",1993,281171,388589,7549065,100654
"UNITED ST1",1992,207752,226111,4426342,62226
"UNITED ST7",1993,86975,492496,4465410,89308
"UNITED ST7",1993,86975,238034,1609665,58321
"UNITED ST7",1993,45317,228078,2288786,60363
"UNITED ST4",1993,253342,228487,2406299,84928
"UNITED ST5",1992,207370,536546,5953440,94951
"UNITED ST6",1992,177346,128630,3051879,99517
"UNITED ST7",1993,61720,521270,2783935,77475
"UNITED ST4",1992,110368,395921,9076095,121014
"UNITED ST7",1993,128944,349592,6018032,98494
"UNITED ST6",1992,194150,266375,504351,80481
"UNITED ST9",1992,55079,513842,1469809,111349
"UNITED ST9",1992,78193,507323,1077543,79818
"UNITED ST2",1993,246352,250472,1294438,85347
"UNITED ST0",1993,147928,204585,2430978,89374
"UNITED ST1",1992,140164,171478,5503717,92968
"UNITED ST8",1992,257357,259356,1546839,78920
"UNITED ST1",1993,29761,173688,1569656,105700
"UNITED ST0",1992,123331,574345,4360151,85159
"UNITED ST0",1993,111244,312640,148736,99157
"UNITED ST1",1992,297139,319854,5516584,112430
"UNITED ST4",1993,24916,302025,4392521,61620
"UNITED ST3",1993,138976,137213,2789218,75012
"UNITED ST7",1993,80518,490968,2703337,117536
"UNITED ST6",1992,241136,58180,2071487,68290
"UNITED ST4",1993,72212,128233,1276364,75673
"UNITED ST6",1993,28052,262286,741472,74896
"UNITED ST2",1992,191467,447902,7913786,110992
"UNITED ST0",1992,191467,317224,5585445,74472
"UNITED ST5",1992,269365,359179,698322,74289
"UNITED ST7",1992,131944,306742,3222909,104923
"UNITED ST3",1993,123964,473942,2682288,114955
"UNITED ST9",1992,68992,124929,8177155,117235
"UNITED ST5",1992,189871,564442,5346284,90385
"UNITED ST9",1993,202637,567132,4964315,71946
"UNITED ST7",1992,65515,502998,5582706,120058
"UNITED ST3",1993,142240,596291,5920868,83236
"UNITED ST8",1992,16027,82153,213408,68109
"UNITED ST6",1992,204788,302068,3582527,64203
"UNITED ST7",1993,151273,51276,4967988,73636
"UNITED ST4",1993,15256,162893,8713489,117353
"UNITED ST7",1992,172885,36462,5638590,83907
"UNITED ST0",1992,92212,103790,7261261,107627
"UNITED ST9",1993,184489,406196,2607734,66130
"UNITED ST4",1992,75311,570281,2752516,81075
"UNITED ST6",1992,97069,471381,6085620,81141
"UNITED ST7",1992,217708,308899,2747347,114472
"UNITED ST5",1993,188656,2463,256706,81927
"UNITED ST5",1993,112165,263203,2016342,69971
"UNITED ST9",1993,160310,304231,830067,74113
"UNITED ST6",1992,111719,136872,2605607,114532
"UNITED ST1",1993,299797,530870,6010487,114051
"UNITED ST3",1993,299797,486338,1807683,79458
"UNITED ST3",1992,181475,239968,3945640,114477
"UNITED ST8",1992,9241,109215,4076619,73452
"UNITED ST4",1992,247069,490077,522854,64023
"UNITED ST4",1992,223516,250779,2957889,103785
"UNITED ST1",1993,114820,106030,96350,62161
"UNITED ST7",1993,160627,60320,5715348,76819
"UNITED ST4",1993,213367,62903,6903830,111954
"UNITED ST3",1992,113965,108856,4522261,111891
"UNITED ST0",1993,275377,74404,4234444,82704
"UNITED ST7",1992,134515,74923,512438,113875
"UNITED ST1",1993,101363,342983,368726,121558
"UNITED ST1",1993,174787,400959,1339149,111595
"UNITED ST4",1993,172013,231735,1470047,100003
"UNITED ST1",1992,235267,177145,1000932,73328
"UNITED ST2",1992,86536,372545,5020813,97051
"UNITED ST5",1993,282962,211326,3643877,74238
"UNITED ST1",1993,282962,499697,5259677,101800
"UNITED ST9",1992,56168,7051,3127075,57483
"UNITED ST0",1992,92117,108013,479874,61260
"UNITED ST6",1993,197555,286321,2306094,78438
"UNITED ST0",1992,22363,105560,5776916,93933
"UNITED ST3",1992,239557,109596,1194558,96335
"UNITED ST7",1992,239557,266094,398590,63604
"UNITED ST9",1992,132388,517172,5309554,71349
"UNITED ST1",1993,250361,126898,3547572,115493
"UNITED ST5",1993,295807,154661,4563655,102939
"UNITED ST5",1992,31369,473796,5266835,106186
"UNITED ST1",1992,111829,50070,2181929,61204
"UNITED ST8",1992,286630,338061,652835,65943
"UNITED ST3",1993,132490,365559,462993,97472
"UNITED ST3",1993,214766,268406,5503057,82463
"UNITED ST0",1992,210659,349911,8294607,117654
"UNITED ST4",1993,48298,485555,7548597,92431
"UNITED ST4",1993,212080,175007,3458072,64920
"UNITED ST4",1992,270725,517474,135721,89487
"UNITED ST5",1993,285542,37375,129924,78742
"UNITED ST9",1993,146105,333243,4645477,76573
"UNITED ST4",1993,125375,473493,142247,87988
"UNITED ST0",1992,105142,593797,8620020,113446
"UNITED ST1",1993,113551,493872,7052913,111951
"UNITED ST3",1993,113551,95484,287019,88768
"UNITED ST6",1992,194185,268714,3836556,100962
"UNITED ST6",1992,190724,413258,2344802,70273
"UNITED ST4",1992,143416,117480,4926709,89848
"UNITED ST0",1992,143416,484486,2682119,88227
"UNITED ST1",1993,221581,279593,4088708,94354
"UNITED ST5",1993,48070,394198,511703,77530
"UNITED ST7",1992,1312,43311,2264029,75258
"UNITED ST1",1992,104762,350328,1080595,82698
"UNITED ST1",1993,104800,278661,4722192,98379
"UNITED ST8",1993,284194,220567,4761647,89253
"UNITED ST3",1993,176095,179343,4579934,85340
"UNITED ST8",1992,121840,65731,2740218,101803
"UNITED ST6",1993,172384,564673,4686442,104259
"UNITED ST2",1992,96496,360017,3543330,64620
"UNITED ST6",1993,269599,158301,5382828,81558
"UNITED ST9",1993,2926,257944,365170,114115
"UNITED ST3",1993,162710,177969,761469,122817
"UNITED ST9",1993,166958,123442,5067491,87926
"UNITED ST7",1993,250070,199627,4230219,103597
"UNITED ST3",1993,157468,162895,4796830,117473
"UNITED ST4",1992,227464,486571,6308077,93453
"UNITED ST3",1993,231991,151281,5143933,79936
"UNITED ST6",1993,269710,174688,4013622,105760
"UNITED ST0",1993,170147,566236,3375328,78132
"UNITED ST1",1993,75166,366837,2276968,114229
"UNITED ST3",1992,240626,577533,7342315,96630
"UNITED ST5",1993,27337,58427,3696300,83125
"UNITED ST5",1992,52972,356335,3072034,83479
"UNITED ST9",1993,252934,188456,3654168,92667
"UNITED ST5",1993,122030,290260,4830966,75015
"UNITED ST7",1992,185840,211360,5034546,76281
"UNITED ST6",1993,150478,375992,5817227,124078
"UNITED ST9",1992,23035,156595,7219099,99095
"UNITED ST9",1992,124934,125334,6796650,81559
"UNITED ST9",1993,50593,162979,5149848,122518
"UNITED ST7",1992,233708,482651,3041819,98017
"UNITED ST7",1993,254020,342684,6993013,103600
"UNITED ST0",1992,11432,76239,2739128,72913
"UNITED ST3",1992,30037,207135,2079029,62527
"UNITED ST1",1993,272659,202275,1549274,70635
"UNITED ST5",1992,269686,278981,8067236,117598
"UNITED ST7",1993,41398,15260,4384895,70515
"UNITED ST3",1992,39568,377691,6250515,106120
"UNITED ST7",1993,199892,44381,656063,79522
"UNITED ST5",1993,164306,174679,7744206,105220
"UNITED ST7",1993,206579,538597,1339531,98134
"UNITED ST8",1993,70096,321492,5138264,90808
"UNITED ST0",1992,217546,107463,5823021,88227
"UNITED ST1",1992,271895,367472,1574867,92367
"UNITED ST1",1993,171368,131601,3604780,97956
"UNITED ST6",1992,165413,124301,2056865,79518
"UNITED ST1",1993,46735,46188,3080432,68050
"UNITED ST8",1993,282514,362115,1631460,70626
"UNITED ST3",1992,186547,307220,1141305,73632
"UNITED ST5",1992,233608,63912,6059189,112554
"UNITED ST6",1993,258880,443469,6567846,84746
"UNITED ST3",1992,177013,448019,3090500,58019
"UNITED ST6",1992,2467,323204,728950,73631
"UNITED ST0",1992,284990,297437,2934823,86065
"UNITED ST8",1993,44078,429724,826850,99222
"UNITED ST6",1993,44078,509165,4968960,70448
"UNITED ST4",1992,65678,8900,515536,108534
"UNITED ST8",1993,253624,152476,6658015,91708
"UNITED ST8",1992,131650,432953,5261744,113155
"UNITED ST3",1992,178582,146966,1992830,120777
"UNITED ST7",1992,87247,280633,1916980,96817
"UNITED ST9",1992,67987,450842,3513927,107569
"UNITED ST3",1992,242675,236393,3585337,79762
"UNITED ST9",1993,123848,384677,880830,105699
"UNITED ST9",1993,260740,242313,3735772,75318
"UNITED ST6",1993,245395,155149,346792,72248
"UNITED ST0",1993,274576,190714,4028112,108282
"UNITED ST7",1993,41953,452347,5363592,77959
"UNITED ST8",1992,116602,44458,5772484,84147
"UNITED ST2",1993,152444,241755,1975005,101804
"UNITED ST7",1992,144590,89563,6342207,93153
"UNITED ST5",1992,144590,445246,3184131,71473
"UNITED ST5",1993,32239,246380,6239244,79582
"UNITED ST1",1993,157991,105585,5621109,95434
"UNITED ST9",1993,152128,579706,4464200,107140
"UNITED ST3",1993,214051,286039,652937,61501
"UNITED ST4",1993,232372,596011,2435378,66419
"UNITED ST6",1993,87740,490835,7084142,109548
"UNITED ST6",1993,294457,267068,659326,62103
"UNITED ST4",1993,220592,513035,4433082,62880
"UNITED ST0",1993,220592,365538,2772486,96211
"UNITED ST6",1992,172016,192177,3978847,76150
"UNITED ST9",1992,274633,323566,1591139,95373
"UNITED ST1",1992,274633,231622,5634943,93216
"UNITED ST7",1993,89048,44797,8273502,104507
"UNITED ST3",1993,20978,371959,5830828,121856
"UNITED ST6",1992,89777,216250,4880714,69974
"UNITED ST3",1993,23912,338985,5829033,121438
"UNITED ST8",1993,262588,364521,1268408,95130
"UNITED ST7",1993,262588,345094,4112078,68344
"UNITED ST2",1993,51310,238423,4447726,81684
"UNITED ST1",1993,58345,160447,4431873,90446
"UNITED ST3",1993,58345,470038,997929,60480
"UNITED ST4",1993,201784,278354,867353,79940
"UNITED ST7",1993,131686,355539,3917735,95671
"UNITED ST0",1993,204274,380016,644448,65760
"UNITED ST8",1993,269239,540648,5015201,101317
"UNITED ST4",1992,51497,84612,5428474,95796
"UNITED ST4",1992,185522,458925,8059324,113034
"UNITED ST9",1993,212401,91458,5407897,86967
"UNITED ST5",1992,139018,272703,6077727,100541
"UNITED ST3",1993,106327,77891,9157561,112133
"UNITED ST9",1992,252874,445162,514820,66428
"UNITED ST4",1992,252874,429114,495467,62585
"UNITED ST4",1993,44413,264961,7973433,115557
"UNITED ST5",1992,241687,42163,4473687,66309
"UNITED ST9",1992,241687,382170,1700433,75129
"UNITED ST8",1992,113927,516502,2945851,91108
"UNITED ST9",1992,178384,181730,1873328,108703
"UNITED ST7",1993,138412,325513,298469,92310
"UNITED ST4",1993,298381,93679,167267,100360
"UNITED ST3",1993,44923,307666,2741438,100419
"UNITED ST0",1993,115672,261345,242977,78379
"UNITED ST1",1992,48430,48771,5597851,103186
"UNITED ST0",1992,251380,587900,5476609,119272
"UNITED ST4",1993,49075,409407,3447599,78982
"UNITED ST2",1992,118297,470703,2517214,100420
"UNITED ST0",1993,287956,115011,4432363,61560
"UNITED ST8",1992,97516,422374,602802,77781
"UNITED ST3",1993,232570,543107,3533045,69004
"UNITED ST5",1993,221365,319284,3258175,78196
"UNITED ST9",1993,27950,284022,3983799,60360
"UNITED ST7",1992,228526,592749,3849194,110503
"UNITED ST4",1992,228526,442100,989976,62524
"UNITED ST6",1993,226088,306506,2365534,90749
"UNITED ST9",1992,261340,543777,7789168,109245
"UNITED ST4",1992,176170,536986,8557120,121377
"UNITED ST5",1993,182209,593245,3345550,80293
"UNITED ST0",1992,285677,124842,1433733,112010
"UNITED ST4",1992,217618,448805,968086,105226
"UNITED ST0",1993,35371,244311,2425239,75318
"UNITED ST3",1992,10558,159304,4907880,81798
"UNITED ST1",1993,131875,272924,2293364,113814
"UNITED ST8",1992,163027,293656,4341852,98978
"UNITED ST1",1993,71944,333150,333645,70988
"UNITED ST1",1992,131051,539395,791772,86062
"UNITED ST8",1992,50425,476335,3375311,78678
"UNITED ST5",1993,19183,212526,258931,86310
"UNITED ST5",1992,269320,20257,541535,70635
"UNITED ST7",1992,11090,258876,6422010,110091
"UNITED ST9",1992,11090,576749,7894413,109543
"UNITED ST2",1993,168026,120248,4039344,76094
"UNITED ST1",1993,160018,272117,1684837,65346
"UNITED ST7",1993,78250,5782,6211030,101266
"UNITED ST0",1992,298984,462166,3881929,67688
"UNITED ST1",1992,119836,307684,3410406,101500
"UNITED ST3",1992,150457,246926,927090,112374
"UNITED ST5",1993,250987,273596,2655729,94174
"UNITED ST4",1993,194711,358548,7157091,96391
"UNITED ST8",1992,94489,522175,3352020,71829
"UNITED ST5",1993,235247,212288,4801080,72016
"UNITED ST0",1992,87464,436772,5413320,102525
"UNITED ST7",1993,61666,349175,3878138,73449
"UNITED ST3",1992,187729,297217,2484253,72852
"UNITED ST0",1992,143023,143627,6189647,100237
"UNITED ST5",1992,151879,331454,5193098,89126
"UNITED ST8",1993,86101,153494,4011094,92849
"UNITED ST9",1992,5908,347389,5745480,86182
"UNITED ST0",1992,179467,374358,4875685,85940
"UNITED ST7",1993,93470,517744,5290445,105703
"UNITED ST9",1992,112621,513040,4015165,63181
"UNITED ST6",1993,52258,517890,5914397,114472
"UNITED ST9",1993,225349,591280,5644106,82275
"UNITED ST6",1992,156565,238166,1153836,66249
"UNITED ST9",1993,213982,90564,149237,93273
"UNITED ST1",1993,213982,235135,4577973,64207
"UNITED ST7",1992,113770,504859,3679200,111829
"UNITED ST0",1993,296623,448481,6432570,85767
"UNITED ST4",1992,193615,185284,6846400,82156
"UNITED ST1",1992,149254,417762,3863402,100784
"UNITED ST9",1993,200887,564369,3475849,86000
"UNITED ST5",1993,293308,58706,3752233,99882
"UNITED ST9",1993,297143,329471,1164356,90027
"UNITED ST8",1993,74473,532291,3705156,79396
"UNITED ST4",1993,79828,386976,9283320,123777
"UNITED ST4",1993,180013,384645,8053157,103777
"UNITED ST7",1993,159943,295505,147048,90029
"UNITED ST3",1993,240059,462670,2581219,97959
"UNITED ST9",1992,222262,591686,2426505,106659
"UNITED ST3",1993,42095,475711,4628277,101201
"UNITED ST8",1992,135397,48940,7102414,113336
"UNITED ST8",1993,108032,213974,3779695,113277
"UNITED ST4",1993,176417,317571,2001585,95313
"UNITED ST3",1992,65410,413366,5820997,76760
"UNITED ST8",1992,181513,130392,3942865,85343
"UNITED ST9",1993,222901,273139,1174398,66727
"UNITED ST1",1993,280973,288431,258334,85165
"UNITED ST2",1993,246062,429509,2675572,86308
"UNITED ST1",1992,216496,197768,8496671,111945
"UNITED ST0",1993,195256,289195,1574959,71050
"UNITED ST2",1992,23470,31908,4185772,110394
"UNITED ST0",1993,224873,331629,3138552,99636
"UNITED ST4",1992,100414,84902,6668304,113214
"UNITED ST3",1993,297644,190531,6763401,97291
"UNITED ST3",1993,255694,467211,4010558,70691
"UNITED ST5",1992,84404,209126,1507120,62106
"UNITED ST4",1993,174784,495592,3730789,95254
"UNITED ST7",1992,228715,50268,793087,73095
"UNITED ST6",1993,183071,573331,6072236,84258
"UNITED ST0",1992,245113,377759,6120017,110204
"UNITED ST5",1992,217835,153991,1635992,122699
"UNITED ST1",1993,288605,124634,7095619,99517
"UNITED ST4",1992,9673,148079,3279773,67624
"UNITED ST4",1992,55669,586765,2927600,111104
"UNITED ST9",1992,55669,65369,2459225,80061
"UNITED ST6",1993,53473,354033,929402,65221
"UNITED ST9",1993,56282,23140,605989,63788
"UNITED ST8",1993,15649,229954,7799511,113036
"UNITED ST0",1992,188887,430623,4190059,93216
"UNITED ST7",1992,12589,488614,3141076,96155
"UNITED ST9",1992,176632,498435,421422,86004
"UNITED ST6",1992,176632,361340,902456,84079
"UNITED ST7",1993,245653,599790,2063628,113386
"UNITED ST0",1993,233245,426933,9113559,111594
"UNITED ST5",1992,34478,432191,4011963,67390
"UNITED ST5",1993,95308,29329,2319083,75499
"UNITED ST2",1993,272125,494179,3378672,70389
"UNITED ST5",1993,136015,291507,2471010,89909
"UNITED ST5",1992,111041,465400,3440757,81922
"UNITED ST3",1993,4153,76043,1222848,61142
"UNITED ST0",1992,187432,545600,6582320,98734
"UNITED ST1",1992,202474,226731,6077201,99463
"UNITED ST7",1992,125548,512386,6046508,83901
"UNITED ST2",1993,152335,286238,242395,73453
"UNITED ST9",1993,214207,119528,3268362,92851
"UNITED ST6",1992,3992,332611,4437720,98616
"UNITED ST8",1992,116038,413669,3640072,94958
"UNITED ST0",1992,257917,187417,1715027,90264
"UNITED ST2",1992,50491,440002,2622472,56518
"UNITED ST3",1992,297997,509606,4958215,96934
"UNITED ST4",1993,111706,508768,1439159,106604
"UNITED ST5",1992,24554,184499,1995197,95009
"UNITED ST2",1992,268444,1439,2316263,80425
"UNITED ST7",1992,51056,147297,4258710,80657
"UNITED ST7",1993,249607,554777,6814110,109905
"UNITED ST4",1992,54712,145359,4044528,84261
"UNITED ST7",1993,25076,394727,3253574,109302
"UNITED ST9",1993,237931,514006,2784545,61198
"UNITED ST6",1992,81956,310763,521482,106425
"UNITED ST1",1992,122738,447739,5566143,101202
"UNITED ST9",1993,223852,311320,2104801,79878
"UNITED ST7",1993,223852,291875,5671520,112011
"UNITED ST5",1992,106309,302899,5074215,114112
"UNITED ST2",1993,209698,79329,3650212,78499
"UNITED ST1",1992,53960,410567,1923757,88652
"UNITED ST2",1992,275140,151459,4682395,90627
"UNITED ST4",1992,275140,195657,5384140,105159
"UNITED ST4",1992,188146,592887,728588,118791
"UNITED ST5",1992,154669,449058,3788446,60421
"UNITED ST7",1992,97162,542603,7240552,98734
"UNITED ST5",1993,235067,593658,1177095,105097
"UNITED ST9",1993,129064,481397,6154422,82702
"UNITED ST6",1992,139181,213337,2160552,75019
"UNITED ST8",1992,89152,134642,5365248,100598
"UNITED ST6",1993,190165,237289,465982,73576
"UNITED ST8",1993,201782,51839,7494623,107449
"UNITED ST4",1992,242447,457082,3326031,62343
"UNITED ST6",1993,140962,317392,5441616,84562
"UNITED ST4",1992,206389,326439,1866945,87925
"UNITED ST8",1992,206389,220172,4976973,65529
"UNITED ST1",1992,170243,210091,686740,60064
"UNITED ST3",1992,46810,486448,2151630,86065
"UNITED ST6",1992,46810,122293,4671910,78917
"UNITED ST6",1992,156071,461140,3106259,66067
"UNITED ST7",1992,47650,490510,7202352,90029
"UNITED ST6",1993,296792,572411,4912987,89003
"UNITED ST4",1992,6412,281507,571580,89309
"UNITED ST7",1993,295747,77004,2854710,58860
"UNITED ST9",1992,162511,52818,805718,106248
"UNITED ST1",1992,134833,449587,3129972,92193
