"s_city","d_year","lo_partkey","lo_revenue","lo_supplycost"
"UNITED ST7",1992,180587,4127260,100054
"UNITED ST0",1992,46048,3437390,59642
"UNITED ST0",1992,204077,2189725,58863
"UNITED ST5",1993,483559,2807404,92551
"UNITED ST6",1992,416000,2917396,54958
"UNITED ST4",1993,369181,1875255,75010
"UNITED ST9",1993,127653,7109149,100839
"UNITED ST9",1993,327540,6268552,94051
"UNITED ST3",1993,558962,2111882,121256
"UNITED ST7",1992,493572,6769438,93933
"UNITED ST4",1992,37738,4253002,100543
"UNITED ST2",1993,501506,2357698,90448
"UNITED ST1",1992,214100,3577709,60845
"UNITED ST0",1992,174690,4383489,105881
"UNITED ST0",1993,466549,1394278,90931
"UNITED ST5",1993,66201,4768012,70032
"UNITED ST9",1993,285695,3361360,100840
"UNITED ST8",1992,216524,6482295,86430
"UNITED ST9",1992,98205,2887680,72192
"UNITED ST5",1992,295818,1088280,108828
"UNITED ST8",1992,418976,1114230,113697
"UNITED ST9",1992,125476,2184638,90088
"UNITED ST9",1992,96420,1997152,84985
"UNITED ST8",1992,132413,4440299,86724
"UNITED ST7",1993,318359,4579655,82640
"UNITED ST5",1993,64082,188294,62764
"UNITED ST9",1992,356168,3084858,73449
"UNITED ST5",1992,320921,180597,116514
"UNITED ST3",1992,494180,587080,70449
"UNITED ST6",1993,220336,809070,75379
"UNITED ST6",1993,488655,5655730,98617
"UNITED ST0",1992,100107,1051745,66426
"UNITED ST9",1992,93118,2263331,66666
"UNITED ST3",1993,502534,729842,92190
"UNITED ST4",1992,32371,1592718,78202
"UNITED ST3",1992,122547,7769223,94172
"UNITED ST2",1993,335825,4331965,111648
"UNITED ST4",1993,472612,6705984,95075
"UNITED ST4",1993,44768,1246889,102765
"UNITED ST8",1992,49465,4786532,84867
"UNITED ST8",1992,271466,6339154,86247
"UNITED ST5",1992,108268,3430586,76575
"UNITED ST7",1993,489830,5568618,109188
"UNITED ST7",1993,349988,6391073,122278
"UNITED ST3",1992,79747,3408584,103604
"UNITED ST9",1992,6668,5401083,94479
"UNITED ST2",1993,336579,2609129,96933
"UNITED ST2",1993,501352,132626,81199
"UNITED ST9",1992,352012,3096240,63840
"UNITED ST2",1992,128811,6439335,110388
"UNITED ST1",1993,247103,2221990,63005
"UNITED ST8",1992,357428,2433101,89124
"UNITED ST4",1993,244972,4658212,115017
"UNITED ST0",1992,374534,1751678,96511
"UNITED ST0",1992,295143,104707,68287
"UNITED ST3",1992,302334,3934126,80179
"UNITED ST0",1992,459100,3431419,63544
"UNITED ST0",1992,22600,5938140,91356
"UNITED ST9",1992,253342,1410614,77719
"UNITED ST2",1992,542435,1543893,88644
"UNITED ST4",1992,160931,4183053,119515
"UNITED ST7",1993,356596,5651823,99154
"UNITED ST0",1993,527387,4165290,84861
"UNITED ST1",1993,75470,274639,86728
"UNITED ST2",1992,237410,2786423,80844
"UNITED ST9",1993,573279,4803192,81135
"UNITED ST8",1993,281669,7130808,99039
"UNITED ST0",1992,28062,3841432,59403
"UNITED ST1",1993,457796,859347,105226
"UNITED ST7",1992,451582,5163496,92013
"UNITED ST8",1993,298698,1679713,101800
"UNITED ST3",1993,251301,1177152,75137
"UNITED ST0",1993,417331,3954646,74898
"UNITED ST8",1993,579624,5887641,102216
"UNITED ST9",1992,375331,1253031,84379
"UNITED ST4",1992,582049,221679,67861
"UNITED ST4",1993,433467,665209,84026
"UNITED ST0",1993,160691,8239949,105101
"UNITED ST6",1993,221530,2090188,87091
"UNITED ST4",1992,197994,3807421,125519
"UNITED ST1",1992,226303,365099,73757
"UNITED ST0",1992,531679,338708,102639
"UNITED ST2",1993,401699,7447917,96040
"UNITED ST2",1992,427736,5971055,99822
"UNITED ST4",1992,491132,1235421,67386
"UNITED ST1",1993,455612,2351385,94055
"UNITED ST8",1992,471737,3019290,102522
"UNITED ST4",1992,288917,7798942,114354
"UNITED ST0",1992,116548,6458421,93872
"UNITED ST3",1993,172209,1582282,76872
"UNITED ST7",1992,460304,1763670,75856
"UNITED ST8",1993,494643,3278515,98257
"UNITED ST1",1993,192150,4136359,74529
"UNITED ST3",1992,197215,1968315,78732
"UNITED ST4",1992,490331,5945895,79278
"UNITED ST6",1992,483754,2502331,104263
"UNITED ST7",1992,276432,4664687,84505
"UNITED ST2",1992,90265,5485486,75315
"UNITED ST0",1992,503502,7075756,90328
"UNITED ST1",1993,442214,4624760,69371
"UNITED ST4",1992,477504,4888884,88888
"UNITED ST8",1993,598008,4160696,66358
"UNITED ST8",1993,79308,4920060,77238
"UNITED ST7",1992,537374,5704676,84681
"UNITED ST5",1993,13771,3133672,101086
"UNITED ST8",1993,216336,4737526,75139
"UNITED ST9",1992,77742,4837628,103184
"UNITED ST1",1993,515685,8333234,102039
"UNITED ST6",1992,92229,1444703,73273
"UNITED ST6",1992,460106,97013,63964
"UNITED ST8",1993,575084,4997866,69543
"UNITED ST1",1992,532268,2496460,78014
"UNITED ST0",1993,217394,4268541,78682
"UNITED ST7",1993,91086,1044767,64624
"UNITED ST2",1993,233785,5654753,103126
"UNITED ST4",1992,217554,4332213,88292
"UNITED ST1",1992,394571,3590947,99933
"UNITED ST0",1992,170713,5930835,107022
"UNITED ST1",1992,464199,3028894,69790
"UNITED ST7",1993,590400,894228,89422
"UNITED ST7",1993,94905,4137982,113994
"UNITED ST0",1993,23701,5093434,97482
"UNITED ST0",1993,142925,9064239,118075
"UNITED ST1",1993,212830,7535953,104569
"UNITED ST2",1993,149232,4017937,76873
"UNITED ST3",1993,592850,4899817,116569
"UNITED ST7",1993,567889,7240382,117411
"UNITED ST7",1992,205723,7583273,97722
"UNITED ST2",1992,186753,3515762,110385
"UNITED ST9",1992,498393,404888,83482
"UNITED ST5",1992,366089,3638470,69304
"UNITED ST1",1993,345858,932881,114230
"UNITED ST6",1992,19626,7194861,92737
"UNITED ST6",1993,233978,4821963,114717
"UNITED ST5",1992,5567,2453284,88353
"UNITED ST3",1992,416824,334233,104448
"UNITED ST1",1992,197902,4511774,119994
"UNITED ST1",1992,373671,2512310,104679
"UNITED ST4",1992,72930,7792498,114175
"UNITED ST7",1992,416232,4145038,68892
"UNITED ST4",1992,146742,488326,107324
"UNITED ST3",1992,260042,1523085,60121
"UNITED ST4",1992,574448,2289719,91345
"UNITED ST3",1992,228242,2981746,70213
"UNITED ST0",1992,372155,2681300,73628
"UNITED ST1",1993,397918,4535775,120954
"UNITED ST5",1992,19483,1136008,84148
"UNITED ST4",1992,58443,4692021,84086
"UNITED ST9",1992,223096,1611165,61144
"UNITED ST4",1992,516446,4624172,87745
"UNITED ST5",1993,196121,339576,73027
"UNITED ST1",1992,14689,1808951,96220
"UNITED ST0",1992,507813,3894669,109247
"UNITED ST4",1993,592054,4180717,68761
"UNITED ST3",1993,18620,2747975,92317
"UNITED ST8",1993,179359,1553418,86301
"UNITED ST2",1993,401955,1801222,111415
"UNITED ST8",1993,302044,1361931,62761
"UNITED ST5",1992,78187,5595194,69910
"UNITED ST2",1993,204307,839423,72677
"UNITED ST2",1993,410713,1068388,97421
"UNITED ST5",1993,464956,1383069,115255
"UNITED ST3",1992,96091,3065593,65225
"UNITED ST1",1992,358263,2826153,79275
"UNITED ST7",1992,88947,9098918,116156
"UNITED ST1",1992,414597,1496454,90694
"UNITED ST4",1993,550442,2511742,89545
"UNITED ST7",1992,321944,2427923,117955
"UNITED ST3",1992,250456,4275577,84386
"UNITED ST3",1993,116244,3130436,75614
"UNITED ST2",1993,29087,467396,60964
"UNITED ST0",1992,323242,2878398,75913
"UNITED ST9",1993,78342,5771206,79220
"UNITED ST6",1992,19225,2219786,68653
"UNITED ST8",1992,302985,7025485,119278
"UNITED ST1",1992,466482,1882998,86907
"UNITED ST4",1992,401744,2797724,98743
"UNITED ST8",1993,583841,188632,115489
"UNITED ST3",1993,164495,764150,93569
"UNITED ST7",1992,446732,2266258,100722
"UNITED ST8",1992,258350,2798539,78500
"UNITED ST5",1993,279203,444503,70931
"UNITED ST7",1992,24410,5884748,80064
"UNITED ST1",1993,332084,2594862,66964
"UNITED ST4",1992,451045,2565747,59761
"UNITED ST0",1993,174753,5066523,109665
"UNITED ST5",1992,16467,4074289,83007
"UNITED ST5",1992,419790,4982269,102586
"UNITED ST3",1993,597371,5719223,88101
"UNITED ST9",1993,25662,635064,95259
"UNITED ST8",1992,101035,2408769,62161
"UNITED ST1",1992,504604,4737268,96514
"UNITED ST9",1992,468667,1383751,98138
"UNITED ST6",1992,41626,3994295,94057
"UNITED ST5",1992,45161,4939004,66369
"UNITED ST8",1992,108054,2185698,63723
"UNITED ST9",1993,313812,7379883,109548
"UNITED ST7",1993,239663,2307816,96159
"UNITED ST8",1993,428034,2147206,57720
"UNITED ST4",1993,538642,1835237,100837
"UNITED ST8",1992,147385,3863128,85942
"UNITED ST9",1992,296511,3948142,90450
"UNITED ST1",1992,449417,3854586,81983
"UNITED ST9",1992,86900,2988849,113214
"UNITED ST5",1993,60235,1064949,71713
"UNITED ST9",1992,178151,2980688,73749
"UNITED ST3",1992,175817,352062,113568
"UNITED ST4",1993,493448,6074143,86485
"UNITED ST5",1993,348714,3761601,105762
"UNITED ST5",1992,4391,3300653,77723
"UNITED ST6",1993,46785,7793010,103906
"UNITED ST9",1993,447835,8215188,106968
"UNITED ST9",1992,340652,5941166,101558
"UNITED ST3",1992,42670,4749313,96760
"UNITED ST2",1992,539743,3016362,106963
"UNITED ST4",1992,361094,5082352,69304
"UNITED ST5",1993,290384,1496688,82462
"UNITED ST3",1992,472550,7460397,91351
"UNITED ST8",1992,244598,6528198,92554
"UNITED ST0",1993,239908,7528303,110873
"UNITED ST8",1993,552278,1573685,79815
"UNITED ST1",1992,226852,355768,106730
"UNITED ST5",1992,346147,1628622,71587
"UNITED ST3",1993,211949,3712555,111655
"UNITED ST2",1993,586925,7033602,120714
"UNITED ST1",1993,211130,3816745,62467
"UNITED ST2",1992,568382,2293019,87021
"UNITED ST8",1992,13815,5869309,103728
"UNITED ST1",1992,362178,2510083,74409
"UNITED ST9",1993,595566,4082403,99692
"UNITED ST8",1992,421109,478987,61804
"UNITED ST9",1992,207729,1587608,98202
"UNITED ST1",1993,207538,2792744,86731
"UNITED ST2",1992,367971,6655165,122337
"UNITED ST7",1992,380692,3548905,106360
"UNITED ST1",1992,387028,2453022,66900
"UNITED ST5",1993,86468,546876,87267
"UNITED ST8",1993,125287,997332,78736
"UNITED ST0",1992,148390,4949499,86303
"UNITED ST1",1993,288527,4546530,90930
"UNITED ST8",1993,217928,1063244,110754
"UNITED ST3",1993,378139,944485,73027
"UNITED ST7",1993,193558,6728414,99093
"UNITED ST3",1993,490743,6061085,104023
"UNITED ST5",1992,314622,1384572,98196
"UNITED ST7",1992,417153,1926234,64207
"UNITED ST5",1992,3675,7104015,94720
"UNITED ST8",1992,9602,6221745,90696
"UNITED ST4",1993,528250,5406912,76693
"UNITED ST1",1993,358162,2869792,73209
"UNITED ST3",1992,570724,351761,107682
"UNITED ST1",1992,506782,3826157,107325
"UNITED ST7",1992,478311,5938469,77357
"UNITED ST3",1993,348973,3421156,121317
"UNITED ST7",1993,311871,6574947,112971
"UNITED ST3",1993,226636,6278607,93757
"UNITED ST7",1993,432331,6066414,75798
"UNITED ST3",1993,528140,108635,70087
"UNITED ST6",1993,147422,2298172,88165
"UNITED ST8",1993,315946,8652111,117715
"UNITED ST5",1993,193144,1068888,74228
"UNITED ST4",1993,170548,5509510,97112
"UNITED ST8",1993,27811,4089681,104328
"UNITED ST4",1992,207122,2495591,61746
"UNITED ST2",1992,283144,3629358,67627
"UNITED ST4",1993,264776,4177824,104445
"UNITED ST2",1992,391132,3753755,73387
"UNITED ST7",1992,411929,1785673,110454
"UNITED ST7",1992,478261,1115316,74354
"UNITED ST5",1993,6344,225061,75020
"UNITED ST6",1993,90133,1516225,67387
"UNITED ST3",1992,293533,5834359,91591
"UNITED ST1",1992,181618,5440451,101976
"UNITED ST4",1992,513836,7214259,110988
"UNITED ST9",1993,213197,1208986,66610
"UNITED ST4",1992,341810,7777560,111108
"UNITED ST8",1993,586518,2454869,96269
"UNITED ST0",1992,13197,3297264,66611
"UNITED ST0",1992,33819,4206744,105168
"UNITED ST7",1992,400118,1481320,61085
"UNITED ST5",1992,592422,6106060,90864
"UNITED ST1",1992,10028,1688436,56281
"UNITED ST9",1992,581397,739185,88702
"UNITED ST8",1992,496339,1321956,80118
"UNITED ST0",1993,322592,3229160,96874
"UNITED ST8",1993,1007,1046016,54480
"UNITED ST8",1993,14347,2901082,75680
"UNITED ST6",1992,547724,6096419,106302
"UNITED ST3",1993,150937,5206388,119275
"UNITED ST4",1992,316386,4669892,84142
"UNITED ST9",1993,266237,1750685,72193
"UNITED ST6",1993,181434,727406,90925
"UNITED ST4",1993,137163,5820776,72009
"UNITED ST6",1992,414026,2395120,56400
"UNITED ST0",1992,176504,7205499,94830
"UNITED ST7",1992,354235,4125504,77353
"UNITED ST7",1992,266534,2525375,90031
"UNITED ST4",1992,47121,1388556,64087
"UNITED ST6",1993,521071,1528870,65523
"UNITED ST2",1992,115034,4342984,62941
"UNITED ST0",1992,1494,1953686,83729
"UNITED ST0",1992,284315,2390712,77958
"UNITED ST8",1992,238527,1969645,87930
"UNITED ST2",1993,213274,4240892,71235
"UNITED ST6",1993,388491,7120295,94768
"UNITED ST5",1993,121881,8049182,114172
"UNITED ST2",1993,228213,5480042,68472
"UNITED ST4",1993,299203,5360565,72131
"UNITED ST8",1993,155775,2987816,109846
"UNITED ST0",1993,494848,902981,110569
"UNITED ST5",1993,597862,5650218,117590
"UNITED ST3",1993,390980,4510572,124258
"UNITED ST1",1992,378205,1385845,76991
"UNITED ST0",1993,315695,6873512,102640
"UNITED ST1",1992,96918,178086,114894
"UNITED ST9",1993,187277,736705,81856
"UNITED ST5",1993,338591,7905092,97774
"UNITED ST7",1993,222420,1402818,80544
"UNITED ST8",1992,438113,2127406,63065
"UNITED ST4",1992,231007,1125588,56279
"UNITED ST4",1992,501475,1718587,88587
"UNITED ST1",1992,290130,1019309,67207
"UNITED ST2",1993,338513,2308632,93090
"UNITED ST0",1993,537475,4547937,90747
"UNITED ST8",1993,125913,4560316,116334
"UNITED ST5",1992,294187,1145734,70870
"UNITED ST0",1993,281205,441262,71171
"UNITED ST8",1992,336655,461817,101498
"UNITED ST3",1992,86998,7276973,119099
"UNITED ST8",1992,428188,5303992,66969
"UNITED ST1",1993,74765,4387674,104385
"UNITED ST0",1993,286009,3377991,59699
"UNITED ST0",1993,7583,5112689,89434
"UNITED ST1",1992,596311,835930,84437
"UNITED ST5",1993,398812,7641289,114648
"UNITED ST4",1992,333857,4174974,113450
"UNITED ST8",1993,79623,461554,96157
"UNITED ST9",1993,2851,4356563,105231
"UNITED ST7",1992,108001,1065504,60540
"UNITED ST7",1993,305701,2785318,102401
"UNITED ST4",1993,427655,6737255,94957
"UNITED ST1",1992,311744,5040700,105343
"UNITED ST7",1992,84804,2125094,107328
"UNITED ST9",1993,19286,2338243,72316
"UNITED ST8",1992,294973,1869562,118077
"UNITED ST6",1992,452574,453385,91593
"UNITED ST8",1992,513365,4366581,82700
"UNITED ST3",1993,395971,7496863,124017
"UNITED ST2",1993,402356,5410819,75499
"UNITED ST8",1993,392618,5200224,102636
"UNITED ST4",1993,158973,4632891,121918
"UNITED ST0",1993,507806,8887522,108826
"UNITED ST5",1993,431460,5096844,83486
"UNITED ST3",1993,82961,4426396,116637
"UNITED ST5",1993,468231,2559114,71952
"UNITED ST1",1992,362351,1820381,84800
"UNITED ST9",1993,362448,6389118,90625
"UNITED ST2",1992,362477,5542056,92367
"UNITED ST4",1993,170034,1192352,66241
"UNITED ST2",1993,96523,4142211,91171
"UNITED ST4",1992,189061,2887800,69003
"UNITED ST9",1992,101777,5293619,106726
"UNITED ST5",1992,472932,6347160,114294
"UNITED ST9",1992,529179,109941,72489
"UNITED ST1",1993,225644,2454901,94177
"UNITED ST2",1993,454112,3619375,63965
"UNITED ST2",1992,435409,4172955,80662
"UNITED ST0",1992,92482,3034479,88468
"UNITED ST2",1993,325629,827305,99276
"UNITED ST7",1993,133700,6350543,104022
"UNITED ST0",1993,175139,2950335,72847
"UNITED ST3",1992,39770,6702298,102586
"UNITED ST6",1993,474260,1197212,74054
"UNITED ST6",1992,19944,8493974,111836
"UNITED ST8",1993,561284,2636709,80715
"UNITED ST9",1993,277069,1724936,62763
"UNITED ST5",1993,161103,1285166,69846
"UNITED ST7",1992,183231,4336959,78853
"UNITED ST2",1993,304455,4852638,87566
"UNITED ST3",1992,505902,3296816,114472
"UNITED ST4",1992,29227,3118325,69373
"UNITED ST6",1992,38519,2164402,87450
"UNITED ST5",1992,141276,5137353,79036
"UNITED ST1",1992,121723,6600275,104683
"UNITED ST9",1992,356448,3111161,90265
"UNITED ST1",1992,155383,3627594,86302
"UNITED ST6",1992,577531,1965599,96510
"UNITED ST3",1993,272514,668925,89190
"UNITED ST1",1992,504362,4802685,81980
"UNITED ST4",1993,593609,7521998,102154
"UNITED ST0",1993,523736,1984952,105582
"UNITED ST8",1992,33081,2793790,60844
"UNITED ST2",1993,157685,972415,104560
"UNITED ST3",1993,512034,1945578,62760
"UNITED ST3",1993,451894,8140286,110752
"UNITED ST6",1993,209839,5508783,104929
"UNITED ST6",1993,737,6288883,98263
"UNITED ST8",1992,512893,377362,114352
"UNITED ST9",1993,92859,2540738,111111
"UNITED ST7",1993,415972,3113229,113277
"UNITED ST0",1993,372052,1112799,67442
"UNITED ST2",1993,282718,1107155,102042
"UNITED ST7",1993,342886,3279079,115732
"UNITED ST9",1993,75985,1764882,117658
"UNITED ST0",1993,177968,1190748,122757
"UNITED ST0",1992,408398,1939959,78382
"UNITED ST4",1993,466346,2030159,78739
"UNITED ST1",1992,569166,3446040,74108
"UNITED ST0",1993,247109,3062661,63365
"UNITED ST3",1993,217771,2842183,101325
"UNITED ST1",1993,564278,3683134,80535
"UNITED ST3",1993,339505,3595572,92669
"UNITED ST5",1993,255071,943975,61563
"UNITED ST7",1992,76157,107649,67989
"UNITED ST1",1992,130520,6704448,93031
"UNITED ST1",1993,332129,4474917,69666
"UNITED ST3",1993,284071,1842134,63303
"UNITED ST1",1993,364329,4779053,83598
"UNITED ST3",1993,222737,3153468,99583
"UNITED ST2",1992,71723,4728268,101683
"UNITED ST4",1993,119584,2597799,96214
"UNITED ST8",1992,501802,2298015,108226
"UNITED ST5",1993,351153,3101864,72248
"UNITED ST1",1992,265626,6863022,95496
"UNITED ST8",1992,5233,1365876,68293
"UNITED ST1",1992,406409,2568937,78922
"UNITED ST7",1993,530035,4442156,63900
"UNITED ST6",1993,505284,3446191,77355
"UNITED ST3",1992,563857,5589615,115249
"UNITED ST0",1992,447882,5972663,109791
"UNITED ST5",1993,423657,1634371,94837
"UNITED ST8",1992,440299,235461,74356
"UNITED ST6",1993,363489,3834600,93148
"UNITED ST5",1992,343549,3110211,95551
"UNITED ST8",1993,197091,5079084,71285
"UNITED ST7",1993,299759,2900162,105524
"UNITED ST8",1993,234815,7716618,104988
"UNITED ST7",1993,207228,224771,68112
"UNITED ST1",1993,558618,2655718,100595
"UNITED ST0",1993,262322,2797227,77058
"UNITED ST5",1993,38948,747228,113216
"UNITED ST2",1992,177372,3300215,86962
"UNITED ST6",1992,380295,5660652,82516
"UNITED ST9",1992,39484,3786456,85408
"UNITED ST5",1992,48286,3317744,74056
"UNITED ST8",1993,260220,4017434,70812
"UNITED ST0",1992,249768,2164365,103065
"UNITED ST5",1993,189724,2959991,108823
"UNITED ST7",1992,19096,3938549,60905
"UNITED ST3",1992,252393,261003,80722
"UNITED ST5",1992,344722,3462751,106002
"UNITED ST5",1992,312490,2259729,90148
"UNITED ST0",1992,538803,3558318,110506
"UNITED ST3",1993,469475,3761347,86667
"UNITED ST7",1993,213724,4926231,98262
"UNITED ST9",1992,86141,1217311,67628
"UNITED ST1",1993,16728,4736793,98683
"UNITED ST9",1993,334112,336953,68766
"UNITED ST3",1993,382644,642306,103597
"UNITED ST0",1992,494197,933877,71470
"UNITED ST8",1992,521445,5318705,87985
"UNITED ST3",1992,225816,8108079,104508
"UNITED ST2",1992,464635,7140659,95976
"UNITED ST5",1992,516237,3416250,75192
"UNITED ST3",1993,361310,4163266,82278
"UNITED ST3",1992,2785,7203445,101266
"UNITED ST1",1993,182669,8583134,105099
"UNITED ST0",1992,310292,4083950,78136
"UNITED ST9",1992,380982,6733534,123778
"UNITED ST8",1992,116120,1495133,68167
"UNITED ST9",1992,92089,2724321,64864
"UNITED ST5",1993,524980,4761780,120297
"UNITED ST4",1992,213449,133518,81745
"UNITED ST9",1993,318710,3049426,103722
"UNITED ST8",1993,272606,3449219,94715
"UNITED ST6",1992,70286,3154519,75376
"UNITED ST5",1992,589918,1927574,120473
"UNITED ST5",1992,518427,930837,86724
"UNITED ST1",1992,320039,3812472,63541
"UNITED ST7",1992,120304,6229507,79458
"UNITED ST5",1993,365156,2668190,73268
"UNITED ST7",1993,109001,1099890,60600
"UNITED ST5",1993,222123,4044575,62706
"UNITED ST0",1992,225186,3444627,66670
"UNITED ST4",1993,295603,7033796,95915
"UNITED ST0",1993,144644,4083131,101318
"UNITED ST7",1992,18453,6385471,82287
"UNITED ST1",1993,424955,6072173,112795
"UNITED ST0",1992,3751,3231726,99285
"UNITED ST5",1992,343543,1427877,95191
"UNITED ST3",1992,539244,4704284,76993
"UNITED ST1",1992,570503,2442040,94408
"UNITED ST1",1993,232009,3540004,56459
"UNITED ST7",1992,266016,3574480,58920
"UNITED ST2",1993,90211,790396,72072
"UNITED ST5",1993,236337,820018,76399
"UNITED ST1",1992,485133,2761731,67086
"UNITED ST4",1992,218417,3833933,80124
"UNITED ST2",1992,185952,8718350,122277
"UNITED ST5",1992,338088,317551,67564
"UNITED ST2",1992,575432,4486052,90444
"UNITED ST0",1992,185154,5472086,74349
"UNITED ST4",1992,223560,2421153,89013
"UNITED ST3",1993,592970,3102676,123777
"UNITED ST9",1993,167912,4787422,118794
"UNITED ST2",1993,256236,826208,71533
"UNITED ST0",1993,318279,5020396,77835
"UNITED ST4",1992,120556,7094475,94593
"UNITED ST3",1993,10061,1998441,58263
"UNITED ST5",1993,493576,729840,94173
"UNITED ST2",1993,544692,1406702,104200
"UNITED ST4",1993,369856,2328340,115550
"UNITED ST3",1992,123272,1095798,77716
"UNITED ST8",1993,494302,3078665,77776
"UNITED ST2",1993,317170,2484725,71229
"UNITED ST7",1992,276836,1363240,108769
"UNITED ST0",1992,189567,3810088,99393
"UNITED ST6",1993,227340,5269558,76039
"UNITED ST7",1992,305446,6480634,87085
"UNITED ST6",1993,419865,4283616,107090
"UNITED ST4",1993,190692,7038060,106961
"UNITED ST0",1992,218505,5124564,85409
"UNITED ST7",1993,212560,2685931,88353
"UNITED ST2",1992,531814,5064847,110747
"UNITED ST7",1992,448296,1097446,74656
"UNITED ST7",1992,280477,1311714,87447
"UNITED ST7",1992,132107,2056075,68346
"UNITED ST7",1993,131957,3182320,119337
"UNITED ST5",1992,60106,3309174,63966
"UNITED ST7",1993,293865,4059728,111531
"UNITED ST5",1992,382749,5440238,109903
"UNITED ST6",1992,408970,9018960,112737
"UNITED ST2",1993,106430,1149144,86185
"UNITED ST4",1993,350178,2824768,73689
"UNITED ST6",1992,380437,1116821,91045
"UNITED ST0",1992,127897,5601429,115493
"UNITED ST9",1992,441620,1016601,93696
"UNITED ST7",1993,309154,2121567,69788
"UNITED ST2",1992,343583,3700446,97594
"UNITED ST5",1992,478062,4633378,62402
"UNITED ST9",1993,502909,2844877,114712
"UNITED ST5",1992,9554,4528223,87813
"UNITED ST7",1993,497079,101148,64563
"UNITED ST4",1992,3357,2250985,75621
"UNITED ST3",1992,89304,3841101,77598
"UNITED ST4",1993,148478,6319585,91588
"UNITED ST9",1993,309467,3896351,88587
"UNITED ST4",1993,19342,681123,75680
"UNITED ST9",1992,445403,4055927,80902
"UNITED ST0",1992,96253,4847090,74955
"UNITED ST3",1992,489684,6232709,100419
"UNITED ST1",1993,473226,117521,71952
"UNITED ST9",1993,107212,658373,73152
"UNITED ST1",1992,348945,2177371,119635
"UNITED ST8",1992,261788,5095330,104986
"UNITED ST2",1992,98000,1369256,59880
"UNITED ST8",1992,371446,1502255,91045
"UNITED ST0",1992,236656,1576713,95558
"UNITED ST8",1993,118310,5021011,79698
"UNITED ST1",1992,470615,6906830,95135
"UNITED ST2",1993,225487,663860,84748
"UNITED ST1",1993,494944,5173038,116335
"UNITED ST7",1992,581844,1494436,115549
"UNITED ST5",1993,446970,4485663,115017
"UNITED ST6",1993,205685,5802764,95440
"UNITED ST0",1993,68521,1191616,89371
"UNITED ST4",1993,376120,1818087,71766
"UNITED ST3",1993,507505,408369,90748
"UNITED ST2",1992,572781,3485068,111225
"UNITED ST1",1993,292752,1926192,104684
"UNITED ST7",1993,464681,6274901,98739
"UNITED ST0",1993,470454,5127948,85465
"UNITED ST2",1993,598205,5031577,78190
"UNITED ST1",1992,323334,3997307,81439
"UNITED ST3",1993,122628,1155434,99037
"UNITED ST3",1993,128860,6499567,113331
"UNITED ST6",1993,208537,5594162,86731
"UNITED ST3",1993,476848,830293,109489
"UNITED ST9",1993,194303,4911509,83838
"UNITED ST7",1992,445773,1000312,103125
"UNITED ST9",1993,580305,2526750,83116
"UNITED ST2",1993,360571,6441398,97893
"UNITED ST0",1992,158782,1340087,110446
"UNITED ST9",1992,260592,5477502,93154
"UNITED ST2",1992,457101,4818496,63484
"UNITED ST0",1993,433553,4852033,89191
"UNITED ST6",1992,274192,2880464,69970
"UNITED ST4",1992,484856,8478862,110449
"UNITED ST1",1993,199631,4066980,103837
"UNITED ST0",1993,178413,6378760,89484
"UNITED ST8",1992,36998,5309612,116099
"UNITED ST2",1993,209924,825259,110034
"UNITED ST8",1993,588194,596209,76930
"UNITED ST4",1993,307451,2021397,87506
"UNITED ST9",1993,426454,2733251,82825
"UNITED ST6",1992,574705,5072088,106780
"UNITED ST3",1993,100799,8998950,107987
"UNITED ST1",1992,570735,3430849,108342
"UNITED ST9",1992,128001,2963520,61740
"UNITED ST9",1993,161044,4266559,66302
"UNITED ST9",1993,597402,3913381,89962
"UNITED ST3",1993,455456,4238524,84685
"UNITED ST9",1992,393133,5166869,73567
"UNITED ST0",1992,586919,7744741,120353
"UNITED ST8",1993,6382,4406259,77302
"UNITED ST5",1993,233299,603817,73936
"UNITED ST0",1992,81759,3411870,104445
"UNITED ST2",1992,154480,7143004,92068
"UNITED ST3",1992,279270,1873890,74955
"UNITED ST2",1992,373986,1549097,123598
"UNITED ST4",1993,3319,4660668,73338
"UNITED ST6",1993,497233,6028029,73812
"UNITED ST6",1992,414713,6250329,97661
"UNITED ST8",1992,412593,1144233,90334
"UNITED ST2",1992,233791,1379824,103486
"UNITED ST7",1993,254184,4757550,68290
"UNITED ST9",1993,447874,5082961,109311
"UNITED ST5",1992,257946,3427074,114235
"UNITED ST4",1992,560799,7677130,111586
"UNITED ST7",1992,135183,1299798,73090
"UNITED ST7",1993,453759,6439864,102763
"UNITED ST0",1993,590117,4917684,72425
"UNITED ST7",1993,517786,524894,108225
"UNITED ST4",1992,139776,7027029,108946
"UNITED ST7",1993,170837,4578792,114469
"UNITED ST0",1993,151332,4681188,82999
"UNITED ST2",1993,117190,5275420,72431
"UNITED ST8",1992,574623,631507,101856
"UNITED ST6",1992,270654,3431239,97478
"UNITED ST3",1992,75364,4707850,80361
"UNITED ST8",1993,394447,2945672,92485
