"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1993,155584,331941,5303235,118375
1996,295604,3597,6629606,90035
1992,206806,309689,5938550,101920
1997,271576,549562,1948351,96692
1993,174697,557346,1566105,84199
1995,12908,117997,2061334,120899
1994,40643,388757,3695171,110744
1994,40643,7124,2109671,61867
1994,40643,487569,6062723,93392
1998,275795,268757,4240143,103544
1997,284434,266279,5105566,74715
1997,284434,599125,112617,73446
1993,37735,2874,2171335,106612
1993,37735,289341,3791440,79819
1997,10640,126318,1197780,80658
1995,10574,65283,2411676,74896
1995,10574,124672,6087651,101800
1992,111424,382512,1514775,95670
1993,58721,292054,1640190,62762
1993,58721,541667,4767105,102518
1993,216893,235065,2511125,60003
1993,216893,330939,567336,118195
1996,14500,267244,5123502,72673
1995,95935,138921,2579254,117595
1995,126035,544750,7254298,107683
1998,41245,280028,741895,60480
1996,183724,295259,1106239,75254
1997,285229,211270,2581053,70875
1996,265360,69786,163287,105346
1998,94924,434532,6616893,87990
1998,233809,379166,1489199,74709
1996,222575,124645,5022277,100178
1996,110540,577715,5378070,107561
1996,110540,446186,2812285,67929
1995,113603,391720,6712385,108702
1997,112135,222847,6675798,106189
1997,112135,350272,1785051,79335
1993,39637,414980,8104743,113697
1993,39637,419590,3622968,90574
1994,146041,512626,1032318,98316
1994,146041,304379,5851612,83001
1994,146041,176174,930126,75010
1994,146041,556011,4711827,64019
1996,210871,142496,433854,92309
1996,210871,41631,143109,94357
1995,183574,57254,2340135,72675
1992,111568,424336,4805562,75618
1995,245863,159550,160955,96573
1992,7312,245742,7594785,101263
1993,174160,161984,6088836,122758
1994,283528,50742,8379063,101564
1994,283528,289776,6141313,105945
1998,265141,583720,5892687,108222
1993,20945,574449,6931561,91405
1997,116734,599649,5095478,104917
1997,116734,569128,1211465,71826
1997,116734,198137,568159,74107
1997,151852,118032,4366024,63001
1994,47467,39304,3394209,74598
1994,47467,456823,7612204,106788
1997,71509,247979,8224265,115617
1997,71509,404778,2665476,100965
1996,47188,303561,4906428,93873
1996,47188,495370,3003770,81921
1996,47188,39988,6666954,115678
1993,155692,545302,6535655,80836
1993,155692,509777,804037,107205
1994,82099,12388,5617641,78022
1994,82099,520445,6198726,87925
1994,82099,162710,6878114,106362
1994,115216,136354,934315,83421
1994,115216,303224,3460732,73632
1993,131578,307093,1358598,66004
1995,125773,299845,6456905,110689
1995,125773,160976,9781529,122218
1994,34219,559123,4013229,70926
1994,34219,579734,2216353,108822
1994,34219,67210,2236699,70632
1994,34219,396536,6308057,97951
1994,34219,380347,4881468,85639
1997,12023,314913,3817242,115674
1997,12023,83050,1685937,61983
1992,162836,243334,2548253,76639
1996,172148,355557,4379658,96752
1996,124342,38507,2989294,86730
1993,51277,87317,2039940,78258
1993,51277,535852,2537243,113269
1993,51277,58192,3933649,69011
1993,211867,244494,2071411,86308
1993,211867,204668,5760616,94359
1992,148189,25025,4465094,57001
1992,148189,520807,4419572,109666
1995,268255,406408,1402443,78862
1996,92929,242890,1099728,109972
1993,34099,66419,4239354,83124
1998,228379,296714,2299180,102642
1996,159625,54051,2729715,60303
1997,96025,434377,2207002,78681
1997,96025,363194,5728969,75430
1995,158798,374670,4354671,104679
1994,151849,385777,1341187,111765
1993,175967,392597,1459797,101374
1993,175967,175025,4963290,66001
1997,76573,533886,9503307,115191
1992,235552,38115,2325266,63186
1992,235552,255815,841130,106248
1994,90607,332505,5608763,92249
1994,90607,3313,2909413,72978
1993,90124,162264,2293103,79575
1993,264805,282758,6078664,104444
1994,48325,535089,2893330,67443
1996,130151,140021,2896584,63661
1996,130151,542371,4946725,84801
1993,145978,133697,6772189,103841
1993,145978,43503,5982724,86790
1993,18716,268911,1413684,112794
1993,18716,386673,3969792,105579
1995,148315,227914,7625466,110514
1992,137269,2676,6177335,94720
1994,72409,429899,5888961,109732
1994,72409,102947,5984365,116996
1994,72409,474231,2633383,72312
1994,72409,586699,6476625,107140
1992,163759,343509,7004834,93149
1994,19318,220913,533664,110034
1995,76024,550734,8220374,107082
1995,76024,581545,1776159,97591
1995,76024,22856,8542037,106731
1994,3502,204967,3631583,112317
1994,3502,378642,4697319,103237
1994,3502,48165,2755071,66789
1993,50257,94980,3857135,118498
1993,50257,319247,5237127,75973
1994,167032,539887,8509013,115611
1993,236867,262484,789772,86788
1992,10892,135579,4754908,96874
1992,10892,202180,4923873,64930
1992,10892,235460,1816875,83727
1994,229504,469590,2723009,93574
1998,140884,503555,3174725,93511
1998,140884,238881,7108412,109192
1998,219088,584078,2619260,69723
1994,289003,555644,4781031,101977
1997,158455,481581,6150236,93753
1996,25045,379235,1691401,78853
1994,298639,94042,1252572,62162
1997,22177,477967,5607262,116696
1993,149035,343503,1829497,92789
1996,125276,414530,5863266,86670
1998,106814,129201,452713,73812
1998,106814,78638,4364901,96997
1994,6221,517894,1043881,114712
1995,124652,141543,3802896,95072
1994,115639,531946,3311038,118675
1994,115639,493259,815201,75133
1994,115639,6881,3416638,107272
1997,34120,277414,6611932,83484
1992,45991,78485,1147368,87808
1993,162487,364364,1928272,85701
1993,162487,262534,3813132,89791
1993,162487,229525,287992,87270
1995,295262,118181,705117,71950
1996,276535,304667,4508440,100299
1993,96799,574798,8802019,112366
1993,268259,285083,4116341,64084
1998,30281,87607,2248386,95676
1995,121069,254523,4027692,88650
1995,121069,207345,901677,75139
1996,94930,410541,4209408,87091
1996,94930,562352,2418504,84859
1996,94930,582569,5017378,99092
1993,65026,209797,3925594,102406
1994,32171,561297,2037405,81496
1994,32171,559859,6562398,115129
1997,296108,496164,2813339,69608
1992,291140,157400,1490920,87444
1994,272443,317919,4582705,116214
1994,272443,192037,3289993,67741
1994,272443,434470,4086949,84267
1995,33758,559495,1734788,93268
1995,33758,216959,5582797,112556
1994,223793,27701,889270,97722
1992,176326,545143,2792082,71287
1993,87826,129200,1888051,73752
1993,87826,153425,2607932,88705
1998,244979,342955,6069741,119876
1998,244979,433073,3332037,60363
1998,244979,50697,474534,98861
1992,156698,271746,3703425,103063
1992,156698,296353,4842781,80960
1993,218933,372503,4679205,94529
1997,278623,550008,528990,63478
1997,278623,383970,755857,123237
1996,110902,336508,2599376,92669
1997,141634,321317,615618,80298
1996,208513,50162,4014897,66729
1996,208513,556845,2168074,114109
1996,208513,82083,1738210,63904
1997,170641,481034,2914093,60900
1993,36347,155905,9031905,117654
1993,36347,78769,1525794,104865
1996,78445,377669,5030352,104799
1997,220889,221262,2435128,70995
1997,182428,329645,5191353,100477
1993,39958,302745,7392897,104863
1993,39958,571404,6240857,88522
1995,174611,336106,1550958,68525
1995,174611,577058,4671783,68101
1995,80806,332629,7178155,99696
1995,80806,19262,326027,70875
1996,277402,407405,4488339,78742
1992,289277,48342,939367,77420
1992,289277,272686,6490375,99520
1992,289277,218390,4015418,78502
1996,170581,26182,4336308,66490
1995,122401,293995,6334901,119338
1996,257677,586068,2538888,69242
1996,62633,234930,180897,111895
1996,62633,456766,6546412,103364
1996,62633,463319,1142520,76937
1996,69289,471550,3432571,91291
1996,69289,175788,7613541,111826
1995,262429,492494,2162813,89188
1992,81838,445754,7115069,101983
1998,233329,510061,1892527,64262
1996,109976,555614,1689625,100175
1996,109976,527087,1139683,66843
1996,55858,397845,4111028,116569
1996,55858,90034,2211904,61441
1993,14758,147065,4073475,66723
1993,45019,201826,622011,103668
1993,45019,279797,1759012,106606
1996,16579,273606,3018596,94775
1996,214387,164570,4645447,98074
1996,214387,511809,4916106,109246
1997,297979,166971,7434514,122278
1997,228352,454713,4787937,100061
1994,73015,14222,1922484,68173
1992,133385,96948,2894070,116696
1995,279686,71235,1927555,72373
1993,47983,536426,3185107,87744
1993,47983,241197,3676321,68290
1993,47983,186486,6227020,94348
1994,273904,256681,1218426,98260
1992,239725,239521,6655544,87630
1995,42943,502149,3948341,69067
1995,42943,10371,2191142,76882
1996,241228,295721,5467721,103002
1996,241228,168873,9041346,116512
1996,104357,322645,166763,100057
1998,124535,330125,462044,69306
1994,251011,177165,2079375,74529
1996,87148,46271,5320687,73036
1996,82739,131931,2473291,117775
1992,86525,177946,7771929,121436
1994,124978,254735,157143,101383
1995,192254,142788,3130633,109846
1995,192254,58768,1270895,103605
1997,116731,325504,984991,91769
1997,116731,502131,2501906,67986
1995,168496,313037,869416,63001
1995,168496,397119,1970082,72966
1995,168496,571633,3400696,102276
1998,150259,409247,4301138,69373
1997,23767,364815,7613190,112788
1993,137116,167706,979082,106422
1994,179230,419894,2514023,108832
1997,126716,223850,1720624,106430
1997,126716,145736,7682819,106903
1993,8714,479944,1575690,115435
1995,45769,218795,5799431,102826
1997,243869,58184,2929691,68530
1993,117355,589315,2842282,84257
1992,54802,402973,4950632,112557
1996,298609,49914,8231026,111834
1996,298609,158269,1357786,79635
1994,152710,374735,5733192,108583
1996,206747,219243,3312355,69733
1995,95398,67732,5553017,101983
1993,231053,441419,4701507,81623
1993,231053,91739,4409900,103843
1997,104024,227237,4917665,69853
1997,228182,189866,2972907,117351
1992,219511,491227,1315656,73092
1992,219511,37995,2957474,115979
1992,193885,250735,8177427,101143
1994,80699,79554,5163462,92013
1992,2396,506958,1847034,117895
1993,38249,582743,2862728,109543
1995,246230,573552,6307056,97531
1995,171937,177579,6724017,99394
1995,171937,258365,1572139,79401
1993,130436,179733,6475071,108763
1993,123400,530553,783847,95011
1994,60523,544561,7090064,96332
1995,142831,464151,3144666,66907
1998,227023,382019,4558140,66060
1992,152828,72329,765176,78079
1993,21280,55568,5407114,91413
1997,94067,487239,2670685,73572
1997,282685,11323,2903120,74059
1992,265795,293957,8615351,117056
1992,214507,579101,2544252,70804
1992,214507,137711,5483954,104922
1992,214507,385600,7288491,101135
1993,106366,273032,3873347,60301
1993,106366,45144,1415882,65348
1995,287758,246790,694712,104206
1995,287758,370419,1233223,89364
1992,28192,163166,2288695,73749
1992,28192,317015,4656384,61920
1992,28192,58739,2842000,101863
1993,39683,296535,297114,91891
1996,51901,390610,1649582,102036
1992,188609,59095,1329207,63245
1998,147905,377246,4715991,79393
1993,262079,340576,4321064,96993
1993,154046,475200,3339861,70510
1992,144938,2848,3906124,105050
1992,144938,52561,556990,90813
1994,73399,261354,4040724,78920
1994,73399,235494,3493649,85768
1997,294379,428888,3306685,109011
1997,294379,523917,6750415,116453
1997,294379,45183,3501870,67690
1992,295796,321461,2068017,88947
1997,130780,53972,6101472,115558
1997,130780,498688,5289365,101199
1994,25822,429423,3882740,81144
1997,156940,241266,2443474,72435
1997,156940,155121,2461619,70567
1992,3274,574305,3784744,82756
1992,3274,132031,3460162,63781
1997,115079,96294,1032232,77417
1997,115079,207330,3682264,74239
1997,249398,428614,3628171,92555
1997,249398,81929,687931,114655
1997,249398,553292,979356,80716
1997,249398,365443,2172139,90505
1993,19790,563790,1090016,111226
1993,19790,163582,2754700,98734
1995,194969,262086,2699828,62884
1997,118595,515749,7962416,105883
1997,118595,534258,3876690,77533
1997,84109,136238,611630,76453
1994,100,399076,1325467,70503
1997,138580,223220,3282155,68592
1995,200771,509492,2486434,90088
1995,241937,527241,123017,76093
1994,26683,564667,5319598,103898
1994,26683,145858,7881939,114231
1994,26683,421233,536707,69252
1992,258890,579766,8154479,110744
1992,258890,115699,6172884,102881
1994,260998,15766,5591852,100905
1994,292210,587189,612556,76569
1994,292210,450865,8988408,108950
1994,292210,286502,6102809,89309
1996,155258,119984,1863701,120238
1992,53416,108739,3390596,104863
1995,81175,253089,4501742,62524
1995,81175,186396,667075,88943
1996,32521,164182,113402,74770
1996,32521,127511,6055575,92310
1997,76282,201802,1144946,102227
1992,150412,501683,5065772,101079
1995,47738,519065,2313341,65042
1995,47738,515962,988970,118676
1992,104627,575254,3214078,79753
1998,152248,357201,4797478,75491
1995,131669,348202,1662752,75011
1993,145312,198653,1576485,105099
1997,221201,132101,4645710,67986
1993,121310,448540,2630214,89311
1993,121310,531014,2355407,62699
1993,121310,349530,3127449,94771
1994,48226,585219,4487717,78251
1994,48226,500300,1976425,78016
1994,48226,137801,3802638,110328
1998,206188,417166,214461,64988
1992,85471,318887,3697387,114352
1995,135988,504732,3994433,104202
1993,132124,63474,2644944,86248
1993,132124,459953,177902,114775
1995,289819,231390,972535,79282
1993,155881,552013,4472958,63899
1993,155881,232954,6696750,113216
1994,291403,122341,809823,81800
1994,291403,491733,5406965,103482
1994,216530,471079,2205105,63003
1994,216530,417020,545334,56220
1995,95383,220056,468499,58562
1994,52832,113136,1777704,68947
1994,52832,138406,4567192,86664
1997,238114,162991,5379399,123239
1996,10409,434235,4239555,70152
1994,193381,111297,3566398,78497
1998,222205,352217,5203720,76152
1997,4387,338214,3144274,75132
1993,136573,286780,795046,106006
1998,145492,180046,4763149,67562
1998,145492,105548,838911,93212
1992,274715,522562,5976884,95072
1994,125347,138942,8518042,118856
1994,125347,386777,3936261,111825
1993,148081,269237,2808080,72373
1993,148081,21993,3102283,114899
1995,271295,296082,2837480,64684
1995,271295,388986,2012720,124498
1992,88172,276510,3879765,89190
1992,139100,381279,3708068,81615
1992,139100,142316,499858,81498
1992,139100,298807,4243606,108347
1995,21857,485688,4184150,100419
1998,54313,117314,3095295,79878
1992,67126,244094,1119050,62284
1992,67126,281474,3784196,87327
1995,163292,164766,4884467,109845
1995,163292,215812,324826,103668
1996,43466,35162,3129100,65829
1996,121441,55006,4612800,57660
1998,153928,420461,5493986,82886
1998,153928,487731,6300790,103122
1994,148405,394734,5658059,109723
1994,31183,455335,3344483,77418
1994,31183,415298,564170,72796
1993,13400,383801,4753440,113087
1992,233374,211275,892067,71175
1992,2485,157681,2044687,104320
1992,2485,391828,2470795,115188
1992,2485,443564,6802020,90452
1994,252572,367883,4354341,117052
1994,252572,348719,3452318,106062
1996,275911,217597,2574786,90874
1992,222569,471211,4492322,70931
1996,9061,423598,4481023,91294
1996,180932,127888,4406524,114952
1996,180932,200721,4378617,97302
1994,116263,314791,2885636,108346
1995,36728,49504,2703510,87210
1992,180437,481033,2839228,60840
1995,274561,435978,3238403,114837
1992,99673,212315,5652943,73638
1996,217297,400085,295518,59103
1992,202225,238656,2902244,95678
1992,62983,80412,6065337,83544
1992,62983,276847,7550656,109429
1992,62983,533354,1659246,83239
1993,207488,319300,383913,79157
1997,38026,89981,7410884,118258
1997,38026,300602,6394334,96155
1998,299582,134267,366955,78075
1998,299582,326432,2305762,87505
1994,93656,270416,2173875,83184
1995,270964,298039,4878142,62221
1995,270964,332631,7506253,99817
1995,270964,72448,639198,85226
1993,66868,431999,756940,115858
1993,40660,532709,5632593,104500
1993,40660,32890,503117,109373
1993,40660,481495,841587,88588
1996,44309,595088,851803,70983
1996,44309,228195,898544,67390
1996,72031,345022,384123,64020
1998,99070,160322,5308108,82939
1997,37048,473523,5602896,89790
1992,140593,329650,4837363,100778
1992,140593,480841,4754950,109309
1995,139544,366602,1601846,100115
1992,206002,427404,2609504,79882
1997,41815,443436,3687162,82764
1998,112036,27290,1168598,73037
1998,112036,256383,2072005,80362
1994,170659,45013,2655603,57480
1995,246952,49073,1201954,61324
1992,13616,445063,3060409,60482
1995,231806,16448,1841994,81866
1993,47671,525452,6116560,88645
1992,179906,270817,4682248,107268
1998,264383,529334,3423271,81798
1998,264383,145282,6105488,79636
1992,182476,591778,7435995,112185
1995,248392,70365,3932635,80121
1995,199535,521473,4916740,89667
1992,101959,208687,7499649,95740
1993,297388,155504,1419145,93570
1993,297388,552620,3957371,100356
1996,80374,548728,2263515,106602
1996,223939,50295,2062200,74717
1992,217147,534479,7113215,90807
1998,144367,454970,2771928,115497
1998,144367,96848,6263231,110690
1993,261131,508682,3803985,101439
1996,126937,587139,2403175,73566
1997,82094,285758,2566785,104624
1993,49997,156946,1303913,120176
1993,264490,346018,4025112,63840
1992,25424,252390,3551937,80542
1992,25424,502290,2130953,77536
1992,84532,76503,2754829,88770
1994,215264,1699,2084098,96041
1994,234491,43597,1386531,92435
1994,234491,131108,1347555,68346
1994,10987,280382,6147013,81742
1992,128737,4861,3220928,105951
1994,73972,491015,3684941,60359
1994,73972,352618,4971705,100236
1997,5909,482727,3351012,102582
1994,107230,278490,3865039,88108
1993,115882,415569,3070028,89072
1993,115882,309607,1742684,96995
1998,10681,128914,6973103,116574
1997,85666,254568,7087470,91353
1997,85666,514624,1694312,98316
1994,292283,366331,2628358,83839
1993,187519,118020,1868436,62281
1996,101512,466322,937882,77298
1992,286313,577424,6621174,90084
1995,55408,385117,3870762,72126
1995,55408,458636,3125435,95676
1994,25309,529739,2058778,106122
1994,25309,123796,513180,109187
1992,247216,46331,1264556,76639
1992,247216,473288,4994589,75675
1996,221914,93469,6323677,87747
1994,25759,490767,6375322,105464
1994,25759,105179,4689313,71050
1996,184147,72370,4569427,80542
1996,184147,114381,5581520,83722
1993,151147,281039,1377027,61201
1994,49594,293132,4556736,67507
1995,277178,272647,3832044,97177
1998,258832,543001,2442913,62638
1998,258832,185191,348399,76571
1998,258832,289595,5046887,95074
1994,170680,348418,6129552,87984
1998,4648,144197,4622191,74471
1998,111079,367183,4348091,75010
1998,111079,466447,1908117,84805
1998,111079,564018,4070446,64919
1995,95797,403467,5281675,82226
1995,259717,581739,3936375,109242
1995,259717,277624,7075912,96096
1994,37252,333530,4115184,93811
1994,37252,139665,1268267,102279
1997,138818,385647,935620,103957
1996,10523,42118,4783216,63606
1996,10523,468418,249550,83183
1997,246038,428372,1544815,78021
1997,143216,333583,6207628,96994
1996,126613,505652,2386987,99457
1992,244870,234866,6063461,108051
1997,266105,165828,6836690,113629
1997,266105,135302,5589914,80238
1995,12007,383992,3363087,124558
1996,183010,450122,2439027,64326
1998,237832,15934,8172990,110995
1998,237832,309590,2559328,95974
1997,57736,435261,2842266,71774
1997,57736,316472,3500857,89307
1992,157670,494900,6128041,113692
1992,157670,166291,4655504,81437
1996,58862,503,1964900,84210
1994,177020,426527,6619239,87210
1993,74314,442876,2495462,109131
1993,74314,410921,879312,109914
1993,74314,188209,2438736,77832
1993,279398,79203,3958005,70932
1993,279398,434885,7643412,109191
1995,227219,292614,1558402,96396
1993,166645,126132,5334346,69487
1993,166645,232317,2935855,74958
1996,33307,248142,3174458,65407
1996,33307,111888,5942824,113992
1996,33307,92115,520341,66426
1995,235723,454560,6477687,90872
1995,235723,369579,6594240,98913
1996,270176,148019,4513452,64020
1996,270176,350680,4667616,103840
1996,270176,63622,7382646,95137
1994,132857,27902,5387225,109794
1992,11555,96867,1401622,111831
1993,78181,520265,467827,77114
1993,78181,595361,6921984,87380
1993,78181,212001,2647671,54779
1994,267536,157403,6046056,87624
1992,65033,227670,3968587,95859
1992,65033,218420,5508895,80304
1997,97597,392923,6442848,120954
1997,97597,61180,3902835,68470
1995,200542,108804,7912872,108768
1995,291506,24680,7086266,96280
1995,291506,181703,487223,107082
1996,100331,426652,2557380,94717
1996,255074,459163,421924,67328
1995,48278,360080,3319883,68404
1995,48278,257525,4358579,88950
1997,269917,516967,1095134,119036
1997,269917,48210,347463,69492
1997,269917,258629,5286741,95256
1992,209795,86053,4423235,62343
1992,209795,272261,846009,73995
1997,109481,531038,2672525,64140
1997,109481,305072,4596892,64623
1992,135082,337392,1415086,85762
1993,194438,302701,2644126,102221
1993,194438,362274,1632909,80175
1994,17590,452996,8318203,116938
1997,101863,342574,3040749,96993
1993,182408,318403,3436921,85283
1993,182408,186971,2593042,123478
1997,18635,442098,3794175,62404
1994,64700,146828,3187194,112489
1994,64700,532831,1084737,111828
1994,64700,288162,1283567,69009
1993,19319,470844,3696788,108889
1994,91444,333574,2205572,96453
1994,91444,529405,3735125,86062
1998,89515,481449,5658741,85825
1998,89515,177469,5582720,92787
1992,260887,456101,2236781,63424
1992,260887,78013,2943299,59460
1993,47899,63220,3407673,70993
1993,47899,380540,3315604,97231
1995,133900,389158,3165241,74828
1995,133900,222294,5203245,72976
1997,151318,459337,1651498,77778
1992,76081,497769,5480427,106004
1995,89270,457577,6917751,92073
1995,89270,130027,1847670,63421
1995,89270,161459,4713395,91227
1996,52903,399826,4390846,115548
1992,208706,45054,719316,59943
1992,119212,434406,997242,80422
1992,174425,336301,2286765,80237
1992,174425,202416,3032320,79104
1992,174425,420780,3061368,102045
1996,244978,572719,4434432,107501
1993,131257,100809,4828546,108588
1992,115892,489387,3039002,82581
1997,182387,331328,255550,81558
1997,278122,473261,1658818,74054
1995,92272,400331,2924361,73878
1995,92272,552285,1965772,80235
1995,92272,150541,3141699,95492
1995,92272,539041,4860090,64801
1995,92272,72435,4413700,84445
1994,27581,237737,314847,100483
1996,89771,252746,7814158,101923
1992,42844,561558,1781483,97171
1992,42844,309814,1559349,109428
1997,72617,427676,5542214,96219
1992,174103,367423,3943624,89424
1995,245879,482195,5593911,70630
1995,245879,36134,3801101,64207
1994,117712,36521,999858,87451
1995,175618,527282,1777975,78555
1995,175618,46419,5024708,81924
1998,163099,407193,836129,66010
1996,99889,392964,9461970,123417
1995,214849,535405,6702088,86422
1996,150097,588863,5387078,117110
1996,247018,238197,3708633,68110
1996,247018,501971,937151,118377
1996,11846,394380,2547711,88462
1994,33856,223728,5491935,99102
1996,151249,513881,1080070,113691
1998,114728,398859,9401547,117470
1998,114728,422070,3468206,59523
1998,114728,50482,4349009,85948
1996,75160,272947,7595243,115195
1996,75160,403747,970623,99043
1997,210701,176315,944699,83478
1998,247130,14904,1158639,109134
1996,8255,539739,8537808,106722
1997,138386,593422,6334372,90924
1996,102293,214085,1562545,59944
1996,233152,318577,6160457,95733
1995,43963,291321,5530074,78738
1995,43963,582295,2355131,82636
1992,262882,325160,1493289,71109
1993,131872,473661,7764540,98078
1994,66436,204142,4138490,62767
1997,288238,64659,2834892,97419
1997,288238,109260,1382224,76155
1997,288238,198305,1512757,84198
1998,213977,164754,7273181,109125
1998,213977,558158,1017900,72967
1995,225191,79857,3455114,110211
1995,225191,90167,842412,69429
1997,4489,378276,4512394,81255
1997,4489,72678,4356118,99040
1997,132077,191108,3568521,71946
1997,132077,274623,4505260,95856
1993,140596,588687,175790,106539
1993,191714,127831,5067170,111529
1993,191714,448104,499738,63124
1997,191344,398577,7399272,100533
1994,193972,258867,7036825,109551
1997,270070,85891,9102916,112613
1997,59155,11955,4839134,112017
1994,287951,33110,4804564,62586
1997,56656,234943,349294,112675
1997,56656,372267,3819541,80355
1992,166783,96442,654490,86306
1992,22930,369715,4709823,107082
1992,22930,190461,6106546,93087
1993,161395,570425,4264880,89724
1993,161395,195672,6363612,106060
1993,161395,565603,3237045,100114
1997,198584,598908,7866969,120412
1993,97120,85865,5045444,111051
1996,269891,50510,981462,87630
1997,120259,52798,4585319,105047
1996,87062,258660,3127231,97119
1996,87062,69004,2002434,58380
1996,87062,548989,1398040,122277
1996,87062,536731,2276810,106062
1994,134402,427330,5244240,75438
1997,187606,304374,2232943,82701
1993,61900,350915,4238480,117954
1993,61900,412136,3050000,62886
1994,240950,438219,5323074,69431
1993,134878,460297,880089,75436
1995,195631,9269,1929989,70695
1996,250816,86506,4728240,89550
1996,250816,559379,4510665,86301
1997,150518,539538,3521002,94650
1997,150518,66990,7972777,117419
1997,143306,509832,7098335,110508
1993,130205,191626,171762,103057
1993,130205,448167,1522166,66908
1992,142681,510327,2860484,80238
1997,2455,578913,7148893,119513
1994,142252,442794,170203,104206
1994,142252,223748,1283888,100303
1993,99904,108337,3427900,80719
1997,143641,45784,5037119,103786
1995,70931,51245,1100540,71774
1993,233113,17841,4678514,105530
1998,202969,497756,6383577,105223
1996,242908,187043,2365173,67802
1992,29038,232240,2067813,70333
1996,65251,180136,4268616,72967
1996,65251,544034,4010197,64680
1996,65251,591804,4830447,113746
1995,297467,470262,3822408,73934
1996,284009,568086,4912833,69243
1996,284009,249297,2108705,74776
1993,165752,152900,6901548,117174
1997,293071,351666,4665137,103059
1997,293071,448136,4355953,65046
1994,62476,467229,5225001,71772
1995,258829,487992,4736088,118798
1995,258829,492879,1516198,112311
1995,258829,308414,3208934,85344
1995,195353,265426,4683486,83484
1997,86423,12193,4089203,66311
1992,205423,154967,2023981,121317
1993,117055,67616,7601328,95016
1996,211351,269718,8187032,101262
1995,27185,114851,5119892,111951
1995,27185,94660,3812336,99279
1997,286526,418314,3160823,73937
1997,286526,400262,113899,69734
1997,286526,457439,5445999,83784
1993,31792,151026,5277398,64621
1993,31792,60754,4629825,102885
1995,22207,217758,502722,100544
1995,22207,63165,1129288,67689
1997,4621,473854,1330660,109669
1995,263401,178668,5819871,104799
1995,263401,576278,2644850,81255
1994,148930,388068,1682052,69363
1994,12007,265304,5529027,76157
1994,12007,363594,5489904,99454
1992,274219,170885,2683467,117352
1997,273025,582159,5366646,74467
1997,273025,129593,3066695,97355
1992,28654,459096,3587238,63304
1992,28654,25959,2058365,113097
1992,28654,124293,3449982,79037
1995,57760,565708,1362186,106420
1994,255727,25320,4980034,74719
1994,255727,141994,1325429,122159
1994,255727,287307,6342021,77657
1993,268192,27484,2011359,84688
1993,268192,516875,6962008,113511
1998,286943,586498,156862,95068
1998,286943,566423,4795868,89364
1996,143405,511957,7403176,118135
1996,143405,457769,3315340,103604
1998,285857,402400,3255950,78142
1993,195086,335835,5000701,112249
1996,95494,386461,7195642,92847
1996,95494,245500,3360764,86729
1993,265522,519788,867724,108465
1994,119951,136277,1638960,78796
1998,171704,530826,7598025,111408
1997,123094,509730,2898356,104382
1994,35441,103242,2318636,74714
1997,222749,540147,1897017,71227
1997,222749,537269,2534105,78374
1997,222749,471262,3941435,73994
1994,40135,493473,4452142,87987
1995,42425,424827,3027110,105108
1995,42425,66066,1288010,61923
1993,234793,223055,4694592,58682
1995,236629,563263,2546380,79574
1996,200419,205313,4490653,73098
1995,227626,86295,376699,76877
1998,79619,892,5791034,107573
1995,202598,255115,1181390,64206
1995,202598,105765,2829674,106245
1995,202598,346839,7345268,113149
1995,202598,465486,145146,87087
1992,60727,329315,5936428,80658
1992,20506,157891,578820,116933
1995,213847,29988,6041637,115078
1995,213847,420453,1532747,82405
1994,110404,72192,1059412,69851
1995,31399,131089,4324628,67204
1994,290722,27592,5285134,91175
1994,290722,531588,6092784,97173
1995,104842,356347,6331824,84199
1995,104842,291078,3988662,64143
1995,163514,341523,3754824,93870
1992,268774,379948,3467760,121675
1992,165721,350863,3999946,114831
1992,71636,140081,4089699,67264
1993,106763,344855,6265672,113990
1998,64666,493018,3726509,60659
1998,64666,143358,1942271,84081
1998,64666,407506,2125873,84808
1994,235082,536732,8060011,106122
1996,20006,273313,957007,77178
1996,20006,576120,2585968,71766
1992,238390,455418,5010126,82403
1992,238390,419540,5293679,87571
1997,88889,277368,4649529,80721
1997,88889,322439,2025528,87685
1996,246524,384578,3591129,99753
1993,15923,83456,2226829,86367
1993,15923,97340,5167481,80240
1998,8738,336279,3645900,78915
1994,294808,564792,8819657,111406
1994,294808,532364,3412654,83780
1994,12748,475039,3312770,60840
1998,39665,156698,4834170,105281
1998,39665,216954,340511,112256
1992,40885,425085,2536260,60603
1994,142678,42105,3796784,62826
1998,70204,531945,1300813,118615
1998,70204,396242,2408814,80293
1998,70204,75037,1675921,60721
1997,111823,264977,8665025,116517
1995,200522,4772,2441377,100606
1997,156176,28563,5369616,89493
1992,137833,358295,5271025,81196
1994,47006,81468,1124780,86967
1993,192133,368087,325729,69304
1996,268601,254929,342871,113034
1992,271358,245246,1768976,71473
1995,103750,406135,102028,62466
1994,133490,31580,3795577,90694
1994,133490,405614,706609,91175
1997,88528,106161,3962508,70029
1997,154765,577929,4615870,120414
1997,154765,483904,2548638,113272
1997,154765,580829,1482004,114588
1996,184057,409063,831094,58322
1996,60403,435722,7128110,99462
1996,24889,334012,903744,62760
1998,209392,360056,3642754,66962
1998,209392,450791,7681205,104506
1998,209392,281418,3862344,83964
1998,209392,576882,8197829,117531
1998,209392,250167,331793,67029
1996,221960,259970,5133693,115797
1998,180335,320342,4768155,81739
