"d_year","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
1997,19276,153228,1648930,76873
1997,4780,175323,5201750,83899
1994,8213,157410,4842453,88044
1994,8213,179109,5193185,71286
1994,19456,11199,2553437,66611
1994,19456,16576,5104589,89554
1996,1897,46654,2018419,96039
1997,20464,87063,3948225,63003
1992,24808,164840,7086004,114290
1992,24808,64092,3829382,63365
1993,11375,160407,4170350,88044
1993,11375,159536,6517740,95731
1992,18460,157275,2067683,79936
1992,18460,177072,3450657,68944
1995,18160,83851,4403640,110091
1995,18160,1305,658639,72378
1995,18160,60782,4489401,104566
1998,12136,18609,5025804,91656
1998,12136,158295,5039651,81197
1995,25453,123246,5311769,76154
1995,25453,193075,1586239,70084
1995,25453,175227,2191636,78133
1995,20587,141623,7911938,99877
1993,27577,7542,943650,86972
1993,27577,198593,2490020,101495
1998,10163,74959,6509675,116037
1998,10163,190315,3856170,84318
1996,22097,57457,2195226,84867
1998,12988,87974,6403870,117718
1996,10372,59338,2825584,77839
1996,10372,3750,4051687,99225
1997,6223,142232,3826512,76453
1992,27046,6633,5542668,92377
1998,15289,100726,3733168,103603
1998,15289,88541,4795107,91772
1998,15289,107814,171250,109308
1996,9187,94380,2480755,82462
1996,9187,44285,4749937,73756
1992,20693,140474,5352136,90868
1998,3217,140981,5641324,121318
1996,10951,73353,1810467,79581
1996,10951,33297,3211056,73817
1997,24452,36300,4557001,74178
1997,24452,89367,5801151,81381
1997,3766,31814,7870111,104748
1997,3766,78027,1775870,60301
1997,4717,74613,1733670,95256
1997,4717,130172,2261281,72130
1996,24658,126688,5209197,102880
1994,20449,44727,2153175,100303
1996,23032,136135,3632845,70267
1994,2602,21277,5401801,71896
1994,2602,142358,399099,84021
1996,11728,106284,5131443,77416
1997,26375,191746,2536081,110264
1995,20275,149377,5134932,85582
1997,21139,86415,5437470,84084
1997,21139,128468,439959,89787
1993,21070,32580,2494244,90754
1996,9823,157934,6178966,119515
1996,20650,48764,3058989,102765
1996,20650,82267,2348608,74955
1996,20650,1197,4240111,65891
1995,17956,57074,4553205,61864
1995,17956,188013,2304413,66060
1993,16831,17143,3746534,63608
1993,16831,114381,3627988,83722
1993,16831,122546,6901576,94112
1994,16540,127794,508279,109307
1994,16540,9008,2567600,55020
1994,8263,135769,2800987,108285
1994,8263,100230,3985945,73813
1995,11150,38605,3056328,92616
1995,11150,25376,4144863,78082
1992,2452,81971,4359029,117178
1997,15745,101043,3407746,62642
1998,9259,71353,1072723,79461
1995,26785,100872,741656,112372
1995,26785,148556,5699361,96273
1998,17497,153069,612644,67323
1998,3608,53480,4128422,86008
1994,9467,176654,1751417,103839
1993,25262,17267,3908058,71055
1993,25262,192902,3191840,119694
1993,5527,5218,2358741,67392
1993,5527,84231,1469213,72913
1993,5527,103434,1952029,86245
1993,5527,13830,1918213,104629
1996,514,143292,6150345,80117
1992,16114,72957,3589707,115797
1996,10687,189238,131395,79633
1996,10687,156408,1332604,87864
1996,10687,134722,5979874,105403
1993,3772,33730,7989231,99823
1993,3772,86417,138937,84204
1992,5633,19145,4438527,63848
1992,5633,168510,2812904,94710
1995,8423,77470,1211532,86848
1996,18184,70407,4820900,82644
1993,19318,124360,5260568,83061
1993,19318,109494,4316519,90209
1993,19318,57727,1940797,101083
1992,24686,3829,7173874,103969
1992,24686,148172,112255,73210
1997,12670,167172,2914527,74350
1998,27940,96065,3911067,63663
1994,22532,56833,520840,107389
1997,16384,138789,177294,109666
1994,13396,162778,7361239,110446
1992,3295,160665,5125210,103539
1992,3295,96232,2675084,73693
1995,5500,105781,6046463,107206
1995,5500,168673,2508004,104500
1997,9280,38583,3314001,91294
1996,27271,84675,2765010,99580
1992,22025,99200,436508,71952
1992,17704,97715,3821056,102762
1994,21079,77866,8758335,110631
1997,9547,119323,5374649,80539
1994,8725,78102,4771881,64806
1998,10895,1797,6387450,101927
1998,10895,866,2883515,106011
1992,23659,91182,4955512,70390
1993,24544,60372,5949032,79942
1993,24544,15023,1195037,56281
1998,25928,105240,4831531,74714
1998,25928,152549,5996165,96092
1997,14017,47894,4109256,110513
1993,4859,92380,3211369,82342
1998,27952,144853,4463743,113871
1998,16816,78530,4887637,90511
1994,27281,103974,3532654,118678
1993,8323,92031,558574,61381
1994,6487,135590,6690928,97535
1993,2863,135148,3483164,70988
1993,2863,20547,6483591,88052
1996,5072,180815,1486315,113748
1996,19393,101752,2841075,105225
1992,29779,31322,2381308,75199
1993,2513,103804,536916,108468
1993,15659,130237,4815474,76033
1993,15659,25232,3737852,69433
1997,11623,25378,4129076,78202
1994,14743,116303,120056,79158
1994,14743,77298,5509252,76517
1993,6025,149083,3622656,67924
1994,15436,151703,1930170,105282
1994,12214,144672,4248758,103000
1996,19591,186214,4306295,78012
1994,4276,138352,5750487,83421
1996,14764,185513,2205943,95910
1996,14764,165114,4202348,70746
1993,24478,169927,2572032,119815
1994,18619,199842,3572985,116510
1993,26699,129187,4043798,72970
1993,26699,30630,1967954,93637
1994,21839,58793,6937088,105107
1996,18067,36998,2757360,116099
1997,6784,185581,2849851,99994
1998,10474,48183,5431926,67870
1998,10474,7105,3907718,60726
1993,9026,450,3335611,81027
1993,9026,159013,1929618,64320
1996,12845,19276,4704582,71716
1996,13774,2822,7209747,103489
1993,22961,60502,2199600,87750
1993,8027,155623,3021516,100717
1993,8027,21250,4030271,70275
1997,16216,137626,7825668,99817
1997,16216,64746,4721642,102644
1993,17749,194498,4127734,95549
1993,9436,145755,3976056,108045
1996,6607,109806,3055991,108948
1996,6607,30366,746703,77781
1998,11909,8360,4306082,76101
1998,11909,100010,3892578,60600
1998,11909,30585,6553367,90934
1996,12331,51639,151109,95437
1993,14662,162676,2879237,104320
1993,13099,28583,5713772,90694
1998,24869,22368,1225842,77421
1992,6427,157441,5785476,89906
1992,2146,100754,4667635,105285
1996,19843,162543,6253578,96332
1997,17785,59626,5961931,95137
1997,8029,197353,140683,87021
1998,7687,1426,1891573,79645
1995,11578,143450,6250088,89607
1995,11578,158355,2572297,84801
1997,605,125600,2092147,97536
1996,11731,115342,2717394,81440
1996,11731,130536,1503868,93991
1994,16396,131570,6278154,96094
1996,20854,43448,1152112,83486
1998,24083,5152,4059456,63429
1998,24083,111824,1101492,110149
1994,16201,138779,5685984,109066
1994,16201,51722,7310808,100423
1994,16201,81271,3043016,75136
1996,19495,116443,1430251,87566
1996,19495,57286,1063004,74596
1993,6550,137691,7393607,103721
1993,6550,159187,4802777,74770
1996,26170,130446,5442157,88586
1997,16582,105320,3779812,79519
1993,21292,116664,6917596,100839
1996,7000,64731,1127660,101743
1996,10976,199305,5931763,84258
1998,24283,70078,718976,62884
1998,24283,190324,4033640,84859
1998,22228,119322,1314493,80479
1997,5953,136199,5064279,74111
1993,6749,89750,7522679,104385
1993,6749,113827,182241,110449
1994,16204,196332,2729538,85699
1994,16204,30644,4520791,94478
1997,25177,86978,962835,117898
1996,28141,75202,2740521,70632
1998,21313,182408,3976387,89424
1994,16711,126797,5471370,109427
1996,17999,43924,358640,112075
1998,14419,178159,5178709,74229
1998,20500,55003,1287552,57480
1995,27568,60075,1844494,62104
1992,15164,91522,2815147,90811
1992,15164,199137,2447537,74167
1992,15164,84192,922132,70571
1992,29836,101333,1737297,80059
1993,25972,41784,2951083,103546
1992,4307,43334,4470655,76639
1993,23317,84594,1292865,94715
1993,23317,159921,6863887,118855
1993,10834,47814,6342516,105708
1992,11815,54461,6652662,84927
1996,21352,32899,544071,109913
1994,10702,147313,2742384,81618
1994,10702,65152,2167271,67029
1995,23899,98481,2663064,88768
1993,3706,15374,2082332,77362
1993,3706,18574,4537412,89554
1993,3706,170023,830695,65581
1995,5456,172944,8721248,121016
1994,7222,12674,1713603,95200
1995,14656,138668,324265,102399
1995,14656,191590,639004,100895
1992,4567,150642,2178427,101558
1992,25876,188316,4936149,84258
1992,25876,86360,1790658,80781
1995,13658,169822,7919158,113509
1995,13658,196937,2192576,122035
1994,4585,144136,429567,70807
1994,4585,77134,4957862,66667
1996,20638,96791,4855637,107267
1995,29798,100604,7466203,96276
1995,29798,37466,943125,84207
1997,3023,54520,6511480,88471
1997,3023,115907,1038366,115374
1996,12049,144532,6306120,94591
1998,823,153788,1082966,110506
1996,24910,37272,2447562,72556
1998,4703,68712,7499328,100842
1997,14632,20533,4782113,87211
1995,17561,166659,8110555,103539
1997,2210,25516,7063399,86490
1992,27397,186806,3914310,113568
1997,11722,85736,626709,103303
1995,62,181153,4813185,74049
1995,62,26806,7095816,103968
1995,62,124368,964905,83541
1995,62,57364,5708275,79281
1995,13744,196856,937368,117171
1994,28736,56431,3156403,83245
1992,17938,193175,6151892,76090
1997,19498,158757,8107323,108945
1997,19498,16097,182356,60785
1992,6838,145260,759661,78315
1996,3484,148157,3250289,72309
1996,3484,89727,7012801,103003
1992,6991,67418,3823731,83124
1993,23869,80568,7208546,92913
1994,21154,34839,7588444,106429
1994,21154,4922,7698640,109615
1998,28357,5390,5540383,77723
1993,4190,68519,5087284,89250
1994,18493,105965,3090465,118257
1998,29113,187163,3910500,75009
1995,29393,117423,6029598,86425
1993,17533,64873,1900357,110272
1997,26084,88572,6014436,93634
1997,26084,195579,2250622,100474
1992,839,92186,3925695,70690
1992,839,163302,2438425,81918
1994,15067,47657,7240180,96279
1992,25046,129069,592952,65883
1998,6925,180109,3575623,71346
1994,25247,88399,407892,83243
1997,28396,49090,1713459,62345
1998,7460,163885,8769960,116932
1995,9307,180684,7531654,105880
1996,3106,130734,1948261,105883
1996,14933,147829,2364793,112609
1996,14933,101111,1584756,66726
1997,2240,20655,5814148,94539
1997,2240,137571,2388726,96514
1994,2333,178184,2817185,75730
1994,2333,37136,3755955,64387
1995,16675,190689,8458819,106780
1995,16675,26779,3582117,102346
1994,16093,176141,886077,73028
1997,9563,51632,304056,95017
1998,28753,11303,5828640,72858
1998,28753,160849,7257392,114590
1996,142,110732,2535672,104563
1995,26594,108824,7925113,109969
1995,26594,1434,388610,80125
1994,19528,111276,2747034,77236
1994,19528,35,3054743,56101
1994,19528,181913,789984,119694
1996,422,33954,8607164,113277
1995,29338,187,2557047,65230
1998,1036,107518,141872,91530
1998,1036,74128,1013950,66127
1995,28388,198918,3325884,121014
1998,21269,47534,4106801,88891
1993,17392,8020,3925524,55681
1992,29054,159117,2766210,70566
1993,28180,32618,893151,93036
1993,28180,91889,7959884,112852
1992,20158,22615,5842918,92256
1992,20158,83471,1832632,87268
1998,2474,148218,3292146,75972
1992,24208,143316,3001356,81558
1992,24208,107093,4549972,66005
1993,8363,82978,7037921,117658
1992,4213,30513,5629689,86610
1997,11254,11389,5503208,78022
1993,28963,142593,5076871,98135
1994,27040,916,2616350,109014
1993,5458,90641,3602661,97898
1995,27904,124224,5279970,74893
1992,6659,195524,5363850,97171
1992,6659,160043,864783,66182
1992,6659,156612,2581339,100116
1993,10472,28828,5739530,105409
1993,10472,97263,1077522,75615
1998,14255,39421,4666240,81625
1995,16339,154081,1055624,68104
1992,27851,19042,4376576,57662
1992,27851,85714,2629451,101982
1995,18133,80514,4979707,89670
1996,5878,74907,5457510,112914
1993,10976,44582,748024,91594
1993,10976,199926,1491077,121555
1998,24032,83383,2253160,81982
1997,10951,113492,3972988,90329
1997,10951,33529,3632899,87751
1997,10951,62125,101102,65227
1993,11702,171489,3337866,93628
1995,23113,37703,4410201,98442
1996,5221,183635,3036819,103117
1996,5221,104309,4664841,78798
1996,5221,110634,6838371,98677
1995,17479,180934,4835832,120895
1995,14090,159433,4395206,89545
1997,16985,65234,2206583,71953
1995,2029,40744,7353890,101084
1995,21169,133581,5008427,96874
1995,21169,14958,6574054,112377
1992,9403,103094,1383430,65825
1993,24451,183525,7720896,96511
1992,20207,75752,4198432,103665
1994,28432,125603,644925,97716
1994,28432,31755,6011577,101205
1994,28432,100949,8889776,116996
1994,28432,88484,4741385,88348
1998,15439,176482,4474396,93508
1998,15439,97198,1893180,71711
1997,17263,57109,3825166,63966
1997,11797,77354,5324068,79881
1997,28186,64520,1974411,89071
1997,28186,175643,8077608,103118
1994,1337,57311,5326902,76098
1998,27205,199199,2466561,77891
1993,1258,172549,1357228,97292
1993,1258,62971,386794,116038
1997,1343,18135,4633772,63187
1993,21931,96525,1771049,91291
1994,18437,107246,3763479,75194
1994,18437,58293,465479,75077
1994,16265,110180,933101,71410
1997,26179,30870,8284002,108052
1994,26230,98482,2198512,88828
1995,26645,78876,5453317,111292
1995,26645,57686,5098695,98620
1993,7349,161409,3105484,88224
1993,7349,194767,1264135,111705
1994,24872,38259,440588,71835
1994,24872,15776,6293384,101506
1994,24872,90533,754147,91411
1993,21844,72380,1460570,81142
1993,3853,166097,232618,69785
1992,17869,42255,2729730,71835
1992,22582,170310,676351,82818
1994,1594,112058,2338059,64203
1992,21143,60265,3684356,73515
1997,118,155510,4131380,93930
1995,20242,69497,3919927,87989
1995,20242,34657,787866,95499
1995,11119,170663,6449215,104019
1997,4760,187525,4442492,96751
1997,17024,190858,9262884,116931
1997,17024,144747,7450054,107504
1998,8924,186841,7252534,115670
1993,20806,197199,2823101,77771
1993,20806,107533,7246653,92431
1993,20806,15827,5465483,104569
1995,19702,99942,4243138,116516
1995,19702,189210,3826173,77952
1995,19702,89357,1077080,80781
1995,19702,17124,1649134,62467
1997,19327,93766,165417,105585
1997,19327,133232,5408858,75913
1997,19327,60081,3570904,62464
1998,24782,176515,6047738,95490
1998,24782,164084,4057314,68884
1995,4877,187188,237183,76510
1995,4877,52124,4554139,64567
1993,7123,166293,3262296,81557
1992,2036,146704,7720587,105042
1992,2036,167015,103872,64920
1995,10906,167083,1711319,69004
1997,6322,55768,1351427,103425
1994,27647,14007,2362365,55260
1993,985,156854,1582183,114651
1994,8945,11573,987239,89074
1996,25591,74453,4025409,85647
1992,10459,31057,719300,59283
1998,982,18271,1268951,71356
1993,26248,195104,3722006,71946
1998,12277,195400,1513344,89724
1996,5480,113423,801522,86185
1996,5480,141528,885209,94171
1995,26257,185565,3292867,99033
1995,29053,177444,3219367,91286
1992,3464,52026,809800,58681
1993,7841,63338,2040485,78079
1993,7841,114416,424831,85824
1995,12419,83652,6470631,98139
1995,12419,182749,4304589,109904
1996,14176,178375,1851593,87202
1997,26032,127939,190792,118015
1992,25895,118364,2641689,82941
1997,6250,172224,256651,77773
1993,26158,6793,1851071,101987
1993,26158,154526,2157409,94831
1994,19985,64388,5274282,81142
1994,19985,42190,1757158,67931
1998,2360,50828,836045,106729
1995,22115,132516,5777490,92910
1997,16705,12887,6457969,107992
1997,16705,150080,406828,67804
1997,17504,68342,2568266,78620
1992,14387,6732,6292723,98323
1995,16858,73648,6415207,97298
1996,29839,136078,2635889,66844
1992,7285,73407,2885036,82824
1995,21880,17717,4757006,98082
1993,8608,85744,7956804,103784
1995,8273,190058,1689929,68883
1992,7576,85777,8376683,105766
1992,7576,46041,4264012,59222
1992,7576,3338,2703616,74479
1994,29407,12475,679860,83248
1994,29407,97409,4362652,84384
1997,3629,174383,5316522,87442
1997,15898,136054,1035547,65403
1996,21998,13928,7476353,110515
1996,20659,35342,1348871,76640
1996,20659,8084,4763968,59524
1993,25507,36860,4625117,107811
1994,11291,31090,4645959,61265
1998,20122,179064,752133,68583
1998,29119,106939,6865241,116755
1998,29119,114102,1071456,66966
1998,29119,35002,2290028,56220
1996,15202,107360,5031884,82041
1996,15202,185963,6097704,122937
1994,8695,184030,1693325,66841
1993,17504,100231,5613177,73873
1993,11818,131066,2742650,65823
1996,28006,26398,2466014,79463
1996,28006,194515,6586114,96570
1997,1484,197391,4291028,89303
1992,24991,42783,1898358,103546
1992,24991,52068,3063240,61203
1995,29392,111131,997079,68527
1997,10840,169523,7101046,95551
1997,29512,133256,3190893,77355
1998,8800,193270,4389729,81796
1998,8800,186112,3119878,71886
1995,16231,92861,2780790,111231
1996,5435,90286,3798209,76576
1993,17521,33301,2552532,74058
1996,11905,182229,4295556,78673
1996,12395,23023,2199496,56761
1996,12395,14380,2947303,77662
1994,23900,133103,215859,68166
1994,23900,105492,3881494,89849
1992,24346,33879,6504577,108772
1997,23707,25321,811354,74779
1994,2176,50694,6085353,98681
1993,5044,191381,5936636,88342
1993,5044,126585,7413268,96694
1993,5044,92952,548475,116697
1992,6937,90948,8748497,116336
1992,6937,158476,138102,92068
1994,22402,158671,6918680,103780
1997,21932,176580,6818483,99394
1996,23779,114007,1055714,61260
1996,23779,94352,4652985,80781
1997,20647,59903,8140873,111774
1997,20647,175722,6543700,107863
1995,18554,114689,5581255,102220
1993,11095,128513,4587533,92490
1996,15295,158029,1476173,65221
1996,15295,181030,4339683,66661
1996,15295,156170,2343210,73570
1996,15295,134991,1732221,121559
1996,16220,190987,7457870,124678
1996,16220,117711,5849954,103722
1995,19870,23922,8675824,110755
1995,19870,143163,1194098,72369
1997,3043,186929,9285327,120955
1997,3043,96068,1170466,63843
1997,3043,61386,5432636,80842
1992,5830,154173,1016096,73630
1995,19033,136708,4494347,104682
1997,14719,7102,4409767,60546
1996,17827,146132,4712520,70687
1993,1600,135554,4533396,95373
1994,14914,196242,5476078,80294
1994,14914,167290,1172698,81437
1994,7393,157636,3505814,101617
1996,12556,30919,3196644,110994
1996,12556,40332,2084076,76339
1993,15718,85314,252066,77958
1993,15718,55623,3049893,94717
1993,15718,118019,4579436,62220
1997,19276,86219,776155,72312
1992,11608,181247,6176316,79694
1992,11608,63714,4885491,100662
1998,9043,98743,2560357,104504
1996,830,188050,1242750,68283
1996,830,125027,3877745,63121
1992,8630,13617,4848972,91836
1995,13429,167968,5904284,122157
1995,13429,48038,4448967,59161
1995,13429,166287,6089760,81196
1993,27211,37499,5286283,86189
1993,6539,17864,2950760,106911
1993,26956,721,4774343,97303
1997,14368,143102,2290200,68706
1992,25079,49372,2510603,79282
1996,13459,30391,491557,79283
1997,25450,95600,4148560,95736
1995,9610,92761,2455264,105225
1995,9610,72479,6241321,87088
1995,9610,147599,7661583,98795
1997,11980,155335,6267607,83419
1992,12302,181202,4144736,76992
1996,22114,161121,2889101,70927
1994,7729,135980,9285603,120958
1998,28888,182101,2585073,70986
1998,5044,91195,4191995,71171
1998,5044,126962,6627214,119337
1994,26927,31724,1827914,99343
1996,5242,7171,1940706,64690
1996,29950,64231,2725124,71713
1996,26254,133709,7612113,104562
1994,5072,39334,5092046,76399
1994,5072,43012,4354845,57300
1994,5072,86225,5395985,72673
1993,29320,154673,7525730,103660
1992,14681,178914,9087669,119574
1992,14681,7487,2097297,83668
1993,21709,5149,3339515,63248
1998,3034,185895,6340828,118853
1998,3034,25928,6473888,111235
1995,23332,92581,5531133,94414
1996,12610,151104,2194690,69306
1996,12610,31384,1823116,78922
1996,12610,60952,6121440,114777
1997,24178,191556,5947655,98853
1995,10618,90522,2323230,90751
1995,13423,67951,2978210,115137
1995,13423,22073,2897643,59704
1993,4177,146900,8138042,116814
1997,12973,75087,4891940,63724
1992,23035,168010,4458649,64680
1992,23035,60235,3549833,71713
1992,23035,105997,2283408,120179
1997,26381,104036,3494500,62401
1998,4363,184173,616013,75430
1998,4363,108387,507918,83722
1994,29506,149250,935460,77955
1998,6101,172703,5625417,106542
1998,6101,149232,2288276,76873
1993,18088,130702,2945590,103962
1995,2056,194880,5172210,118492
1995,2056,126098,667709,67445
1995,11161,150631,6296022,100897
1996,22546,3169,2731863,64329
1997,19759,174739,344608,108823
1997,19759,95255,1495299,75015
1998,8290,166448,5991124,90866
1995,21247,172955,3660449,121677
1992,29431,36516,2379211,87150
1992,29431,113142,4189692,69308
1996,14494,74368,3221664,80541
1996,14494,12863,5391510,106551
1995,5086,65659,3343529,97479
1994,3280,163371,2966277,86062
1997,10630,167993,6393190,123659
1993,13681,48407,365958,81324
1997,5882,149505,730615,93270
1992,5896,53710,2495565,99822
1997,15595,50789,5662983,104386
1997,15595,196588,6837710,101074
1997,15595,56381,4980403,80242
1997,21974,17808,7624584,103548
1997,7318,95519,5547650,90870
1994,26537,188718,6243989,108402
1993,17971,70431,5866385,84085
1997,24946,61873,6407366,110092
1997,24946,181596,3487709,100655
1993,22514,161990,2614235,123119
1994,20581,43569,2178086,90753
1996,18034,137644,7508522,100898
1998,24421,149881,3216846,115852
1994,25846,31406,1588831,80244
1995,21107,174133,4013707,72427
1998,15746,55911,168021,112014
1995,1480,1208,537962,66552
1997,8569,184806,4764816,113448
1997,8569,155509,1617693,93870
1997,8569,37185,3375517,67330
1994,17645,158865,942691,115431
1994,17645,40515,4564479,87330
1994,17645,143723,3413303,106003
1995,6760,95486,1392591,88888
1993,29239,27576,6713440,90214
1994,8683,98646,7111423,98678
1994,8683,98660,4329102,99519
1997,22442,58779,3136674,104266
1997,22442,89715,8523550,102282
1996,27382,81843,8226378,109490
1996,27382,10034,3436269,56641
1997,21292,180728,173637,108523
1997,21292,86456,2658435,86547
1992,20306,34214,3825835,68892
1992,20306,85202,1151584,71232
1992,20306,175294,3346544,82157
1994,17350,77693,5593470,100241
1994,17350,112479,2195443,89488
1994,25015,22844,5406530,106010
1997,20588,178890,5859416,118133
1994,18842,143217,4196499,75612
1997,18490,74696,6031190,100241
1997,25774,192079,4202970,70264
1995,10901,86643,149926,97778
1995,10901,62806,4160217,106128
1993,29414,119531,6381981,93031
1993,29414,148487,6855918,92128
1994,3994,19177,2959659,65770
1994,3994,7781,6383588,101326
1995,17818,127767,979938,107685
1998,19694,111030,1698960,62461
1998,25712,51349,4767046,78020
1994,16889,187736,2914320,109423
1997,10531,158070,2057599,67684
1994,4933,70108,950884,64686
1992,4882,624,2514098,91477
1992,4882,141136,4110537,70627
1992,4882,64051,286244,60903
1992,18715,103066,209535,64143
1992,18715,166764,6393013,109845
1998,28339,158897,8097384,117353
1992,13912,115940,1287008,117356
1997,12502,109949,2715090,117536
1998,19486,90284,1100977,76456
1998,21481,32965,2209225,113877
1992,27817,17265,4750320,70935
1992,27817,63714,2852107,100662
1992,27817,36076,546517,60724
1994,10307,94608,1916709,96156
1994,10307,68969,6457282,116277
1994,10307,93883,2415544,112612
1994,10307,75334,4826190,78559
1993,18368,52368,237664,79221
1997,29851,75819,7753579,107688
1997,1079,12530,5048855,86551
1997,1079,183240,2514156,79394
1996,1333,86467,1851708,87207
1996,14324,141347,4981363,83300
1992,21104,19364,4854950,77001
1992,21104,73533,2847341,90391
1997,29980,103692,5188811,101741
1995,20618,135563,5559791,95913
1993,21932,180718,4964439,107922
1993,21932,9273,4617946,70936
1995,28589,26144,428056,64208
1996,8612,186229,2367396,78913
1998,24623,125660,5562678,101139
1998,24623,153564,1779316,97053
1995,3997,129214,5221482,74592
1992,24413,33477,918215,84628
1992,24413,43854,4611485,107871
1993,20281,41390,4217843,79883
1993,20281,29595,609836,91475
1993,20281,118144,4490508,69728
1993,20281,44966,1513480,114657
1995,26555,3426,6048861,79765
1995,19078,83158,5203644,68469
1993,18365,39767,1443918,102405
1993,11269,192926,5935624,121135
1993,11269,34472,1080168,84388
1993,11269,168146,2983141,72848
1998,26836,113861,3819089,112491
1998,14690,93000,3773400,59580
1998,14690,32892,5091443,109493
1994,12317,21400,3968164,79284
1992,11962,120019,2836497,62340
1992,11962,168257,2915550,79515
1992,11962,150845,2521467,113750
1992,2776,91658,7753355,98979
1995,3508,153914,4772181,118074
1995,3508,26575,6991309,90094
1994,28117,138618,2597564,99396
1994,28117,117300,6070118,79038
1997,28517,59227,225381,71173
1993,20515,70243,3566925,72794
1992,3007,160533,7417882,95611
1993,17626,149927,2338696,118615
1996,18778,97782,2290576,106786
1994,13630,25103,3358802,61686
1994,23524,78918,2318024,113814
1992,1402,194258,754555,81135
1996,20087,134845,8105870,112790
1996,20087,110918,3437317,115734
1996,20087,177630,7137893,102457
1995,4529,146459,2054939,90327
1994,7673,73423,5200268,83785
1997,15341,76524,450156,90031
1997,11530,30246,4469712,70574
1997,18538,103435,1953387,86305
1994,10787,183290,823974,82397
1995,29732,93798,1612611,107507
1995,29732,135504,6581362,92370
1992,12898,133245,4926336,76694
1993,28453,54631,142706,95137
1996,12577,143298,252162,80477
1996,12577,193985,5862723,124738
1993,29101,21297,336248,73097
1993,12332,190188,490821,76690
1995,10636,177415,1034240,89544
1993,23611,181899,6275459,118853
1998,1984,136771,1062968,108466
1998,1984,96363,5502689,81561
1996,28742,167992,2323668,123599
1996,704,74604,3940185,94716
1994,18509,161131,1096759,71527
1997,28957,135165,840112,72009
1996,15433,44566,4205399,90633
1992,22336,16963,7955990,112797
1993,163,155519,6770393,94470
1995,9274,79417,2033172,83784
1995,9274,150628,5346404,100717
1993,18661,194852,6915211,116811
1993,24629,73826,6878912,107989
1995,17084,69147,3180999,66968
1994,16364,91784,7280698,106546
1994,16364,33335,2712957,76099
1995,18175,9135,939717,62647
1995,13042,104403,3276427,84444
1994,4901,111850,6825542,111711
1998,6574,194396,1001542,89423
1998,6574,183695,4300872,106721
1992,6346,148697,6036596,104741
1995,19141,183105,4116766,71286
1995,3949,6183,522806,65350
1995,22696,18229,3549498,68833
1994,13291,85238,5576705,73393
1993,5455,171361,4762597,85941
1998,18667,181931,4444549,120775
1998,18667,106314,4264601,79218
1996,21415,66755,8522662,103305
1997,29746,180136,924258,72967
1993,26854,83352,3365082,80121
1993,26854,92995,2616194,119279
1994,10480,97066,4443590,63783
1995,8633,191170,4648672,75670
1995,8633,184060,5262676,68643
1995,8633,2156,1334327,63489
1995,29422,11922,4005281,110035
1997,6653,56948,5730059,114296
1993,1537,178081,1321351,69544
1997,21856,92802,3656007,107688
1997,21856,110590,4278377,96035
1993,3115,81030,4607263,60661
1994,9509,72091,1063090,63785
1992,3358,61701,6650800,99762
1992,3358,152400,3340520,87144
1997,18371,33212,4635810,68712
1996,13765,37385,3239831,79342
1992,15316,174352,2122408,85581
1996,23185,189573,3950266,99754
1996,23185,147923,1813246,118255
1993,2761,101279,2235351,76816
1998,12386,65364,5998072,79761
1996,29812,176822,4716668,113929
1996,29812,55441,6021449,83786
1997,22649,160871,1101165,115912
1992,15475,87941,1512288,115736
1992,27506,7802,2226159,102588
1996,17065,78897,4950473,112553
1994,643,45962,2106387,114477
1997,26042,25379,5810968,78262
1994,17081,170808,7674898,112728
1994,17081,187457,2729043,92667
1997,20101,197331,4619219,85699
1998,3116,18686,4493104,96280
1994,6622,199672,7249673,106300
1998,7697,146586,2497847,97954
1992,2465,161074,1652661,68104
1992,2465,169932,2912808,120115
1992,2465,77090,960381,64025
1997,28076,58456,2172595,84867
1997,13049,178788,362155,112006
1993,553,107609,3532271,96996
1997,6814,59657,1618266,96999
1997,6814,185494,4024540,94769
1996,6245,180868,6489703,116931
1996,6245,52991,4158194,116639
1996,7120,116820,2762577,110209
1994,14734,58067,3690216,61503
1995,18865,155429,3023763,89065
1992,19450,183292,2508528,82517
1997,19882,14394,4592448,78503
1997,19882,104811,3431880,108948
1997,19882,140950,3547872,119457
1997,19882,134945,4462784,118796
1996,14665,103265,3267037,76095
1995,16634,35170,4522355,66310
1995,16634,94432,3560369,85585
1994,27025,88799,6484314,107267
1997,20860,157254,1431885,78675
1997,20860,77988,5724933,117958
1992,26317,193605,6067399,101916
1994,9559,100188,4774107,71290
1994,9559,56576,1296554,91954
1998,15578,192237,5449843,79753
1993,8077,50542,6058219,89552
1998,20735,86182,2569996,70090
1998,20735,57895,5058389,111173
1995,1579,147247,128129,77654
1995,1579,31463,3463838,83667
1993,18899,41724,1131023,99943
1992,17956,19677,4956063,95800
1996,934,38386,3167916,79462
1996,16154,165239,5133449,78253
1996,16154,167715,3568985,106962
1995,160,2059,3713497,57663
1995,160,30782,1865217,102766
1992,23287,42950,8359267,113577
1992,23287,47264,232561,72675
1994,26077,120426,2720716,86785
1996,22816,78633,2248223,96697
1996,22816,50657,7022215,96459
1993,15026,95149,1977073,68648
1997,16289,106287,3972956,77596
1995,1906,67369,4349851,80181
1996,22427,79857,683308,110211
