"c_nation","d_year","lo_partkey","lo_revenue","lo_supplycost"
"BRAZIL",1994,99446,1766327,86726
"CANADA",1995,100570,5404331,94234
"PERU",1992,2159,3466777,63669
"PERU",1993,111856,1849171,112071
"ARGENTINA",1994,157667,1859183,103479
"PERU",1998,9907,4534982,109014
"BRAZIL",1994,79351,4346253,79821
"ARGENTINA",1996,121947,5513032,118136
"PERU",1998,68399,5585788,82043
"PERU",1994,59429,1187099,83305
"PERU",1994,161036,3724416,65821
"CANADA",1992,189057,3032448,68763
"CANADA",1992,30317,811998,74838
"CANADA",1994,122531,7146238,93211
"CANADA",1995,143439,133418,88945
"CANADA",1995,175635,2600157,102637
"CANADA",1996,51261,789181,72735
"UNITED STATES",1994,132917,9554559,116994
"UNITED STATES",1998,31054,4013093,59103
"UNITED STATES",1992,69172,2818689,68470
"BRAZIL",1992,75520,6281184,89731
"PERU",1993,181538,7380198,97171
"PERU",1994,62631,2052595,95617
"PERU",1993,52189,4724485,68470
"PERU",1993,103631,2919449,98077
"CANADA",1993,84984,8187018,118138
"CANADA",1993,121234,451882,75313
"CANADA",1997,27170,4895572,65830
"CANADA",1992,189973,6981090,123778
"CANADA",1998,86967,6125664,117237
"BRAZIL",1994,178770,5444627,110926
"BRAZIL",1994,178444,6028862,91346
"BRAZIL",1994,23667,2147391,95439
"BRAZIL",1998,141053,1509789,65643
"BRAZIL",1998,126385,2032387,84682
"CANADA",1997,6879,4950431,107152
"PERU",1993,49612,7345813,93696
"ARGENTINA",1993,117771,4511277,107326
"UNITED STATES",1992,132243,459086,76514
"PERU",1992,182494,7106816,94589
"UNITED STATES",1997,125110,1775312,68106
"UNITED STATES",1997,120458,2173321,88707
"CANADA",1997,114693,3335118,102461
"CANADA",1997,42727,3401219,100183
"CANADA",1993,130910,2523183,116454
"ARGENTINA",1993,123503,6670805,91590
"ARGENTINA",1995,152646,6261187,101918
"ARGENTINA",1995,105178,3162613,70990
"UNITED STATES",1996,147199,5215305,74771
"UNITED STATES",1996,174654,6591342,103719
"UNITED STATES",1996,195244,5606058,80354
"UNITED STATES",1996,62238,2268434,72013
"CANADA",1994,154644,978416,101918
"PERU",1995,134811,6940245,110748
"ARGENTINA",1992,79603,2609707,94956
"ARGENTINA",1992,74766,5504283,104445
"ARGENTINA",1992,188472,2140964,93628
"CANADA",1996,91918,4717477,114594
"BRAZIL",1992,87358,5811912,80721
"BRAZIL",1992,23352,2203804,76521
"BRAZIL",1992,63654,2174121,97059
"BRAZIL",1992,156280,3479673,80176
"CANADA",1998,120273,4707502,77596
"CANADA",1998,124734,7676856,105523
"ARGENTINA",1994,174259,1847884,79995
"CANADA",1997,3911,6936586,108894
"CANADA",1997,128215,3938489,74592
"BRAZIL",1997,65288,1547800,75196
"UNITED STATES",1993,182390,2143799,88343
"UNITED STATES",1993,80418,6372554,83904
"PERU",1994,37880,6907944,109072
"PERU",1994,139382,2643766,85282
"ARGENTINA",1992,12552,3031618,87873
"ARGENTINA",1992,156844,6500872,114050
"ARGENTINA",1992,37008,661500,56700
"CANADA",1996,119015,1768157,62040
"CANADA",1996,72106,1331453,64686
"CANADA",1996,74064,4017292,62283
"BRAZIL",1996,167018,106330,65100
"ARGENTINA",1996,13175,4026229,65290
"PERU",1993,86361,3884438,80841
"PERU",1993,54495,2295992,86969
"PERU",1993,102005,4304925,60420
"PERU",1993,197120,5009665,73027
"CANADA",1992,198553,5126411,99093
"BRAZIL",1997,57367,4386280,79461
"BRAZIL",1997,127355,6107222,82941
"ARGENTINA",1997,190155,3486420,74709
"ARGENTINA",1995,121196,4098278,73031
"PERU",1997,131660,5663677,101499
"PERU",1997,26002,3377920,55680
"UNITED STATES",1992,66055,91894,61263
"UNITED STATES",1993,28577,6007224,90334
"CANADA",1992,40266,4846752,72375
"UNITED STATES",1993,56466,396866,85347
"UNITED STATES",1994,45889,8361548,110092
"BRAZIL",1995,29948,1521131,112676
"UNITED STATES",1995,160716,5063623,106602
"UNITED STATES",1996,157714,2232354,106302
"UNITED STATES",1994,46226,1898996,70333
"UNITED STATES",1994,112623,6992275,98137
"BRAZIL",1996,31502,1482239,86010
"PERU",1997,67688,7003526,99340
"PERU",1997,29578,814087,90454
"UNITED STATES",1998,93756,7698900,104985
"UNITED STATES",1996,22539,1766989,87691
"CANADA",1994,174360,983970,86061
"CANADA",1995,61691,8180815,99161
"BRAZIL",1997,85415,6377467,84024
"BRAZIL",1997,160778,2497049,110326
"BRAZIL",1994,122230,876561,75133
"BRAZIL",1994,110684,771079,101680
"CANADA",1993,88022,3232064,60601
"ARGENTINA",1998,63503,862302,87990
"ARGENTINA",1998,88881,3231152,112192
"PERU",1992,121425,3027357,86785
"PERU",1992,56957,4823154,114837
"BRAZIL",1993,122053,5321497,64503
"PERU",1995,99858,1036680,111471
"BRAZIL",1996,177866,2239326,116631
"BRAZIL",1996,23244,3399002,70034
"ARGENTINA",1997,117635,2019513,99157
"ARGENTINA",1997,75516,1461679,89490
"BRAZIL",1996,90184,4555818,70450
"UNITED STATES",1992,104826,6261404,109849
"UNITED STATES",1993,84474,1020929,87508
"CANADA",1994,58449,5027375,84446
"BRAZIL",1992,126262,3354629,77295
"ARGENTINA",1992,140611,2943169,99096
"PERU",1993,43253,1076625,71775
"ARGENTINA",1997,43544,2656746,89252
"ARGENTINA",1997,37696,2734797,98021
"ARGENTINA",1996,108668,7404130,100599
"UNITED STATES",1993,6974,6895636,112858
"UNITED STATES",1993,168999,7345500,124079
"BRAZIL",1997,162353,268916,84921
"CANADA",1993,154450,1588699,90267
"BRAZIL",1996,69967,8454830,116217
"BRAZIL",1996,146696,7493567,104561
"PERU",1992,123962,4293645,119157
"PERU",1992,20605,6740100,91536
"PERU",1992,92790,4323265,106967
"BRAZIL",1997,24382,2586632,78382
"UNITED STATES",1993,159155,1340421,72849
"BRAZIL",1993,168426,1264279,89665
"UNITED STATES",1993,6536,6576494,86551
"PERU",1994,90322,4287349,78739
"CANADA",1993,149563,4676424,96753
"PERU",1996,73208,3478634,70872
"PERU",1996,152141,114541,71588
"ARGENTINA",1994,147996,1189602,122639
"UNITED STATES",1996,171819,6856077,113448
"CANADA",1995,104770,8087626,106486
"ARGENTINA",1997,172250,2030976,79335
"UNITED STATES",1993,181055,1462096,68163
"PERU",1997,115102,1307007,67026
"ARGENTINA",1994,142388,3514443,85822
"UNITED STATES",1994,105961,7612135,118017
"UNITED STATES",1995,94094,5278324,65285
"ARGENTINA",1998,118077,4730702,65704
"ARGENTINA",1995,193416,3830882,90564
"BRAZIL",1998,74610,576798,95076
"BRAZIL",1992,118967,188666,119157
"PERU",1996,166338,5181977,84259
"PERU",1996,25486,5065801,84688
"ARGENTINA",1993,108087,2912912,65704
"BRAZIL",1996,189559,6132606,98913
"BRAZIL",1996,106316,777518,79338
"UNITED STATES",1997,83038,575860,61261
"UNITED STATES",1997,54032,1159571,59161
"UNITED STATES",1997,105243,4526118,74894
"BRAZIL",1995,41842,8294856,107030
"BRAZIL",1995,9774,673508,101026
"UNITED STATES",1992,177727,7579824,108283
"UNITED STATES",1992,119413,5443158,85944
"ARGENTINA",1995,9726,7360740,98143
"ARGENTINA",1995,108320,4463155,79699
"ARGENTINA",1996,49758,7951284,102465
"PERU",1997,199517,5237492,96990
"ARGENTINA",1995,98757,3355238,105345
"CANADA",1998,115650,959414,99939
"CANADA",1998,129159,115250,71289
"BRAZIL",1995,46739,3304030,101143
"ARGENTINA",1992,62694,2296172,99401
"CANADA",1998,19093,4508860,60725
"CANADA",1998,38589,4124466,91654
"PERU",1993,29626,4285733,93337
"PERU",1993,144357,5285892,84081
"BRAZIL",1997,142498,5032780,92429
"ARGENTINA",1996,140552,449099,95553
"ARGENTINA",1994,152075,628905,67624
"ARGENTINA",1994,118557,6886729,94533
"ARGENTINA",1994,15722,3336035,98263
"ARGENTINA",1994,32119,1997109,63066
"ARGENTINA",1992,88285,2960376,76396
"ARGENTINA",1992,196718,3037824,108882
"ARGENTINA",1997,32496,2656991,85709
"ARGENTINA",1997,190941,9168113,121916
"ARGENTINA",1992,25209,1669542,68052
"ARGENTINA",1992,79747,7537220,103604
"ARGENTINA",1992,87697,633443,101081
"UNITED STATES",1993,45557,2375531,90153
"ARGENTINA",1996,28830,2588997,105529
"ARGENTINA",1996,19972,4635326,113518
"UNITED STATES",1994,77442,387507,85166
"PERU",1993,25093,3206983,61085
"PERU",1997,180964,2914068,122697
"PERU",1997,48853,5886643,108111
"BRAZIL",1997,73791,7133281,105887
"BRAZIL",1997,196901,8900644,119874
"BRAZIL",1992,221,1121220,67273
"BRAZIL",1992,99790,885946,107387
"BRAZIL",1992,19735,1054063,99283
"PERU",1996,79931,4127608,114655
"UNITED STATES",1994,130494,7096500,91469
"BRAZIL",1994,146404,2728202,87024
"CANADA",1995,111490,445942,90089
"BRAZIL",1992,148100,3777249,68886
"ARGENTINA",1998,162909,7599702,118314
"ARGENTINA",1998,199583,1832329,100954
"ARGENTINA",1992,112486,3762683,89908
"ARGENTINA",1992,71215,5295241,71172
"ARGENTINA",1992,97103,1584144,66006
"ARGENTINA",1992,196297,3003933,83597
"ARGENTINA",1993,8976,3121510,113098
"BRAZIL",1995,44838,8129704,106969
"PERU",1992,65424,3851472,83365
"ARGENTINA",1993,144988,8318954,121978
"PERU",1996,120487,5270150,90448
"UNITED STATES",1996,7129,1641214,62167
"CANADA",1992,139557,6753406,95793
"CANADA",1996,132608,4593680,98436
"CANADA",1997,97824,6369082,109309
"PERU",1995,71245,2657484,72974
"CANADA",1995,169938,9638064,120475
"CANADA",1993,127259,5319930,77175
"PERU",1993,188676,5765176,105880
"PERU",1993,77245,5115074,73334
"PERU",1993,42184,441462,67570
"PERU",1993,181148,4585921,73748
"ARGENTINA",1992,171402,2887864,88404
"ARGENTINA",1992,139381,6468410,85222
"ARGENTINA",1992,164330,2410796,83659
"CANADA",1993,34683,4149349,97060
"UNITED STATES",1997,122877,3670548,113992
"PERU",1992,168755,5719280,109425
"PERU",1992,20350,116872,76221
"CANADA",1997,136211,5447813,74832
"CANADA",1997,198384,444714,88942
"UNITED STATES",1992,116315,1420507,79878
"PERU",1992,30816,342374,104808
"PERU",1992,115482,5489761,89848
"UNITED STATES",1996,8102,1596968,60606
"UNITED STATES",1996,90867,3931231,111471
"UNITED STATES",1996,156403,6511842,87564
"UNITED STATES",1996,51007,95800,57480
"UNITED STATES",1996,5494,6650376,83969
"CANADA",1996,166656,783805,103359
"BRAZIL",1998,182316,5331756,83898
"BRAZIL",1992,154383,3277226,86242
"ARGENTINA",1993,121379,2195780,84022
"ARGENTINA",1993,7961,3373472,112137
"ARGENTINA",1993,196556,4303240,99153
"ARGENTINA",1993,100051,3329726,63063
"UNITED STATES",1992,174005,740194,64740
"UNITED STATES",1992,87691,6640897,100721
"UNITED STATES",1992,110864,7506939,112491
"PERU",1992,73178,3108159,69070
"PERU",1992,140895,9679450,116153
"CANADA",1995,143680,334393,103420
"CANADA",1995,193918,5309430,120714
"UNITED STATES",1994,107163,2829446,70209
"ARGENTINA",1995,103840,5254944,110630
"ARGENTINA",1995,62180,2462540,68530
"CANADA",1998,143690,1681679,104021
"PERU",1997,110267,5522872,76635
"PERU",1997,32632,6986072,93877
"UNITED STATES",1997,60862,884087,109371
"UNITED STATES",1997,98278,5199523,76576
"CANADA",1994,120872,8540629,113572
"CANADA",1994,59765,5239820,103485
"CANADA",1996,10420,3549560,79825
"BRAZIL",1994,101824,7011148,109549
"CANADA",1992,148970,4457885,121138
"CANADA",1992,155018,3849959,64380
"BRAZIL",1995,159206,3647571,75912
"BRAZIL",1995,106165,3246455,70269
"ARGENTINA",1996,147571,3722711,97114
"UNITED STATES",1992,125268,240546,77595
"CANADA",1992,59069,2734639,61683
"CANADA",1998,90644,3825057,98078
"CANADA",1998,42037,775391,58741
"CANADA",1998,108228,605747,74173
"CANADA",1998,151422,6099958,88405
"UNITED STATES",1997,30218,3559451,68892
"BRAZIL",1996,46353,5923736,77961
"BRAZIL",1996,54091,3423714,62705
"BRAZIL",1997,58037,181095,59701
"BRAZIL",1993,9424,5460354,80005
"BRAZIL",1993,179195,637095,76451
"ARGENTINA",1996,172937,9553197,120595
"ARGENTINA",1996,143898,2050635,116513
"ARGENTINA",1996,5689,440131,95680
"BRAZIL",1995,162966,9536112,121737
"ARGENTINA",1993,10406,5207678,78984
"CANADA",1996,5251,222000,69375
"BRAZIL",1996,57225,4841190,70933
"BRAZIL",1996,139012,1721554,63060
"ARGENTINA",1997,22329,5822391,75079
"ARGENTINA",1993,70254,356256,73455
"ARGENTINA",1993,39648,2200469,95258
"UNITED STATES",1993,46028,2035701,58441
"ARGENTINA",1993,119112,4637551,67866
"PERU",1995,132378,6422824,84622
"BRAZIL",1994,96292,4528339,77297
"ARGENTINA",1992,2858,1760850,105651
"ARGENTINA",1992,30174,3679094,66250
"ARGENTINA",1996,31401,2518236,79944
"PERU",1993,66150,4255879,66969
"ARGENTINA",1993,67109,293775,64566
"CANADA",1992,169469,5061533,92307
"PERU",1997,78049,975688,61622
"PERU",1997,72847,4101919,109190
"PERU",1993,135459,3437235,89667
"CANADA",1992,26516,979464,86550
"ARGENTINA",1993,72573,6398659,92734
"ARGENTINA",1996,82874,2534627,111412
"CANADA",1993,116119,3968344,68106
"CANADA",1993,2501,1174729,84210
"BRAZIL",1997,142434,4429290,88585
"ARGENTINA",1995,166003,2437320,64140
"CANADA",1998,171035,1642454,66361
"CANADA",1998,78639,2018802,97057
"CANADA",1998,147345,267329,83540
"PERU",1997,109955,5006692,117897
"BRAZIL",1994,22715,1675377,98262
"BRAZIL",1994,162064,2378238,67563
"UNITED STATES",1992,89493,2023598,88949
"UNITED STATES",1992,116234,4600846,75013
"PERU",1992,165217,4900606,76932
"ARGENTINA",1996,91900,6300027,113514
"BRAZIL",1992,37257,1110652,71655
"CANADA",1994,102707,5522331,102582
"CANADA",1994,182214,2093379,77772
"CANADA",1995,188495,5006995,95009
"UNITED STATES",1993,138147,910187,71108
"UNITED STATES",1993,32295,2187030,73637
"ARGENTINA",1998,146479,5894416,91528
"CANADA",1998,103963,572385,118017
"CANADA",1998,105162,2550244,70029
"CANADA",1998,44169,1873448,66789
"CANADA",1995,64601,1747209,93936
"UNITED STATES",1993,8686,296610,95680
"CANADA",1994,53225,4000056,70693
"UNITED STATES",1993,95118,5179300,66786
"PERU",1993,90840,2383753,109850
"PERU",1993,70359,4167512,79761
"PERU",1993,114521,4376232,92131
"CANADA",1996,60482,4474572,86548
"ARGENTINA",1997,152711,2345734,105822
"ARGENTINA",1997,3379,1650410,76942
"PERU",1994,45492,2483982,86249
"PERU",1994,167507,4408600,94470
"PERU",1998,5431,4621374,80185
"ARGENTINA",1997,98762,5669647,105645
"BRAZIL",1992,173029,2931373,66121
"BRAZIL",1992,98006,3417616,60240
"BRAZIL",1996,87892,4947870,112793
"BRAZIL",1996,85720,7936715,102343
"BRAZIL",1997,99872,681360,112312
"BRAZIL",1997,138995,4759536,122039
"BRAZIL",1997,91844,4273835,110150
"BRAZIL",1997,13549,4440271,87752
"ARGENTINA",1994,48823,7739309,106309
"UNITED STATES",1997,55670,1046931,97540
"UNITED STATES",1998,95761,316216,105405
"PERU",1997,87480,540032,88048
"PERU",1997,174057,3620491,67863
"ARGENTINA",1993,100236,4283536,74173
"UNITED STATES",1992,48258,3174850,72375
"CANADA",1995,4136,669843,62407
"CANADA",1998,53553,6443514,90393
"BRAZIL",1994,103364,4498614,82041
"BRAZIL",1998,153902,9008875,117354
"UNITED STATES",1995,112287,5679152,77956
"UNITED STATES",1995,933,7585134,110035
"UNITED STATES",1995,162199,5627429,75671
"UNITED STATES",1995,87449,6481217,86186
"BRAZIL",1995,167670,681166,104260
"BRAZIL",1995,93770,6166139,105826
"UNITED STATES",1993,177764,364668,110505
"ARGENTINA",1992,186745,6923977,109904
"CANADA",1993,117868,7445375,113151
"CANADA",1993,114616,733774,97836
"PERU",1996,53375,2104138,79702
"ARGENTINA",1995,158428,1797081,89185
"ARGENTINA",1995,63956,2937523,115197
"CANADA",1992,114230,4693235,74653
"CANADA",1992,28222,3492067,69013
"CANADA",1992,177676,3098734,105220
"CANADA",1992,190593,5437995,101015
"CANADA",1998,89685,8123872,100480
"CANADA",1998,129131,4531467,69607
"PERU",1996,115590,2922173,96335
"BRAZIL",1993,81040,3099877,61262
"CANADA",1997,32176,3579389,66490
"PERU",1996,143860,565446,114231
"ARGENTINA",1996,56543,6268077,89972
"ARGENTINA",1994,56501,3917760,87450
"PERU",1992,137648,2289099,101138
"PERU",1992,29530,2257892,87571
"BRAZIL",1992,77432,1987296,84565
"BRAZIL",1992,44266,5396549,72615
"PERU",1997,7029,642109,56161
"PERU",1997,117101,1681622,67086
"BRAZIL",1993,28467,6363297,83727
"BRAZIL",1996,104231,3372177,74113
"CANADA",1993,50240,595120,71414
"UNITED STATES",1995,184967,8125761,123117
"CANADA",1993,162328,4449024,83419
"PERU",1995,33586,2967739,91174
"CANADA",1998,191379,1935006,88222
"CANADA",1998,93421,4200827,84865
"CANADA",1998,152695,3617718,104861
"UNITED STATES",1997,199524,3967882,97411
"UNITED STATES",1997,188981,380876,124198
"UNITED STATES",1997,152055,4627469,66423
"BRAZIL",1992,69974,1945913,116638
"UNITED STATES",1998,141453,2092230,89667
"PERU",1992,61462,6626206,85407
"PERU",1992,45083,916019,61684
"UNITED STATES",1996,23569,694040,89553
"CANADA",1994,124203,3806774,73632
"ARGENTINA",1995,148921,3120353,118195
"ARGENTINA",1995,103835,6463487,110329
"ARGENTINA",1995,148599,3751562,98855
"UNITED STATES",1992,93446,4786138,86366
"UNITED STATES",1992,182401,1254956,89004
"ARGENTINA",1993,86631,4121721,97057
"ARGENTINA",1997,35819,4211544,105288
"UNITED STATES",1995,103097,3665499,66005
"ARGENTINA",1997,167874,6023680,116512
"ARGENTINA",1997,185922,596352,120475
"ARGENTINA",1994,162713,1065426,106542
"UNITED STATES",1997,143862,1402712,114351
"CANADA",1992,113053,1316571,63963
"ARGENTINA",1994,63292,5784376,75317
"ARGENTINA",1992,170137,4562951,72427
"CANADA",1993,33198,2743135,67871
"CANADA",1993,147023,3761120,64201
"BRAZIL",1997,4871,7559878,106552
"PERU",1994,4844,6365777,104930
"UNITED STATES",1993,158946,5593782,120296
"PERU",1997,165563,3745688,97713
"CANADA",1998,149531,727043,94831
"ARGENTINA",1997,90902,8629731,113574
"BRAZIL",1993,194449,6957827,92606
"CANADA",1997,44079,96168,61384
"UNITED STATES",1998,196414,4635448,90624
"BRAZIL",1998,57936,3636345,113635
"UNITED STATES",1995,40213,1951231,69192
"BRAZIL",1993,8637,1949039,92737
"BRAZIL",1993,84628,5108780,96757
"PERU",1992,59726,4460415,101143
"PERU",1992,146333,2383482,82759
"UNITED STATES",1993,171651,940566,103359
"UNITED STATES",1996,178608,3204540,101196
"BRAZIL",1997,188455,3549935,92607
"ARGENTINA",1992,84464,3948501,86907
"UNITED STATES",1992,119740,2871895,105584
"UNITED STATES",1992,65806,4296615,106308
"PERU",1993,127012,1159535,62340
"PERU",1996,103054,4570684,63423
"PERU",1996,19286,4819914,72316
"PERU",1996,86812,1744845,107928
"CANADA",1994,34965,8088129,113997
"CANADA",1993,142763,6901614,108345
"CANADA",1993,157633,2409147,101437
"CANADA",1993,124682,6621918,102400
"CANADA",1995,174033,2630303,66421
"CANADA",1995,161921,356925,118975
"CANADA",1995,79548,6137655,91652
"PERU",1996,25808,8070839,104028
"PERU",1996,139933,1953200,118375
"ARGENTINA",1992,44306,6001440,75018
"ARGENTINA",1994,95293,355568,77297
"PERU",1998,9017,2555787,55560
"PERU",1998,187819,7768343,114408
"PERU",1998,90641,3374231,97898
"PERU",1992,139716,6573378,105342
"PERU",1992,199573,6696970,100354
"PERU",1992,58633,5866748,95497
"BRAZIL",1992,144366,5771193,84621
"CANADA",1996,84140,5283458,67448
"UNITED STATES",1992,14161,4901654,64509
"UNITED STATES",1992,176599,2156484,100535
"CANADA",1997,156107,2222684,69786
"CANADA",1997,78317,3694224,77718
"PERU",1995,61790,7306716,105107
"PERU",1995,99627,4326809,97597
"PERU",1995,61438,5986761,83965
"PERU",1995,108412,1034058,85224
"ARGENTINA",1995,65918,8411658,113034
"ARGENTINA",1995,67048,3587151,60902
"ARGENTINA",1996,69799,3603025,106127
"CANADA",1997,40613,2386344,93216
"CANADA",1992,122863,5733014,113151
"UNITED STATES",1996,86350,4009050,80181
"UNITED STATES",1993,2734,1674374,98203
"ARGENTINA",1997,171485,5618892,93388
"UNITED STATES",1993,50774,7537244,103486
"ARGENTINA",1994,67080,3109827,62824
"BRAZIL",1997,183166,1558951,74949
"BRAZIL",1997,60564,5213995,91473
"ARGENTINA",1997,13453,1488064,81987
"PERU",1993,50538,6631401,89311
"UNITED STATES",1997,11498,3078326,84569
"BRAZIL",1997,155996,9849552,123119
"CANADA",1996,138428,4364065,87985
"CANADA",1996,47329,1375872,76579
"CANADA",1993,151547,1337977,95912
"PERU",1998,155748,4864686,108224
"CANADA",1995,110221,121890,73873
"CANADA",1996,99811,7552888,108648
"ARGENTINA",1997,169470,3922569,92368
"ARGENTINA",1997,71933,923891,114295
"BRAZIL",1997,175944,9695712,121196
"UNITED STATES",1996,91033,1433642,61441
"ARGENTINA",1997,34859,7672296,107631
"ARGENTINA",1995,190347,401017,86240
"CANADA",1998,152375,6994113,85642
"UNITED STATES",1992,187509,3716652,95790
"UNITED STATES",1996,4842,6173332,104810
"PERU",1993,160937,3995860,119875
"CANADA",1995,100580,5465645,94834
"CANADA",1995,37988,9341003,115558
"CANADA",1995,66760,1298523,103605
"PERU",1997,107930,6848644,116275
"ARGENTINA",1997,172029,647399,66061
"ARGENTINA",1995,142847,7408172,113390
"BRAZIL",1996,111036,1524475,62821
"CANADA",1992,116029,4345193,62701
"CANADA",1992,89628,5655199,97057
"UNITED STATES",1992,89285,3833034,76456
"CANADA",1997,33671,3113059,96280
"CANADA",1997,94545,3103712,92372
"CANADA",1997,3035,2881628,56281
"UNITED STATES",1995,112808,4324400,109248
"BRAZIL",1993,170519,453010,95370
"UNITED STATES",1996,198101,683487,71946
"BRAZIL",1995,7788,7722582,101746
"PERU",1993,15956,7566421,112317
"PERU",1993,160637,2352915,101857
"UNITED STATES",1998,59670,7123287,97780
"UNITED STATES",1998,61051,3072583,60723
"ARGENTINA",1992,113277,593524,77416
"ARGENTINA",1992,44975,2296284,115198
"BRAZIL",1994,41862,6401899,108231
"BRAZIL",1994,146909,371621,117354
"PERU",1993,45195,2937129,68411
"PERU",1993,70953,5725675,115437
"BRAZIL",1995,80072,3814805,63124
"BRAZIL",1995,155478,1853965,92008
"CANADA",1993,15328,3046134,74599
"CANADA",1993,15535,6050160,87031
"UNITED STATES",1995,145069,3850191,66843
"UNITED STATES",1995,170637,2028664,102457
"CANADA",1994,171964,5680328,122157
"CANADA",1994,186579,6139291,99934
"CANADA",1993,55864,5987339,109191
"UNITED STATES",1998,23808,6449223,103908
"BRAZIL",1993,149163,1697024,72729
"ARGENTINA",1998,43607,893145,93036
"UNITED STATES",1993,140704,3116034,104682
"CANADA",1994,107722,2594580,103783
"CANADA",1996,149990,3304783,122399
"BRAZIL",1996,125331,4972305,81379
"BRAZIL",1996,39455,3848682,83667
"CANADA",1993,144699,8282527,104621
"PERU",1998,45928,899481,112435
"PERU",1998,107711,5376124,103122
"ARGENTINA",1994,66212,2059511,70692
"ARGENTINA",1992,140757,8026953,107865
"ARGENTINA",1992,85629,6611868,96877
"ARGENTINA",1993,39463,3646396,84147
"BRAZIL",1996,181130,4796074,72667
"ARGENTINA",1997,144221,1957295,75913
"UNITED STATES",1992,154484,2806187,92308
"PERU",1994,112054,1567093,63963
"PERU",1994,169251,5893596,79215
"UNITED STATES",1992,123629,7301275,99157
"UNITED STATES",1992,190179,350290,76150
"UNITED STATES",1992,128280,2201835,78496
"UNITED STATES",1992,19584,1106634,90214
"UNITED STATES",1992,134186,2855221,73210
"UNITED STATES",1992,52840,3589265,107570
"ARGENTINA",1997,8882,2779445,107452
"PERU",1994,125646,1925729,100298
"PERU",1994,65819,4501290,107088
"BRAZIL",1992,48554,1298203,90153
"ARGENTINA",1992,160791,7666410,111107
"ARGENTINA",1992,71822,3960754,107629
"ARGENTINA",1997,111205,243240,72972
"ARGENTINA",1997,11457,2418051,82107
"ARGENTINA",1997,109706,488974,102942
"ARGENTINA",1997,13611,3073613,91476
"CANADA",1993,171671,1744412,104560
"PERU",1997,139888,6161504,115672
"UNITED STATES",1996,107710,4617204,103062
"UNITED STATES",1996,75274,1998832,74956
"ARGENTINA",1995,32608,6803289,92436
"ARGENTINA",1995,40799,1022996,104387
"ARGENTINA",1995,134238,5236498,76333
"CANADA",1992,141845,181136,113210
"CANADA",1992,161955,2438492,121017
"PERU",1994,178022,5068892,66001
"BRAZIL",1998,13412,1326735,79524
"BRAZIL",1996,155692,4966934,104861
"ARGENTINA",1993,109033,3197990,62521
"CANADA",1997,94318,5070765,78738
"CANADA",1997,199394,2927044,89603
"ARGENTINA",1992,23392,260447,78923
"PERU",1993,20199,4059302,67151
"CANADA",1995,175760,1837595,110145
"CANADA",1995,184388,6294424,88342
"BRAZIL",1995,123566,2339832,95373
"BRAZIL",1995,10919,7649023,109794
"BRAZIL",1994,52324,4243764,76579
"CANADA",1994,127832,6844174,111589
"CANADA",1994,57453,418903,84627
"PERU",1993,36243,5207523,70754
"BRAZIL",1994,76462,1869998,86307
"BRAZIL",1993,20606,3077625,91596
"BRAZIL",1993,72238,3451575,72613
"CANADA",1998,75391,2735512,81983
"CANADA",1998,111327,3733912,80299
"BRAZIL",1997,89478,6339470,88048
"BRAZIL",1996,185200,3598560,77112
"BRAZIL",1996,119844,3287813,111830
"ARGENTINA",1998,152962,5416212,120897
"ARGENTINA",1998,30332,5877408,75739
"UNITED STATES",1992,14316,1945120,73818
"BRAZIL",1996,173103,984395,70566
"ARGENTINA",1994,45328,5187505,76399
"CANADA",1996,190389,4310913,88762
"PERU",1998,48235,1739348,70993
"CANADA",1992,116016,3436593,61920
"BRAZIL",1995,40840,8458990,106850
"BRAZIL",1995,191075,4780887,69964
"CANADA",1996,165691,816860,105401
"CANADA",1996,49505,2749005,87270
"ARGENTINA",1995,185125,2115289,72607
"ARGENTINA",1995,140304,1955956,80658
"ARGENTINA",1995,79979,6787831,117538
"UNITED STATES",1998,32991,9238999,115439
"UNITED STATES",1998,64842,514949,108410
"UNITED STATES",1996,92039,2829146,61861
"BRAZIL",1993,189370,1001127,87562
"BRAZIL",1993,133357,5918719,83421
"UNITED STATES",1992,47581,5402001,91714
"BRAZIL",1996,114242,1155740,75374
"CANADA",1993,125994,1672551,121199
"CANADA",1993,195911,5201910,120414
"CANADA",1993,21848,6603273,106190
"CANADA",1993,199016,2872265,66900
"CANADA",1994,8926,7156188,110095
"BRAZIL",1992,69668,2178087,98259
"BRAZIL",1994,141930,3478484,118315
"BRAZIL",1994,114974,584757,119338
"BRAZIL",1994,155282,5908103,80236
"PERU",1995,97969,1239184,118017
"BRAZIL",1995,178870,8060526,116932
"PERU",1992,104521,6407184,91531
"UNITED STATES",1994,119397,2287469,84983
"CANADA",1994,135097,1579265,67925
"ARGENTINA",1993,185612,1830023,101856
"ARGENTINA",1996,190381,6921371,88282
"PERU",1993,157116,4012036,70386
"CANADA",1993,165190,1769817,75311
"PERU",1992,166862,1631815,115731
"PERU",1992,38173,2555691,66670
"PERU",1997,59787,1271655,104806
"ARGENTINA",1993,190355,5382483,86721
"ARGENTINA",1993,45534,1464734,88771
"BRAZIL",1992,48892,1607096,110453
"BRAZIL",1992,149298,2845476,80837
"CANADA",1997,148526,1714652,94471
"CANADA",1997,70375,2846802,80722
"CANADA",1997,38496,6390652,86069
"CANADA",1997,189964,1016710,123237
