"d_yearmonthnum","lo_partkey","lo_revenue","lo_suppkey"
199308,545979,8820682,31274
199308,404187,3704488,1659
199311,460823,5190858,19719
199311,239866,7609851,29243
199311,287663,7190231,25422
199311,342979,7529779,42
199307,549828,1288170,45947
199307,155738,5449351,22055
199307,63625,3113695,6768
199307,653533,6264111,28357
199310,711310,5232268,33695
199310,577477,2308358,20413
199310,50383,130671,44542
199307,203968,7807903,32625
199307,411418,2996445,42962
199307,293531,1660202,7385
199310,352749,2971052,51944
199302,494632,7100152,40897
199301,352011,1157607,53799
199301,754105,1817421,20717
199312,692109,2481811,43842
199312,264078,404319,48388
199305,750922,4060207,10474
199307,604894,2966320,57943
199307,45585,4199911,45772
199312,571076,2781596,47482
199303,219930,6101036,1909
199303,700326,2626054,38655
199303,558742,7860142,56079
199310,641481,5773724,18655
199310,521091,4686262,18458
199304,623388,6168590,48798
199305,629360,3191091,45833
199305,50389,1169278,28831
199307,692935,6612697,16599
199307,219292,2848930,50372
199310,253959,7236652,46597
199309,320225,2440611,23570
199309,401342,738532,5627
199309,550954,9431190,12267
199301,542474,6619304,32977
199311,597053,5019880,54507
199311,658434,1102780,15347
199311,733071,3855307,295
199311,784363,5054076,51087
199306,696812,1418083,22995
199301,314779,177582,48199
199301,201291,2124642,1307
199312,150975,7941802,32586
199311,516178,354662,47558
199308,489946,3641465,13426
199306,661499,3148751,39760
199306,135066,2136056,27181
199310,339354,136547,12038
199301,316142,5055237,58854
199311,695001,1952101,29973
199312,160135,1275203,20014
199312,507632,6005891,36005
199309,141355,6842115,56735
199302,317195,3120151,16506
199301,571779,5385682,32919
199301,323176,1527729,365
199304,35268,1415033,12443
199304,541330,4751589,44688
199301,11141,2268413,28849
199306,394287,4375863,23212
199306,703247,2227874,38548
199308,120869,5612884,57216
199308,188741,6276008,10728
199307,181041,2665967,19715
199302,531138,1260300,24863
199302,514933,3278332,20430
199302,665654,2356547,43724
199301,410238,562622,16495
199301,462794,172163,28272
199304,111645,2597611,17708
199301,249207,453226,45209
199302,382421,4316290,11087
199306,434053,684011,10379
199312,184184,3567390,38417
199310,306185,583673,58142
199310,387485,6071306,12612
199310,445042,2247444,38475
199301,723734,5114907,49661
199311,398401,4217784,44540
199311,715154,4989804,20562
199301,94066,2308810,9007
199309,751706,3409879,14197
199309,98855,5995350,10092
199308,246038,4725264,36123
199308,760147,1792558,34148
199309,149979,9053264,37199
199301,140314,6437035,55028
199307,76985,9229153,15187
199307,86634,5816441,39594
199303,121094,3422211,40664
199303,12571,4846823,32191
199303,73621,7424550,11184
199310,643817,1035338,40979
199310,579154,5981913,39705
199311,442871,5982077,41778
199304,418341,4275391,31665
199311,631086,98653,21854
199311,542769,1581649,58891
199308,238300,4444222,51372
199308,293460,6979466,4955
199308,171578,2909841,50071
199306,478255,5559400,39204
199306,155631,165289,58088
199305,692813,2277088,19371
199311,495958,5306873,44268
199311,361835,3943488,1137
199311,496437,5534396,49096
199308,419188,759511,45984
199308,209607,6906550,8955
199305,36638,6326863,13567
199305,669715,5882902,22336
199304,704569,3271368,47351
199304,75975,8305279,35751
199309,789065,4636892,20998
199303,151777,5250398,56064
199311,636022,3129753,48692
199311,271934,2428142,59351
199303,541969,5320947,4100
199303,433789,2728851,14150
199306,629766,5816353,18721
199306,460670,6010575,54304
199306,340567,4456128,22409
199311,108398,3063117,58532
199309,427061,383359,2293
199305,701465,711218,17786
199305,657317,1623432,7409
199306,486653,5725587,11697
199312,58702,328818,23074
199312,192961,7172428,12515
199312,684639,787446,32384
199312,731405,5573115,4899
199301,441036,2558789,56816
199301,156880,3037027,18088
199301,680469,4017819,44050
199305,179969,9035913,50528
199305,489875,913776,29660
199308,260594,5386619,29110
199310,80237,3101502,44023
199310,537645,164896,31094
199309,632280,5040535,34986
199309,323997,8803388,8961
199311,254400,1445134,12952
199310,749959,4331231,25219
199310,546679,5021641,1669
199308,641576,4121638,12579
199308,555364,2248234,33727
199311,339438,2436265,11454
199311,120544,2124645,11236
199304,531695,3182252,31404
199304,183107,589099,45540
199303,95440,1688077,21520
199303,48672,3850711,58437
199306,194311,4362082,53901
199307,296143,902190,30775
199309,148395,714478,59841
199303,519596,3998535,21456
199306,115206,5685907,50105
199310,103574,459072,37449
199310,359769,4526156,26218
199310,234652,1884928,4961
199312,550734,5020389,59193
199312,180914,1184976,5758
199311,739455,295895,24062
199310,410067,2514900,34847
199310,732996,8947713,7659
199302,529881,567525,16204
199302,107157,4791641,50198
199302,172783,4910393,17545
199304,556855,5620780,11934
199308,80062,2246681,7651
199302,454031,579185,30488
199302,406287,2362654,41137
199301,404393,5779783,38947
199305,602516,4634174,9606
199305,77507,3821103,44332
199305,413731,7490009,44207
199311,629549,1434154,5761
199311,433856,5315795,4040
199308,619784,5843862,27741
199308,687958,8962907,57809
199307,481008,4316897,24143
199307,448097,2230179,12938
199310,491012,3794311,51978
199310,73453,6088088,47837
199304,786692,1552770,4393
199309,70650,2567109,5376
199309,419734,818586,14647
199309,741296,5163160,727
199310,586088,5466423,39392
199311,713991,5108638,36564
199312,465816,1058383,32375
199312,440949,3666444,44835
199312,135868,188482,1901
199308,186070,343352,6055
199306,437657,1875284,56338
199306,7030,1377434,47013
199308,558290,4888827,6157
199308,775738,1244198,36175
199303,298452,3733432,24022
199303,173859,6187052,28058
199311,712017,2241118,30866
199303,730297,3153569,50408
199309,570551,802657,41182
199311,758821,184219,36167
199305,100557,5495036,23174
199302,556632,6018206,19713
199309,478680,6827044,58534
199307,548551,940523,9666
199307,290468,6507603,20301
199307,227157,525807,41411
199307,683722,8272596,10730
199312,797987,7224351,39218
199312,567195,122430,32050
199312,370185,492026,29203
199311,746118,4677273,51123
199306,327754,349221,20640
199304,342439,4454629,57011
199309,605947,7154085,13925
199309,148538,628265,36796
199309,476705,6851164,1626
199309,770217,1872846,21490
199301,597265,3101820,44327
199301,620537,432877,40761
199301,568027,3468960,38801
199301,424718,6600328,36020
199309,426699,1126589,20254
199309,328110,4238284,16012
199308,564330,1639708,17968
199303,788922,6569577,4033
199303,195962,3831921,32504
199303,46975,5779363,19925
199303,201137,3905407,16759
199309,394748,8026931,25608
199309,624883,526084,10660
199305,695699,7397190,33334
199302,649222,231895,55011
199302,258468,5672991,27104
199302,68689,4102758,12967
199305,105610,4387996,2160
199305,584422,6052715,8988
199305,477797,7230412,3512
199305,602631,4760294,8802
199310,397188,3241198,4897
199312,287383,5506146,19848
199312,772078,334661,55543
199303,332886,759872,42428
199303,659479,2537408,9120
199308,324237,3620962,12387
199307,23805,1355379,1457
199307,220720,6913951,20658
199307,658151,4172509,55677
199311,29363,4052840,36527
199311,670671,7963595,6810
199311,764140,596034,28121
199310,756259,1275763,57000
199301,456281,5511993,21451
199301,703038,1545885,31355
199301,705006,4161152,37127
199312,759256,5740935,13197
199309,703338,3773076,25453
199309,186817,8481473,47574
199305,504690,5260255,47012
199305,720302,769561,47531
199310,433568,4806429,14720
199303,554931,7864203,12489
199303,659192,2051367,21256
199304,30418,3171460,30841
199302,491051,4043076,12643
199307,549262,4413633,49456
199312,87924,187368,9816
199312,326291,1043285,31993
199312,130683,5038219,43489
199312,623591,7124490,30341
199312,693044,804719,49626
199306,296387,4562354,12327
199306,330923,6701911,38638
199306,221943,361796,58497
199303,438647,4921764,10991
199302,458122,1283158,24655
199310,244753,3161191,8180
199306,643942,7500264,53142
199302,450260,5099951,8912
199307,175650,2367591,22155
199305,670674,4835241,50162
199309,273078,203905,40070
199309,253648,6680398,24611
199306,563910,6383560,32698
199304,72605,1561824,40530
199304,480135,331187,25597
199312,118794,5383986,1076
199312,565791,8088090,14021
199304,797494,1575545,16585
199307,178268,3198713,6981
199307,739155,810807,36234
199310,712317,2500375,6112
199301,625381,5376936,47677
199301,373818,4264117,57101
199302,428070,2129838,51308
199309,351361,2237162,24975
199309,205338,3618061,13760
199309,138629,1961121,15814
199309,333765,356152,37361
199308,184549,4802607,55315
199308,112762,2754427,33069
199305,746464,5032752,52150
199307,487283,5421469,18273
199307,123103,327695,37006
199310,797721,1411303,8608
199310,92521,3596123,58906
199301,461457,6116270,41675
199311,52399,2913596,22951
199304,794886,3529874,38168
199304,221498,1927653,40784
199304,301521,1939677,7706
199306,608060,2491709,47041
199306,449482,3332438,43783
199306,292856,4209808,25259
199306,632457,1482511,38235
199306,658091,207713,56964
199310,413717,4154998,47756
199310,143646,6954558,21141
199309,571622,985675,5554
199302,487187,5239101,5248
199309,691548,3285314,8475
199308,197110,1314542,23558
199308,218221,1353381,34246
199309,404920,2348646,6182
199312,494769,2074158,785
199303,251807,6377372,4412
199307,62440,3809027,35859
199310,624633,7101098,26188
199310,132446,2488214,5200
199308,301580,5369430,48973
199304,780434,2968224,18111
199312,773068,4472837,34867
199308,711972,6999340,7438
199301,389602,5578863,22832
199311,484594,7270893,22236
199310,415523,3101406,45224
199306,494506,2822402,42016
199306,407737,4233483,33474
199306,24717,3738173,23170
199311,744395,3134926,7851
199312,334098,658870,29519
199312,775430,1460238,40720
199312,636530,1991507,8994
199311,484119,1176997,39873
199309,573052,1746046,31108
199305,228007,555384,23240
199305,98955,1354087,39854
199312,798697,2786864,52675
199312,507290,3941106,28221
199312,410946,6664485,59389
199308,375835,1498082,1901
199309,264260,4120825,48682
199302,260105,4029235,21560
199302,373581,1765426,13145
199302,373104,2968620,219
199310,630507,6480114,8537
199310,388205,250878,31127
199303,521286,896780,1270
199303,452359,5841975,32937
199310,669673,159336,59195
199310,792882,9386462,15606
199310,402250,1005896,37348
199310,113361,1360616,24213
199310,446506,5072060,12350
199308,331933,1361689,25447
199301,731509,6405274,53423
199311,590608,1482860,58065
199311,280044,1390632,40648
199311,284876,5653292,59952
199305,186902,4288068,43460
199311,22449,6381310,50571
199308,61144,4813989,11217
199308,654432,5352890,21162
199308,178246,131099,51975
199306,491013,3505933,44070
199306,155845,940915,3675
199306,83577,917615,10719
199306,710605,626841,33684
199307,169686,172056,24830
199307,704816,6888010,2642
199304,62203,2260488,33568
199304,630528,7003668,47260
199310,398533,4199532,56900
199302,541806,6093978,56659
199302,528546,4988079,2202
199302,63540,3094285,46368
199303,718403,4736004,47078
199303,584546,6295437,59970
199305,298365,1057959,26368
199305,708725,4587343,22224
199305,376918,2737002,35488
199303,164380,5719744,19246
199303,474676,5985256,178
199302,61781,4952980,55861
199302,697750,1712765,8568
199302,142011,1736413,53735
199303,794610,5787049,26659
199309,153763,8093665,8483
199307,373427,5821590,17356
199307,179420,3414179,26589
199303,203696,7838432,3892
199309,214219,4886358,8485
199304,403146,1645020,32548
199306,325002,1423408,4429
199306,165888,2872203,43772
199306,72629,310714,7493
199306,74939,568437,56649
199306,298783,1411161,18370
199309,239146,2631440,30914
199305,568991,599451,51
199312,556972,2584882,46877
199312,223794,1851766,58713
199312,121732,6423912,15868
199309,123113,1432634,56705
199309,391221,2057545,29759
199304,291455,4394284,39176
199310,192742,6940821,3596
199310,139169,5143137,49770
199307,45442,1345816,6645
199310,552677,6610722,20055
199310,789153,3855540,53479
199311,557314,1729196,8832
199302,646820,2597181,37094
199302,696054,4158079,37075
199308,40294,122194,41502
199308,577994,1607848,2109
199308,737797,3416323,31593
199304,795533,1895574,8754
199312,435166,5232617,4435
199304,33194,2982544,1688
199308,17916,8533183,48523
199308,310773,8829612,614
199308,236847,7959449,44265
199307,113968,576750,18005
199307,258791,3944004,15323
199302,795347,2518273,38564
199302,189991,9585039,8386
199304,660100,3673142,27564
199304,156604,493198,5535
199309,277292,2363399,35678
199309,431422,3617638,51931
199304,155810,4248449,52522
199312,423730,810317,5048
199312,435615,1203257,15926
199303,244797,8534722,41393
199305,559529,4825863,17569
199305,536557,7808297,31832
199302,732698,2853858,15748
199309,450657,4933816,45398
199309,745591,5132252,41688
199307,27619,7050994,27362
199304,799899,6786129,40039
199305,555041,1410577,46685
199305,612459,2150386,57072
199311,693111,3895194,52444
199309,392810,3876003,13921
199309,353675,1185860,17332
199309,122281,2064395,26517
199309,774033,4274127,44802
199309,358562,2887820,35761
199307,778833,4636115,45242
199307,229533,573307,53934
199301,654316,4928686,9935
199305,402808,7544539,34425
199305,392428,2384002,45118
199309,68145,2836280,54022
199309,720932,4019068,25856
199303,717150,2426442,50630
199303,736622,3901003,21535
199301,484421,5043980,57787
199302,784893,5371867,8882
199310,430476,5457026,3793
199310,600853,4593254,12497
199304,49023,188571,59759
199303,553814,2403845,50068
199303,751068,4496262,38474
199304,225129,3756848,30869
199302,87703,2951962,39098
199304,679538,7361392,19404
199309,390258,6277405,17652
199308,672193,2397899,36897
199305,691261,4958830,32700
199305,68460,1524166,12797
199305,193439,1189165,36024
199308,565607,7048252,50225
199308,191800,8240680,26105
199308,380820,3911866,23924
199308,434064,3291535,20861
199312,430862,2782487,21945
199310,59888,8049365,55834
199310,211020,3133779,34223
199302,458047,2242199,9874
199302,795926,1188871,39241
199302,41811,3060406,26616
199301,128380,4098385,5991
199306,359549,7962223,58339
199307,665090,522254,32222
199304,370211,5327229,52709
199304,525524,3456934,35428
199312,161097,2269856,44927
199302,793844,2088959,36815
199306,420028,3378672,58535
199312,109459,863448,10414
199307,98208,5499065,6605
199307,96571,4455033,24254
199307,657314,4235904,52482
199306,382836,2233506,41677
199306,255932,4944462,39851
199306,644611,1078016,52131
199308,72869,1786604,53942
199310,710468,1738633,56465
199310,633172,643191,58497
199304,19227,898636,9590
199308,662892,4544407,51660
199307,5222,3203559,34115
199311,102649,5927735,22627
199309,323863,3143492,29380
199309,446453,3463589,13850
199302,643717,1127601,10369
199303,319157,2189972,25728
199312,633870,3499449,49062
199305,206239,3928104,42149
199305,257042,4014102,34270
199304,492907,7899701,13944
199304,287946,8232740,48121
199304,307303,5577904,20670
199304,254094,2075198,50018
199309,689548,6780419,21438
199306,114715,3596067,29413
199306,76761,8259573,50049
199310,656579,7600923,46264
199311,217338,487064,37553
199307,258888,2328903,28529
199307,739402,282508,16699
199312,155823,2418041,11020
199312,501763,873546,37764
199312,571119,1767283,43342
199312,204874,6692071,19265
199301,278944,4334284,31439
199311,260786,5991421,29797
199306,721564,6613245,9225
199306,122299,2819632,54551
199308,734902,5124958,38938
199310,258900,8654991,16775
199302,417149,3516063,46874
199302,561088,2616409,8641
199311,211545,1284659,13441
199312,442004,4264477,50217
199312,495116,2309956,13374
199301,272101,4101349,31281
199306,435574,5081145,49872
199306,681446,138458,52526
199309,776876,7655132,26037
199308,756010,940194,51329
199308,663735,6920503,31605
199307,404829,5664324,49560
199305,191500,6862548,19440
199306,193053,4311440,28577
199306,412473,5838286,10711
199301,752682,1889033,45822
199308,678357,5948850,3199
199301,260360,4916983,31995
199301,666708,828961,4899
199311,735108,5431868,28825
199303,694502,6677249,40035
199308,486476,3726322,23581
199308,298211,4549010,54904
199306,685608,927457,30994
199312,250758,4972433,43821
199312,78603,4295625,48555
199312,268923,6742767,51716
199307,260204,4725447,4111
199312,600302,1632682,3890
199312,596671,8749867,20125
199304,420141,4117145,31043
199304,435053,880334,50451
199306,96999,9486940,44390
199309,402184,215059,2880
199306,121205,3034845,6104
199306,289209,5100694,38872
199302,410719,7582947,51212
199302,548116,912646,7100
199308,656208,4968677,14999
199308,74055,1597085,13255
199301,325132,2693775,46793
199301,487743,5088316,17969
199302,434691,3942249,26804
199302,237735,655706,13175
199305,691771,6456916,14612
199312,36723,2793308,19171
199311,285627,957890,2743
199308,685184,2608373,43256
199311,124237,122339,53301
199304,31302,3384175,34257
199304,486244,487167,51795
199304,478386,5808080,24218
199304,158913,579741,14434
199307,559444,3388708,20021
199303,28770,4036277,5092
199303,30229,224888,56850
199306,322555,153021,53178
199309,366777,5186496,37199
199301,600835,6701923,33724
199302,278087,619870,43135
199302,383949,4628981,36540
199311,213191,642632,37208
199311,687077,4424278,24758
199310,78531,6657027,49968
199311,451003,3146226,21433
199305,446279,1940796,40654
199305,605618,1357509,41920
199305,211858,8151883,19280
199305,587163,6063179,16635
199311,10691,1569656,54200
199311,479289,1242894,15804
199311,527819,2687079,26168
199301,186291,2429539,7057
199301,588598,4253529,35044
199301,250476,2767332,35054
199301,87527,1335806,46752
199307,107604,478645,50737
199304,227725,4373070,15164
199305,159685,8461698,11938
199305,614133,3109887,1939
199308,794353,5444817,11156
199305,199591,2787782,44677
199305,169594,4238827,50070
199305,190490,2759535,55328
199306,623566,3539123,17714
199306,268930,1105171,45938
199311,753806,7917040,8620
199311,400661,1817748,17067
199306,743955,193895,23383
199312,324013,4526505,5090
199305,398582,1317566,29873
199304,87773,7764995,12281
199307,612083,3378194,11736
199307,63621,6275095,13698
199302,246914,9025365,23033
199307,496054,2702777,43829
199307,376797,2782563,13021
199309,116870,5230403,11046
199306,652719,7134730,23364
199306,639848,3679312,26017
199306,253378,130473,35518
199306,114684,3329412,58749
199306,281208,3496218,20901
199308,689184,3641457,6375
199311,99768,7525354,33614
199310,784359,2263125,4402
199310,309721,6547275,3115
199310,411345,1600551,20214
199304,286885,8805276,33070
199304,66831,697558,25466
199310,87848,6054600,31161
199307,382176,3736735,15134
199312,245041,2635658,6264
199312,788783,7443949,29061
199312,66075,3916505,28066
199302,132259,2812342,47790
199307,629480,5742099,22636
199307,151446,1320742,54351
199302,412997,4159914,51756
199307,533255,1767451,21793
199306,281709,3935926,5300
199310,573117,5310181,24207
199310,303653,3936176,48290
199310,269614,1536092,44587
199310,697661,7060787,38301
199312,488075,4688050,10276
199306,424574,5433742,45141
199306,356669,6833574,16914
199306,207634,4425991,8310
199306,101824,2862885,34539
199306,154982,3024915,46866
199310,174843,3607457,14519
199302,671230,824023,58875
199302,234084,403155,7845
199302,163720,7240119,50860
199302,510121,4498384,41882
199302,1488,3714080,39434
199302,623909,7822689,7402
199309,764029,4240801,32635
199307,346580,3506884,35410
199304,446117,5262295,25116
199308,92409,1495293,56369
199305,9948,5406605,51810
199303,186971,598869,47446
199305,713848,5779058,24330
199304,643159,641433,12946
199304,760211,4278791,17512
199304,525966,1159309,11518
199304,699863,2766302,15785
199304,124104,2211076,55014
199309,511139,683165,5055
199309,735206,1337981,45215
199309,591948,3029281,20559
199309,68269,5144527,42814
199309,184039,5337761,44840
199311,7580,5050334,36998
199311,55176,3990767,3532
199312,266961,1145202,45375
199312,405755,5859055,3551
199312,319853,5813295,28103
199312,403962,4571553,13322
199303,467499,718570,28747
199311,312197,5806482,34168
199311,182171,1701804,23165
199306,784225,5054782,2610
199306,456228,918939,55111
199309,132728,5752272,16477
199304,172453,2663435,39845
199310,616374,1752281,23483
199310,164731,2961158,45446
199312,406864,8415031,10749
199312,210507,549986,2130
199312,374720,8007996,34098
199301,504829,7188496,57453
199308,175071,2949984,46001
199308,2332,2514330,28292
199302,159711,8072666,12592
199302,461376,1965904,22237
199302,730586,950531,42115
199302,592546,2542983,27585
199305,760766,5967926,39525
199307,749646,4364500,30620
199307,87233,2248883,8576
199301,551012,3608851,26337
199309,635718,7530858,37371
199303,494634,7739154,13287
199307,292022,1391221,9596
199311,295122,4202567,36709
199311,604641,4047952,10995
199311,590182,5984240,44117
199311,777735,7209107,54187
199305,402918,1942889,49981
199303,535440,4048552,3371
199309,355325,6285931,56462
199302,564773,2521393,34373
199302,751289,4160136,31576
199302,501256,2613781,52610
199312,538771,7980997,12705
199312,366212,3669712,2688
199306,29636,2733589,42062
199306,480653,4690151,6067
199310,535637,3893836,39977
199310,150999,2638337,44530
199310,555153,236793,56835
199309,344822,2897289,2736
199301,446538,575989,19166
199301,149409,3032013,38371
199308,717357,399927,17376
199308,90830,7137653,17792
199304,342284,2058371,46434
199310,135779,1778474,58042
199301,214116,4396466,21260
199304,595534,4471375,21202
199310,356161,2168961,29924
199310,390690,1221546,10318
199309,537465,4809310,2195
199305,467076,1416461,58817
199307,43733,4765266,12631
199307,607359,1489192,56871
199307,4764,1635384,17071
199307,53202,4370121,45096
199303,833,7568167,15581
199304,133179,2821931,3387
199305,233079,883528,32572
199305,768340,3688363,21098
199305,682813,8623335,50136
199302,125979,6028944,23864
199311,55284,2524413,36091
199305,250888,8289625,16729
199311,256042,195613,14377
199311,535168,5121766,34810
199311,165293,672353,45476
199312,265345,4829876,28506
199305,221664,3999009,43657
199305,698509,2387832,46892
199305,219772,1674842,51489
199302,246832,1035273,4944
199312,81382,539898,44204
199308,131805,7839462,25001
199302,283232,4715053,13002
199306,437994,7121241,54306
199301,66420,4117667,30459
199301,318963,392426,1185
199301,496818,4132276,35205
199301,428757,7009265,8702
199302,45979,2286864,27171
199302,323003,796168,3304
199307,691098,3697358,43422
199303,123263,6176620,21792
199303,470473,3536452,5431
199311,488746,6970104,58501
199311,753758,702947,55504
199308,661266,357123,13216
199308,628307,119821,48515
199308,744080,5177374,46097
199308,12179,5025929,25388
199304,438390,1578103,21542
199305,435911,365684,7829
199305,751563,2077900,48484
199305,30777,3179867,19094
199307,524749,1404786,41125
199308,34630,5918995,33898
199308,419408,3733919,7321
199308,791226,6389688,43727
199309,738082,5211592,34912
199309,132006,102762,13614
199309,664645,6782896,37370
199308,795308,4862330,32654
199308,496995,5075539,39474
199308,187058,2356512,12841
199308,678766,3590654,48134
199308,11776,818568,2762
199311,83626,7967619,55938
199308,377937,2961932,28591
199308,511180,1886797,17630
199308,485512,5229235,17169
199308,445253,1859652,28024
199309,628512,7058352,36913
199309,193875,5347450,48826
199301,371766,6843781,24542
199311,86725,2348479,23430
199307,6991,7140238,23451
199307,384633,4665055,34374
199307,533690,5684663,43541
199307,476836,2461795,50507
199307,268241,4429409,36584
199307,313588,1569538,31807
199309,210479,6604103,49207
199309,625911,6414384,19265
199307,247452,1508596,55829
199304,123828,181478,466
199308,473092,3202665,42702
199306,54250,4291947,30877
199310,531641,331178,15434
199305,431234,4225051,9685
199312,189934,9030775,736
199310,57717,4923647,43658
199307,186745,1776787,42157
199307,218000,908810,44872
199306,128344,5990264,6122
199301,795572,7759063,51901
199312,160845,6163486,11573
199312,112273,4030606,36069
199309,543678,5905259,31549
199309,74253,242995,16352
199311,666239,4251945,33373
199310,83781,2767175,20662
199302,656220,1397313,27093
199302,586757,3613710,20730
199306,72529,3058596,37360
199306,6804,5532727,4569
199306,741483,4829457,37772
199311,362654,999084,36018
199302,254084,2034617,9162
199302,777437,5547247,13658
199302,678752,6379433,34040
199302,575861,7592412,57487
199303,671987,950090,33390
199308,425283,5328426,40099
199308,753692,3763642,55508
199303,630813,5006392,48241
199308,82160,5653692,9012
199308,50539,1769561,14754
199308,392200,4605365,58486
199303,375508,4915152,8853
199303,107028,3752982,18277
199302,682121,1283996,53966
199302,404912,3057825,36385
199312,211561,2040954,46322
199312,142886,4116229,41303
199312,357020,313409,15224
199312,421651,5644169,25968
199310,98054,824807,56677
199309,510038,5187649,35537
199309,136161,3081489,22433
199310,40341,4847309,7464
199306,389168,1478408,755
199307,87786,344113,23059
199307,213998,4451089,2307
199307,732235,878169,29326
199307,271828,881906,36873
199302,586590,7557977,41549
199302,120441,4195794,97
199302,794644,7251742,16646
199309,332146,5015299,22007
199309,608614,1939766,11086
199309,167006,4886442,11040
199303,394846,6086442,23655
199306,432244,2420660,50298
199306,710671,7992834,10802
199309,31700,474824,58497
199302,514735,8573579,19505
199302,739464,6999970,39778
199302,155643,7399275,19580
199303,501542,4192200,30599
199308,776278,1061724,1572
199308,750612,161270,53853
199311,739634,3479414,38527
199312,756736,1597295,21003
199312,661602,6346530,36209
199312,547188,2156589,3767
199312,574890,5776717,5601
199312,66496,2149860,56877
199306,558528,2954063,23730
199306,301709,4742032,51968
199311,251077,2216497,10726
199311,132405,6338934,18169
199305,354985,605871,24590
199306,199317,3709315,24050
199307,537587,6209068,40084
199309,198745,7153711,51359
199309,291877,6290582,27433
199301,293261,6145825,7372
199301,83277,3667385,38329
199308,518967,2752512,30680
199308,665977,8669398,53956
199308,784455,304805,41119
199311,788857,3852723,50920
199311,439620,3176905,32083
199311,677518,3517368,50624
199305,275941,3415969,45898
199305,723853,1287498,46577
199307,674812,5719482,27121
199307,756409,718031,48635
199310,573041,882303,53559
199310,698061,419375,44503
199310,299115,3088285,46812
199312,623036,2563407,53376
199312,574046,997937,40971
199312,80136,4763642,6707
199308,220328,4201811,8621
199307,575518,1093134,32043
199311,123757,6045646,29481
199304,71603,7715540,9429
199302,301027,897452,8288
199303,264079,2891362,35246
199309,548414,6162511,40190
199309,388896,5641028,45987
199301,12021,2032117,37178
199309,727378,2341296,53363
199308,346281,4248591,6221
199312,657300,1742576,35187
199304,343750,8351653,11840
199311,24851,3654699,35398
199311,54265,5069683,17749
199306,66271,3637573,56279
199301,729697,4957240,9996
199304,189229,4567632,25018
199310,359175,1935162,9612
199311,558511,2588089,59926
199311,243832,4746766,2714
199307,513599,782096,27446
199307,668043,3202879,36569
199311,135337,2529204,41126
199304,9553,1560540,33783
199307,481694,2299019,56368
199307,630033,3586212,21623
199307,152725,7491312,53469
199308,397155,4493930,22967
199311,727099,3790317,13472
199310,556766,2828892,16304
199310,759443,6841975,58808
199307,468846,355704,32189
199304,655974,2674896,25257
199302,641970,7682174,13136
199302,783466,3188726,33700
199309,22555,6306183,53751
199306,730620,4002680,53448
199302,410162,4263900,16839
199302,779151,5488795,50496
199302,780616,2327707,40961
199302,597502,156749,49474
199307,416392,1813400,10673
199307,450685,5829492,33443
199307,642823,3845890,39485
199301,488018,2689011,47319
199301,506392,2353456,44105
199305,315248,4704268,14869
199305,236999,1690110,7821
199305,355775,7355993,16158
199305,325671,5710957,53016
199303,651746,3622913,46817
199303,638189,328000,2804
199303,204926,543780,57579
199303,483120,1837764,24654
199305,123959,7384505,24816
199305,309117,764621,10664
199305,115419,4118191,902
199303,588304,6549285,39874
199303,65743,1988973,9080
199303,127407,6400292,15151
199303,526925,3634437,47401
199307,313166,3852283,42349
199311,114849,6458205,39937
199311,260047,2930457,472
199311,194740,8271007,56171
199311,194556,6470156,16402
199308,291016,4539556,50947
199310,422631,5690873,56358
199310,442884,2835286,32361
199307,114174,4264342,8106
199307,511177,806753,27769
199308,429858,1752073,39406
199308,371188,3948757,30571
199301,74468,282722,12731
199301,368166,1436550,58580
199301,747919,763149,3940
199312,145178,5274309,37779
199312,2639,7177829,24636
199312,338273,3375183,47297
199305,62006,4695768,51398
199305,238237,4606862,5950
199304,477425,5692341,19442
199304,68895,6575803,59883
199304,206733,5519297,18212
199310,475536,5686300,18699
199310,123629,6412165,36204
199308,610433,5186867,36597
199306,136156,590114,53443
199306,731524,5697759,36246
199302,259174,444198,41911
199302,293315,634525,11912
199306,616094,4454364,8132
199306,76591,614495,57809
199306,506967,2489138,20672
199308,128670,1513514,43025
199308,554915,772196,21290
199308,217368,3527000,3050
199308,487173,568473,9777
199312,604873,2586757,34181
199311,642195,4680550,30210
199311,562707,7381335,3520
199305,108859,5125380,36560
199306,376475,5267206,608
199306,211453,3838169,13146
199306,281809,4211938,18612
199307,52777,7534878,14969
199306,367585,480897,1943
199306,141400,5650288,13794
199301,341975,195645,27608
199311,512059,212063,8513
199304,100459,6293148,9837
199305,689754,7940900,4635
199307,169575,478569,33854
199307,436956,5622002,57561
199303,383540,5886919,53152
199301,98764,4013804,44030
199301,560815,1654446,27004
199311,341302,1693888,55883
199304,446175,1196267,22208
199304,452755,1656498,34859
199304,651293,1847726,30167
199304,671805,1895813,10539
199304,306620,2391116,40849
199306,555098,1712308,53167
199302,595819,3190040,9576
199303,579659,2555786,35994
199309,158225,6223617,57031
199301,361974,10078002,55440
199301,699121,4102889,38404
199301,666594,2471927,13940
199301,747138,2090516,56973
199301,338378,137386,402
199301,711960,7536716,28606
199304,45698,3188758,37257
199304,582478,6179382,12823
199310,454673,2233135,38239
199307,26583,5679039,36303
199306,584924,6496782,14717
199306,240980,6465985,58224
199305,600298,4416786,23444
199305,398175,2268771,46773
199307,368030,4842268,33778
199312,82984,3662516,7016
199312,647168,993580,33891
