"s_nation","d_year","lo_custkey","lo_revenue"
"CHINA",1997,733840,1505522
"INDIA",1992,23834,4965559
"JAPAN",1992,23834,3240874
"JAPAN",1996,695668,1880394
"INDONESIA",1996,695668,229375
"CHINA",1996,695668,3854887
"VIETNAM",1992,162062,7294984
"JAPAN",1992,162062,5315725
"VIETNAM",1992,162062,2442986
"JAPAN",1994,368497,2482719
"VIETNAM",1994,368497,5134713
"CHINA",1993,406226,6182132
"CHINA",1993,406226,1605257
"INDONESIA",1997,31394,2451777
"JAPAN",1995,230938,4370236
"JAPAN",1995,230938,1317335
"VIETNAM",1995,230938,7446681
"JAPAN",1995,230938,3344808
"INDONESIA",1993,552197,3164468
"INDIA",1995,861352,5186257
"INDIA",1995,861352,2761865
"JAPAN",1992,207865,4629829
"INDIA",1995,599656,2593185
"INDONESIA",1995,599656,7167576
"VIETNAM",1996,186037,7959987
"CHINA",1997,94322,577086
"JAPAN",1994,273901,2423771
"VIETNAM",1992,827111,6699676
"CHINA",1992,827111,2174959
"INDONESIA",1996,750305,7190132
"JAPAN",1996,610249,5879226
"INDONESIA",1995,153589,1357647
"INDONESIA",1996,613966,2578019
"INDIA",1993,747974,1408344
"CHINA",1995,886991,4488495
"JAPAN",1995,886991,1975397
"INDIA",1994,50729,1086540
"VIETNAM",1995,633118,7879552
"VIETNAM",1992,85786,3588374
"INDIA",1992,85786,1581126
"CHINA",1995,898406,1820313
"CHINA",1994,267140,4651284
"INDONESIA",1993,145757,6816728
"JAPAN",1993,145757,481854
"VIETNAM",1992,344206,1538390
"INDONESIA",1992,344206,3400208
"CHINA",1992,746197,949784
"VIETNAM",1993,765515,6388500
"CHINA",1993,501514,1744957
"INDONESIA",1996,426419,1520593
"JAPAN",1992,315560,4510151
"INDONESIA",1992,315560,3509714
"CHINA",1994,812923,4383024
"CHINA",1994,812923,6292641
"VIETNAM",1992,791869,3270335
"VIETNAM",1994,612487,3127637
"INDONESIA",1994,612487,3145251
"INDONESIA",1993,764155,5871821
"INDIA",1993,764155,2255752
"VIETNAM",1994,256729,7382310
"JAPAN",1996,233347,6858282
"CHINA",1996,233347,2556486
"INDIA",1993,533062,330581
"JAPAN",1992,356881,4185787
"CHINA",1993,482197,6488391
"INDONESIA",1993,172334,5127601
"INDONESIA",1995,203726,2622922
"VIETNAM",1997,420371,3549170
"CHINA",1997,420371,792317
"CHINA",1993,21884,5614365
"INDIA",1993,21884,4751190
"CHINA",1995,176129,5419240
"VIETNAM",1995,90020,411495
"INDIA",1995,90020,225442
"INDONESIA",1995,90020,4587204
"INDONESIA",1995,90020,1830690
"INDIA",1995,90020,2873733
"INDIA",1994,49619,2814660
"JAPAN",1992,786404,2837751
"VIETNAM",1994,581384,3401446
"INDIA",1994,581384,7058700
"CHINA",1994,581384,3665264
"VIETNAM",1994,581384,1373583
"CHINA",1995,681955,3553440
"INDONESIA",1995,99557,293327
"JAPAN",1992,231751,974405
"INDIA",1993,885235,5212292
"VIETNAM",1994,241942,6471013
"INDIA",1994,241942,1911736
"VIETNAM",1992,94166,1155030
"VIETNAM",1995,418966,4208139
"INDIA",1994,830407,7368721
"JAPAN",1993,340462,1774552
"JAPAN",1993,340462,7026554
"VIETNAM",1993,340462,4715201
"INDIA",1994,833827,5157089
"JAPAN",1994,100456,7416419
"VIETNAM",1992,841294,1576330
"VIETNAM",1992,841294,4202524
"JAPAN",1994,621991,114565
"CHINA",1997,605179,3583409
"VIETNAM",1997,605179,3034051
"INDONESIA",1993,627704,673839
"CHINA",1993,627704,974326
"CHINA",1997,735413,5672221
"JAPAN",1997,626899,3831003
"JAPAN",1992,859630,4716281
"JAPAN",1992,859630,5012888
"JAPAN",1992,752471,4670922
"JAPAN",1995,391381,1883316
"JAPAN",1996,717292,699874
"INDIA",1996,717292,3830394
"VIETNAM",1993,111632,2169512
"INDONESIA",1993,449626,6536592
"INDONESIA",1996,9103,1360982
"JAPAN",1995,287128,2533404
"JAPAN",1995,287128,4588560
"VIETNAM",1995,287128,3747230
"VIETNAM",1994,841004,3462393
"JAPAN",1994,317704,241559
"CHINA",1994,317704,1663309
"JAPAN",1993,31811,977592
"INDONESIA",1992,428995,901717
"CHINA",1992,428995,4385106
"CHINA",1992,209779,4915003
"INDIA",1992,209779,2725724
"INDIA",1992,839318,2789168
"JAPAN",1992,839318,7968647
"VIETNAM",1994,588856,676370
"CHINA",1996,765895,2923408
"INDIA",1996,765895,4657089
"JAPAN",1996,765895,361729
"VIETNAM",1995,579986,2184124
"JAPAN",1994,720500,8080440
"CHINA",1993,288688,696196
"JAPAN",1992,46174,2754943
"CHINA",1992,46174,518139
"VIETNAM",1992,46174,2908907
"CHINA",1995,305308,3615416
"VIETNAM",1996,423626,3645795
"JAPAN",1997,849418,4981851
"CHINA",1993,525085,6577564
"VIETNAM",1995,572807,5956735
"VIETNAM",1995,572807,7459096
"VIETNAM",1995,572807,5352246
"CHINA",1993,766634,6631376
"JAPAN",1993,766634,5120450
"INDIA",1993,766634,7607119
"INDONESIA",1992,764009,6970520
"INDONESIA",1996,397864,6458103
"CHINA",1994,698908,7954625
"INDONESIA",1994,698908,2962085
"INDONESIA",1994,698908,2617917
"VIETNAM",1994,698908,4468800
"VIETNAM",1994,624517,1321618
"INDONESIA",1992,455908,5792535
"VIETNAM",1992,455908,3709059
"INDONESIA",1997,41972,1587684
"INDONESIA",1995,708113,5706458
"VIETNAM",1995,708113,3701174
"INDONESIA",1992,459497,7553814
"JAPAN",1992,459497,4821275
"INDIA",1997,763888,4628471
"VIETNAM",1997,763888,5176211
"INDONESIA",1997,763888,4107339
"INDIA",1992,489367,4623742
"CHINA",1992,489367,1292787
"VIETNAM",1997,809113,7023891
"INDIA",1992,631637,5759898
"INDONESIA",1994,410734,1554563
"INDONESIA",1997,175318,471759
"INDIA",1997,175318,6791033
"VIETNAM",1993,588628,1193979
"INDONESIA",1994,242758,7926785
"CHINA",1992,312370,1677259
"CHINA",1993,230846,562480
"CHINA",1993,230846,1540775
"CHINA",1996,57115,4325399
"INDONESIA",1995,169630,2076817
"INDONESIA",1995,169630,6457598
"JAPAN",1992,667294,7499750
"INDIA",1992,667294,2898850
"JAPAN",1997,280498,3473717
"CHINA",1997,692080,1304552
"JAPAN",1995,185422,6296261
"INDONESIA",1994,566041,2062179
"CHINA",1992,436637,3254959
"INDIA",1997,856844,4648140
"JAPAN",1997,856844,1880424
"INDIA",1997,856844,5938105
"VIETNAM",1997,856844,3930595
"VIETNAM",1993,73066,1978673
"INDIA",1995,673346,3468368
"JAPAN",1995,673346,749657
"INDIA",1994,660037,4630816
"INDONESIA",1993,726163,3166315
"JAPAN",1997,596908,1681367
"INDIA",1992,773926,2130224
"VIETNAM",1992,773926,1653953
"INDIA",1992,773926,3555779
"CHINA",1996,551203,7875503
"INDIA",1993,888202,1342999
"INDONESIA",1995,10928,5714345
"CHINA",1992,185021,5018039
"INDIA",1995,131755,2055107
"CHINA",1995,131755,2362242
"VIETNAM",1994,330170,637858
"JAPAN",1992,661357,2707256
"JAPAN",1992,661357,298598
"INDIA",1993,75982,5618615
"JAPAN",1995,824432,3932294
"JAPAN",1992,35602,3663175
"CHINA",1992,35602,7160107
"INDIA",1993,729308,5526982
"VIETNAM",1993,729308,7277231
"INDONESIA",1993,442501,4897798
"INDONESIA",1997,314054,1223469
"INDONESIA",1997,314054,2334120
"INDIA",1997,314054,1419478
"VIETNAM",1997,314054,5482659
"VIETNAM",1993,510538,1450398
"JAPAN",1992,8131,3362228
"INDONESIA",1992,224702,1246004
"INDONESIA",1996,154934,3866586
"INDIA",1996,154934,4460280
"VIETNAM",1996,154934,5460134
"JAPAN",1995,707404,2330965
"INDONESIA",1997,334246,3430914
"JAPAN",1997,334246,1932779
"VIETNAM",1994,298334,3849767
"INDONESIA",1993,185011,463980
"INDONESIA",1992,590464,5498323
"VIETNAM",1992,590464,3802437
"VIETNAM",1992,499172,4851617
"VIETNAM",1994,676580,5348282
"CHINA",1994,676580,6520495
"JAPAN",1992,679151,4564759
"INDONESIA",1992,685405,8212715
"JAPAN",1992,685405,3742481
"VIETNAM",1997,498628,808632
"CHINA",1994,458635,3526704
"VIETNAM",1993,669493,2282407
"VIETNAM",1997,353536,3907660
"VIETNAM",1997,353536,2738451
"CHINA",1994,61810,5827252
"CHINA",1994,61810,7205221
"JAPAN",1992,557146,1962862
"CHINA",1992,557146,2214435
"INDIA",1995,735326,4072673
"CHINA",1993,722653,437882
"JAPAN",1997,719188,195437
"INDIA",1995,360745,4780577
"VIETNAM",1995,360745,4923647
"VIETNAM",1996,587782,3387654
"CHINA",1996,326731,4905033
"JAPAN",1996,436273,752134
"INDIA",1995,112189,4615804
"JAPAN",1994,35455,5592587
"VIETNAM",1992,855266,3344295
"JAPAN",1992,855266,1576886
"JAPAN",1992,855266,94377
"INDONESIA",1994,198505,2490374
"INDIA",1997,867280,1804522
"INDIA",1997,867280,4897437
"INDIA",1995,845159,618517
"CHINA",1997,164482,6700130
"INDONESIA",1997,530089,3871514
"INDONESIA",1997,530089,187973
"CHINA",1996,512009,3427476
"INDONESIA",1994,86927,533044
"INDIA",1995,272333,3024720
"VIETNAM",1993,171097,3745422
"CHINA",1993,171097,4884172
"JAPAN",1995,113615,4747709
"JAPAN",1997,610849,1628932
"INDONESIA",1995,708799,1422716
"VIETNAM",1997,69002,1907272
"JAPAN",1997,69002,2493015
"VIETNAM",1994,514937,2989025
"INDONESIA",1996,203149,877909
"INDIA",1994,595873,2829260
"INDONESIA",1994,510358,3075081
"JAPAN",1994,510358,7401982
"VIETNAM",1993,296059,5068560
"VIETNAM",1993,296059,2327254
"INDONESIA",1994,282109,7220965
"JAPAN",1994,282109,3256767
"CHINA",1994,282109,2242981
"INDONESIA",1997,200438,6690173
"INDIA",1997,332557,628140
"VIETNAM",1994,231802,369573
"INDONESIA",1994,414658,7034808
"CHINA",1994,414658,5632718
"INDIA",1992,447760,4446159
"VIETNAM",1995,588245,4555116
"INDIA",1993,744877,5450848
"JAPAN",1993,744877,494111
"INDONESIA",1997,132661,595060
"JAPAN",1997,325196,3119694
"INDIA",1992,800992,6822219
"INDONESIA",1992,800992,294305
"CHINA",1992,800992,1890433
"JAPAN",1993,233308,7960227
"INDIA",1993,233308,3850176
"INDONESIA",1996,762767,6470244
"INDIA",1993,208646,6278103
"CHINA",1993,208646,5283631
"CHINA",1996,688294,3107062
"JAPAN",1996,432001,4357026
"INDONESIA",1996,432001,4343015
"CHINA",1992,332746,488567
"INDONESIA",1996,734645,3066845
"VIETNAM",1996,734645,5857579
"INDONESIA",1996,346225,7002589
"VIETNAM",1996,346225,5336910
"CHINA",1996,346225,1663884
"INDIA",1993,470762,7668065
"VIETNAM",1996,188833,510123
"INDONESIA",1994,265339,5028414
"INDIA",1994,265339,4673939
"VIETNAM",1996,71281,6883973
"JAPAN",1993,116471,5102539
"INDONESIA",1993,116471,2717071
"JAPAN",1993,116471,5198202
"VIETNAM",1997,27908,3532960
"VIETNAM",1996,136523,3555818
"JAPAN",1996,429154,5314814
"CHINA",1992,168773,8596597
"VIETNAM",1995,666565,4038905
"INDIA",1992,636406,4180731
"INDONESIA",1995,449248,7216969
"VIETNAM",1993,238883,8463654
"CHINA",1996,620005,3273970
"JAPAN",1997,601823,2774507
"INDONESIA",1994,502411,3940367
"JAPAN",1994,473462,6992059
"JAPAN",1994,473462,2335434
"JAPAN",1993,751648,4315827
"CHINA",1997,518944,985361
"INDIA",1992,891736,1901161
"INDIA",1992,891736,235554
"JAPAN",1992,33550,4290871
"INDIA",1992,20425,583330
"JAPAN",1993,114577,5143038
"CHINA",1993,114577,3700501
"INDIA",1996,569282,3113107
"INDONESIA",1993,13414,5042188
"VIETNAM",1993,13414,5724037
"CHINA",1993,13414,3038089
"INDONESIA",1993,13414,3075056
"CHINA",1997,522230,9917355
"JAPAN",1994,614176,4232673
"INDIA",1994,614176,938124
"INDIA",1994,614176,941787
"CHINA",1995,620573,5909479
"VIETNAM",1995,764644,1321790
"CHINA",1995,764644,5106576
"INDONESIA",1992,271463,8650165
"CHINA",1993,254461,2664752
"INDONESIA",1993,254461,4232828
"VIETNAM",1993,254461,2190400
"INDIA",1997,678233,1554585
"JAPAN",1997,678233,5417445
"CHINA",1995,140356,1451459
"JAPAN",1993,340705,5614639
"INDIA",1994,663706,3200950
"JAPAN",1996,502655,5410527
"JAPAN",1993,712843,2215951
"JAPAN",1993,712843,883697
"VIETNAM",1996,228197,3037745
"INDIA",1996,228197,1188678
"INDONESIA",1995,523112,1129607
"CHINA",1995,459583,7600477
"INDONESIA",1995,459583,2925547
"INDONESIA",1996,740831,3576355
"INDONESIA",1996,740831,1189735
"JAPAN",1995,463634,854814
"INDIA",1992,677845,3935880
"INDONESIA",1992,677845,5678610
"INDONESIA",1994,343492,616562
"INDONESIA",1993,574417,3188169
"CHINA",1993,574417,2442276
"VIETNAM",1997,609859,3934543
"CHINA",1997,144206,2269928
"VIETNAM",1997,144206,4995585
"JAPAN",1997,144206,4839984
"INDONESIA",1997,144206,1308954
"INDONESIA",1996,868774,2760518
"INDIA",1993,754592,1228512
"INDIA",1997,869656,6220980
"JAPAN",1996,275119,6783520
"JAPAN",1996,275119,7650598
"JAPAN",1995,622562,9289976
"INDONESIA",1993,729400,7026550
"VIETNAM",1997,113227,2475973
"CHINA",1997,113227,2835713
"JAPAN",1993,375970,6898720
"CHINA",1993,375970,2597084
"INDIA",1993,33266,7756261
"JAPAN",1995,866461,4931251
"VIETNAM",1993,595858,4504275
"VIETNAM",1993,595858,4008381
"INDIA",1993,595858,6729525
"VIETNAM",1996,253148,1516298
"CHINA",1995,354853,5914368
"INDONESIA",1992,234664,8550284
"VIETNAM",1992,234664,1287411
"CHINA",1992,234664,6240594
"JAPAN",1997,719827,4797991
"INDIA",1992,307352,3427051
"JAPAN",1992,307352,3340290
"VIETNAM",1997,563455,5149023
"INDIA",1997,95920,1324456
"VIETNAM",1995,224384,5400096
"VIETNAM",1996,215912,2771535
"VIETNAM",1992,444194,3361105
"JAPAN",1992,387532,7250191
"INDIA",1996,835190,768951
"INDIA",1993,308422,282910
"VIETNAM",1992,539383,7418009
"INDIA",1993,139981,5304209
"CHINA",1994,249904,2089505
"CHINA",1993,597170,925543
"CHINA",1993,304081,1404119
"INDONESIA",1993,485531,7755480
"INDONESIA",1992,677834,4088834
"INDIA",1994,500326,3975859
"JAPAN",1994,500326,1934085
"CHINA",1993,147515,1801814
"VIETNAM",1994,137524,2147796
"INDIA",1994,138175,6003562
"INDONESIA",1993,152467,4399986
"CHINA",1993,203047,2301808
"JAPAN",1993,203047,5108659
"INDIA",1993,695092,1628503
"VIETNAM",1995,312680,1466460
"VIETNAM",1995,312680,4104175
"CHINA",1995,835954,2234053
"VIETNAM",1995,835954,5456405
"INDIA",1992,331837,1020907
"INDIA",1992,331837,1360729
"INDIA",1992,253435,6511005
"CHINA",1997,664165,4272364
"VIETNAM",1992,808898,2424448
"JAPAN",1992,808898,3847893
"JAPAN",1993,797620,2094150
"JAPAN",1994,68206,542315
"JAPAN",1994,68206,1028629
"VIETNAM",1997,342329,3382500
"JAPAN",1996,372854,5686300
"VIETNAM",1997,747907,5279220
"INDIA",1992,383386,7252290
"CHINA",1996,451243,8264189
"INDIA",1996,451243,1635997
"VIETNAM",1994,634312,7506343
"INDONESIA",1996,110017,7165613
"CHINA",1996,110017,2337753
"CHINA",1997,837022,3682735
"CHINA",1997,837022,2600294
"CHINA",1997,837022,2859827
"CHINA",1993,34954,6169167
"INDONESIA",1992,661027,5426432
"INDIA",1992,661027,1963277
"INDONESIA",1996,505642,4845072
"JAPAN",1992,493286,5063129
"CHINA",1996,210022,2247761
"JAPAN",1995,298105,2594841
"INDONESIA",1994,819115,1476370
"INDIA",1994,647843,4830583
"CHINA",1994,89038,7019461
"INDIA",1995,644077,2088976
"VIETNAM",1995,644077,774455
"VIETNAM",1994,630278,6684388
"CHINA",1993,76588,3563611
"JAPAN",1994,182164,5647043
"JAPAN",1997,712081,3610066
"CHINA",1997,712081,833937
"JAPAN",1996,627001,3116494
"VIETNAM",1995,785105,6458792
"INDIA",1995,785105,4950639
"INDIA",1995,347567,609791
"INDONESIA",1995,347567,8230455
"INDONESIA",1993,270649,4752688
"VIETNAM",1993,270649,2532280
"INDIA",1997,188189,199821
"VIETNAM",1996,412666,1789729
"JAPAN",1996,52007,6268822
"CHINA",1992,468686,7888122
"INDONESIA",1992,468686,2997900
"VIETNAM",1996,424354,479047
"INDONESIA",1996,424354,1354458
"JAPAN",1996,95729,108288
"VIETNAM",1992,605413,2750617
"INDONESIA",1995,814060,4024166
"INDONESIA",1995,814060,7616044
"INDIA",1995,814060,843310
"VIETNAM",1993,89512,6799733
"VIETNAM",1994,503444,4640884
"INDIA",1995,483037,1218478
"JAPAN",1997,705310,748995
"VIETNAM",1992,512737,5314610
"VIETNAM",1996,40702,1594945
"JAPAN",1992,60928,8146898
"INDONESIA",1997,693055,7916342
"INDONESIA",1997,693055,1397667
"VIETNAM",1997,374821,3047680
"INDIA",1994,489251,1825464
"INDONESIA",1994,489251,3566576
"INDONESIA",1997,434221,134483
"INDONESIA",1997,434221,6260324
"INDIA",1997,434221,5644167
"CHINA",1997,77218,2411799
"CHINA",1996,6932,4889281
"INDONESIA",1995,389662,5885832
"VIETNAM",1995,389662,1132819
"CHINA",1997,630938,5186417
"CHINA",1997,630938,2846275
"JAPAN",1993,359258,6880132
"INDONESIA",1993,359258,6789502
"INDONESIA",1993,233956,4076580
"VIETNAM",1995,546145,1002877
"CHINA",1995,546145,2682836
"INDONESIA",1995,546145,328994
"VIETNAM",1994,543292,4290644
"JAPAN",1994,543292,3041454
"JAPAN",1992,51979,6047043
"INDONESIA",1992,588338,7412375
"INDIA",1997,422270,2686194
"INDONESIA",1997,422270,149722
"CHINA",1993,581006,5422923
"CHINA",1993,863170,506822
"JAPAN",1994,710350,3005760
"VIETNAM",1994,341746,826012
"INDIA",1996,816808,3103840
"CHINA",1994,379054,441979
"INDIA",1992,84551,2707996
"INDIA",1992,572494,5438873
"INDONESIA",1992,572494,6216765
"CHINA",1992,572494,7621802
"CHINA",1993,897803,6119429
"VIETNAM",1993,897803,4866374
"JAPAN",1993,897803,7626576
"VIETNAM",1997,865261,1829968
"VIETNAM",1997,865261,4441001
"INDONESIA",1997,865261,2560516
"VIETNAM",1993,677852,6123424
"CHINA",1993,677852,7165562
"CHINA",1994,310492,632679
"JAPAN",1994,310492,4739906
"CHINA",1994,222263,4621662
"INDONESIA",1994,378605,1639892
"VIETNAM",1992,210967,2008583
"JAPAN",1994,621091,4937432
"INDIA",1997,468211,5070971
"VIETNAM",1997,551587,2489613
"JAPAN",1997,551587,4955722
"INDIA",1997,551587,6087708
"JAPAN",1995,381961,6477396
"INDIA",1995,381961,5198402
"INDONESIA",1994,565867,1716649
"JAPAN",1995,194030,7145203
"VIETNAM",1994,506681,6604086
"JAPAN",1994,506681,7987909
"INDONESIA",1993,871892,4847207
"INDIA",1996,427832,1850934
"VIETNAM",1995,457534,352401
"CHINA",1992,144892,4424541
"INDIA",1997,409813,6399302
"VIETNAM",1997,409813,4987090
"INDONESIA",1993,212663,4012328
"CHINA",1995,317546,2493720
"INDONESIA",1995,317546,1381773
"INDONESIA",1995,317546,3030017
"VIETNAM",1997,881869,4163481
"INDIA",1993,409408,4924722
"INDIA",1994,386645,429718
"INDIA",1995,86515,4791554
"INDIA",1993,543949,5427171
"INDONESIA",1994,844291,3188300
"VIETNAM",1992,594602,3026555
"INDIA",1997,130772,5760678
"JAPAN",1992,890323,5463860
"CHINA",1996,229616,1218169
"INDIA",1994,846077,837272
"VIETNAM",1994,846077,1041509
"CHINA",1994,846077,2473167
"INDONESIA",1997,4853,1763868
"JAPAN",1993,557158,4980048
"INDONESIA",1992,362476,900538
"INDONESIA",1993,18286,1623265
"INDONESIA",1993,18286,5520811
"JAPAN",1992,401716,1067238
"VIETNAM",1997,94333,1496433
"CHINA",1997,94333,109747
"VIETNAM",1992,552454,545876
"CHINA",1992,552454,1177603
"INDIA",1996,676891,463183
"VIETNAM",1996,676891,5131368
"JAPAN",1996,500416,8046836
"JAPAN",1992,889696,4066455
"INDONESIA",1992,889696,6204491
"VIETNAM",1992,275557,1067004
"INDIA",1995,39745,6816924
"INDIA",1997,191632,2942568
"VIETNAM",1993,812717,8943165
"CHINA",1993,812717,1680480
"JAPAN",1993,812717,3755592
"JAPAN",1993,812717,3626845
"INDONESIA",1995,17998,6305677
"CHINA",1995,794366,1609608
"VIETNAM",1995,794366,5795242
"INDONESIA",1994,451028,149697
"INDIA",1994,451028,4139721
"JAPAN",1995,461863,4058613
"VIETNAM",1992,130661,2421938
"JAPAN",1995,347986,5309875
"INDIA",1995,347986,2136379
"VIETNAM",1997,234661,5968512
"JAPAN",1996,392363,2444274
"CHINA",1996,392363,4148298
"CHINA",1996,392363,2145241
"INDONESIA",1996,392363,3856332
"INDIA",1995,721372,2055955
"INDIA",1995,721372,229224
"INDIA",1992,559336,1194432
"CHINA",1993,241759,2263165
"INDIA",1993,241759,6938919
"CHINA",1997,637397,974883
"VIETNAM",1997,637397,2876162
"JAPAN",1993,187544,3114162
"INDIA",1997,171394,9148275
"VIETNAM",1997,171394,2747557
"VIETNAM",1994,606178,5156127
"VIETNAM",1996,13546,5132328
"INDIA",1993,837307,2482309
"INDIA",1997,389485,9814500
"JAPAN",1992,279835,2419747
"INDIA",1992,655063,1384126
"INDONESIA",1992,655063,5224234
"INDONESIA",1992,834451,3981620
"VIETNAM",1994,796292,5180844
"CHINA",1997,277396,8038018
"CHINA",1997,681478,3135945
"INDIA",1997,681478,3331577
"INDONESIA",1992,174577,1650769
"INDIA",1992,174577,251248
"CHINA",1992,174577,275367
"VIETNAM",1995,62173,1429841
"INDONESIA",1995,62173,6551790
"INDIA",1995,36679,2817849
"INDONESIA",1995,36679,3245685
"CHINA",1994,836638,5650224
"INDONESIA",1997,22703,2969983
"CHINA",1996,856453,3029205
"INDONESIA",1992,36895,5290814
"CHINA",1994,874190,7636334
"INDONESIA",1994,874190,110065
"INDIA",1994,874190,1025101
"VIETNAM",1997,292,613170
"INDIA",1996,393085,4296411
"INDONESIA",1992,556529,3420626
"INDIA",1992,556529,1181088
"INDONESIA",1995,774343,253866
"CHINA",1996,364000,5760097
"JAPAN",1996,364000,2841204
"INDIA",1994,734297,3760075
"INDIA",1995,519872,576590
"JAPAN",1994,173552,6299120
"CHINA",1995,885070,3719228
"CHINA",1995,885070,2665774
"INDONESIA",1997,139657,247154
"JAPAN",1997,139657,3627895
"CHINA",1992,323024,6384342
"CHINA",1994,249448,8463411
"INDONESIA",1995,270847,4873909
"VIETNAM",1996,616444,4412991
"INDIA",1996,616444,5249510
"CHINA",1995,642971,1527835
"INDIA",1996,105248,4616131
"JAPAN",1997,162601,1118522
"INDIA",1997,401548,4789941
"INDIA",1993,601006,706928
"CHINA",1994,391135,538879
"CHINA",1992,94702,911173
"JAPAN",1992,425362,5412428
"CHINA",1992,572962,5329918
"JAPAN",1992,671414,3191963
"INDONESIA",1992,241801,5801426
"JAPAN",1997,269309,5688504
"JAPAN",1992,897065,5663910
"JAPAN",1997,155183,4589507
"CHINA",1997,155183,4197320
"VIETNAM",1993,851335,3030532
"INDIA",1997,857605,4720606
"CHINA",1997,857605,1953867
"INDONESIA",1997,243380,2859344
"INDONESIA",1994,880229,5000609
"CHINA",1993,705589,797781
"INDIA",1995,792595,4745873
"VIETNAM",1994,217255,1414353
"INDIA",1995,76111,3187460
"CHINA",1995,76111,4633530
"INDIA",1995,76111,909561
"CHINA",1995,3143,3839443
"CHINA",1995,619105,7261150
"JAPAN",1992,369347,3239929
"INDONESIA",1995,308293,3482295
"CHINA",1997,155665,1634753
"JAPAN",1994,835504,5453918
"JAPAN",1992,226174,3075528
"INDIA",1994,584317,6407194
"CHINA",1994,694540,4486590
"INDONESIA",1994,375820,5830679
"JAPAN",1994,375820,1641246
"INDONESIA",1993,179059,1255937
"VIETNAM",1992,871534,2629272
"VIETNAM",1992,871534,3731235
"JAPAN",1994,459100,110885
"INDIA",1995,847021,4154269
"INDONESIA",1992,571987,4646506
"CHINA",1992,571987,5155457
"CHINA",1992,571987,8052772
"INDONESIA",1993,479614,1407687
"JAPAN",1993,734579,126346
"JAPAN",1995,500224,842852
"INDIA",1993,363344,4575774
"JAPAN",1993,363344,3113755
"INDONESIA",1993,363344,7245745
"VIETNAM",1993,363344,5082800
"JAPAN",1994,857333,5152983
"JAPAN",1992,179147,6640382
"JAPAN",1992,417944,1041682
"VIETNAM",1997,49144,3820077
"INDIA",1996,24586,7542961
"JAPAN",1996,24586,3225653
"VIETNAM",1994,84790,308306
"INDIA",1994,84790,1359685
"INDONESIA",1994,353278,3911175
"JAPAN",1994,353278,1501347
"JAPAN",1995,236471,1900361
"CHINA",1995,236471,4430892
"VIETNAM",1995,465896,210698
"INDIA",1994,306043,2168160
"INDONESIA",1994,306043,2172554
"JAPAN",1994,306043,2456492
"CHINA",1993,163132,6419957
"CHINA",1993,857155,2197318
"INDIA",1992,21985,2676854
"INDIA",1996,468289,5556154
"INDIA",1995,150176,8559999
"JAPAN",1997,395230,7102084
"VIETNAM",1997,395230,4213114
"INDIA",1992,628012,4826540
"INDIA",1992,628012,155061
"VIETNAM",1997,664916,4289307
"CHINA",1997,664916,2082915
"JAPAN",1992,186019,1774845
"CHINA",1992,716594,5723596
"VIETNAM",1994,286720,3459424
"INDONESIA",1994,286720,5901087
"CHINA",1994,290495,3877633
"CHINA",1996,519529,6316928
"INDONESIA",1993,820349,2884233
"JAPAN",1992,123307,4153899
"INDONESIA",1995,841852,1897259
"INDONESIA",1992,41828,3212123
"VIETNAM",1995,95305,3350256
"CHINA",1997,661061,339407
"INDONESIA",1997,661061,2462374
"CHINA",1995,135359,1105308
"VIETNAM",1995,135359,2937403
"JAPAN",1995,667786,7966312
"VIETNAM",1994,466562,1292840
"VIETNAM",1994,466562,5826859
"VIETNAM",1993,201844,3330162
"INDIA",1995,266683,5470331
"VIETNAM",1992,341110,1864367
"INDIA",1996,13864,8737060
"INDIA",1996,64888,3053159
"VIETNAM",1996,64888,3488940
"INDIA",1995,659876,1023391
"VIETNAM",1995,659876,6886460
"INDONESIA",1996,597094,6805265
"JAPAN",1996,597094,7647198
"INDIA",1992,665228,6107763
"JAPAN",1997,676825,5802090
"INDONESIA",1997,676825,116927
"INDIA",1996,299599,5930783
"INDIA",1996,299599,5063214
"VIETNAM",1996,729823,3362607
"VIETNAM",1993,30982,2709371
"VIETNAM",1994,482852,3076290
"CHINA",1996,879331,2153961
"INDIA",1992,899579,7506927
"VIETNAM",1992,899579,5143659
"INDIA",1994,112745,2808424
"CHINA",1997,395878,542953
"INDIA",1995,782021,1021591
"JAPAN",1992,714446,2922301
"INDONESIA",1993,778375,4863625
"INDONESIA",1994,625592,5657644
"VIETNAM",1997,520243,1608039
"INDIA",1995,199505,3378658
"INDIA",1992,236857,2333163
"VIETNAM",1995,22963,3982201
"INDONESIA",1995,22963,1725028
"CHINA",1994,222028,1276918
"INDONESIA",1992,201547,2830132
"VIETNAM",1992,669868,965858
"JAPAN",1996,647146,4003668
"INDIA",1996,647146,3041870
"INDONESIA",1992,579848,4661336
"JAPAN",1992,579848,6641050
"INDONESIA",1992,425191,4835681
"INDONESIA",1992,425191,7077217
"JAPAN",1992,425191,969603
"CHINA",1992,425191,5519667
"VIETNAM",1996,278360,1789275
"CHINA",1993,778906,354115
"CHINA",1997,553129,1663375
"JAPAN",1997,553129,6180129
"VIETNAM",1992,811466,2749043
"CHINA",1994,595013,1551485
"JAPAN",1995,482011,2371415
"INDONESIA",1995,482011,5290100
"INDIA",1995,482011,2969337
"VIETNAM",1994,891883,1708609
