"s_city","d_year","lo_custkey","lo_revenue"
"UNITED ST8",1994,510485,3277347
"UNITED ST9",1994,510485,5117634
"UNITED ST6",1996,613129,6352992
"UNITED ST9",1997,159724,1533517
"UNITED ST4",1993,58402,3027963
"UNITED ST0",1994,562175,6126835
"UNITED ST9",1995,756436,3289006
"UNITED ST6",1995,410950,4210327
"UNITED ST6",1993,748381,634045
"UNITED ST6",1997,567307,5472149
"UNITED ST5",1997,149974,2952070
"UNITED ST0",1997,547177,3311521
"UNITED ST8",1992,653725,4405092
"UNITED ST1",1992,653725,2173763
"UNITED ST7",1993,825514,1779156
"UNITED ST3",1992,536884,4172476
"UNITED ST9",1992,536884,4220938
"UNITED ST2",1992,536884,2462934
"UNITED ST0",1997,7483,4611086
"UNITED ST9",1995,649937,4122335
"UNITED ST0",1994,175474,2506066
"UNITED ST5",1995,783878,4000218
"UNITED ST1",1992,426146,3995319
"UNITED ST6",1994,427436,1695067
"UNITED ST4",1995,618985,4327881
"UNITED ST4",1996,171025,6060193
"UNITED ST6",1996,685627,3894833
"UNITED ST8",1996,685627,5249480
"UNITED ST2",1996,556799,3989185
"UNITED ST0",1994,65665,4236589
"UNITED ST9",1995,395603,5535020
"UNITED ST0",1993,635681,7668254
"UNITED ST9",1997,611818,1926460
"UNITED ST2",1996,148045,5582698
"UNITED ST9",1994,400076,7731814
"UNITED ST6",1993,168517,1428717
"UNITED ST4",1992,592483,1730329
"UNITED ST5",1996,378617,1173595
"UNITED ST9",1996,402931,627742
"UNITED ST0",1995,369475,154446
"UNITED ST2",1997,580114,570888
"UNITED ST0",1993,80902,953955
"UNITED ST4",1995,690211,5001863
"UNITED ST5",1994,618451,1164723
"UNITED ST8",1993,417938,2499544
"UNITED ST9",1995,760453,7799838
"UNITED ST5",1994,444374,2538580
"UNITED ST3",1995,340478,4441471
"UNITED ST3",1996,824159,1380250
"UNITED ST4",1992,320956,5911110
"UNITED ST9",1992,320956,4535377
"UNITED ST8",1993,687511,5043270
"UNITED ST3",1992,778909,2014252
"UNITED ST8",1994,831727,5804020
"UNITED ST2",1996,16963,1558250
"UNITED ST0",1992,93838,7679023
"UNITED ST4",1992,93838,6490533
"UNITED ST1",1997,621619,4683452
"UNITED ST4",1997,482240,519764
"UNITED ST8",1996,68762,694986
"UNITED ST8",1994,372781,2618282
"UNITED ST7",1993,776131,6361469
"UNITED ST6",1997,706870,5443248
"UNITED ST8",1997,532142,4564085
"UNITED ST8",1994,545239,4459518
"UNITED ST0",1996,770179,3209787
"UNITED ST7",1996,770179,258959
"UNITED ST8",1993,129559,2449336
"UNITED ST4",1996,373135,5446418
"UNITED ST8",1997,453346,4581312
"UNITED ST0",1995,117499,2198848
"UNITED ST3",1992,597349,6810966
"UNITED ST9",1994,796954,5535543
"UNITED ST8",1993,756565,2063624
"UNITED ST3",1993,374699,6291756
"UNITED ST4",1996,227302,4679682
"UNITED ST5",1997,107065,3402459
"UNITED ST1",1992,879952,124971
"UNITED ST3",1994,111755,1812762
"UNITED ST6",1996,552868,4685909
"UNITED ST3",1993,165355,6493960
"UNITED ST5",1994,618640,1201008
"UNITED ST2",1993,779390,4043809
"UNITED ST7",1995,258239,824068
"UNITED ST9",1995,258239,2586563
"UNITED ST3",1994,412336,3434309
"UNITED ST9",1996,647068,2820763
"UNITED ST9",1993,448417,5747899
"UNITED ST8",1993,448417,4337747
"UNITED ST6",1995,274540,512354
"UNITED ST1",1996,754030,1884780
"UNITED ST3",1993,471502,6450376
"UNITED ST4",1995,9370,4072001
"UNITED ST6",1994,503095,2266700
"UNITED ST7",1997,872593,2956608
"UNITED ST0",1992,20608,2364057
"UNITED ST5",1996,870310,3128603
"UNITED ST8",1993,55369,244831
"UNITED ST0",1995,532790,1426187
"UNITED ST0",1995,487583,265001
"UNITED ST6",1992,303175,821918
"UNITED ST0",1997,330250,2802055
"UNITED ST0",1994,354251,4128031
"UNITED ST8",1997,871594,7222178
"UNITED ST8",1992,668884,2022001
"UNITED ST3",1994,721039,1898484
"UNITED ST1",1992,645796,3833648
"UNITED ST8",1996,693194,758784
"UNITED ST0",1994,711283,1291152
"UNITED ST9",1994,711283,3791477
"UNITED ST0",1995,22921,2949583
"UNITED ST2",1996,28231,2303910
"UNITED ST5",1993,876457,2403684
"UNITED ST7",1993,557989,3492865
"UNITED ST5",1995,752227,3480242
"UNITED ST2",1996,433327,6741493
"UNITED ST8",1995,467393,5234450
"UNITED ST0",1997,263438,901389
"UNITED ST3",1993,574279,5363121
"UNITED ST0",1993,428120,4468008
"UNITED ST1",1995,364904,3714175
"UNITED ST2",1996,732319,2292398
"UNITED ST6",1996,644009,1235506
"UNITED ST1",1997,86477,3276776
"UNITED ST2",1997,528023,2950594
"UNITED ST6",1996,464657,3495616
"UNITED ST3",1995,179488,1517822
"UNITED ST8",1997,307630,3713278
"UNITED ST2",1997,307630,3693844
"UNITED ST6",1996,270223,6774478
"UNITED ST4",1995,44440,2380578
"UNITED ST7",1994,787870,8690604
"UNITED ST3",1993,16682,3690910
"UNITED ST6",1993,16682,5528766
"UNITED ST7",1996,136507,5899919
"UNITED ST9",1996,206278,4828467
"UNITED ST0",1995,826912,1858793
"UNITED ST5",1992,399754,2994260
"UNITED ST0",1993,254026,3207093
"UNITED ST0",1994,295921,2777769
"UNITED ST7",1993,138910,5631568
"UNITED ST5",1993,743638,3081382
"UNITED ST8",1994,581347,5322251
"UNITED ST7",1993,792740,1418396
"UNITED ST4",1996,864628,708300
"UNITED ST6",1992,373688,2761105
"UNITED ST3",1995,357341,2127388
"UNITED ST2",1994,263701,455137
"UNITED ST9",1996,159740,1036896
"UNITED ST4",1996,159740,3615768
"UNITED ST2",1993,67882,487169
"UNITED ST8",1996,790417,4573895
"UNITED ST7",1997,754399,5584020
"UNITED ST1",1996,438739,4035849
"UNITED ST1",1994,2677,7051869
"UNITED ST0",1997,885032,274059
"UNITED ST0",1994,418528,560416
"UNITED ST4",1995,738370,5822673
"UNITED ST5",1992,361154,4274601
"UNITED ST8",1997,316730,5474918
"UNITED ST1",1996,171392,7950510
"UNITED ST1",1994,579383,3458681
"UNITED ST0",1995,240659,1087484
"UNITED ST6",1992,140464,7183527
"UNITED ST0",1995,640777,3717996
"UNITED ST1",1993,117412,5904163
"UNITED ST6",1994,850352,1176537
"UNITED ST2",1992,750388,3127231
"UNITED ST2",1993,55129,4590931
"UNITED ST7",1993,427403,2350190
"UNITED ST1",1994,71968,6198122
"UNITED ST1",1997,860713,2648751
"UNITED ST0",1995,546076,3882326
"UNITED ST7",1995,839698,247602
"UNITED ST5",1995,839698,2622589
"UNITED ST6",1992,497743,3110919
"UNITED ST8",1997,453523,3669199
"UNITED ST1",1996,257428,1019291
"UNITED ST8",1994,840103,2366240
"UNITED ST4",1997,616213,1456431
"UNITED ST5",1994,874708,1902700
"UNITED ST2",1997,132118,5018128
"UNITED ST6",1993,825500,3561262
"UNITED ST5",1994,439310,7085192
"UNITED ST2",1994,600106,4239406
"UNITED ST8",1995,342826,2104459
"UNITED ST3",1993,332333,4924598
"UNITED ST9",1994,108121,3199572
"UNITED ST4",1994,619801,2868504
"UNITED ST8",1996,268924,4279218
"UNITED ST3",1996,152617,1483228
"UNITED ST1",1997,89221,2897154
"UNITED ST0",1994,332608,2438647
"UNITED ST7",1994,285311,7558977
"UNITED ST7",1997,5551,2998051
"UNITED ST1",1995,463807,5387164
"UNITED ST0",1993,174926,7843214
"UNITED ST6",1994,59093,2143612
"UNITED ST5",1996,189496,3575526
"UNITED ST0",1995,757225,2115447
"UNITED ST2",1995,85858,6071795
"UNITED ST7",1992,477355,150382
"UNITED ST7",1995,296872,1378503
"UNITED ST5",1993,709238,6252627
"UNITED ST8",1995,743942,154182
"UNITED ST0",1992,286540,6550869
"UNITED ST8",1997,817087,3315516
"UNITED ST0",1993,217861,4340179
"UNITED ST3",1996,847052,292038
"UNITED ST0",1996,847052,5312122
"UNITED ST2",1996,377090,4972275
"UNITED ST1",1992,695747,5143518
"UNITED ST0",1993,611176,2695232
"UNITED ST1",1994,668111,2672471
"UNITED ST7",1995,817483,4267802
"UNITED ST9",1993,23513,3538810
"UNITED ST8",1993,23513,1661372
"UNITED ST9",1997,744862,1264590
"UNITED ST8",1995,48343,1873228
"UNITED ST8",1993,687643,2701160
"UNITED ST8",1992,465976,3316959
"UNITED ST4",1997,705710,1896467
"UNITED ST0",1997,705710,221554
"UNITED ST3",1994,372178,4961195
"UNITED ST7",1997,255014,2107501
"UNITED ST8",1997,506854,3904003
"UNITED ST3",1995,604732,1533437
"UNITED ST8",1995,604732,3889398
"UNITED ST0",1992,858883,3687692
"UNITED ST6",1993,129268,4218481
"UNITED ST4",1994,334489,5770750
"UNITED ST3",1995,263884,5842896
"UNITED ST8",1992,391246,6077964
"UNITED ST4",1997,572189,6829255
"UNITED ST9",1995,400838,3950434
"UNITED ST1",1996,180518,8627055
"UNITED ST2",1996,180518,2317985
"UNITED ST9",1995,453092,160186
"UNITED ST0",1996,35674,7282512
"UNITED ST7",1993,489020,2208480
"UNITED ST1",1993,844489,9469500
"UNITED ST9",1994,670225,1961463
"UNITED ST4",1994,670225,428958
"UNITED ST1",1992,110500,1558904
"UNITED ST7",1994,447368,4601330
"UNITED ST9",1996,815998,4317456
"UNITED ST6",1994,584737,5890135
"UNITED ST0",1996,747161,4824549
"UNITED ST7",1994,719798,5261075
"UNITED ST8",1994,126982,2407720
"UNITED ST5",1994,126982,974755
"UNITED ST4",1997,676214,2771776
"UNITED ST2",1994,824810,608265
"UNITED ST3",1994,760195,2937116
"UNITED ST0",1996,659396,4014288
"UNITED ST3",1996,659396,834883
"UNITED ST5",1992,816526,2009687
"UNITED ST1",1997,656971,1963209
"UNITED ST9",1994,37817,2650569
"UNITED ST1",1996,807304,5843640
"UNITED ST9",1992,302230,4769452
"UNITED ST4",1993,421352,5207049
"UNITED ST4",1995,461488,4277382
"UNITED ST4",1994,634945,3587324
"UNITED ST2",1994,708121,6125392
"UNITED ST4",1997,621397,2191686
"UNITED ST6",1992,781459,1583209
"UNITED ST5",1993,494414,3105590
"UNITED ST0",1993,494414,183330
"UNITED ST3",1993,494414,316987
"UNITED ST5",1995,754454,3512747
"UNITED ST7",1996,644350,4009808
"UNITED ST1",1994,551176,2006956
"UNITED ST0",1995,795283,294153
"UNITED ST2",1996,404734,5688312
"UNITED ST9",1995,136786,431332
"UNITED ST3",1992,696263,7370874
"UNITED ST6",1994,766084,981754
"UNITED ST0",1993,500942,744160
"UNITED ST9",1996,446458,5023549
"UNITED ST2",1993,796661,1073927
"UNITED ST3",1994,168653,272260
"UNITED ST4",1995,177025,6406709
"UNITED ST1",1994,744236,4029923
"UNITED ST0",1995,474278,4947188
"UNITED ST1",1995,474278,255283
"UNITED ST1",1992,371185,2398168
"UNITED ST8",1997,595231,5915347
"UNITED ST5",1995,8818,4438201
"UNITED ST1",1994,642118,7652992
"UNITED ST6",1996,321307,1934965
"UNITED ST8",1993,691627,4284756
"UNITED ST6",1996,547771,1213192
"UNITED ST1",1994,434083,359152
"UNITED ST7",1993,59657,2806169
"UNITED ST8",1993,752966,312293
"UNITED ST9",1995,394297,5082804
"UNITED ST4",1992,629878,1550264
"UNITED ST5",1994,169432,3739455
"UNITED ST3",1995,18209,9354463
"UNITED ST3",1993,163333,2554290
"UNITED ST5",1995,291275,1917102
"UNITED ST3",1997,879065,5583568
"UNITED ST0",1992,705608,1513649
"UNITED ST9",1993,747106,2818494
"UNITED ST4",1997,791206,2857122
"UNITED ST6",1993,204142,4067686
"UNITED ST2",1997,868432,509980
"UNITED ST2",1994,335323,4797180
"UNITED ST3",1995,688052,5726241
"UNITED ST6",1992,421324,146737
"UNITED ST5",1992,763165,3341437
"UNITED ST0",1994,157289,5282809
"UNITED ST0",1997,245770,1220562
"UNITED ST0",1996,551107,5744622
"UNITED ST3",1996,551107,3859304
"UNITED ST6",1997,827969,181442
"UNITED ST9",1997,407656,4534152
"UNITED ST1",1993,188947,3508920
"UNITED ST1",1996,314957,2093005
"UNITED ST8",1997,727,6567550
"UNITED ST0",1996,498127,7674629
"UNITED ST8",1992,37937,3376506
"UNITED ST6",1996,528634,5445058
"UNITED ST8",1992,865309,838980
"UNITED ST4",1993,594739,7272572
"UNITED ST2",1997,66161,4821521
"UNITED ST4",1997,66161,1798349
"UNITED ST5",1992,686036,4910068
"UNITED ST8",1994,371938,2642496
"UNITED ST2",1993,428749,4547421
"UNITED ST5",1997,470515,5147342
"UNITED ST3",1993,852436,723382
"UNITED ST4",1995,536110,1041549
"UNITED ST3",1994,591692,4489990
"UNITED ST6",1993,138188,6513734
"UNITED ST5",1997,129335,832599
"UNITED ST8",1992,548606,8289715
"UNITED ST7",1997,742276,6374037
"UNITED ST3",1996,178876,152321
"UNITED ST4",1995,229487,668052
"UNITED ST4",1993,231229,840868
"UNITED ST5",1994,226354,4862476
"UNITED ST8",1992,475337,683454
"UNITED ST6",1995,578596,6284152
"UNITED ST0",1997,849728,568309
"UNITED ST4",1996,297827,4445327
"UNITED ST4",1992,372079,1360836
"UNITED ST4",1995,146815,3129429
"UNITED ST0",1995,146815,4594376
"UNITED ST8",1995,111794,4013212
"UNITED ST0",1994,155645,4372600
"UNITED ST5",1994,275017,737823
"UNITED ST0",1995,284951,2499062
"UNITED ST0",1994,298829,3146510
"UNITED ST4",1992,392068,6586509
"UNITED ST7",1994,725173,3096458
"UNITED ST9",1994,98483,2818206
"UNITED ST1",1995,188866,3865303
"UNITED ST2",1995,782542,2003562
"UNITED ST9",1994,255103,2001834
"UNITED ST1",1992,396244,1054485
"UNITED ST6",1997,450229,5724164
"UNITED ST9",1996,339311,7353038
"UNITED ST5",1996,383356,4521364
"UNITED ST9",1996,834121,1459737
"UNITED ST8",1997,653882,4228979
"UNITED ST5",1997,755839,2479737
"UNITED ST0",1995,761903,2335365
"UNITED ST5",1994,86216,4091425
"UNITED ST5",1997,195841,8523408
"UNITED ST7",1997,195841,2341674
"UNITED ST1",1993,178693,2193962
"UNITED ST1",1992,644125,5563872
"UNITED ST5",1994,612860,1893427
"UNITED ST1",1996,299032,8584369
"UNITED ST3",1995,119737,5301909
"UNITED ST3",1997,520078,3426192
"UNITED ST4",1992,58091,2175583
"UNITED ST0",1992,58091,1635958
"UNITED ST9",1997,668198,5302277
"UNITED ST3",1997,228874,1706339
"UNITED ST0",1994,84031,4089970
"UNITED ST3",1997,689968,2085008
"UNITED ST6",1992,840475,3054468
"UNITED ST1",1993,468452,1186220
"UNITED ST8",1993,290767,2538029
"UNITED ST8",1996,90739,7843185
"UNITED ST1",1994,514532,8296433
"UNITED ST8",1997,166381,5551413
"UNITED ST4",1994,384821,1126081
"UNITED ST7",1996,157121,3554976
"UNITED ST4",1997,705187,2005660
"UNITED ST4",1992,108622,3941155
"UNITED ST2",1996,391652,1387169
"UNITED ST2",1996,391652,866382
"UNITED ST5",1996,265621,7917960
"UNITED ST6",1995,470470,650568
"UNITED ST6",1995,700940,3231973
"UNITED ST1",1996,799132,302052
"UNITED ST9",1996,741710,642765
"UNITED ST4",1995,472027,5051676
"UNITED ST0",1994,610823,1774787
"UNITED ST9",1995,593353,2842394
"UNITED ST5",1995,846803,6338439
"UNITED ST5",1993,37652,6958674
"UNITED ST9",1993,264962,2921839
"UNITED ST6",1992,27397,5028526
"UNITED ST4",1994,359638,2735798
"UNITED ST4",1997,11057,1679796
"UNITED ST9",1993,294227,316283
"UNITED ST8",1996,158543,5751610
"UNITED ST4",1996,158543,501893
"UNITED ST8",1992,114493,7545522
"UNITED ST2",1992,114493,4710009
"UNITED ST3",1996,308588,5849145
"UNITED ST6",1992,308849,9074300
"UNITED ST4",1996,701189,3307524
"UNITED ST9",1996,269758,6252331
"UNITED ST4",1995,365696,9034912
"UNITED ST3",1996,594122,2486466
"UNITED ST7",1996,790826,7364449
"UNITED ST7",1997,824264,7355880
"UNITED ST5",1997,92089,3913536
"UNITED ST2",1992,171992,2105580
"UNITED ST1",1993,257335,3184543
"UNITED ST4",1992,487105,6511215
"UNITED ST6",1992,663940,6709045
"UNITED ST1",1996,353960,7405516
"UNITED ST9",1995,803881,3072260
"UNITED ST6",1996,810098,3635882
"UNITED ST1",1996,113266,977204
"UNITED ST3",1996,550019,549748
"UNITED ST5",1993,554500,3715061
"UNITED ST5",1992,852925,3362877
"UNITED ST7",1997,804793,7729635
"UNITED ST7",1994,494437,3934814
"UNITED ST0",1994,292549,5081111
"UNITED ST5",1997,428027,4275872
"UNITED ST9",1995,208864,3598795
"UNITED ST6",1992,643657,4783654
"UNITED ST1",1997,817954,2386866
"UNITED ST7",1997,222632,7504943
"UNITED ST7",1993,768668,1186780
"UNITED ST5",1995,32965,427147
"UNITED ST4",1995,247978,6842672
"UNITED ST8",1993,683359,3105552
"UNITED ST7",1996,664807,659721
"UNITED ST9",1993,609922,3900960
"UNITED ST0",1997,678716,1018384
"UNITED ST9",1994,21640,1982351
"UNITED ST4",1994,420973,6551674
"UNITED ST2",1996,131908,921821
"UNITED ST5",1997,240871,111478
"UNITED ST6",1992,337577,3248815
"UNITED ST3",1993,223600,1358736
"UNITED ST5",1995,603946,1614726
"UNITED ST4",1997,479066,6707550
"UNITED ST4",1995,627766,4622832
"UNITED ST6",1995,627766,8275396
"UNITED ST7",1993,33448,1708357
"UNITED ST0",1993,530512,805920
"UNITED ST3",1994,393130,3211524
"UNITED ST3",1997,380653,2773098
"UNITED ST6",1996,771379,656714
"UNITED ST6",1996,126112,6931054
"UNITED ST3",1996,126112,5619920
"UNITED ST6",1993,46537,2238692
"UNITED ST9",1995,604579,5525635
"UNITED ST3",1994,888457,5684584
"UNITED ST1",1996,605740,871315
"UNITED ST1",1996,151859,5728688
"UNITED ST6",1996,283810,4783860
"UNITED ST1",1992,276709,6513900
"UNITED ST1",1997,333649,1090704
"UNITED ST4",1993,59206,512591
"UNITED ST1",1996,793123,1938327
"UNITED ST6",1995,387448,2776518
"UNITED ST1",1994,336721,3884251
"UNITED ST2",1994,352534,1915564
"UNITED ST3",1994,634789,1379448
"UNITED ST2",1992,282805,4933026
"UNITED ST5",1996,277426,1470878
"UNITED ST4",1992,702571,715516
"UNITED ST4",1996,527057,4626486
"UNITED ST6",1995,679051,996959
"UNITED ST2",1995,414730,808565
"UNITED ST8",1993,67813,1131615
"UNITED ST3",1995,412129,4859753
"UNITED ST8",1994,795689,1683799
"UNITED ST0",1992,466616,2668774
"UNITED ST0",1993,442499,4765781
"UNITED ST0",1993,442499,3239076
"UNITED ST3",1995,898819,1297873
"UNITED ST3",1996,744703,3403602
"UNITED ST0",1996,744703,2613272
"UNITED ST3",1994,310367,1650874
"UNITED ST8",1993,590569,5853152
"UNITED ST3",1992,825196,2326108
"UNITED ST7",1993,524608,2838631
"UNITED ST4",1992,748225,1343559
"UNITED ST9",1997,679219,5031271
"UNITED ST8",1995,80128,3947729
"UNITED ST5",1997,531844,5616446
"UNITED ST5",1992,850250,5370904
"UNITED ST6",1997,488872,3529764
"UNITED ST1",1993,322490,1223242
"UNITED ST6",1997,285644,920048
"UNITED ST0",1995,209263,1025728
"UNITED ST7",1996,830384,1902092
"UNITED ST4",1993,418045,3405189
"UNITED ST7",1992,485977,3196737
"UNITED ST7",1996,43948,5753084
"UNITED ST2",1997,66676,7714180
"UNITED ST5",1997,453368,6266108
"UNITED ST8",1992,407438,5594831
"UNITED ST3",1994,599446,2479688
"UNITED ST4",1994,599446,5501500
"UNITED ST4",1996,330932,4151001
"UNITED ST4",1996,115672,2324311
"UNITED ST7",1995,738586,2843038
"UNITED ST5",1997,609260,3488984
"UNITED ST1",1993,245722,2632147
"UNITED ST9",1994,420236,4421846
"UNITED ST2",1997,594674,5842040
"UNITED ST7",1994,202309,5189134
"UNITED ST3",1996,411328,393151
"UNITED ST3",1996,411328,4235692
"UNITED ST6",1995,11620,3353264
"UNITED ST7",1997,275989,1833552
"UNITED ST3",1993,175459,1964521
"UNITED ST3",1996,175027,4702199
"UNITED ST7",1992,382877,4717830
"UNITED ST3",1992,835819,7932637
"UNITED ST9",1996,55102,3784205
"UNITED ST1",1994,537142,4925229
"UNITED ST1",1996,690074,8624618
"UNITED ST9",1994,799036,743760
"UNITED ST5",1994,799036,1409150
"UNITED ST2",1992,440431,3073025
"UNITED ST3",1997,680227,5476259
"UNITED ST5",1994,596212,819980
"UNITED ST4",1994,194698,1451343
"UNITED ST6",1996,332828,5049855
"UNITED ST8",1992,64631,4625913
"UNITED ST9",1993,12839,5180630
"UNITED ST3",1995,673690,2774988
"UNITED ST6",1995,519070,5290010
"UNITED ST3",1994,290899,3240801
"UNITED ST4",1995,590722,3332763
"UNITED ST9",1992,274439,783105
"UNITED ST2",1995,498745,5351846
"UNITED ST0",1997,824263,1748906
"UNITED ST3",1992,679871,3908741
"UNITED ST0",1996,208957,4973746
"UNITED ST0",1996,208957,722126
"UNITED ST1",1996,439171,5853074
"UNITED ST2",1993,233347,6801426
"UNITED ST0",1993,768155,3177218
"UNITED ST5",1993,773647,3402026
"UNITED ST2",1993,773647,5658954
"UNITED ST2",1993,360868,1766127
"UNITED ST6",1997,876149,1772451
"UNITED ST7",1993,157042,3309486
"UNITED ST6",1994,765082,5098621
"UNITED ST5",1995,70369,4821224
"UNITED ST3",1997,221842,4402374
"UNITED ST8",1997,221842,1292222
"UNITED ST2",1997,221842,2631052
"UNITED ST4",1996,69395,5944117
"UNITED ST6",1996,759130,1469059
"UNITED ST0",1996,789943,2039555
"UNITED ST2",1994,163363,4511351
"UNITED ST0",1995,771337,2610864
"UNITED ST8",1992,361712,5204451
"UNITED ST5",1995,688951,4453816
"UNITED ST0",1996,679651,8091520
"UNITED ST4",1995,811273,2747398
"UNITED ST8",1996,257117,3180918
"UNITED ST0",1997,460393,127631
"UNITED ST8",1997,460393,4471301
"UNITED ST4",1996,471281,3125318
"UNITED ST8",1992,810298,4543875
"UNITED ST7",1996,54541,3444613
"UNITED ST0",1996,446561,8564666
"UNITED ST7",1995,829934,7581696
"UNITED ST0",1996,422017,4136483
"UNITED ST9",1995,798028,5722025
"UNITED ST3",1995,729658,4976877
"UNITED ST4",1995,105325,4305764
"UNITED ST7",1995,780913,386029
"UNITED ST5",1994,347432,2158755
"UNITED ST3",1997,74285,4239939
"UNITED ST3",1992,357451,3753847
"UNITED ST4",1997,173542,8058156
"UNITED ST8",1997,557548,4482904
"UNITED ST4",1997,557548,1570547
"UNITED ST8",1994,830555,2114830
"UNITED ST3",1994,533248,3282997
"UNITED ST7",1995,250754,3187000
"UNITED ST7",1992,62431,3037500
"UNITED ST1",1994,696310,2279237
"UNITED ST7",1994,178093,6154172
"UNITED ST8",1996,707557,5788064
"UNITED ST6",1992,241159,6797029
"UNITED ST2",1994,620551,3932941
"UNITED ST4",1993,633820,1941616
"UNITED ST0",1997,260656,2563666
"UNITED ST8",1997,260656,1323209
"UNITED ST1",1992,517783,5214601
"UNITED ST3",1993,569389,4900483
"UNITED ST9",1993,569389,2028581
"UNITED ST0",1993,133514,2582016
"UNITED ST7",1996,570379,5169457
"UNITED ST2",1993,865637,2896661
"UNITED ST0",1996,245378,4733361
"UNITED ST6",1996,264484,171366
"UNITED ST0",1994,113653,7311041
"UNITED ST9",1995,71995,6111440
"UNITED ST1",1995,71995,5049315
"UNITED ST6",1992,269569,7403280
"UNITED ST6",1992,676255,5640380
"UNITED ST5",1997,775234,2512127
"UNITED ST4",1997,230015,6326379
"UNITED ST9",1993,601447,2437909
"UNITED ST1",1995,656500,2979124
"UNITED ST4",1995,656500,4893218
"UNITED ST0",1997,760481,3040807
"UNITED ST8",1994,314720,2566469
"UNITED ST1",1997,729253,2882672
"UNITED ST2",1997,729253,3199265
"UNITED ST3",1992,339706,142438
"UNITED ST8",1992,736949,1363184
"UNITED ST2",1995,523031,138829
"UNITED ST6",1993,435604,6993763
"UNITED ST6",1993,592249,2939539
"UNITED ST4",1993,592249,4909541
"UNITED ST2",1994,71167,4655922
"UNITED ST1",1992,411070,2411551
"UNITED ST2",1992,411070,2888028
"UNITED ST1",1993,30154,5152030
"UNITED ST2",1994,353912,3472969
"UNITED ST8",1996,887314,4176548
"UNITED ST1",1994,540008,4852599
"UNITED ST4",1995,212854,2824026
"UNITED ST3",1993,574465,5317248
"UNITED ST8",1995,833915,763609
"UNITED ST6",1993,37714,754215
"UNITED ST4",1994,35693,705072
"UNITED ST8",1996,636440,6400603
"UNITED ST8",1995,138901,2180586
"UNITED ST2",1997,872060,2610457
"UNITED ST5",1994,183163,6835782
"UNITED ST9",1993,145658,1873251
"UNITED ST4",1994,758807,4095282
"UNITED ST5",1994,758807,472544
"UNITED ST6",1996,347285,1361240
"UNITED ST5",1997,134716,2832846
"UNITED ST3",1997,604727,1185609
"UNITED ST3",1997,604727,3123812
"UNITED ST1",1992,538483,1051855
"UNITED ST4",1997,439219,4834398
"UNITED ST2",1992,506156,3639741
"UNITED ST3",1994,590020,5487381
"UNITED ST3",1993,55966,5243057
"UNITED ST0",1992,681562,6667263
"UNITED ST4",1993,53161,169422
"UNITED ST6",1996,641900,6399346
"UNITED ST1",1992,152852,1013784
"UNITED ST6",1997,437488,870221
"UNITED ST8",1995,116371,1334630
"UNITED ST6",1995,830872,8461536
"UNITED ST0",1995,58414,4077666
"UNITED ST5",1996,208297,6987524
"UNITED ST0",1996,215522,6960166
"UNITED ST6",1993,668008,4926771
"UNITED ST2",1993,668008,5831011
"UNITED ST0",1993,668008,6474241
"UNITED ST2",1995,583511,3737857
"UNITED ST6",1992,265672,4583895
"UNITED ST7",1995,239219,2914320
"UNITED ST5",1993,430285,4497148
"UNITED ST8",1992,166726,849300
"UNITED ST9",1994,330079,3286882
"UNITED ST3",1994,23237,4689718
"UNITED ST2",1997,836000,8424730
"UNITED ST4",1995,736771,4314620
"UNITED ST6",1995,736771,5157491
"UNITED ST5",1997,42140,4060503
"UNITED ST3",1997,279364,629918
"UNITED ST3",1996,762067,5675380
"UNITED ST0",1994,329390,4983109
"UNITED ST1",1993,665648,2314526
"UNITED ST2",1996,751021,4173741
"UNITED ST5",1992,378763,6007641
"UNITED ST6",1994,31606,6754307
"UNITED ST1",1994,31606,3742924
"UNITED ST5",1994,365527,4776276
"UNITED ST2",1995,257884,5672512
"UNITED ST3",1997,750274,6729979
"UNITED ST6",1993,852778,591580
"UNITED ST1",1996,498769,3245426
"UNITED ST0",1996,498769,2048031
"UNITED ST5",1994,506048,5948430
"UNITED ST1",1995,406159,1156303
"UNITED ST0",1992,809933,6168982
"UNITED ST0",1996,371029,1619802
"UNITED ST3",1992,341881,8806300
"UNITED ST7",1996,165362,7427464
"UNITED ST5",1993,412069,220827
"UNITED ST9",1992,539701,2031722
"UNITED ST7",1996,437474,2645632
"UNITED ST4",1994,509351,6904742
"UNITED ST1",1992,437269,863219
"UNITED ST6",1993,229291,4089226
"UNITED ST0",1997,748501,4590768
"UNITED ST1",1994,210088,1250824
"UNITED ST7",1994,82255,2510951
"UNITED ST4",1994,398530,2433501
"UNITED ST9",1994,247738,6659828
"UNITED ST4",1996,725609,2024510
"UNITED ST8",1993,856363,1725000
"UNITED ST6",1996,371372,4687432
"UNITED ST5",1992,865045,1726819
"UNITED ST2",1995,375997,7585662
"UNITED ST2",1997,871241,5473621
"UNITED ST6",1997,832330,2681201
"UNITED ST5",1992,482006,508654
"UNITED ST5",1992,511300,6531905
"UNITED ST0",1997,765520,4991712
"UNITED ST3",1995,245113,3974953
"UNITED ST0",1996,683824,4312200
"UNITED ST0",1995,252167,1824350
"UNITED ST7",1997,233144,5211035
"UNITED ST0",1994,872287,5452713
"UNITED ST0",1994,872287,1133217
"UNITED ST1",1995,484852,3714438
"UNITED ST8",1995,484852,7621064
"UNITED ST2",1993,691712,3771672
"UNITED ST7",1993,691712,5985460
