"s_nation","d_yearmonthnum","lo_custkey","lo_partkey","lo_revenue","lo_supplycost"
"JORDAN",199206,510805,382784,3173509,112006
"JORDAN",199209,540392,778922,1200534,120053
"SAUDI ARABIA",199203,782338,711289,2675914,78015
"SAUDI ARABIA",199207,603373,79667,3097367,98799
"EGYPT",199205,621652,645784,691900,103785
"IRAN",199205,621652,90353,3058807,80601
"IRAN",199210,454576,381345,423620,85579
"IRAN",199204,494153,23807,3807760,103848
"SAUDI ARABIA",199209,594445,199774,5059179,112426
"JORDAN",199201,760649,192990,4582578,124979
"JORDAN",199212,31918,418106,3447053,61444
"IRAQ",199209,154039,190653,7005985,104619
"IRAQ",199201,362225,345126,3098757,70266
"JORDAN",199207,326137,34492,698980,85589
"SAUDI ARABIA",199210,880474,511965,4305775,118616
"JORDAN",199210,702736,82400,3010867,82944
"SAUDI ARABIA",199205,587882,518548,3256795,93991
"JORDAN",199203,125128,470502,5889920,88348
"IRAQ",199209,852334,330434,1903746,87865
"EGYPT",199203,583015,427353,3136808,76819
"EGYPT",199212,185860,241136,319904,64627
"SAUDI ARABIA",199204,107294,330272,520904,78135
"SAUDI ARABIA",199212,529891,264528,4973043,89550
"JORDAN",199201,269681,416360,631788,76580
"JORDAN",199212,680587,299390,6877431,83362
"SAUDI ARABIA",199204,404878,204214,2683680,67092
"SAUDI ARABIA",199207,705092,603008,1821940,54658
"JORDAN",199210,157013,689037,1206576,61560
"EGYPT",199207,137183,104687,6134031,101500
"JORDAN",199208,121630,442494,5404000,86188
"SAUDI ARABIA",199211,611936,514320,2535170,80058
"JORDAN",199206,337105,460090,4836622,63004
"IRAN",199206,337105,419910,1811591,109793
"SAUDI ARABIA",199201,531817,538059,3977830,65821
"IRAN",199201,531817,39084,1739236,61384
"IRAN",199201,531817,74235,5320612,72553
"JORDAN",199208,52444,596334,1682044,85818
"IRAQ",199201,735328,298915,1722510,114834
"SAUDI ARABIA",199210,409801,546837,3138427,113028
"IRAN",199201,485663,728859,2429624,113269
"JORDAN",199201,686320,584239,5689803,79392
"SAUDI ARABIA",199203,173024,6548,5527252,87272
"EGYPT",199204,694345,272243,2143665,72913
"SAUDI ARABIA",199204,694345,308794,2884448,108166
"IRAN",199204,620801,466210,5175236,70571
"EGYPT",199212,111859,766329,6216016,83717
"IRAQ",199210,535049,62559,3765836,91293
"JORDAN",199212,191854,731270,1431364,78074
"EGYPT",199210,735257,412038,3385835,57000
"EGYPT",199210,150424,248034,4234470,58921
"IRAN",199211,35278,56548,5213231,90272
"SAUDI ARABIA",199211,97007,363827,8523771,113448
"SAUDI ARABIA",199205,698579,306415,3377246,85284
"SAUDI ARABIA",199204,185026,315435,5117081,87025
"IRAQ",199206,269078,59819,5926994,106728
"IRAQ",199209,787801,178994,8619492,124379
"IRAQ",199204,873850,69205,352260,70452
"IRAN",199202,742559,750011,1273176,63658
"JORDAN",199205,672766,140012,4536267,63120
"IRAQ",199202,454738,471257,5055394,73693
"IRAQ",199203,57008,770478,3065911,92906
"IRAQ",199206,172778,182744,5967959,109604
"EGYPT",199210,791296,689821,3016776,108647
"IRAQ",199202,608492,448353,4208501,78079
"IRAN",199210,834196,239051,1568223,59402
"JORDAN",199201,282211,535952,3379481,119275
"IRAN",199203,88981,772237,523680,78552
"IRAN",199205,671887,799884,4517226,119031
"SAUDI ARABIA",199209,730837,330147,5414798,70627
"IRAQ",199209,730837,486968,2345928,117296
"JORDAN",199210,697105,385309,3904012,83657
"SAUDI ARABIA",199207,329989,393754,8510690,110864
"EGYPT",199201,616579,170538,2734501,96511
"IRAQ",199201,427522,30228,5107750,69493
"IRAQ",199204,427825,131054,434020,65103
"JORDAN",199210,428023,604060,4534797,57841
"EGYPT",199205,252673,319518,304425,92250
"SAUDI ARABIA",199203,337231,687536,2413224,91410
"IRAN",199204,274237,177943,4601680,121256
"IRAQ",199201,374123,126822,2745497,110929
"EGYPT",199212,401989,710609,2915226,97174
"SAUDI ARABIA",199212,401989,425298,2058763,73396
"SAUDI ARABIA",199202,228052,608862,1928433,106249
"EGYPT",199201,124354,643351,3753528,77659
"SAUDI ARABIA",199201,79762,261538,2351247,89971
"JORDAN",199205,458236,472630,6125175,96156
"IRAN",199210,560378,16360,1516315,76581
"SAUDI ARABIA",199205,787945,58569,756142,91653
"SAUDI ARABIA",199210,163129,229151,5292686,64808
"IRAQ",199210,163129,135320,5556812,81319
"SAUDI ARABIA",199209,223696,97196,708754,71591
"SAUDI ARABIA",199205,829603,285493,1034936,88708
"JORDAN",199204,653968,161466,756092,91647
"IRAN",199201,869560,60941,7343390,114116
"IRAN",199209,434794,499584,3958900,95013
"IRAN",199202,396263,585564,1616549,98972
"JORDAN",199208,573401,732985,4594872,121077
"IRAN",199207,792514,393708,4684394,108101
"IRAN",199202,600149,746605,5826738,99094
"IRAN",199202,526213,92490,2201497,88949
"EGYPT",199202,526213,562778,5338175,110445
"IRAQ",199206,317101,131556,1571674,95253
"SAUDI ARABIA",199211,488089,135218,1629173,75192
"SAUDI ARABIA",199205,311515,580809,2407579,113386
"IRAQ",199208,624349,691535,1511235,91590
"EGYPT",199202,323489,57567,2744208,91473
"IRAN",199210,119945,248606,6463985,93275
"JORDAN",199205,829309,748588,648073,98193
"JORDAN",199205,43079,150464,5603502,90867
"IRAN",199205,722966,66425,5647773,83485
"IRAQ",199210,874657,179319,2796620,83898
"IRAN",199210,874657,770743,3232031,108822
"SAUDI ARABIA",199205,271805,401339,3192557,74418
"SAUDI ARABIA",199209,406535,731170,4119910,72068
"JORDAN",199204,250060,499439,3702467,86304
"JORDAN",199203,414721,254801,5909989,105347
"IRAQ",199207,74099,782085,5018315,70023
"SAUDI ARABIA",199202,682756,542166,4784234,72488
"JORDAN",199210,476911,404039,1400369,56580
"JORDAN",199212,395009,159445,1203552,90266
"IRAQ",199207,479768,286018,1706800,60240
"JORDAN",199208,274688,586897,3731659,119032
"IRAN",199208,878803,214726,7219124,98442
"SAUDI ARABIA",199202,454654,369852,3267128,115310
"IRAN",199203,359467,620866,1250781,107209
"IRAQ",199204,664492,733476,6508705,90566
"IRAQ",199209,235838,277887,6396504,111892
"IRAN",199202,620863,412069,97122,58862
"IRAN",199209,498082,680281,5297250,75675
"EGYPT",199208,699451,567016,4503072,64979
"IRAQ",199208,636491,390191,251111,76870
"EGYPT",199202,89234,699563,7500144,93751
"JORDAN",199212,398455,94228,598887,73333
"SAUDI ARABIA",199206,874795,563054,558515,67021
"JORDAN",199211,298468,698196,4915162,71649
"EGYPT",199211,298468,172794,4989929,112007
"IRAQ",199209,607873,603028,4470613,55859
"SAUDI ARABIA",199202,487253,756367,1115890,85399
"SAUDI ARABIA",199210,636221,675722,7227066,101861
"EGYPT",199212,256924,522535,3238063,93450
"IRAQ",199212,256924,630823,7190539,105227
"IRAN",199204,218683,787970,7058734,123476
"IRAQ",199203,381133,236007,1026916,56579
"SAUDI ARABIA",199207,112960,481565,5607754,92792
"JORDAN",199208,820525,421365,3025471,77180
"SAUDI ARABIA",199209,160078,52332,4027658,77059
"EGYPT",199207,308155,566460,2594948,91586
"IRAQ",199211,263405,247775,1181813,103365
"IRAQ",199203,261371,447922,9070884,112194
"EGYPT",199210,673072,373986,2059970,123598
"IRAQ",199203,657004,745922,1928532,118073
"JORDAN",199209,395734,79279,5481024,75496
"SAUDI ARABIA",199209,395734,644062,3521105,60361
"IRAN",199210,701716,732763,3411887,107743
"IRAQ",199210,701716,116662,166187,100719
"IRAQ",199204,290893,441371,1312350,78741
"EGYPT",199212,8650,390732,7217971,109363
"SAUDI ARABIA",199204,573577,127132,2868846,69547
"EGYPT",199204,573577,329556,4395116,95132
"IRAQ",199208,328181,513993,590049,120418
"IRAN",199205,423683,69648,1743815,97058
"IRAQ",199205,481154,687986,8705119,118437
"IRAN",199208,309304,345019,2738736,63840
"IRAN",199212,479323,346269,394575,78915
"JORDAN",199212,479323,14275,3329956,71356
"EGYPT",199208,451138,295389,5756210,83062
"IRAQ",199203,408697,584260,3992392,80654
"EGYPT",199201,41881,572400,6493195,88342
"SAUDI ARABIA",199212,542048,577447,6489455,91465
"IRAN",199206,135739,379957,9166230,122216
"SAUDI ARABIA",199209,691825,412458,2877903,82225
"SAUDI ARABIA",199201,476762,261921,5460439,112974
"IRAN",199204,780773,55591,7196283,92795
"IRAN",199203,647440,403413,4644223,78983
"IRAQ",199210,15616,4873,6578119,106672
"JORDAN",199209,122455,682579,156154,93692
"IRAN",199206,158230,628525,575582,87209
"IRAN",199206,158230,409144,1042588,63187
"IRAQ",199212,94835,622331,2005280,75198
"IRAQ",199212,24596,9347,2860686,75380
"IRAQ",199204,738262,163033,2849678,65761
"IRAN",199204,177446,458966,8854724,115496
"IRAN",199207,228125,614363,4381241,76639
"IRAQ",199209,467560,203902,4469577,108353
"JORDAN",199207,542875,69951,6531230,115257
"IRAN",199207,542875,260504,1291680,87869
"IRAN",199210,692888,131846,6878527,112670
"IRAN",199201,411098,144714,3869162,105522
"IRAN",199201,74221,335136,5035816,70267
"SAUDI ARABIA",199209,208843,358081,112767,68344
"EGYPT",199201,124877,752063,3642803,66901
"JORDAN",199202,547481,543419,877434,87743
"JORDAN",199210,23264,694012,4581232,60358
"EGYPT",199210,843364,719839,8178720,111528
"JORDAN",199211,740504,108411,3231996,85164
"IRAN",199204,444169,189005,2382732,65640
"IRAN",199205,33424,435808,6626364,104626
"JORDAN",199205,33424,764971,3790920,122156
"SAUDI ARABIA",199208,118675,598142,2480240,74407
"IRAQ",199208,118675,166662,2053648,103719
"IRAN",199203,788722,692890,4797527,112971
"JORDAN",199212,889819,461985,3469482,116817
"IRAN",199202,449737,252927,563973,112794
"IRAN",199210,527831,464207,4476249,70270
"IRAQ",199212,290338,645582,3513365,91653
"IRAN",199211,880544,168765,7008630,110025
"IRAQ",199208,379093,475425,6377421,84024
"JORDAN",199205,551491,100083,3357548,64984
"SAUDI ARABIA",199211,886724,225244,5614642,70153
"IRAN",199207,651607,780845,4906963,115548
"IRAQ",199207,651607,585281,4016804,81975
"IRAN",199208,845417,26344,3236826,76220
"SAUDI ARABIA",199207,143015,200351,5395778,75080
"JORDAN",199202,70429,306817,2166674,109428
"IRAN",199205,188338,20725,7241168,98743
"IRAQ",199210,150476,384999,9696758,125038
"SAUDI ARABIA",199210,196408,604407,3894768,78682
"JORDAN",199205,132412,793572,6828714,99932
"SAUDI ARABIA",199212,469792,559372,3226262,85881
"SAUDI ARABIA",199204,20551,450154,1839480,66247
"SAUDI ARABIA",199209,115244,712955,6690928,118075
"IRAN",199204,707830,477323,4160960,78018
"SAUDI ARABIA",199205,347318,427635,618793,93756
"JORDAN",199201,724568,666509,6506822,88528
"JORDAN",199205,522442,466025,4467428,59460
"SAUDI ARABIA",199207,625327,421819,6312104,104447
"EGYPT",199208,706430,739286,3445650,79515
"EGYPT",199206,284086,253759,6782450,102764
"IRAN",199205,312964,489794,2796951,107026
"IRAN",199204,102079,295868,6273719,111831
"EGYPT",199204,60691,229148,4433467,64627
"EGYPT",199204,60691,201355,3015216,75380
"JORDAN",199204,631133,34420,6503924,81265
"EGYPT",199208,720673,527893,6530958,115252
"IRAQ",199201,482534,133839,5431207,112369
"SAUDI ARABIA",199210,280363,224782,1338107,102406
"EGYPT",199210,280363,475654,488889,97777
"JORDAN",199209,304850,302915,5126546,115074
"IRAN",199209,304850,680621,4804770,96095
"EGYPT",199203,45434,739834,5194173,112428
"IRAQ",199204,89068,519502,596420,91288
"IRAN",199203,579089,301827,4888409,109728
"JORDAN",199206,323309,431665,3319414,95798
"IRAQ",199206,323309,170340,5500326,84620
"IRAQ",199203,439909,639364,4128949,78199
"IRAN",199204,602512,414452,3517190,81985
"EGYPT",199211,106579,621334,3321523,75318
"JORDAN",199211,106579,507727,7806150,104082
"EGYPT",199212,176738,489536,2416407,91530
"EGYPT",199207,103208,93475,2790093,88108
"IRAQ",199212,515833,443284,242997,73635
"EGYPT",199212,515833,657645,2884698,96156
"SAUDI ARABIA",199212,515833,178772,7773234,111046
"IRAN",199203,1478,360759,545922,109184
"JORDAN",199206,307241,481095,1704494,64564
"IRAN",199210,269948,208112,1399577,61206
"IRAQ",199205,380875,388976,6746224,123897
"EGYPT",199208,360094,263959,2474823,115376
"SAUDI ARABIA",199206,199306,347155,3005350,72128
"IRAQ",199201,589291,783554,4814308,98251
"SAUDI ARABIA",199202,139462,502783,7143040,107145
"EGYPT",199202,139462,670268,123823,74293
"IRAQ",199201,402458,310983,7034726,119638
"IRAQ",199205,228467,612173,4891811,65108
"JORDAN",199203,714757,636415,6154184,81082
"EGYPT",199206,696463,651582,1366393,92013
"SAUDI ARABIA",199211,443473,490691,2830250,100900
"IRAN",199201,810280,615944,6509685,111594
"IRAN",199203,888763,604772,6572820,100604
"IRAQ",199212,330013,84356,788125,80421
"IRAN",199209,723493,759404,731685,87802
"IRAQ",199209,362227,322403,2514387,85523
"IRAQ",199201,530279,25018,2734729,56580
"EGYPT",199204,666509,571458,1348957,91765
"JORDAN",199210,644585,69447,6385311,84986
"SAUDI ARABIA",199210,644585,788811,1692703,113986
"IRAN",199207,573421,73507,296100,88830
"SAUDI ARABIA",199202,38926,414741,6556651,99343
"SAUDI ARABIA",199205,270236,409415,2076643,79463
"IRAN",199201,625883,192550,3089636,98553
"IRAN",199203,393463,750605,6814326,99334
"JORDAN",199212,48493,251773,683004,103485
"IRAQ",199203,753658,408270,1982994,70695
"IRAQ",199212,460684,463660,3182334,97418
"EGYPT",199201,191242,141442,6823824,89006
"IRAQ",199212,282259,278200,4199069,70691
"IRAN",199205,380737,173044,2680896,67022
"IRAQ",199212,740203,505354,407799,81559
"IRAQ",199206,876530,628491,3060355,85167
"EGYPT",199208,448249,230582,2994888,90754
"EGYPT",199211,542821,188933,3803250,121315
"EGYPT",199202,571870,757448,737650,90324
"EGYPT",199210,656741,461823,2855680,107088
"SAUDI ARABIA",199211,598561,634943,5337020,112674
"EGYPT",199207,246109,646062,1796309,60481
"EGYPT",199202,220286,9344,4544610,75200
"SAUDI ARABIA",199212,897568,238295,1356608,73996
"JORDAN",199211,564502,672631,3614514,96216
"SAUDI ARABIA",199211,564502,98529,756122,91651
"SAUDI ARABIA",199203,623087,607020,4171455,55619
"IRAN",199208,158569,646043,678460,59340
"IRAQ",199203,680894,464689,4747657,99219
"EGYPT",199202,222710,114809,6255634,109428
"JORDAN",199205,763940,148275,3112331,79396
"JORDAN",199211,213031,228032,3552074,57601
"SAUDI ARABIA",199203,597146,361637,2996365,101917
"EGYPT",199212,546584,363049,1890451,66721
"JORDAN",199208,324605,723270,5302284,77594
"EGYPT",199210,762394,768502,7538256,94228
"EGYPT",199201,252337,723760,8026785,107023
"IRAQ",199203,161932,629240,2806104,70152
"SAUDI ARABIA",199212,891349,452329,6406500,76878
"SAUDI ARABIA",199201,78431,534619,3110402,99215
"IRAN",199211,691111,9556,3191967,87933
"JORDAN",199206,251827,168854,3807243,115371
"SAUDI ARABIA",199206,712252,609598,6417682,90453
"SAUDI ARABIA",199207,468173,472093,3514731,63904
"IRAQ",199205,154384,67668,3762018,98139
"SAUDI ARABIA",199207,143194,519751,4557859,106243
"SAUDI ARABIA",199207,143194,253447,6932128,84025
"IRAQ",199209,345544,388862,7918500,117051
"JORDAN",199211,756049,206986,7234931,113578
"IRAQ",199212,327521,389983,829188,124378
"SAUDI ARABIA",199207,242524,396146,2090504,74527
"SAUDI ARABIA",199209,545605,787747,2385123,110082
"EGYPT",199208,49846,444610,5751983,93275
"IRAQ",199204,330331,676199,5527952,70509
"SAUDI ARABIA",199202,583732,60950,6115040,114657
"EGYPT",199210,3686,651502,5036273,87208
"IRAQ",199210,3686,185632,6291678,103057
"IRAN",199208,447778,299255,3228413,75254
"IRAN",199209,502673,629672,627842,96098
"EGYPT",199211,456526,259929,1851131,113334
"IRAQ",199212,368338,745882,4048485,115671
"JORDAN",199204,71422,592745,1440772,110263
"JORDAN",199209,524591,377406,1335051,89003
"IRAN",199208,84973,737400,1422996,86242
"IRAN",199204,714970,24289,2615831,72796
"JORDAN",199204,714970,698218,243236,72970
"IRAQ",199206,526453,368206,1248706,76451
"SAUDI ARABIA",199208,71290,780278,4975233,81494
"EGYPT",199203,664165,332460,5522065,89547
"IRAN",199211,8158,216114,2927544,61806
"EGYPT",199203,483980,475260,2223432,74114
"SAUDI ARABIA",199203,483980,602419,2978390,79282
"IRAQ",199204,475372,787012,2477100,65938
"EGYPT",199207,421030,775552,7089477,97651
"EGYPT",199207,421030,197460,3083770,93447
"IRAQ",199206,692411,488767,5736002,105344
"JORDAN",199211,609985,581261,6511206,80534
"JORDAN",199203,411613,118752,2255935,106245
"SAUDI ARABIA",199204,297644,411028,2974752,56340
"EGYPT",199203,50926,353456,754720,90566
"JORDAN",199202,373844,179111,3732184,71406
"SAUDI ARABIA",199201,632194,573806,7519120,112786
"IRAN",199212,759340,190493,3103640,95009
"IRAQ",199212,759340,491417,6625066,84503
"SAUDI ARABIA",199212,759340,40610,614041,93036
"EGYPT",199212,522272,1652,1864380,93219
"IRAN",199211,228263,514194,4591046,72490
"JORDAN",199202,176051,226011,275478,56220
"JORDAN",199202,176051,155312,3281544,82038
"EGYPT",199204,626755,465248,2669084,72793
"SAUDI ARABIA",199203,868766,12283,2248321,71716
"SAUDI ARABIA",199206,405257,635884,3062807,109191
"EGYPT",199201,698470,625729,2756713,99281
"EGYPT",199202,459007,742293,1046843,80115
"IRAQ",199202,609880,220674,156276,95679
"IRAQ",199208,815714,729738,2078815,106062
"EGYPT",199208,815714,315722,2236432,104262
"IRAN",199206,40528,237590,2419686,91654
"IRAQ",199202,894052,541052,4262817,65581
"IRAN",199209,543745,321947,4483253,118135
"EGYPT",199209,543745,319399,3058027,85102
"IRAQ",199203,161794,776983,7003830,123597
"IRAQ",199203,623438,759535,1578555,95670
"JORDAN",199211,86587,758271,5449884,79754
"EGYPT",199210,672445,30333,5811318,75799
"IRAN",199210,130799,456803,5518670,105586
"SAUDI ARABIA",199202,861323,72924,375590,113815
"IRAN",199211,382210,792950,8208452,122575
"JORDAN",199211,382210,706316,3173472,79336
"IRAN",199211,326677,351345,3909724,83779
"EGYPT",199206,585515,432807,6263208,104386
"IRAQ",199201,471760,364225,252685,77352
"SAUDI ARABIA",199202,722596,783454,4670681,92245
"IRAQ",199205,890407,344851,6756773,113750
"JORDAN",199208,244481,395118,1200969,72786
"JORDAN",199209,230327,762869,965915,115909
"SAUDI ARABIA",199210,875590,112236,2595070,74893
"JORDAN",199210,22903,532736,6760009,106122
"EGYPT",199201,439495,568259,4467456,79633
"IRAN",199203,279920,602979,7930495,112916
"SAUDI ARABIA",199210,380494,726995,8916843,121317
"IRAQ",199210,720472,226201,1115918,67631
"IRAN",199212,420871,250051,5005200,60062
"JORDAN",199212,420871,665306,2139547,76276
"IRAQ",199212,607709,736786,3036701,109365
"EGYPT",199210,30688,221242,3533892,69793
"EGYPT",199210,844456,519246,1265220,75913
"IRAN",199210,844456,734710,6390762,104680
"SAUDI ARABIA",199206,453740,352287,6294569,80356
"SAUDI ARABIA",199204,879188,233695,814340,97720
"SAUDI ARABIA",199202,835820,406101,1381713,60424
"EGYPT",199202,694642,246134,2434590,64807
"JORDAN",199205,263243,546601,659032,98854
"JORDAN",199212,246383,295081,2905389,64564
"JORDAN",199211,223798,683249,5733473,73932
"SAUDI ARABIA",199204,353482,780759,1839720,110383
"EGYPT",199205,345127,46540,6409960,89192
"SAUDI ARABIA",199209,269606,640173,111314,66788
"SAUDI ARABIA",199205,78389,709602,7580825,96694
"IRAQ",199205,78389,671150,2885762,67267
"IRAN",199205,546532,591556,3459813,98851
"IRAN",199205,720884,65660,2735985,97539
"SAUDI ARABIA",199204,314837,2156,2723678,63489
"IRAQ",199202,856331,171187,5671875,75490
"EGYPT",199211,389932,304615,5830560,97176
"JORDAN",199204,857989,411074,4826745,59103
"EGYPT",199204,210734,510615,3576298,97535
"EGYPT",199206,519358,710086,1933432,65763
"IRAQ",199208,5845,150118,2803464,70086
"IRAQ",199202,429964,617678,319128,95738
"IRAQ",199206,40396,411711,3894456,97361
"IRAN",199201,192347,217981,372198,113938
"IRAQ",199209,50476,70062,3944533,61923
"IRAQ",199209,3743,615698,7261470,96819
"IRAQ",199205,427111,81805,5003040,107208
"IRAQ",199211,644191,457134,4491008,65466
"EGYPT",199203,282127,344650,6100704,101678
"JORDAN",199203,282127,118977,391210,119758
"IRAQ",199212,892447,395709,5836367,108281
"SAUDI ARABIA",199207,662444,23465,6248070,83307
"SAUDI ARABIA",199209,687467,495077,4832801,64323
"IRAQ",199201,676201,347334,6630336,82879
"EGYPT",199208,125359,23243,5657430,69974
"SAUDI ARABIA",199209,356959,710586,4693857,95793
"SAUDI ARABIA",199212,797995,119306,5036140,79518
"IRAQ",199212,135817,494955,386086,116995
"IRAN",199212,36407,353944,1174782,119875
"SAUDI ARABIA",199206,542584,580943,4408097,121435
"SAUDI ARABIA",199206,542584,699419,1123356,85102
"JORDAN",199203,152246,552676,1694077,103719
"JORDAN",199202,362014,769874,2309281,116630
"IRAN",199207,438565,481403,1221023,83062
"SAUDI ARABIA",199211,427937,744998,7967544,122577
"SAUDI ARABIA",199208,340139,291844,2753745,110149
"JORDAN",199211,672940,119253,1007622,76335
"SAUDI ARABIA",199204,8528,473763,1031623,104204
"IRAQ",199206,445445,672648,2887927,97236
"JORDAN",199203,258265,359421,4689938,88824
"IRAQ",199203,258265,646465,4979525,84685
"IRAQ",199210,114472,464696,498201,99640
"SAUDI ARABIA",199202,775432,462512,2745500,88469
"JORDAN",199205,847109,468548,7430948,90991
"JORDAN",199212,778555,588572,1643944,99633
"IRAQ",199202,10018,644963,4113497,114475
"SAUDI ARABIA",199203,217652,557291,396391,80896
"IRAQ",199209,384968,42832,5622661,106489
"EGYPT",199207,402850,692460,4502533,87145
"JORDAN",199203,695252,777366,6206319,86599
"JORDAN",199207,682243,492979,579753,118317
"SAUDI ARABIA",199207,682243,619995,562998,114897
"EGYPT",199201,735985,406343,4205211,74959
"IRAQ",199203,756823,251327,5762621,76698
"SAUDI ARABIA",199203,772100,419923,1094682,110574
"SAUDI ARABIA",199211,873331,706883,8889854,113391
"JORDAN",199211,873331,6238,4191314,68653
"EGYPT",199208,734920,750537,7302500,95250
"IRAN",199205,241313,640936,1839362,112614
"EGYPT",199204,255703,671685,5412275,99399
"SAUDI ARABIA",199201,604568,605391,5462861,77781
"JORDAN",199210,343729,393151,2239452,74648
"JORDAN",199203,526246,87582,2511328,94174
"JORDAN",199203,526246,222059,4512784,58862
"JORDAN",199209,538456,21196,3284538,67031
"EGYPT",199208,84596,710290,4459891,78015
"JORDAN",199208,84596,723053,3728409,64561
"IRAQ",199203,184150,535701,1021167,104200
"JORDAN",199203,184150,314276,2810186,77415
"JORDAN",199209,324097,293018,707700,60660
"JORDAN",199211,477989,735327,6069001,81737
"IRAQ",199211,477989,82100,4111980,64926
"EGYPT",199203,513139,798323,6685748,85277
"IRAQ",199208,325223,59601,4282286,93636
"IRAQ",199204,206543,164008,3216000,64320
"SAUDI ARABIA",199201,264416,649348,4670316,77838
"SAUDI ARABIA",199202,796486,478262,3437945,74414
"IRAQ",199202,796486,323735,5397511,105523
"JORDAN",199211,835897,493195,4234637,71290
"JORDAN",199202,509947,78661,7304685,98379
"IRAQ",199208,136522,415617,2298885,91955
"JORDAN",199204,432742,144145,5360643,71348
"SAUDI ARABIA",199205,494417,645780,2761200,103545
"IRAQ",199210,615643,646304,2940635,75016
"SAUDI ARABIA",199207,328070,534513,3639696,92849
"JORDAN",199206,794297,440625,7828000,93936
"JORDAN",199205,890431,538409,7092162,86842
"SAUDI ARABIA",199202,633350,32577,1643921,90574
"IRAQ",199201,13595,362093,343058,69304
"IRAN",199209,309008,406685,7799134,95499
"IRAN",199210,59846,234810,7694568,104688
"IRAQ",199212,408754,712205,2862783,73030
"IRAN",199208,807361,85350,3833789,80121
"EGYPT",199210,405199,493555,5672265,92911
"IRAQ",199201,199658,259682,2437879,98500
"IRAN",199201,555304,252858,8518191,108650
"IRAQ",199211,53545,508804,2664786,108766
"IRAQ",199206,355147,293642,5019748,98137
"IRAQ",199201,377647,307557,2033902,93872
"IRAN",199203,535546,182452,3529235,92067
"IRAN",199203,535546,155473,151318,91708
"EGYPT",199204,878143,762065,4282714,67621
"IRAQ",199206,163339,391954,613782,122756
"IRAQ",199205,59149,373652,172564,103538
"SAUDI ARABIA",199212,110242,372884,6653358,117412
"EGYPT",199205,737812,477046,2228137,61381
"IRAQ",199202,874043,316450,1906372,87986
"IRAQ",199212,251183,792777,7033961,112184
"JORDAN",199211,5357,274887,5656361,111712
"JORDAN",199206,50999,700852,5992019,111169
"JORDAN",199201,819067,240944,3769860,113095
"SAUDI ARABIA",199209,535022,496258,125423,75253
"SAUDI ARABIA",199208,180386,380019,1088010,65940
"IRAQ",199208,367898,253962,189679,114957
"IRAQ",199204,325984,432348,5520739,76819
"SAUDI ARABIA",199212,544493,387542,977718,97771
"JORDAN",199212,544493,217208,1462747,67511
"JORDAN",199208,249892,64077,3019103,62464
"EGYPT",199203,205708,150150,1320165,72009
"JORDAN",199208,56981,543214,1005752,75431
"IRAN",199211,817141,38850,5008780,107331
"SAUDI ARABIA",199204,743437,172303,3300720,82518
"SAUDI ARABIA",199206,198077,425731,2110648,99402
"SAUDI ARABIA",199204,126644,196978,3903018,124498
"SAUDI ARABIA",199209,894752,143266,2094816,78555
"SAUDI ARABIA",199209,894752,665375,3317341,80420
"IRAQ",199205,88964,161813,7686721,112488
"SAUDI ARABIA",199203,772582,383015,2797704,65880
"JORDAN",199207,731423,615296,3323697,72675
"IRAN",199201,330352,661391,5544676,81141
"IRAQ",199203,324676,181188,3015571,76150
"IRAQ",199211,634510,365046,5059630,66661
"IRAN",199205,427774,65046,4203904,60662
"EGYPT",199201,859795,329135,1369005,69847
"IRAQ",199205,119362,108017,4821647,61500
"IRAQ",199203,264314,486158,4004455,68647
"IRAN",199207,508903,509538,4094711,92850
"SAUDI ARABIA",199211,461183,756437,448020,89604
"IRAQ",199211,461183,630346,750470,76578
"JORDAN",199202,625672,595014,443596,66539
"IRAQ",199203,575228,690283,5602300,76395
"SAUDI ARABIA",199203,575228,781818,752312,113986
"EGYPT",199205,283678,232359,6198432,77480
"IRAQ",199206,686882,58914,8428095,112374
"IRAQ",199210,836629,226590,7431242,90994
"SAUDI ARABIA",199209,801658,123,716184,61387
"SAUDI ARABIA",199210,757639,775957,3252672,121975
"EGYPT",199211,337423,61851,3988270,108771
"JORDAN",199208,374506,611892,4773013,108231
"SAUDI ARABIA",199208,374506,238077,1909327,60903
"JORDAN",199205,329431,100581,2214212,94894
"JORDAN",199211,196889,88121,3184283,66547
"JORDAN",199208,883505,34673,6269913,96460
"JORDAN",199208,669430,671133,3787063,66246
"IRAQ",199207,394060,152369,5116896,85281
"IRAQ",199204,515368,399309,690062,84497
"SAUDI ARABIA",199204,447290,372008,423356,64799
"JORDAN",199204,523897,11727,4496647,98323
"SAUDI ARABIA",199204,523897,292929,3766943,115314
"JORDAN",199212,164761,76843,5224760,109190
"IRAN",199212,164761,295409,6179316,84263
"IRAN",199212,287599,421440,2560831,81685
"IRAQ",199212,287599,363572,7772181,98133
"SAUDI ARABIA",199212,287599,45951,557703,113817
"IRAN",199206,587429,518337,5285709,81318
"EGYPT",199211,4184,150810,9211009,111648
"IRAN",199209,122788,644002,4214296,56758
"IRAQ",199212,193,285182,577749,70030
"JORDAN",199210,549352,148712,4183446,105642
"IRAQ",199204,539341,67587,3199325,93274
"SAUDI ARABIA",199202,261394,668251,3703990,73153
"JORDAN",199205,833081,480846,2192184,109609
"IRAN",199209,177547,406444,4946588,81025
"EGYPT",199212,814160,491548,4978807,92371
"IRAN",199212,173311,670061,2268266,61861
